alx,b,Deg.C,depth_m,dt,g,kPa,r,w,wlx,ts
0,0,16.457,0,2016-11-03T07:17:23.890133,0,104.069,0,0,0,1550939768.00000
0,0,16.458,0.0031856,2016-11-03T07:17:25.257638,0,104.101,0,0,0,1550939769.36750
0,0,16.457,0.00587345,2016-11-03T07:17:26.624722,0,104.128,0,0,0,1550939770.73459
0,0,16.46,0.0067694,2016-11-03T07:17:27.996857,0,104.137,0,0,0,1550939772.10673
0,0,16.461,0.0041811,2016-11-03T07:17:29.364372,0,104.111,0,0,0,1550939773.47425
0,0,16.466,0.0085613,2016-11-03T07:17:30.730637,0,104.155,0,0.3,0,1550939774.84052
0,0,16.465,0.00826265,2016-11-03T07:17:32.103729,0,104.152,0,0.5,0,1550939776.21359
0,0,16.47,0.0051766,2016-11-03T07:17:33.471148,0.5,104.121,0,0.5,0,1550939777.58102
0,0,16.471,0.0053757,2016-11-03T07:17:34.839122,0,104.123,0,0.3,0,1550939778.94899
0,0,16.47,0.001991,2016-11-03T07:17:36.207366,0,104.089,0,0,0,1550939780.31723
0,0,16.471,0.0027874,2016-11-03T07:17:37.573533,0,104.097,0,0,0,1550939781.68341
0,0,16.469,0.01105005,2016-11-03T07:17:38.946587,0,104.18,0,0,0,1550939783.05645
0,0,16.472,0.011946,2016-11-03T07:17:40.314744,0,104.189,0,0,0,1550939784.42461
0,0,16.472,0.00487795,2016-11-03T07:17:41.682202,0,104.118,0,0,0,1550939785.79207
0,0,16.473,0.0071676,2016-11-03T07:17:43.054221,0,104.141,0,0,0,1550939787.16409
0,0,16.471,0.0075658,2016-11-03T07:17:44.420570,0,104.145,0,0,0,1550939788.53044
0,0,16.472,0.00607255,2016-11-03T07:17:45.791536,0,104.13,0,0,0,1550939789.90141
0,0,16.477,0.00627165,2016-11-03T07:17:47.157647,0,104.132,0,0,0,1550939791.26751
0,0,16.473,0.0073667,2016-11-03T07:17:48.523887,0,104.143,0,0,0,1550939792.63375
0,0,16.476,0.00507705,2016-11-03T07:17:49.897128,0,104.12,0,0,0,1550939794.00699
0,0,16.471,0.00587345,2016-11-03T07:17:51.264678,0,104.128,0,0,0,1550939795.37454
0,0,16.472,0.00826265,2016-11-03T07:17:52.633448,0,104.152,0,0.3,0,1550939796.74332
0,0,16.472,0.0085613,2016-11-03T07:17:54.006477,0,104.155,0,0,0,1550939798.11634
0,0,16.473,0.0075658,2016-11-03T07:17:55.375338,0,104.145,0,0,0,1550939799.48522
0,0,16.476,0.0023892,2016-11-03T07:17:56.742319,0,104.093,0,0,0,1550939800.85219
0,0,16.475,0.00288695,2016-11-03T07:17:58.113836,0,104.098,0,0,0,1550939802.22371
0,0,16.477,0.0021901,2016-11-03T07:17:59.481318,0,104.091,0,0,0,1550939803.59119
0,0,16.481,0.0067694,2016-11-03T07:18:00.849632,0,104.137,0,0,0,1550939804.95950
0,0,16.479,0.0077649,2016-11-03T07:18:02.216852,0,104.147,0,0,0,1550939806.32671
0,0,16.478,0.0035838,2016-11-03T07:18:03.585162,0,104.105,0,0,0,1550939807.69503
0,0,16.479,0.0065703,2016-11-03T07:18:04.958536,0,104.135,0,0,0,1550939809.06840
0,0,16.478,0.0055748,2016-11-03T07:18:06.326734,0,104.125,0,0,0,1550939810.43661
0,0,16.477,0.00607255,2016-11-03T07:18:07.695380,0,104.13,0,0,0,1550939811.80526
0,0,16.479,0.00965635,2016-11-03T07:18:09.068105,0,104.166,0,0,0,1550939813.17797
0,0,16.479,0.00587345,2016-11-03T07:18:10.436476,0,104.128,0,0,0,1550939814.54634
0,0,16.482,0.00726715,2016-11-03T07:18:11.803792,0,104.142,0,0,0,1550939815.91366
0,0,16.48,0.0043802,2016-11-03T07:18:13.172091,0,104.113,0,0,0,1550939817.28196
0,0,16.486,0.0065703,2016-11-03T07:18:14.540418,0,104.135,0,0,0,1550939818.65028
0,0,16.486,0.00189145,2016-11-03T07:18:15.913892,0,104.088,0,0,0,1550939820.02376
0,0,16.483,0.00228965,2016-11-03T07:18:17.281921,0,104.092,0,0.3,0,1550939821.39179
0,0,16.488,0.00706805,2016-11-03T07:18:18.661093,0,104.14,0,0.3,0,1550939822.77097
