Chlorophyll,date,Thermistor,time,ts,Turbidity
1722,02/23/19,540,06:35:55,1550939767.42123,4130
1723,02/23/19,540,06:35:56,1550939768.49499,4130
1725,02/23/19,540,06:35:57,1550939769.56846,4130
1721,02/23/19,540,06:35:58,1550939770.64233,4130
1723,02/23/19,540,06:35:59,1550939771.71595,4130
1721,02/23/19,540,06:36:00,1550939772.78923,4130
1721,02/23/19,540,06:36:01,1550939773.86259,4130
1721,02/23/19,540,06:36:03,1550939774.93678,4130
1720,02/23/19,540,06:36:04,1550939776.00940,4130
1720,02/23/19,540,06:36:05,1550939777.08409,4130
1720,02/23/19,540,06:36:06,1550939778.15620,4130
1721,02/23/19,540,06:36:07,1550939779.23912,4130
1722,02/23/19,540,06:36:08,1550939780.31807,4130
1720,02/23/19,540,06:36:09,1550939781.38259,4130
1723,02/23/19,540,06:36:10,1550939782.45952,4130
1717,02/23/19,540,06:36:11,1550939783.53135,4130
1720,02/23/19,540,06:36:12,1550939784.60975,4130
1721,02/23/19,540,06:36:13,1550939785.69226,4130
1720,02/23/19,540,06:36:15,1550939787.82332,4130
1722,02/23/19,540,06:36:16,1550939788.90165,4130
1721,02/23/19,540,06:36:18,1550939789.97091,4130
1722,02/23/19,540,06:36:19,1550939791.04435,4130
1722,02/23/19,540,06:36:20,1550939792.11813,4130
1720,02/23/19,540,06:36:21,1550939793.19182,4130
1723,02/23/19,540,06:36:22,1550939794.26582,4130
1714,02/23/19,540,06:36:23,1550939795.33907,4130
1718,02/23/19,540,06:36:24,1550939796.41277,4130
1722,02/23/19,540,06:36:25,1550939797.48643,4130
1721,02/23/19,540,06:36:26,1550939798.56543,4130
1719,02/23/19,539,06:36:27,1550939799.63392,4130
1722,02/23/19,540,06:36:28,1550939800.70788,4130
1720,02/23/19,540,06:36:29,1550939801.78150,4130
1719,02/23/19,539,06:36:30,1550939802.85492,4130
1722,02/23/19,540,06:36:32,1550939803.93756,4130
1722,02/23/19,540,06:36:33,1550939805.01178,4130
1720,02/23/19,540,06:36:34,1550939806.08235,4130
1721,02/23/19,539,06:36:35,1550939807.15605,4130
1722,02/23/19,539,06:36:36,1550939808.22966,4130
1722,02/23/19,540,06:36:37,1550939809.30331,4130
1722,02/23/19,539,06:36:38,1550939810.38689,4130
1720,02/23/19,540,06:36:40,1550939812.52288,4130
1722,02/23/19,540,06:36:41,1550939813.59661,4130
1722,02/23/19,540,06:36:42,1550939814.67020,4130
1723,02/23/19,540,06:36:43,1550939815.74414,4130
1721,02/23/19,540,06:36:44,1550939816.84528,4130
1718,02/23/19,539,06:36:47,1550939818.96351,4130
1715,02/23/19,539,06:36:48,1550939820.03725,4130
1717,02/23/19,540,06:36:49,1550939821.11093,4130
1717,02/23/19,539,06:36:51,1550939823.26538,4130
1715,02/23/19,540,06:36:53,1550939825.41345,4130
1720,02/23/19,539,06:36:55,1550939827.55720,4130
1721,02/23/19,539,06:36:56,1550939828.63068,4130
1722,02/23/19,539,06:36:57,1550939829.70443,4130
1721,02/23/19,539,06:36:58,1550939830.77809,4130
1721,02/23/19,539,06:36:59,1550939831.85189,4130
1722,02/23/19,540,06:37:01,1550939832.92557,4130
1719,02/23/19,539,06:37:02,1550939833.99860,4130
1722,02/23/19,539,06:37:03,1550939835.07342,4130
1720,02/23/19,539,06:37:04,1550939836.14558,4130
1719,02/23/19,539,06:37:05,1550939837.21919,4130
1719,02/23/19,539,06:37:06,1550939838.29242,4130
1715,02/23/19,540,06:37:07,1550939839.36573,4130
1716,02/23/19,539,06:37:08,1550939840.43920,4130
1721,02/23/19,539,06:37:09,1550939841.51510,4130
1720,02/23/19,539,06:37:10,1550939842.58632,4130
1719,02/23/19,539,06:37:11,1550939843.66020,4130
1721,02/23/19,539,06:37:12,1550939844.73375,4130
1718,02/23/19,539,06:37:13,1550939845.80731,4130
1720,02/23/19,539,06:37:14,1550939846.88114,4130
1722,02/23/19,539,06:37:16,1550939847.95471,4130
1720,02/23/19,539,06:37:17,1550939849.02840,4130
1720,02/23/19,539,06:37:18,1550939850.10257,4130
1720,02/23/19,539,06:37:19,1550939851.18214,4130
1720,02/23/19,539,06:37:20,1550939852.25914,4130
1717,02/23/19,539,06:37:21,1550939853.32959,4130
1721,02/23/19,539,06:37:22,1550939854.40689,4130
1719,02/23/19,539,06:37:23,1550939855.47699,4130
1720,02/23/19,539,06:37:24,1550939856.55770,4130
1720,02/23/19,539,06:37:25,1550939857.62437,4130
1720,02/23/19,539,06:37:26,1550939858.69791,4130
1720,02/23/19,539,06:37:27,1550939859.77120,4130
1719,02/23/19,539,06:37:28,1550939860.84523,4130
1719,02/23/19,539,06:37:30,1550939861.91856,4130
1720,02/23/19,539,06:37:31,1550939862.99754,4130
