Conductivity,Density,Salinity,SN,Soundspeed,Temperature,ts
-0.011,998.676,0.013,1719,1474.841,17.62,1550939767.50708
-0.011,998.672,0.013,1719,1474.92,17.644,1550939768.22445
-0.011,998.675,0.013,1719,1474.862,17.626,1550939768.93405
-0.011,998.675,0.013,1719,1474.852,17.623,1550939769.64791
-0.011,998.669,0.013,1719,1474.968,17.658,1550939770.36203
-0.011,998.679,0.013,1719,1474.793,17.605,1550939771.07719
-0.011,998.673,0.013,1719,1474.889,17.634,1550939771.79157
-0.011,998.674,0.013,1719,1474.878,17.631,1550939772.50737
-0.012,998.672,0.013,1719,1474.926,17.645,1550939773.21826
-0.012,998.666,0.013,1719,1475.021,17.675,1550939773.92802
-0.012,998.672,0.013,1719,1474.921,17.644,1550939774.64601
-0.012,998.674,0.013,1719,1474.884,17.632,1550939775.36175
-0.012,998.674,0.013,1719,1474.879,17.631,1550939776.07504
-0.013,998.677,0.013,1719,1474.842,17.62,1550939776.79157
-0.012,998.675,0.013,1719,1474.868,17.628,1550939777.50586
-0.012,998.672,0.013,1719,1474.916,17.642,1550939778.22555
-0.012,998.673,0.013,1719,1474.9,17.637,1550939778.93662
-0.013,998.674,0.013,1719,1474.9,17.637,1550939779.64694
-0.012,998.678,0.013,1719,1474.81,17.61,1550939780.36251
-0.012,998.67,0.013,1719,1474.963,17.657,1550939781.07494
-0.012,998.674,0.013,1719,1474.879,17.631,1550939781.78905
-0.011,998.672,0.013,1719,1474.905,17.639,1550939782.50590
-0.011,998.669,0.012,1719,1474.968,17.658,1550939783.22921
-0.011,998.667,0.013,1719,1475.016,17.673,1550939783.94523
-0.012,998.68,0.013,1719,1474.778,17.6,1550939784.67138
-0.012,998.671,0.013,1719,1474.932,17.647,1550939785.38504
-0.011,998.674,0.013,1719,1474.889,17.634,1550939786.09892
-0.011,998.673,0.013,1719,1474.905,17.639,1550939786.81357
-0.011,998.673,0.013,1719,1474.905,17.639,1550939787.52628
-0.012,998.669,0.013,1719,1474.979,17.662,1550939788.24504
-0.012,998.669,0.013,1719,1474.979,17.662,1550939788.96005
-0.012,998.673,0.013,1719,1474.9,17.637,1550939789.68922
