AirSaturation,O2Concentration,SN,Temperature,ts
97.379,288.211,831,17.944,1550939767.67532
97.491,288.54,831,17.944,1550939768.96664
97.509,288.588,831,17.945,1550939770.27075
97.506,288.575,831,17.946,1550939771.56260
97.666,289.045,831,17.946,1550939772.85464
97.466,288.449,831,17.947,1550939774.15208
97.401,288.25,831,17.948,1550939775.44466
97.359,288.119,831,17.949,1550939776.73820
97.446,288.372,831,17.95,1550939778.03865
97.465,288.419,831,17.952,1550939779.32701
97.509,288.542,831,17.953,1550939780.61483
97.22,287.68,831,17.954,1550939781.90682
97.515,288.545,831,17.955,1550939783.19883
97.546,288.626,831,17.957,1550939784.49084
97.4,288.186,831,17.958,1550939785.78396
97.314,287.923,831,17.96,1550939787.07638
97.462,288.351,831,17.962,1550939788.36705
97.433,288.254,831,17.963,1550939789.65893
97.378,288.082,831,17.965,1550939790.95093
97.563,288.619,831,17.967,1550939792.23805
97.723,289.083,831,17.968,1550939793.53054
97.545,288.544,831,17.97,1550939794.82746
97.432,288.199,831,17.972,1550939796.12528
97.531,288.479,831,17.974,1550939797.42231
97.579,288.61,831,17.976,1550939798.71658
97.308,287.793,831,17.979,1550939800.01064
97.712,288.977,831,17.981,1550939801.29841
97.687,288.889,831,17.983,1550939802.60942
97.405,288.041,831,17.985,1550939803.90335
97.741,289.022,831,17.988,1550939805.19903
97.555,288.458,831,17.99,1550939806.48639
97.375,287.912,831,17.992,1550939807.77350
97.372,287.891,831,17.995,1550939809.06445
97.472,288.17,831,17.997,1550939810.36277
97.418,287.997,831,17.999,1550939811.65880
97.317,287.683,831,18.002,1550939812.95071
97.533,288.305,831,18.004,1550939814.23766
97.536,288.301,831,18.007,1550939815.52865
97.386,287.841,831,18.01,1550939816.84908
97.663,288.645,831,18.012,1550939818.15869
97.476,288.077,831,18.015,1550939819.45375
97.577,288.36,831,18.018,1550939820.74101
97.381,287.764,831,18.02,1550939822.11755
97.537,288.21,831,18.023,1550939823.45907
97.452,287.939,831,18.026,1550939824.78996
97.35,287.62,831,18.029,1550939826.10653
97.435,287.855,831,18.032,1550939827.40825
97.411,287.765,831,18.035,1550939828.69996
97.506,288.029,831,18.038,1550939829.99812
97.541,288.118,831,18.041,1550939831.29106
97.456,287.847,831,18.043,1550939832.57905
97.446,287.8,831,18.046,1550939833.86632
97.38,287.588,831,18.049,1550939835.16138
97.602,288.225,831,18.052,1550939836.45572
97.46,287.788,831,18.055,1550939837.74753
97.629,288.268,831,18.059,1550939839.04019
97.525,287.945,831,18.062,1550939840.32835
97.418,287.612,831,18.065,1550939841.61621
97.577,288.062,831,18.068,1550939842.91018
97.711,288.439,831,18.071,1550939844.20335
97.599,288.09,831,18.074,1550939845.49135
97.42,287.543,831,18.077,1550939846.78536
97.634,288.155,831,18.08,1550939848.07866
97.48,287.683,831,18.083,1550939849.37451
97.463,287.616,831,18.086,1550939850.67152
97.537,287.814,831,18.09,1550939851.95952
97.574,287.906,831,18.093,1550939853.25149
97.735,288.363,831,18.096,1550939854.54355
97.534,287.751,831,18.099,1550939855.83867
97.281,286.985,831,18.102,1550939857.13355
97.432,287.412,831,18.105,1550939858.42221
97.276,286.932,831,18.109,1550939859.70985
97.648,288.01,831,18.112,1550939861.00585
97.494,287.539,831,18.115,1550939862.29393
97.393,287.221,831,18.118,1550939863.58287
97.384,287.174,831,18.121,1550939864.87397
97.461,287.384,831,18.124,1550939866.17203
97.358,287.06,831,18.128,1550939867.46012
97.283,286.819,831,18.131,1550939868.76132
97.318,286.903,831,18.135,1550939870.05197
97.508,287.445,831,18.138,1550939871.34301
97.402,287.115,831,18.141,1550939872.63508
97.437,287.196,831,18.144,1550939873.94337
97.419,287.124,831,18.147,1550939875.25823
97.588,287.603,831,18.151,1550939876.54629
97.163,286.331,831,18.154,1550939877.84012
97.313,286.753,831,18.157,1550939879.13344
97.554,287.443,831,18.161,1550939880.42134
97.539,287.381,831,18.164,1550939881.80160
97.349,286.802,831,18.167,1550939883.15271
97.377,286.865,831,18.171,1550939884.46060
97.482,287.153,831,18.174,1550939885.77995
97.475,287.111,831,18.177,1550939887.08027
97.517,287.216,831,18.181,1550939888.37736
97.457,287.02,831,18.184,1550939889.66972
97.507,287.148,831,18.188,1550939890.95655
97.323,286.587,831,18.191,1550939892.24673
97.522,287.153,831,18.194,1550939893.53956
97.368,286.681,831,18.197,1550939894.83855
97.464,286.944,831,18.201,1550939896.13070
97.432,286.83,831,18.204,1550939897.41869
97.275,286.349,831,18.207,1550939898.70673
97.519,287.047,831,18.211,1550939900.00302
97.223,286.156,831,18.214,1550939901.29485
97.39,286.627,831,18.217,1550939902.58220
97.479,286.871,831,18.22,1550939903.87394
97.32,286.384,831,18.224,1550939905.16634
97.545,287.025,831,18.227,1550939906.45511
97.584,287.118,831,18.231,1550939907.74609
97.38,286.497,831,18.234,1550939909.04303
97.606,287.144,831,18.238,1550939910.33100
97.469,286.721,831,18.241,1550939911.62119
97.2,285.912,831,18.244,1550939912.91527
97.508,286.797,831,18.247,1550939914.21330
97.499,286.75,831,18.251,1550939915.50823
97.224,285.923,831,18.254,1550939916.79516
97.599,287.006,831,18.258,1550939918.08222
97.378,286.337,831,18.261,1550939919.37340
97.472,286.593,831,18.264,1550939920.67438
97.567,286.855,831,18.267,1550939921.97362
97.476,286.569,831,18.271,1550939923.26568
97.46,286.503,831,18.274,1550939924.55236
97.434,286.407,831,18.277,1550939925.84439
97.62,286.932,831,18.28,1550939927.16024
97.491,286.535,831,18.284,1550939928.45614
97.448,286.389,831,18.287,1550939929.75052
97.139,285.464,831,18.29,1550939931.04251
97.546,286.64,831,18.293,1550939932.32969
97.388,286.157,831,18.296,1550939933.62061
97.328,285.963,831,18.3,1550939934.92128
97.519,286.506,831,18.303,1550939936.22177
97.38,286.078,831,18.306,1550939937.51415
97.478,286.348,831,18.309,1550939938.80177
97.5,286.396,831,18.312,1550939940.09308
97.495,286.361,831,18.315,1550939941.40613
97.486,286.316,831,18.318,1550939942.72009
97.434,286.146,831,18.322,1550939944.04988
97.46,286.205,831,18.325,1550939945.36062
97.529,286.388,831,18.328,1550939946.66511
97.46,286.163,831,18.331,1550939947.95532
97.48,286.206,831,18.334,1550939949.24607
97.513,286.286,831,18.337,1550939950.53817
97.57,286.436,831,18.34,1550939951.82638
97.486,286.17,831,18.343,1550939953.11326
97.438,286.012,831,18.347,1550939954.41135
97.513,286.213,831,18.35,1550939955.69913
97.591,286.423,831,18.353,1550939956.98663
97.576,286.361,831,18.356,1550939958.28237
97.534,286.22,831,18.359,1550939959.59015
97.592,286.374,831,18.362,1550939960.88729
97.443,285.919,831,18.365,1550939962.17581
97.389,285.743,831,18.368,1550939963.48102
97.412,285.794,831,18.371,1550939964.76831
97.576,286.258,831,18.374,1550939966.08525
97.551,286.164,831,18.377,1550939967.39113
97.616,286.337,831,18.38,1550939968.68253
97.586,286.233,831,18.383,1550939969.97625
97.369,285.578,831,18.386,1550939971.26349
97.397,285.642,831,18.389,1550939972.57404
97.546,286.062,831,18.392,1550939973.87197
97.302,285.329,831,18.395,1550939975.16955
97.316,285.354,831,18.398,1550939976.45667
97.609,286.196,831,18.401,1550939977.74774
97.683,286.395,831,18.404,1550939979.04434
97.43,285.635,831,18.407,1550939980.33767
97.49,285.795,831,18.409,1550939981.62995
97.579,286.039,831,18.412,1550939982.91698
97.682,286.326,831,18.415,1550939984.20372
97.422,285.548,831,18.418,1550939985.49616
