alt,lat,long,ts_gps,ts
10.776,21.88463206,-159.5275099,2019-02-23T16:34:35.000Z,1550939768.00000
10.776,21.88463206,-159.5275099,2019-02-23T16:34:36.000Z,1550939768.55000
10.404,21.88462368,-159.5275099,2019-02-23T16:34:37.000Z,1550939769.55153
10.404,21.88462368,-159.5275099,2019-02-23T16:34:37.000Z,1550939770.88988
10.452,21.88463324,-159.527519,2019-02-23T16:34:38.000Z,1550939771.00108
9.21,21.88462801,-159.5275156,2019-02-23T16:34:39.000Z,1550939771.55157
9.21,21.88462801,-159.5275156,2019-02-23T16:34:40.000Z,1550939772.55101
9.21,21.88462801,-159.5275156,2019-02-23T16:34:40.000Z,1550939773.88696
9.21,21.88462801,-159.5275156,2019-02-23T16:34:41.000Z,1550939773.99935
9.21,21.88462801,-159.5275156,2019-02-23T16:34:42.000Z,1550939774.55225
9.21,21.88462801,-159.5275156,2019-02-23T16:34:43.000Z,1550939775.55287
9.21,21.88462801,-159.5275156,2019-02-23T16:34:43.000Z,1550939776.89155
9.21,21.88462801,-159.5275156,2019-02-23T16:34:44.000Z,1550939777.00399
9.21,21.88462801,-159.5275156,2019-02-23T16:34:45.000Z,1550939777.55238
8.512,21.88462081,-159.5275247,2019-02-23T16:34:46.000Z,1550939778.55121
8.512,21.88462081,-159.5275247,2019-02-23T16:34:46.000Z,1550939779.88759
7.643,21.88462396,-159.5275213,2019-02-23T16:34:47.000Z,1550939780.00013
7.643,21.88462396,-159.5275213,2019-02-23T16:34:48.000Z,1550939780.55523
6.774,21.88462711,-159.5275179,2019-02-23T16:34:49.000Z,1550939781.55389
6.774,21.88462711,-159.5275179,2019-02-23T16:34:49.000Z,1550939783.43797
6.774,21.88462711,-159.5275179,2019-02-23T16:34:50.000Z,1550939783.55041
6.401,21.88461873,-159.5275179,2019-02-23T16:34:51.000Z,1550939783.80465
5.532,21.88462189,-159.5275145,2019-02-23T16:34:52.000Z,1550939784.55628
5.532,21.88462189,-159.5275145,2019-02-23T16:34:52.000Z,1550939785.89189
5.532,21.88462189,-159.5275145,2019-02-23T16:34:53.000Z,1550939786.00431
5.532,21.88462189,-159.5275145,2019-02-23T16:34:54.000Z,1550939786.55560
5.532,21.88462189,-159.5275145,2019-02-23T16:34:55.000Z,1550939787.55629
5.532,21.88462189,-159.5275145,2019-02-23T16:34:55.000Z,1550939789.43774
5.532,21.88462189,-159.5275145,2019-02-23T16:34:56.000Z,1550939789.55023
5.532,21.88462189,-159.5275145,2019-02-23T16:34:57.000Z,1550939789.80417
5.532,21.88462189,-159.5275145,2019-02-23T16:34:58.000Z,1550939790.55573
5.532,21.88462189,-159.5275145,2019-02-23T16:34:58.000Z,1550939791.89246
5.532,21.88462189,-159.5275145,2019-02-23T16:34:59.000Z,1550939792.00494
5.532,21.88462189,-159.5275145,2019-02-23T16:35:00.000Z,1550939792.55575
5.532,21.88462189,-159.5275145,2019-02-23T16:35:01.000Z,1550939793.55587
5.532,21.88462189,-159.5275145,2019-02-23T16:35:01.000Z,1550939795.43706
5.159,21.88461351,-159.5275145,2019-02-23T16:35:02.000Z,1550939795.54940
5.532,21.88462189,-159.5275145,2019-02-23T16:35:03.000Z,1550939795.80477
5.159,21.88461351,-159.5275145,2019-02-23T16:35:04.000Z,1550939796.55983
5.159,21.88461351,-159.5275145,2019-02-23T16:35:04.000Z,1550939797.89550
4.29,21.88461666,-159.5275111,2019-02-23T16:35:05.000Z,1550939798.00803
4.29,21.88461666,-159.5275111,2019-02-23T16:35:06.000Z,1550939798.55801
3.965,21.88461784,-159.5275202,2019-02-23T16:35:07.000Z,1550939799.55816
3.965,21.88461784,-159.5275202,2019-02-23T16:35:07.000Z,1550939800.89629
3.965,21.88461784,-159.5275202,2019-02-23T16:35:08.000Z,1550939801.00874
3.965,21.88461784,-159.5275202,2019-02-23T16:35:09.000Z,1550939801.55879
3.965,21.88461784,-159.5275202,2019-02-23T16:35:10.000Z,1550939802.55853
3.965,21.88461784,-159.5275202,2019-02-23T16:35:10.000Z,1550939803.89699
3.965,21.88461784,-159.5275202,2019-02-23T16:35:11.000Z,1550939804.00939
3.965,21.88461784,-159.5275202,2019-02-23T16:35:12.000Z,1550939804.55944
3.965,21.88461784,-159.5275202,2019-02-23T16:35:13.000Z,1550939805.56002
3.965,21.88461784,-159.5275202,2019-02-23T16:35:13.000Z,1550939806.91673
3.965,21.88461784,-159.5275202,2019-02-23T16:35:14.000Z,1550939807.02923
3.965,21.88461784,-159.5275202,2019-02-23T16:35:15.000Z,1550939807.58003
3.965,21.88461784,-159.5275202,2019-02-23T16:35:16.000Z,1550939808.57916
3.965,21.88461784,-159.5275202,2019-02-23T16:35:16.000Z,1550939809.91651
3.965,21.88461784,-159.5275202,2019-02-23T16:35:17.000Z,1550939810.02905
3.965,21.88461784,-159.5275202,2019-02-23T16:35:18.000Z,1550939810.57958
3.965,21.88461784,-159.5275202,2019-02-23T16:35:19.000Z,1550939811.58049
3.965,21.88461784,-159.5275202,2019-02-23T16:35:19.000Z,1550939813.43928
3.965,21.88461784,-159.5275202,2019-02-23T16:35:20.000Z,1550939813.55177
3.965,21.88461784,-159.5275202,2019-02-23T16:35:21.000Z,1550939813.80555
3.965,21.88461784,-159.5275202,2019-02-23T16:35:22.000Z,1550939814.57715
3.965,21.88461784,-159.5275202,2019-02-23T16:35:22.000Z,1550939815.91541
3.965,21.88461784,-159.5275202,2019-02-23T16:35:23.000Z,1550939816.02793
3.965,21.88461784,-159.5275202,2019-02-23T16:35:24.000Z,1550939816.57800
3.965,21.88461784,-159.5275202,2019-02-23T16:35:25.000Z,1550939817.55652
3.965,21.88461784,-159.5275202,2019-02-23T16:35:25.000Z,1550939818.91609
3.965,21.88461784,-159.5275202,2019-02-23T16:35:26.000Z,1550939819.02856
3.965,21.88461784,-159.5275202,2019-02-23T16:35:27.000Z,1550939819.57857
3.965,21.88461784,-159.5275202,2019-02-23T16:35:28.000Z,1550939820.57672
3.965,21.88461784,-159.5275202,2019-02-23T16:35:28.000Z,1550939821.91114
3.965,21.88461784,-159.5275202,2019-02-23T16:35:29.000Z,1550939822.02393
3.965,21.88461784,-159.5275202,2019-02-23T16:35:30.000Z,1550939822.57485
3.965,21.88461784,-159.5275202,2019-02-23T16:35:31.000Z,1550939823.57724
3.965,21.88461784,-159.5275202,2019-02-23T16:35:31.000Z,1550939824.89406
3.965,21.88461784,-159.5275202,2019-02-23T16:35:32.000Z,1550939825.00530
3.965,21.88461784,-159.5275202,2019-02-23T16:35:33.000Z,1550939825.55540
4.338,21.88462622,-159.5275202,2019-02-23T16:35:34.000Z,1550939826.55179
4.338,21.88462622,-159.5275202,2019-02-23T16:35:34.000Z,1550939827.89212
4.338,21.88462622,-159.5275202,2019-02-23T16:35:35.000Z,1550939828.00458
4.338,21.88462622,-159.5275202,2019-02-23T16:35:36.000Z,1550939828.55630
4.338,21.88462622,-159.5275202,2019-02-23T16:35:37.000Z,1550939829.55613
4.338,21.88462622,-159.5275202,2019-02-23T16:35:37.000Z,1550939830.89320
4.338,21.88462622,-159.5275202,2019-02-23T16:35:38.000Z,1550939831.00572
4.338,21.88462622,-159.5275202,2019-02-23T16:35:39.000Z,1550939831.55577
4.711,21.8846346,-159.5275202,2019-02-23T16:35:40.000Z,1550939832.55538
4.711,21.8846346,-159.5275202,2019-02-23T16:35:40.000Z,1550939833.89170
4.711,21.8846346,-159.5275202,2019-02-23T16:35:41.000Z,1550939834.00413
5.035,21.88463342,-159.5275111,2019-02-23T16:35:42.000Z,1550939834.55421
5.035,21.88463342,-159.5275111,2019-02-23T16:35:43.000Z,1550939835.55605
5.035,21.88463342,-159.5275111,2019-02-23T16:35:43.000Z,1550939836.89293
-2.637,21.88460286,-159.5274693,2019-02-23T16:35:58.440Z,1550939850.96943
-2.637,21.88460286,-159.5274693,2019-02-23T16:35:58.440Z,1550939852.54651
-5.446,21.88459359,-159.5274716,2019-02-23T16:35:59.440Z,1550939852.65881
-7.882,21.88459269,-159.5274739,2019-02-23T16:36:00.000Z,1550939852.91278
-7.882,21.88459269,-159.5274739,2019-02-23T16:36:01.000Z,1550939853.57577
-7.882,21.88459269,-159.5274739,2019-02-23T16:36:01.000Z,1550939854.91419
-7.882,21.88459269,-159.5274739,2019-02-23T16:36:02.000Z,1550939855.02662
-7.337,21.88459071,-159.5274864,2019-02-23T16:36:03.000Z,1550939855.57475
-6.468,21.88458756,-159.5274897,2019-02-23T16:36:04.000Z,1550939856.57848
-6.468,21.88458756,-159.5274897,2019-02-23T16:36:04.000Z,1550939857.91552
-6.468,21.88458756,-159.5274897,2019-02-23T16:36:05.000Z,1550939858.02827
-5.599,21.88458441,-159.5274931,2019-02-23T16:36:06.000Z,1550939858.57711
-5.226,21.88459279,-159.5274931,2019-02-23T16:36:07.000Z,1550939859.57855
-5.226,21.88459279,-159.5274931,2019-02-23T16:36:07.000Z,1550939860.91611
-5.551,21.88459396,-159.5275022,2019-02-23T16:36:08.000Z,1550939861.02858
-4.357,21.88458963,-159.5274965,2019-02-23T16:36:09.000Z,1550939861.57980
-4.357,21.88458963,-159.5274965,2019-02-23T16:36:10.000Z,1550939862.57874
-4.357,21.88458963,-159.5274965,2019-02-23T16:36:10.000Z,1550939863.91720
-3.487,21.88458648,-159.5274999,2019-02-23T16:36:11.000Z,1550939864.02952
-3.487,21.88458648,-159.5274999,2019-02-23T16:36:12.000Z,1550939864.58126
-3.487,21.88458648,-159.5274999,2019-02-23T16:36:13.000Z,1550939865.58091
-3.487,21.88458648,-159.5274999,2019-02-23T16:36:13.000Z,1550939866.91789
-2.618,21.88458333,-159.5275033,2019-02-23T16:36:14.000Z,1550939867.03145
-2.618,21.88458333,-159.5275033,2019-02-23T16:36:15.000Z,1550939867.57940
-2.618,21.88458333,-159.5275033,2019-02-23T16:36:16.000Z,1550939868.58045
-2.618,21.88458333,-159.5275033,2019-02-23T16:36:16.000Z,1550939869.91634
-1.749,21.88458017,-159.5275067,2019-02-23T16:36:17.000Z,1550939870.02882
-1.749,21.88458017,-159.5275067,2019-02-23T16:36:18.000Z,1550939870.57976
-1.749,21.88458017,-159.5275067,2019-02-23T16:36:19.000Z,1550939871.57851
-1.749,21.88458017,-159.5275067,2019-02-23T16:36:19.000Z,1550939872.91824
-1.749,21.88458017,-159.5275067,2019-02-23T16:36:20.000Z,1550939873.03064
-1.204,21.8845782,-159.5275191,2019-02-23T16:36:21.000Z,1550939873.57946
-1.204,21.8845782,-159.5275191,2019-02-23T16:36:22.000Z,1550939874.57956
-1.204,21.8845782,-159.5275191,2019-02-23T16:36:22.000Z,1550939875.91637
-1.204,21.8845782,-159.5275191,2019-02-23T16:36:23.000Z,1550939876.02930
