Conductivity,Density,Salinity,SN,Soundspeed,Temperature,ts,p_int,rh_int,t_int,Chlorophyll,date,Thermistor,time,Turbidity,AirSaturation,O2Concentration,SN_bottlebone.optode,Temperature_bottlebone.optode,p,rh,t,alt,lat,long,ts_gps,alx,b,Deg.C,depth_m,dt,g,kPa,r,w,wlx,station
52.265,1024.204,35.556999999999995,1719,1531.402,23.525,1550940622.48458,104.89299999999999,11.49,22.351999999999997,154.0,02/23/19,537.0,06:50:10,323.0,119.63,315.46299999999997,831,23.814,101.611,80.9,21.256999999999998,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:49.000Z,0.0,0.0,17.279,0.0069685,2016-11-03T07:31:38.174646,0.8,104.13799999999999,0.0,1.5,0.0,12
52.277,1024.137,35.501,1719,1531.545,23.607,1550940623.20268,104.89299999999999,11.49,22.351999999999997,158.0,02/23/19,537.0,06:50:11,317.0,120.491,317.687,831,23.820999999999998,101.61200000000001,80.91,21.271,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:50.000Z,0.0,0.0,17.355,0.32682265,2016-11-03T07:31:39.543750,0.8,107.351,0.0,1.3,0.0,12
52.285,1024.192,35.552,1719,1531.461,23.55,1550940623.92051,104.89299999999999,11.49,22.351999999999997,160.0,02/23/19,537.0,06:50:12,326.0,120.491,317.687,831,23.820999999999998,101.61200000000001,80.91,21.271,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:51.000Z,0.0,0.0,17.355,0.32682265,2016-11-03T07:31:39.543750,0.8,107.351,0.0,1.3,0.0,12
52.288999999999994,1024.225,35.582,1719,1531.4089999999999,23.517,1550940624.63861,104.89299999999999,11.49,22.351999999999997,157.0,02/23/19,537.0,06:50:13,327.0,120.322,317.199,831,23.829,101.61200000000001,80.91,21.271,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:52.000Z,0.0,0.0,17.612000000000002,0.46977645,2016-11-03T07:31:40.917431,0.8,108.787,0.0,1.0,0.0,12
52.284,1024.187,35.547,1719,1531.4679999999998,23.555,1550940625.36251,104.89299999999999,11.49,22.351999999999997,157.0,02/23/19,537.0,06:50:13,327.0,120.322,317.199,831,23.829,101.61200000000001,80.91,21.271,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:52.000Z,0.0,0.0,17.612000000000002,0.46977645,2016-11-03T07:31:40.917431,0.8,108.787,0.0,1.0,0.0,12
52.285,1024.187,35.547,1719,1531.471,23.557,1550940626.07768,104.89299999999999,11.49,22.351999999999997,154.0,02/23/19,537.0,06:50:14,330.0,119.914,316.08299999999997,831,23.835,101.611,80.94,21.284000000000002,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:52.000Z,0.0,0.0,17.895,0.53607675,2016-11-03T07:31:42.291860,0.8,109.45299999999999,0.0,1.0,0.0,12
52.294,1024.1760000000002,35.54,1719,1531.507,23.575,1550940626.7976198,104.89299999999999,11.49,22.351999999999997,154.0,02/23/19,537.0,06:50:14,330.0,119.914,316.08299999999997,831,23.835,101.611,80.94,21.284000000000002,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:54.000Z,0.0,0.0,17.895,0.53607675,2016-11-03T07:31:42.291860,0.8,109.45299999999999,0.0,1.0,0.0,12
52.29600000000001,1024.175,35.539,1719,1531.511,23.576,1550940627.51654,104.89299999999999,11.49,22.351999999999997,155.0,02/23/19,537.0,06:50:16,330.0,120.28200000000001,317.014,831,23.842,101.611,80.94,21.284000000000002,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:55.000Z,0.0,0.0,18.147000000000002,0.6076531999999999,2016-11-03T07:31:43.663387,0.5,110.17200000000001,0.0,1.0,0.0,12
52.29600000000001,1024.123,35.493,1719,1531.605,23.634,1550940628.23456,104.89299999999999,11.49,22.351999999999997,155.0,02/23/19,537.0,06:50:16,330.0,120.28200000000001,317.014,831,23.842,101.61200000000001,80.96,21.296999999999997,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:55.000Z,0.0,0.0,18.147000000000002,0.6076531999999999,2016-11-03T07:31:43.663387,0.5,110.17200000000001,0.0,1.0,0.0,12
52.302,1024.163,35.53,1719,1531.545,23.594,1550940628.95255,104.89299999999999,11.49,22.351999999999997,154.0,02/23/19,537.0,06:50:17,332.0,120.152,316.637,831,23.848000000000003,101.61200000000001,80.96,21.296999999999997,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:55.000Z,0.0,0.0,18.37,0.5642494,2016-11-03T07:31:45.036047,0.8,109.736,0.0,1.0,0.0,12
52.297,1024.154,35.521,1719,1531.5510000000002,23.6,1550940629.67061,104.89299999999999,11.49,22.351999999999997,154.0,02/23/19,537.0,06:50:17,332.0,119.088,313.798,831,23.854,101.61200000000001,80.96,21.296999999999997,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:57.000Z,0.0,0.0,18.37,0.5642494,2016-11-03T07:31:45.036047,0.8,109.736,0.0,1.0,0.0,12
52.318000000000005,1024.188,35.556999999999995,1719,1531.53,23.576,1550940630.3896,104.89299999999999,11.49,22.351999999999997,156.0,02/23/19,537.0,06:50:18,328.0,119.088,313.798,831,23.854,101.611,80.99,21.303,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:58.000Z,0.0,0.0,18.567999999999998,0.5481223000000001,2016-11-03T07:31:46.404699,0.8,109.574,0.0,1.0,0.0,12
52.312,1024.13,35.503,1719,1531.624,23.636999999999997,1550940631.10858,104.89299999999999,11.49,22.351999999999997,157.0,02/23/19,537.0,06:50:19,331.0,120.116,316.468,831,23.86,101.611,80.99,21.303,10.687000000000001,21.88605333,-159.52756630000002,2019-02-23T16:48:58.000Z,0.0,0.0,18.567999999999998,0.5481223000000001,2016-11-03T07:31:46.404699,0.8,109.574,0.0,1.0,0.0,12
