file,current,scan_rate
NF09_HS_100_1500mvs_3,457.124,1500
NF09_HS_100_2500mvs_1,550.929,2500
NF09_HS_100_2500mvs_2,572.119,2500
NF09_HS_100_2500mvs_3,641.393,2500
NF09_Mn_025_0500mvs_1,5.003,500
NF09_Mn_025_0500mvs_2,4.775,500
NF09_Mn_025_0500mvs_3,5.894,500
NF09_Mn_025_1500mvs_1,6.028,1500
NF09_Mn_025_1500mvs_2,5.095,1500
NF09_Mn_025_1500mvs_3,4.742,1500
NF09_Mn_025_2500mvs_1,6.052,2500
NF09_Mn_025_2500mvs_2,4.685,2500
NF09_Mn_025_2500mvs_3,5.206,2500
NF09_Mn_050_0500mvs_1,9.241,500
NF09_Mn_050_0500mvs_2,9.501,500
NF09_Mn_050_0500mvs_3,9.957,500
NF09_Mn_050_1500mvs_1,11.864,1500
NF09_Mn_050_1500mvs_2,11.534,1500
NF09_Mn_050_1500mvs_3,11.654,1500
NF09_Mn_050_2500mvs_1,13.108,2500
NF09_Mn_050_2500mvs_2,14.614,2500
NF09_Mn_050_2500mvs_3,13.62,2500
NF09_Mn_100_0500mvs_1,10.914,500
NF09_Mn_100_0500mvs_2,10.463,500
NF09_Mn_100_0500mvs_3,11.094,500
NF09_Mn_100_1500mvs_1,19.482,1500
NF09_Mn_100_1500mvs_2,18.49,1500
NF09_Mn_100_1500mvs_3,19.392,1500
NF09_Mn_100_2500mvs_1,24.804,2500
NF09_Mn_100_2500mvs_2,24.353,2500
NF09_Mn_100_2500mvs_3,24.994,2500
NF09_Mn_200_0500mvs_1,21.41,500
NF09_Mn_200_0500mvs_2,21.975,500
NF09_Mn_200_0500mvs_3,22.202,500
NF09_Mn_200_1500mvs_1,36.386,1500
NF09_Mn_200_1500mvs_2,36.89,1500
NF09_Mn_200_1500mvs_3,37.12,1500
NF09_Mn_200_2500mvs_1,46.231,2500
NF09_Mn_200_2500mvs_2,46.446,2500
NF09_Mn_200_2500mvs_3,47.19,2500
NF09_O2_100_0500mvs_1,44.257,500
NF09_O2_100_0500mvs_2,43.732,500
NF09_O2_100_0500mvs_3,43.907,500
NF09_O2_100_1500mvs_1,60.35,1500
NF09_O2_100_1500mvs_2,59.126,1500
NF09_O2_100_1500mvs_3,61.575,1500
NF09_O2_100_2500mvs_1,71.196,2500
NF09_O2_100_2500mvs_2,71.546,2500
NF09_O2_100_2500mvs_3,74.695,2500
NF09_O2_000_0500mvs_1,11.545,500
NF09_O2_000_0500mvs_2,10.846,500
NF09_O2_000_0500mvs_3,10.496,500
NF09_O2_000_1500mvs_1,11.895,1500
NF09_O2_000_1500mvs_2,10.671,1500
NF09_O2_000_1500mvs_3,11.021,1500
NF09_O2_000_2500mvs_1,12.595,2500
NF09_O2_000_2500mvs_2,10.321,2500
NF09_O2_000_2500mvs_3,11.37,2500
NF14_HS_010_0500mvs_1,22.957,500
NF14_HS_010_0500mvs_2,20.342,500
NF14_HS_010_0500mvs_3,18.096,500
NF14_HS_010_1500mvs_1,32.198,1500
NF14_HS_010_1500mvs_2,33.197,1500
NF14_HS_010_1500mvs_3,32.698,1500
NF14_HS_010_2500mvs_1,41.431,2500
NF14_HS_010_2500mvs_2,42.08,2500
NF14_HS_010_2500mvs_3,41.041,2500
NF14_HS_025_0500mvs_1,55.98,500
NF14_HS_025_0500mvs_2,57.294,500
NF14_HS_025_0500mvs_3,55.717,500
NF14_HS_025_1500mvs_1,115.309,1500
NF14_HS_025_1500mvs_2,111.76,1500
NF14_HS_025_1500mvs_3,72.779,1500
NF14_HS_025_2500mvs_1,167.558,2500
NF14_HS_025_2500mvs_2,152.82,2500
NF14_HS_025_2500mvs_3,106.071,2500
NF14_HS_050_0500mvs_1,126.327,500
NF14_HS_050_0500mvs_2,116.583,500
NF14_HS_050_0500mvs_3,111.597,500
NF14_HS_050_1500mvs_1,223.108,1500
NF14_HS_050_1500mvs_2,213.73,1500
NF14_HS_050_1500mvs_3,200.061,1500
NF14_HS_050_2500mvs_1,317.666,2500
NF14_HS_050_2500mvs_2,304.652,2500
NF14_HS_050_2500mvs_3,282.173,2500
NF14_HS_100_0500mvs_1,369.916,500
NF14_HS_100_0500mvs_2,378.836,500
NF14_HS_100_0500mvs_3,364.773,500
NF14_HS_100_1500mvs_1,769.049,1500
NF14_HS_100_1500mvs_2,776.456,1500
NF14_HS_100_1500mvs_3,576.246,1500
NF14_HS_100_2500mvs_1,1068.151,2500
NF14_HS_100_2500mvs_2,1043.704,2500
NF14_HS_100_2500mvs_3,763.503,2500
NF14_Mn_025_0500mvs_1,7.352,500
NF14_Mn_025_0500mvs_2,7.036,500
NF14_Mn_025_0500mvs_3,6.784,500
NF14_Mn_025_1500mvs_1,11.297,1500
NF14_Mn_025_1500mvs_2,11.899,1500
NF14_Mn_025_1500mvs_3,11.508,1500
NF14_Mn_025_2500mvs_1,14.672,2500
NF14_Mn_025_2500mvs_2,14.988,2500
NF14_Mn_025_2500mvs_3,14.672,2500
NF14_Mn_050_0500mvs_1,11.123,500
NF14_Mn_050_0500mvs_2,11.28,500
NF14_Mn_050_0500mvs_2,11.17,500
NF14_Mn_050_0500mvs_3,11.142,500
NF14_Mn_050_1500mvs_1,16.106,1500
NF14_Mn_050_1500mvs_2,15.601,1500
NF14_Mn_050_1500mvs_3,15.601,1500
NF14_Mn_050_2500mvs_1,21.487,2500
NF14_Mn_050_2500mvs_2,21.119,2500
NF14_Mn_050_2500mvs_3,20.31,2500
NF14_Mn_100_0500mvs_1,16.543,500
NF14_Mn_100_0500mvs_2,15.183,500
NF14_Mn_100_0500mvs_3,14.711,500
NF14_Mn_100_1500mvs_1,25.637,1500
NF14_Mn_100_1500mvs_2,25.511,1500
NF14_Mn_100_1500mvs_3,24.911,1500
NF14_Mn_100_2500mvs_1,33.733,2500
NF14_Mn_100_2500mvs_2,33.553,2500
NF14_Mn_100_2500mvs_3,32.471,2500
NF14_Mn_200_0500mvs_1,24.612,500
NF14_Mn_200_0500mvs_2,25.318,500
NF14_Mn_200_0500mvs_3,24.516,500
NF14_Mn_200_1500mvs_1,41.829,1500
NF14_Mn_200_1500mvs_2,43.179,1500
NF14_Mn_200_1500mvs_3,42.295,1500
NF14_Mn_200_2500mvs_1,55.164,2500
NF14_Mn_200_2500mvs_2,55.557,2500
NF14_Mn_200_2500mvs_3,54.815,2500
NF14_O2_100_0500mvs_1,33.658,500
NF14_O2_100_0500mvs_2,33.368,500
NF14_O2_100_0500mvs_3,34.818,500
NF14_O2_100_1500mvs_1,48.166,1500
NF14_O2_100_1500mvs_2,49.036,1500
NF14_O2_100_1500mvs_3,49.616,1500
NF14_O2_100_2500mvs_1,59.772,2500
NF14_O2_100_2500mvs_2,62.093,2500
NF14_O2_100_2500mvs_3,63.544,2500
NF14_O2_000_0500mvs_1,8.414,500
NF14_O2_000_0500mvs_2,8.414,500
NF14_O2_000_0500mvs_3,9.285,500
NF14_O2_000_1500mvs_1,14.508,1500
NF14_O2_000_1500mvs_2,14.798,1500
NF14_O2_000_1500mvs_3,16.249,1500
NF14_O2_000_2500mvs_1,22.342,2500
NF14_O2_000_2500mvs_2,22.632,2500
NF14_O2_000_2500mvs_3,22.632,2500

NF14_Fe_050_0500mvs_1,20.842,500
NF14_Fe_050_0500mvs_2,17.675,500
NF14_Fe_050_0500mvs_3,17.266,500
NF14_Fe_050_1500mvs_1,31.774,1500
NF14_Fe_050_1500mvs_2,31.058,1500
NF14_Fe_050_1500mvs_3,29.424,1500
NF14_Fe_050_2500mvs_1,43.246,2500
NF14_Fe_050_2500mvs_2,42.953,2500
NF14_Fe_050_2500mvs_3,42.249,2500
NF14_Fe_100_0500mvs_1,19.187,500
NF14_Fe_100_0500mvs_2,20.497,500
NF14_Fe_100_0500mvs_3,22.269,500
NF14_Fe_100_1500mvs_1,30.360,1500
NF14_Fe_100_1500mvs_2,30.088,1500
NF14_Fe_100_1500mvs_3,29.061,1500
NF14_Fe_100_2500mvs_1,41.323,2500
NF14_Fe_100_2500mvs_2,40.294,2500
NF14_Fe_100_2500mvs_3,37.098,2500
NF14_Fe_200_0500mvs_1,22.160,500
NF14_Fe_200_0500mvs_2,28.775,500
NF14_Fe_200_0500mvs_3,21.329,500
NF14_Fe_200_1500mvs_1,35.368,1500
NF14_Fe_200_1500mvs_2,35.273,1500
NF14_Fe_200_1500mvs_3,32.214,1500
NF14_Fe_200_2500mvs_1,41.868,2500
NF14_Fe_200_2500mvs_2,41.746,2500
NF14_Fe_200_2500mvs_3,40.894,2500
