p,rh,t,ts
101.471,59.62,28.477,1550976267.43046
101.467,59.55,28.488,1550976269.89875
101.473,59.44,28.493,1550976272.36704
101.474,59.27,28.51,1550976274.82863
101.471,59.22,28.515,1550976277.29656
101.47,59.13,28.524,1550976279.76377
101.475,59.12,28.538,1550976282.23079
101.472,59.19,28.544,1550976284.69858
101.466,59.25,28.553,1550976287.15829
101.472,59.27,28.564,1550976289.62543
101.473,59.31,28.568,1550976292.09255
101.472,59.24,28.581,1550976294.56005
101.474,59.17,28.583,1550976297.02726
101.474,59.1,28.593,1550976299.49516
101.475,59.07,28.6,1550976301.96225
101.474,59.11,28.604,1550976304.43000
101.473,59.1,28.613,1550976306.89018
101.475,59.15,28.622,1550976309.35795
101.47,59.21,28.627,1550976311.82579
101.47,59.2,28.635,1550976314.29344
101.477,59.17,28.642,1550976316.76135
101.476,59.12,28.648,1550976319.23048
101.474,59.06,28.657,1550976321.69913
101.478,58.92,28.666,1550976324.16632
101.475,58.84,28.671,1550976326.63537
101.477,58.85,28.677,1550976329.09843
101.472,58.86,28.678,1550976331.55928
101.476,58.9,28.69,1550976334.02624
101.471,58.93,28.696,1550976336.49369
101.474,58.97,28.709,1550976338.95862
101.475,59.08,28.716,1550976341.42597
101.475,59.15,28.728,1550976343.89305
101.474,59.22,28.733,1550976346.36007
101.474,59.16,28.743,1550976348.82721
101.472,59.01,28.75,1550976351.29440
101.475,58.86,28.757,1550976353.76187
101.472,58.81,28.766,1550976356.22928
101.477,58.73,28.777,1550976358.69913
101.478,58.5,28.782,1550976361.16653
101.477,58.48,28.789,1550976363.63367
101.48,58.53,28.799,1550976366.10100
101.483,58.52,28.807,1550976368.56818
101.478,58.45,28.809,1550976371.02832
101.478,58.4,28.821,1550976373.49574
101.481,58.4,28.823,1550976375.96276
101.478,58.44,28.831,1550976378.43009
101.478,58.47,28.838,1550976380.89835
101.478,58.52,28.847,1550976383.36538
101.481,58.59,28.855,1550976385.83251
101.476,58.61,28.864,1550976388.30079
101.481,58.55,28.87,1550976390.77197
101.473,58.44,28.877,1550976393.23933
101.476,58.18,28.888,1550976395.70638
101.47,58.11,28.892,1550976398.17355
101.475,58.11,28.903,1550976400.64058
101.474,58.11,28.909,1550976403.10800
101.474,58.07,28.915,1550976405.56851
101.468,58.09,28.925,1550976408.02824
101.471,58.15,28.931,1550976410.49892
101.472,58.2,28.939,1550976412.96684
101.478,58.25,28.95,1550976415.43442
101.48,58.24,28.955,1550976417.89983
101.482,58.19,28.964,1550976420.35885
101.477,58.19,28.97,1550976422.82655
101.48,58.21,28.976,1550976425.29385
101.476,58.23,28.98,1550976427.75813
101.475,58.27,28.986,1550976430.21831
101.476,58.27,28.99,1550976432.68546
101.475,58.24,28.992,1550976435.15357
101.48,58.15,28.995,1550976437.62064
101.477,58.1,29.005,1550976440.08788
101.475,58.06,29.006,1550976442.55677
101.477,58.02,29.017,1550976445.02405
101.476,58.03,29.018,1550976447.49113
101.478,58.08,29.023,1550976449.95833
101.479,58.14,29.027,1550976452.42530
101.478,58.19,29.036,1550976454.89254
101.478,58.08,29.036,1550976457.36020
101.475,57.97,29.045,1550976459.82790
101.479,57.95,29.049,1550976462.29559
101.48,57.97,29.055,1550976464.76594
101.481,58.02,29.049,1550976467.23778
101.481,58.02,29.056,1550976469.69862
101.479,58.02,29.063,1550976472.16632
101.48,58.04,29.062,1550976474.63471
101.477,58.1,29.063,1550976477.10247
101.477,57.99,29.066,1550976479.56933
101.475,57.8,29.06,1550976482.03716
101.477,57.73,29.059,1550976484.50535
101.48,57.58,29.056,1550976486.97288
101.477,57.52,29.046,1550976489.44111
101.476,57.56,29.048,1550976491.90904
101.477,57.68,29.033,1550976494.37721
101.475,57.75,29.037,1550976496.84517
101.478,57.72,29.032,1550976499.31303
101.475,57.71,29.027,1550976501.78116
101.479,57.73,29.031,1550976504.25172
101.478,57.75,29.036,1550976506.72127
101.476,57.77,29.043,1550976509.19036
101.477,57.77,29.046,1550976511.65694
101.473,57.76,29.053,1550976514.12411
101.476,57.61,29.054,1550976516.59039
101.477,57.55,29.062,1550976519.05855
101.477,57.5,29.067,1550976521.52591
101.48,57.48,29.072,1550976523.99307
101.478,57.45,29.078,1550976526.46461
101.476,57.41,29.08,1550976528.93177
101.476,57.39,29.086,1550976531.39917
101.481,57.39,29.093,1550976533.86677
101.476,57.4,29.096,1550976536.33840
101.476,57.41,29.099,1550976538.80635
101.477,57.39,29.102,1550976541.27452
101.472,57.37,29.108,1550976543.74211
101.48,57.36,29.105,1550976546.20931
101.481,57.31,29.107,1550976548.66844
101.479,57.28,29.1,1550976551.13573
101.478,57.3,29.094,1550976553.60259
101.478,57.32,29.091,1550976556.06978
101.474,57.29,29.085,1550976558.53149
101.476,57.28,29.078,1550976560.99904
101.477,57.3,29.068,1550976563.46634
101.478,57.3,29.058,1550976565.93230
101.475,57.3,29.051,1550976568.40390
101.479,57.28,29.049,1550976570.86816
101.478,57.21,29.036,1550976573.33601
101.476,57.2,29.029,1550976575.79824
101.48,57.25,29.023,1550976578.26545
101.474,57.36,29.019,1550976580.72827
101.475,57.45,29.023,1550976583.19586
101.477,57.45,29.019,1550976585.66471
101.474,57.44,29.023,1550976588.13187
101.477,57.41,29.027,1550976590.59960
101.477,57.37,29.028,1550976593.06484
101.477,57.34,29.032,1550976595.53305
101.475,57.35,29.034,1550976597.99889
101.477,57.37,29.036,1550976600.46617
101.474,57.44,29.04,1550976602.93436
101.476,57.47,29.043,1550976605.40173
101.474,57.47,29.05,1550976607.86923
101.476,57.48,29.058,1550976610.33867
101.473,57.45,29.065,1550976612.80625
101.473,57.4,29.067,1550976615.27409
101.477,57.48,29.068,1550976617.74420
101.475,57.55,29.075,1550976620.21181
101.474,57.61,29.085,1550976622.67945
101.477,57.58,29.093,1550976625.14956
101.477,57.51,29.101,1550976627.61817
101.474,57.41,29.106,1550976630.07920
101.475,57.33,29.11,1550976632.53840
101.475,57.3,29.117,1550976635.00842
101.474,57.28,29.123,1550976637.47585
101.471,57.28,29.134,1550976639.93870
101.475,57.26,29.146,1550976642.39879
101.475,57.17,29.153,1550976644.86635
101.478,57.15,29.165,1550976647.33376
101.473,57.15,29.173,1550976649.80096
101.477,57.1,29.185,1550976652.25848
101.476,57.04,29.195,1550976654.72442
101.476,57.04,29.201,1550976657.19220
101.479,57.06,29.213,1550976659.66016
101.48,57.07,29.226,1550976662.12752
101.476,57.09,29.232,1550976664.59562
101.48,57.03,29.237,1550976667.06297
101.481,56.96,29.243,1550976669.53029
101.478,56.94,29.241,1550976671.99747
101.48,56.93,29.246,1550976674.45816
101.479,56.84,29.24,1550976676.92709
101.48,56.78,29.247,1550976679.39454
101.482,56.8,29.244,1550976681.85945
101.481,56.81,29.243,1550976684.33035
101.478,56.79,29.236,1550976686.79756
101.479,56.72,29.239,1550976689.26600
101.477,56.69,29.234,1550976691.72833
101.481,56.58,29.232,1550976694.19545
101.477,56.56,29.23,1550976696.66377
101.476,56.37,29.222,1550976699.13129
101.479,56.18,29.228,1550976701.59888
101.477,56.12,29.219,1550976704.06450
101.477,56.16,29.221,1550976706.53401
101.475,56.29,29.226,1550976709.00113
101.474,56.36,29.229,1550976711.46911
101.477,56.45,29.236,1550976713.93636
101.477,56.53,29.244,1550976716.40901
101.479,56.55,29.247,1550976718.87642
101.479,56.54,29.256,1550976721.34372
101.484,56.48,29.262,1550976723.81091
101.478,56.47,29.274,1550976726.26824
101.479,56.47,29.277,1550976728.73340
101.48,56.47,29.28,1550976731.20102
101.478,56.49,29.284,1550976733.66951
101.476,56.46,29.291,1550976736.13761
101.477,56.13,29.291,1550976738.60496
101.479,56.11,29.294,1550976741.06829
101.48,56.2,29.303,1550976743.52870
101.475,56.3,29.31,1550976745.98897
101.474,56.36,29.309,1550976748.45620
101.477,56.42,29.314,1550976750.92413
101.477,56.52,29.321,1550976753.39149
101.479,56.56,29.326,1550976755.85869
101.477,56.54,29.332,1550976758.32560
101.48,56.52,29.34,1550976760.78815
101.479,56.48,29.336,1550976763.25558
101.482,56.47,29.341,1550976765.72271
101.48,56.53,29.349,1550976768.18984
101.48,56.61,29.349,1550976770.65697
101.477,56.72,29.355,1550976773.12412
101.476,56.78,29.358,1550976775.58816
101.479,56.82,29.366,1550976778.05792
101.477,56.87,29.368,1550976780.52551
101.481,56.93,29.378,1550976782.99299
101.482,56.92,29.385,1550976785.46089
101.481,56.91,29.39,1550976787.92845
101.479,56.94,29.397,1550976790.39713
101.476,56.96,29.402,1550976792.86569
101.482,56.94,29.412,1550976795.33477
101.478,56.92,29.417,1550976797.80279
101.477,56.93,29.419,1550976800.27143
101.477,56.87,29.426,1550976802.73859
101.48,56.8,29.426,1550976805.19869
101.478,56.77,29.423,1550976807.66731
101.476,56.75,29.431,1550976810.13477
101.475,56.71,29.426,1550976812.60355
101.476,56.68,29.429,1550976815.07336
101.471,56.65,29.426,1550976817.54373
101.479,56.67,29.432,1550976820.00854
101.476,56.7,29.437,1550976822.47619
101.483,56.68,29.44,1550976824.94367
101.483,56.71,29.445,1550976827.41475
101.477,56.77,29.453,1550976829.88224
101.478,56.83,29.458,1550976832.34978
101.475,56.88,29.467,1550976834.81032
101.477,56.88,29.469,1550976837.27873
101.472,56.82,29.475,1550976839.73836
101.473,56.77,29.48,1550976842.19817
101.472,56.7,29.481,1550976844.66617
101.473,56.66,29.485,1550976847.13352
101.472,56.61,29.487,1550976849.60127
101.47,56.53,29.497,1550976852.06828
101.47,56.5,29.499,1550976854.53746
101.48,56.55,29.507,1550976857.00442
101.476,56.57,29.519,1550976859.47247
101.475,56.58,29.526,1550976861.94022
101.479,56.63,29.537,1550976864.39848
101.477,56.65,29.547,1550976866.85821
101.477,56.55,29.546,1550976869.32579
101.48,56.41,29.551,1550976871.78843
101.478,56.36,29.549,1550976874.25253
101.477,56.38,29.555,1550976876.72060
101.474,56.35,29.551,1550976879.18786
101.47,56.2,29.547,1550976881.65674
101.472,56.15,29.555,1550976884.11830
101.471,56.12,29.557,1550976886.57841
101.474,56.12,29.558,1550976889.04561
101.475,56.11,29.555,1550976891.51344
101.475,56.12,29.561,1550976893.98443
101.475,56.13,29.565,1550976896.44840
101.474,56.16,29.562,1550976898.91619
101.474,56.2,29.57,1550976901.38405
101.477,56.24,29.575,1550976903.85453
101.479,56.3,29.581,1550976906.32207
101.474,56.25,29.585,1550976908.78922
101.473,56.23,29.585,1550976911.25644
101.477,56.28,29.588,1550976913.72382
101.48,56.22,29.59,1550976916.19099
101.476,56.14,29.6,1550976918.65860
101.479,56.07,29.604,1550976921.11835
101.48,56.06,29.609,1550976923.57807
101.48,56.01,29.616,1550976926.04529
101.479,55.93,29.615,1550976928.50873
101.479,55.87,29.623,1550976930.97654
101.477,55.88,29.634,1550976933.43851
101.475,55.9,29.638,1550976935.90697
101.477,55.9,29.642,1550976938.37403
101.476,55.91,29.648,1550976940.84101
101.476,55.95,29.658,1550976943.29916
101.478,55.99,29.657,1550976945.76622
101.475,55.96,29.667,1550976948.23321
101.479,55.92,29.673,1550976950.70036
101.478,55.9,29.676,1550976953.16738
101.479,55.9,29.682,1550976955.63457
101.476,55.84,29.687,1550976958.10227
101.48,55.66,29.694,1550976960.56964
101.477,55.53,29.699,1550976963.03181
101.48,55.49,29.709,1550976965.49924
101.478,55.47,29.716,1550976967.96619
101.477,55.49,29.724,1550976970.43364
101.476,55.53,29.733,1550976972.89805
101.477,55.53,29.74,1550976975.36505
101.475,55.51,29.748,1550976977.83227
101.476,55.48,29.755,1550976980.29952
101.476,55.49,29.761,1550976982.76598
101.472,55.46,29.765,1550976985.23322
101.482,55.35,29.77,1550976987.70040
101.479,55.29,29.78,1550976990.17161
101.481,55.31,29.773,1550976992.64467
101.479,55.35,29.772,1550976995.11478
101.482,55.34,29.775,1550976997.58303
101.484,55.33,29.773,1550977000.05024
101.478,55.37,29.764,1550977002.51737
101.479,55.39,29.762,1550977004.97848
101.484,55.44,29.752,1550977007.44553
101.478,55.49,29.746,1550977009.91275
101.477,55.43,29.737,1550977012.38025
101.481,55.21,29.729,1550977014.84913
101.481,55.14,29.718,1550977017.31701
101.479,55.18,29.714,1550977019.78395
101.476,55.25,29.708,1550977022.24827
101.479,55.38,29.704,1550977024.71658
101.476,55.42,29.697,1550977027.18509
101.479,55.42,29.693,1550977029.65236
101.484,55.4,29.693,1550977032.11883
101.478,55.43,29.691,1550977034.58880
101.476,55.44,29.689,1550977037.06258
101.479,55.47,29.694,1550977039.53100
101.477,55.52,29.696,1550977041.99892
101.475,55.53,29.698,1550977044.46971
101.476,55.51,29.704,1550977046.92817
101.476,55.48,29.704,1550977049.39524
101.476,55.49,29.71,1550977051.85822
101.471,55.41,29.715,1550977054.32535
101.477,55.42,29.722,1550977056.78834
101.477,55.54,29.732,1550977059.24933
101.476,55.59,29.741,1550977061.70817
101.476,55.58,29.747,1550977064.17848
101.474,55.54,29.756,1550977066.64549
101.478,55.46,29.764,1550977069.10577
101.481,55.38,29.773,1550977071.57299
101.479,55.32,29.778,1550977074.04006
101.484,55.3,29.788,1550977076.49830
101.483,55.31,29.794,1550977078.96572
101.485,55.33,29.806,1550977081.42994
101.481,55.35,29.812,1550977083.88898
101.48,55.35,29.811,1550977086.35630
101.487,55.29,29.822,1550977088.82346
101.486,55.27,29.828,1550977091.29056
101.483,55.29,29.836,1550977093.74831
101.48,55.21,29.839,1550977096.21541
101.483,55.16,29.845,1550977098.68269
101.484,55.16,29.849,1550977101.14832
101.484,55.15,29.846,1550977103.61562
101.482,55.13,29.848,1550977106.08272
101.475,55.14,29.85,1550977108.54947
101.484,55.11,29.852,1550977111.01901
101.486,55.17,29.851,1550977113.48719
101.49,55.14,29.853,1550977115.95437
101.484,55.02,29.848,1550977118.42178
101.483,54.81,29.84,1550977120.89117
101.485,54.58,29.831,1550977123.35957
101.482,54.4,29.818,1550977125.81835
101.488,54.35,29.808,1550977128.28576
101.49,54.42,29.795,1550977130.75322
101.483,54.56,29.785,1550977133.21126
101.485,54.71,29.77,1550977135.67911
101.487,54.84,29.76,1550977138.14722
101.485,54.98,29.751,1550977140.61496
101.485,55.03,29.741,1550977143.08340
101.482,55.03,29.732,1550977145.55262
101.491,55.05,29.727,1550977148.02021
101.487,55.1,29.713,1550977150.48841
101.489,55.04,29.704,1550977152.94675
101.486,54.96,29.701,1550977155.40823
101.487,55.01,29.695,1550977157.87540
101.484,55.08,29.686,1550977160.34280
101.487,55.16,29.684,1550977162.81021
101.485,55.21,29.681,1550977165.27902
101.49,55.25,29.682,1550977167.74097
101.488,55.29,29.677,1550977170.20927
101.487,55.31,29.669,1550977172.67916
101.486,55.34,29.668,1550977175.13845
101.488,55.41,29.662,1550977177.60636
101.487,55.4,29.651,1550977180.06853
101.49,55.4,29.645,1550977182.53991
101.486,55.42,29.642,1550977185.00897
101.488,55.43,29.641,1550977187.47662
101.488,55.38,29.636,1550977189.93854
101.486,55.34,29.632,1550977192.40134
101.489,55.32,29.631,1550977194.87103
101.482,55.36,29.629,1550977197.33944
101.485,55.5,29.623,1550977199.80739
101.483,55.66,29.624,1550977202.27511
101.483,55.73,29.625,1550977204.73896
101.486,55.73,29.63,1550977207.19869
101.484,55.73,29.634,1550977209.66666
101.485,55.75,29.634,1550977212.13436
101.484,55.75,29.647,1550977214.59743
101.485,55.61,29.644,1550977217.06806
101.486,55.57,29.658,1550977219.53662
101.486,55.63,29.664,1550977221.99856
101.485,55.66,29.673,1550977224.46644
101.485,55.66,29.678,1550977226.92825
101.488,55.65,29.687,1550977229.38829
101.486,55.68,29.696,1550977231.86947
101.487,55.7,29.702,1550977234.33701
101.486,55.78,29.712,1550977236.79721
101.485,55.88,29.726,1550977239.25829
101.486,55.84,29.741,1550977241.72432
