p_int,rh_int,t_int,ts
108.676,11.78,30.515,1550975528.51583
108.682,11.76,30.581,1550975539.14541
108.69,11.76,30.623,1550975549.68284
108.695,11.74,30.67,1550975560.21387
108.702,11.73,30.723,1550975570.74234
108.704,11.73,30.77,1550975581.27418
108.705,11.72,30.821,1550975591.78344
108.712,11.72,30.868,1550975602.29837
108.715,11.7,30.907,1550975612.82225
108.718,11.7,30.952,1550975623.34157
108.723,11.68,30.999,1550975633.87847
108.727,11.68,31.05,1550975644.44621
108.736,11.67,31.095,1550975654.99977
108.735,11.66,31.14,1550975665.51843
108.743,11.65,31.189,1550975676.05352
108.741,11.64,31.239,1550975686.57362
108.747,11.63,31.306,1550975697.08687
108.753,11.62,31.35,1550975707.61406
108.753,11.61,31.393,1550975718.12848
108.761,11.6,31.445,1550975728.64455
108.762,11.59,31.487,1550975739.17043
108.767,11.58,31.538,1550975749.70476
108.766,11.57,31.592,1550975760.22027
108.775,11.55,31.629,1550975770.75257
108.778,11.55,31.678,1550975781.28581
108.779,11.53,31.735,1550975791.79679
108.779,11.52,31.789,1550975802.29983
108.778,11.5,31.819,1550975812.78570
108.78,11.49,31.861,1550975823.31419
108.786,11.48,31.904,1550975833.86185
108.787,11.47,31.958,1550975844.38802
108.783,11.45,32.007,1550975854.89498
108.78,11.44,32.042,1550975865.37660
108.787,11.42,32.099,1550975875.89644
108.755,11.26,32.144,1550975886.42481
108.752,11.21,32.164,1550975896.94649
108.773,11.2,32.199,1550975907.45304
108.814,11.2,32.238,1550975917.96784
108.826,11.19,32.281,1550975928.47681
108.84,11.17,32.3,1550975939.00334
108.837,11.15,32.332,1550975949.53531
108.84,11.14,32.356,1550975960.05888
108.829,11.12,32.381,1550975970.55847
108.826,11.1,32.407,1550975981.05298
108.824,11.09,32.443,1550975991.56085
108.814,11.07,32.457,1550976002.11032
108.796,11.05,32.478,1550976012.67871
108.789,11.03,32.511,1550976023.20953
108.775,11.01,32.547,1550976033.72779
108.758,11,32.574,1550976044.23765
108.746,10.98,32.581,1550976054.73462
108.733,10.97,32.598,1550976065.26262
108.718,10.94,32.611,1550976075.81042
108.703,10.93,32.63,1550976086.34266
108.694,10.9,32.647,1550976096.87340
108.685,10.9,32.667,1550976107.37951
108.671,10.88,32.685,1550976117.89005
108.658,10.87,32.695,1550976128.42413
108.641,10.84,32.708,1550976138.95220
108.627,10.83,32.719,1550976149.47476
108.613,10.81,32.731,1550976160.01266
108.603,10.8,32.734,1550976170.50853
108.586,10.78,32.732,1550976181.00352
108.582,10.77,32.742,1550976191.49042
108.563,10.75,32.756,1550976202.03348
108.553,10.74,32.75,1550976212.52032
108.542,10.72,32.769,1550976223.04227
108.536,10.7,32.776,1550976233.57662
108.526,10.69,32.778,1550976244.09668
108.512,10.68,32.778,1550976254.64307
108.506,10.65,32.779,1550976265.17433
108.494,10.65,32.776,1550976275.72173
108.477,10.63,32.779,1550976286.21420
108.472,10.62,32.787,1550976296.73667
108.467,10.6,32.784,1550976307.27364
108.452,10.59,32.788,1550976317.81267
108.443,10.58,32.792,1550976328.32582
108.434,10.56,32.787,1550976338.84477
108.427,10.56,32.77,1550976349.37681
108.42,10.55,32.77,1550976359.90103
108.414,10.53,32.762,1550976370.43310
108.408,10.52,32.766,1550976380.95500
108.397,10.51,32.758,1550976391.47659
108.386,10.5,32.747,1550976402.00151
108.373,10.49,32.734,1550976412.49867
108.355,10.48,32.736,1550976423.13871
108.343,10.47,32.713,1550976433.68693
108.323,10.47,32.708,1550976444.22293
108.305,10.45,32.708,1550976454.73973
108.287,10.44,32.683,1550976465.26855
108.267,10.44,32.686,1550976475.78459
108.245,10.43,32.664,1550976486.30982
108.233,10.41,32.648,1550976496.83980
108.212,10.4,32.638,1550976507.37042
108.19,10.4,32.63,1550976517.89503
108.165,10.4,32.612,1550976528.41021
108.15,10.38,32.586,1550976538.94559
108.13,10.38,32.57,1550976549.47775
108.114,10.37,32.555,1550976559.99928
108.089,10.36,32.534,1550976570.51080
108.07,10.35,32.502,1550976581.05188
108.051,10.35,32.49,1550976591.54961
