
NF07_oxic-1000,75.606,1000
NF07_oxic-2000,94.385,2000
NF07_oxic-2900,109.380,2900
NF07_oxic-500,63.817,500
NF12_oxic-1000,62.821,1000
NF12_oxic-2000,76.656,2000
NF12_oxic-2900,88.130,2900
NF12_oxic-500,54.931,500
NF18_oxic-1000,50.458,1000
NF18_oxic-2000,67.242,2000
NF18_oxic-2900,80.835,2900
NF18_oxic-500,40.281,500
