potential,current
-100.8125,-5.755425185611866e-09
-101.3125,-8.846125067805257e-09
-101.8125,-9.756089419852426e-09
-102.3125,-1.0187627099469554e-08
-102.75,-1.0320346790990844e-08
-103.25,-1.0486445087565393e-08
-103.75,-1.0506313304858998e-08
-104.25,-1.1056265559546021e-08
-104.75,-1.06374435389968e-08
-105.25,-1.0906856565498102e-08
-105.75,-1.1371772850168489e-08
-106.25,-1.1532308045900827e-08
-106.75,-1.0763010672292391e-08
-107.25,-1.1043549900478112e-08
-107.75,-1.0190011285544786e-08
-108.25,-1.1391641067462095e-08
-108.75,-1.0735195168081343e-08
-109.25,-1.1101565094975443e-08
-109.75,-9.554228332149386e-09
-110.25,-1.1135738428720446e-08
-110.75,-1.0499955475325044e-08
-111.25,-1.0930698426250428e-08
-111.75,-1.0649364469372963e-08
-112.25,-1.131216819828767e-08
-112.75,-1.0517439506543417e-08
-113.25,-1.0886988348204494e-08
-113.75,-1.059452818964261e-08
-114.25,-1.1026065869259738e-08
-114.75,-1.0354520124735847e-08
-115.25,-1.089175672035496e-08
-115.75,-1.0416508962691898e-08
-116.25,-1.1781058126416777e-08
-116.75,-1.0286968185937585e-08
-117.25,-1.0658901213673896e-08
-117.75,-1.0397435474090037e-08
-118.25,-1.0962487573920199e-08
-118.75,-1.0191600742928275e-08
-119.25,-1.0487239816257137e-08
-119.75,-1.0075570353933614e-08
-120.25,-9.879272367072785e-09
-120.75,-1.0254384309576072e-08
-121.25,-1.0539691909912257e-08
-121.75,-9.892782754832436e-09
-122.25,-1.0553997026363654e-08
-122.75,-1.0023912988970238e-08
-123.25,-1.0522207878693884e-08
-123.75,-9.745757946859751e-09
-124.25,-1.0589759817492146e-08
-124.75,-1.0025502446353728e-08
-125.25,-1.0226568805365022e-08
-125.75,-9.588401665894389e-09
-126.25,-1.0566712685431562e-08
-126.75,-1.0666848500591337e-08
-127.25,-1.0069212524399661e-08
-127.75,-9.699663682738585e-09
-128.25,-1.0932287883633918e-08
-128.75,-9.628932829173345e-09
-129.25,-9.927750817269183e-09
-129.75,-9.62972755786509e-09
-130.25,-9.561380890375085e-09
-130.75,-9.28004693349762e-09
-131.25,-9.854635777628713e-09
-131.75,-9.473960734283217e-09
-132.25,-1.009543857122722e-08
-132.75,-9.547870502615432e-09
-133.25,-9.472371276899729e-09
-133.75,-9.564559805142061e-09
-134.25,-9.860198878470923e-09
-134.75,-9.286404763031574e-09
-135.25,-9.729068644333121e-09
-135.75,-8.912882277911775e-09
-136.25,-9.954771592788488e-09
-136.75,-9.183090033104821e-09
-137.25,-1.047452415718923e-08
-137.75,-8.99791824792841e-09
-138.25,-9.531975928780546e-09
-138.75,-9.096464605704697e-09
-139.25,-9.272894375271921e-09
-139.75,-8.973281658484339e-09
-140.25,-9.565354533833805e-09
-140.75,-7.97907606511228e-09
-141.25,-8.897782432768634e-09
-141.75,-8.996328790544922e-09
-142.25,-9.106001350005628e-09
-142.75,-8.805593904526302e-09
-143.25,-9.094080419629465e-09
-143.75,-8.866788013790609e-09
-144.25,-9.249847243211337e-09
-144.75,-8.770625842089555e-09
-145.25,-8.735657779652808e-09
-145.75,-8.626779948883846e-09
-146.25,-9.159248172352493e-09
-146.75,-8.538565064100234e-09
-147.25,-8.726121035351877e-09
-147.75,-9.288788949106806e-09
-148.25,-8.98679204624399e-09
-148.75,-8.57512258392047e-09
-149.25,-8.579890956070934e-09
-149.75,-8.342267077239403e-09
-150.25,-8.904934990994333e-09
-150.75,-8.405845372578942e-09
-151.25,-7.509391408291429e-09
-151.75,-8.205573742259392e-09
-152.25,-8.643469251410474e-09
-152.75,-8.025170329233447e-09
-153.25,-8.415382116879875e-09
-153.75,-8.289020254892538e-09
-154.25,-8.355777464999056e-09
-154.75,-8.043449089143564e-09
-155.25,-8.38677188397708e-09
-155.75,-8.124511415701478e-09
-156.25,-8.434455605481737e-09
-156.75,-7.967155134736117e-09
-157.25,-8.137227074769387e-09
-157.75,-8.672079484313268e-09
-158.25,-8.323193588637541e-09
-158.75,-8.119743043551013e-09
-159.25,-8.101464283640895e-09
-159.75,-7.599195750458529e-09
-160.25,-8.23895234731265e-09
-160.75,-7.965565677352627e-09
-161.25,-7.917087227156229e-09
-161.75,-6.547769691280884e-09
-162.25,-8.099874826257407e-09
-162.75,-7.522107067359336e-09
-163.25,-7.924239785381928e-09
-163.75,-7.590453734849342e-09
-164.25,-7.907550482855298e-09
-164.75,-7.288456831986526e-09
-165.25,-7.912318855005763e-09
-165.75,-7.282893731144317e-09
-166.25,-7.653237301497138e-09
-166.75,-7.471244431087704e-09
-167.25,-7.749399473198192e-09
-167.75,-7.310709235355365e-09
-168.25,-8.684795143381175e-09
-168.75,-7.243157296557104e-09
-169.25,-7.489523190997821e-09
-169.75,-7.208983962812101e-09
-170.25,-7.744631101047726e-09
-170.75,-7.208189234120357e-09
-171.25,-7.225673265338731e-09
-171.75,-7.089774659050464e-09
-172.25,-6.6796946541104296e-09
-172.75,-7.081032643441277e-09
-173.25,-7.081032643441277e-09
-173.75,-7.09295357381744e-09
-174.25,-7.426739624350026e-09
-174.75,-7.045269852312786e-09
-175.25,-7.140637295322095e-09
-175.75,-6.93400783546859e-09
-176.25,-7.310709235355365e-09
-176.75,-6.901423959107076e-09
-177.25,-6.964207525754872e-09
-177.75,-6.9959966734246416e-09
-178.25,-7.117590163261512e-09
-178.75,-7.671516061407255e-09
-179.25,-7.193089388977216e-09
-179.75,-6.853740237602421e-09
-180.25,-6.888708300039168e-09
-180.75,-6.749630778983924e-09
-181.25,-7.081827372133021e-09
-181.75,-6.796519771796835e-09
-182.25,-5.950133715089208e-09
-182.75,-6.620884730921355e-09
-183.25,-6.903013416490564e-09
-183.75,-6.484191395941344e-09
-184.25,-6.985665200431967e-09
-184.75,-6.450812790888085e-09
-185.25,-6.898245044340099e-09
-185.75,-6.456375891730296e-09
-186.25,-6.72817310430683e-09
-186.75,-6.4206131006018045e-09
-187.25,-6.866455896670329e-09
-187.75,-6.299019610764934e-09
-188.25,-6.733736205149039e-09
-188.75,-6.54141186174693e-09
-189.25,-7.505417764832707e-09
-189.75,-6.256898990102488e-09
-190.25,-6.749630778983924e-09
-190.75,-6.415049999759594e-09
-191.25,-6.258488447485977e-09
-191.75,-6.534259303521232e-09
-192.25,-6.395976511157732e-09
-192.75,-5.451044096673818e-09
-193.25,-6.411871084992618e-09
-193.75,-6.07967449184352e-09
-194.25,-6.326040386284238e-09
-194.75,-6.215573098131787e-09
-195.25,-6.543796047822163e-09
-195.75,-6.086827050069219e-09
-196.25,-6.426970930135758e-09
-196.75,-6.175041934852831e-09
-197.25,-6.11146363951329e-09
-197.75,-6.117026740355501e-09
-198.25,-6.4198183719100595e-09
-198.75,-5.988280692292931e-09
-199.25,-6.655852793358102e-09
-199.75,-6.785393570112416e-09
-200.25,-6.056627359782937e-09
-200.75,-6.248951703185046e-09
-201.25,-6.151994802792248e-09
-201.75,-6.045501158098517e-09
-202.25,-6.097953251753638e-09
-202.75,-6.004969994819561e-09
-203.25,-4.966259594709825e-09
-203.75,-6.0804692205352645e-09
-204.25,-6.071727204926078e-09
-204.75,-5.780061775055938e-09
-205.25,-6.167094647935388e-09
-205.75,-5.799929992349544e-09
-206.25,-6.009738366970026e-09
-206.75,-5.902449993584553e-09
-207.25,-6.1599420897096895e-09
-207.75,-5.828540225252337e-09
-208.25,-5.9572862733149056e-09
-208.75,-5.819003480951406e-09
-209.25,-5.959670459390139e-09
-209.75,-6.823540547316139e-09
-210.25,-5.915960381344205e-09
-210.75,-5.800724721041289e-09
-211.25,-6.039938057256308e-09
-211.75,-5.6298580523162745e-09
-212.25,-5.858739915538619e-09
-212.75,-5.749862084769656e-09
-213.25,-5.9572862733149056e-09
-213.75,-4.5569743184615355e-09
-214.25,-5.753040999536633e-09
-214.75,-5.8547662720798974e-09
-215.25,-5.683899603354883e-09
-215.75,-5.463759755741726e-09
-216.25,-5.966028288924092e-09
-216.75,-5.680720688587906e-09
-217.25,-5.484422701727077e-09
-217.75,-5.771319759446751e-09
-218.25,-5.567869214360223e-09
-218.75,-5.582969059503363e-09
-219.25,-5.83092441132757e-09
-219.75,-5.598068904646505e-09
-220.25,-6.41425527106785e-09
-220.75,-5.748272627386168e-09
-221.25,-5.656084099143835e-09
-221.75,-5.557537741367547e-09
-222.25,-5.631447509699763e-09
-222.75,-5.383492157875557e-09
-223.25,-5.535285337998708e-09
-223.75,-5.575021772585921e-09
-224.25,-4.745325018404923e-09
-224.75,-5.451044096673818e-09
-225.25,-5.499522546870217e-09
-225.75,-5.328655878145203e-09
-226.25,-5.707741464107211e-09
-226.75,-5.261898668038686e-09
-227.25,-5.645752626151159e-09
-227.75,-5.253156652429499e-09
-228.25,-5.541643167532663e-09
-228.75,-5.559127198751036e-09
-229.25,-5.536080066690453e-09
-229.75,-5.226135876910195e-09
-230.25,-5.443096809756375e-09
-230.75,-6.523133101836813e-09
-231.25,-5.330245335528692e-09
-231.75,-5.557537741367547e-09
-232.25,-5.497933089486729e-09
-232.75,-5.2237516908349625e-09
-233.25,-5.549590454450105e-09
-233.75,-5.372365956191137e-09
-234.25,-4.429022999090711e-09
-234.75,-5.274614327106594e-09
-235.25,-5.332629521603924e-09
-235.75,-5.114079131374256e-09
-236.25,-5.5265433223895214e-09
-236.75,-5.1323578912843734e-09
-237.25,-5.272230141031362e-09
-237.6875,-5.27381959841485e-09
-238.1875,-5.307198203468108e-09
-238.6875,-5.230109520368916e-09
-239.1875,-5.440712623681143e-09
-239.6875,-5.017916959673201e-09
-240.1875,-5.350908281514042e-09
-240.6875,-5.37475014226637e-09
-241.1875,-6.241004416267604e-09
-241.6875,-5.220572776067985e-09
-242.1875,-5.252361923737755e-09
-242.6875,-5.1895783570899595e-09
-243.1875,-5.0640112237943675e-09
-243.6875,-5.1879888997064705e-09
-244.1875,-5.2118307604587985e-09
-244.6875,-4.232725012229881e-09
-245.1875,-5.095005642772393e-09
-245.6875,-5.27381959841485e-09
-246.1875,-5.030632618741109e-09
-246.6875,-5.106926573148557e-09
-247.1875,-5.15778920942019e-09
-247.6875,-5.136331534743095e-09
-248.1875,-5.371571227499393e-09
-248.6875,-5.089442541930184e-09
-249.1875,-4.991690912845641e-09
-249.6875,-5.230109520368916e-09
-250.1875,-5.184809984939494e-09
-250.6875,-4.897912927219819e-09
-251.1875,-5.76734611598803e-09
-251.6875,-5.619526579323599e-09
