potential,current
-102.3125,-1.568873910372326e-08
-103.3125,-1.643101570181239e-08
-104.3125,-1.688718997087359e-08
-105.3125,-1.7112098190637215e-08
-106.3125,-1.7346543154701766e-08
-107.3125,-1.879771774582677e-08
-108.3125,-1.8432142547624414e-08
-109.3125,-1.83995586712629e-08
-110.3125,-1.8604598673732916e-08
-111.3125,-1.8871627514158987e-08
-112.3125,-1.9447011086981822e-08
-113.3125,-1.9515357754471828e-08
-114.3125,-1.991749047249442e-08
-115.3125,-1.8868448599392007e-08
-116.3125,-2.035300179557027e-08
-117.3125,-2.054612086766412e-08
-118.3125,-2.1083357463283237e-08
-119.3125,-2.115726723161545e-08
-120.3125,-2.1380585993995587e-08
-121.3125,-2.1915438403539465e-08
-122.3125,-2.1935306620833072e-08
-123.3125,-2.2448701355699858e-08
-124.3125,-2.2689504149298366e-08
-125.3125,-2.2641025699101967e-08
-126.3125,-2.3313366172317603e-08
-127.3125,-2.341111780140215e-08
-128.3125,-2.485513983430145e-08
-129.3125,-2.427180897456117e-08
-130.3125,-2.4414065410383394e-08
-131.3125,-2.439658137916502e-08
-132.3125,-2.492587068786669e-08
-133.3125,-2.5092763713132982e-08
-134.3125,-2.5455954725260104e-08
-135.25,-2.5244556893256134e-08
-136.25,-2.562125829314291e-08
-137.25,-2.616723690437121e-08
-138.25,-2.640645024058623e-08
-139.25,-2.693176590582918e-08
-140.25,-2.7037464821831164e-08
-141.25,-2.7514302036877715e-08
-142.25,-2.775431010178448e-08
-143.25,-2.796014483294624e-08
-144.25,-2.8253399720199868e-08
-145.25,-2.8732621121321652e-08
-146.25,-2.8731826392629906e-08
-147.25,-2.9261910430023323e-08
-148.25,-2.9296083763768324e-08
-149.25,-3.0966603473814744e-08
-150.25,-3.018617989852189e-08
-151.25,-3.0324462690885384e-08
-152.25,-3.0735337424517165e-08
-153.25,-3.0666990757027156e-08
-154.25,-3.122250611255639e-08
-155.25,-3.1575365651690835e-08
-156.25,-3.0833883782293454e-08
-157.25,-3.155549743439723e-08
-158.25,-3.227075325696706e-08
-159.25,-3.2548908299077546e-08
-160.25,-3.290097310952025e-08
-161.25,-3.327687978071528e-08
-162.25,-3.3296747998008886e-08
-163.25,-3.389597343158405e-08
-164.25,-3.4021540564879646e-08
-165.25,-3.4244064598568034e-08
-166.25,-3.4564340261340965e-08
-167.25,-3.46080503393869e-08
-168.25,-3.534555856532557e-08
-169.25,-3.584385345504921e-08
-170.25,-3.620307082371761e-08
-171.25,-3.598293097610445e-08
-172.25,-3.646135764853449e-08
-173.25,-3.646453656330147e-08
-174.25,-3.672202865942661e-08
-175.25,-3.699938897284535e-08
-176.25,-3.7207607890082346e-08
-177.25,-3.640890555487937e-08
-178.25,-3.78569012312374e-08
-179.25,-3.789743239451635e-08
-180.25,-3.824790774757557e-08
-181.25,-3.8626198604845834e-08
