potential,current
-100.75,-6.810824888248232e-10
-101.25,-2.8355919721434876e-09
-101.75,-4.042784854903005e-09
-102.25,-3.942649039743229e-09
-102.75,-3.7074093469869313e-09
-103.25,-3.795624231770543e-09
-103.75,-3.5127008175095896e-09
-104.25,-4.301866408411631e-09
-104.75,-4.031658653218586e-09
-105.25,-3.302097714197363e-09
-105.75,-3.5190586470435436e-09
-106.25,-4.096826405941614e-09
-106.75,-4.076163459956264e-09
-107.25,-4.3416028429988434e-09
-107.75,-3.982385474330442e-09
-108.25,-4.425844084323734e-09
-108.75,-4.02132718022591e-09
-109.25,-4.229546097462904e-09
-109.75,-4.067421444347077e-09
-110.25,-4.411538967872338e-09
-110.75,-4.305840051870352e-09
-111.25,-4.099210592016847e-09
-111.75,-4.130205010994873e-09
-112.25,-6.016096196503981e-09
-112.75,-4.306634780562096e-09
-113.25,-4.622142071184564e-09
-113.75,-4.1715309029655734e-09
-114.25,-4.738172460179225e-09
-114.75,-4.117489351926965e-09
-115.25,-4.64201028847817e-09
-115.75,-3.3450130635515527e-09
-116.25,-4.5673057914542105e-09
-116.75,-4.146894313521502e-09
-117.25,-4.374186719360357e-09
-117.75,-4.411538967872338e-09
-118.25,-4.743735561021434e-09
-118.75,-4.427433541707222e-09
-119.25,-4.634857730252472e-09
-119.75,-4.0825212894902175e-09
-120.25,-4.951159749566684e-09
-120.75,-4.3201451683217486e-09
-121.25,-4.523595713408277e-09
-121.75,-4.31299261009605e-09
-122.25,-4.8160558719701614e-09
-122.75,-5.412897119470094e-09
-123.25,-4.980564711161221e-09
-123.75,-4.2748456328923265e-09
-124.25,-4.837513546647256e-09
-124.75,-4.462401604143969e-09
-125.25,-4.544258659393627e-09
-125.75,-4.291534935418956e-09
-126.25,-3.6144260900528536e-09
-126.75,-4.190604391567436e-09
-127.25,-4.501343310039438e-09
-127.75,-4.306634780562096e-09
-128.25,-5.011559130139247e-09
-128.75,-4.3320660986979126e-09
-129.25,-4.617373699034099e-09
-129.75,-4.140536483987548e-09
-130.25,-4.751682847938877e-09
-130.75,-4.438559743391642e-09
-131.25,-4.545848116777116e-09
-131.75,-4.132589197070105e-09
-132.25,-4.689694009982825e-09
-132.75,-4.588763466131305e-09
-133.25,-5.5050856477124266e-09
-133.75,-4.609426412116656e-09
-134.25,-4.580816179213863e-09
-134.75,-4.337629199540122e-09
-135.25,-4.570484706221188e-09
-135.75,-4.59512129566526e-09
-136.25,-4.5220062560247884e-09
-136.75,-3.349781435702018e-09
-137.25,-4.514058969107346e-09
-137.75,-4.151662685671968e-09
-138.25,-4.577637264446886e-09
-138.75,-4.302661137103375e-09
-139.25,-4.526774628175254e-09
-139.75,-4.289945478035467e-09
-140.25,-4.590352923514794e-09
-140.75,-4.326502997855703e-09
-141.25,-4.4886276509715295e-09
-141.75,-4.425844084323734e-09
-142.25,-4.734993545412247e-09
-142.75,-4.1937833063344124e-09
-143.25,-4.979769982469477e-09
-143.75,-5.009969672755759e-09
-144.25,-4.805724398977486e-09
-144.75,-4.5339271864009524e-09
-145.25,-4.6475733893203805e-09
-145.75,-4.190604391567436e-09
-146.25,-4.815261143278417e-09
-146.75,-4.336039742156634e-09
-147.25,-3.270308566527593e-09
-147.75,-4.2978927649529096e-09
-148.25,-4.351139587299774e-09
-148.75,-4.48306455012932e-09
-149.25,-4.484654007512808e-09
-149.75,-4.316171524863027e-09
-150.25,-4.540285015934906e-09
-150.75,-4.2978927649529096e-09
-151.25,-4.328092455239191e-09
-151.75,-4.2510037721399985e-09
-152.25,-4.81764532935365e-09
-152.75,-4.074574002572775e-09
-153.25,-4.644394474553403e-09
-153.75,-4.824797887579348e-09
-154.25,-5.2340831638276375e-09
-154.75,-4.203320050635344e-09
-155.25,-4.758835406164575e-09
-155.75,-4.1508679569802235e-09
-156.25,-4.761219592239808e-09
-156.75,-4.35590795945024e-09
-157.25,-4.525185170791766e-09
-157.75,-2.991358795725361e-09
-158.25,-4.4099495104888494e-09
-158.75,-4.391670750578731e-09
-159.25,-4.316171524863027e-09
-159.75,-4.45683850330176e-09
-160.25,-4.340808114307099e-09
-160.75,-4.3312713700061685e-09
-161.25,-4.449685945076062e-09
-161.75,-4.407565324413616e-09
-162.25,-4.371802533285125e-09
-162.75,-4.422665169556757e-09
-163.25,-4.436175557316409e-09
-163.75,-4.061858343504867e-09
-164.25,-5.578995416044642e-09
-164.75,-4.502138038731182e-09
-165.25,-4.721483157652595e-09
-165.75,-4.347165943841053e-09
-166.25,-4.347165943841053e-09
-166.75,-4.379749820202568e-09
-167.25,-4.528364085558742e-09
-167.75,-4.1739150890408066e-09
-168.25,-3.3752127538378343e-09
-168.75,-4.361471060292449e-09
-169.25,-4.2510037721399985e-09
-169.75,-4.36703416113466e-09
-170.25,-4.406770595721872e-09
-170.75,-4.33524501346489e-09
-171.25,-4.3527290446832625e-09
-171.75,-4.2176251670867404e-09
-172.25,-4.4878329222797854e-09
-172.75,-4.248619586064766e-09
-173.25,-4.237493384380346e-09
-173.75,-4.203320050635344e-09
-174.25,-4.617373699034099e-09
-174.75,-5.07752161155402e-09
-175.25,-4.797777112060044e-09
-175.75,-4.360676331600705e-09
-176.25,-4.65313649016259e-09
-176.75,-4.2629247025161625e-09
-177.25,-4.265308888591396e-09
-177.75,-4.4782961779788546e-09
-178.25,-4.475911991903622e-09
-178.75,-2.8761231354224447e-09
-179.25,-4.438559743391642e-09
-179.75,-4.267693074666628e-09
-180.25,-4.204114779327088e-09
-180.75,-4.271666718125349e-09
-181.25,-4.44014920077513e-09
-181.75,-4.3312713700061685e-09
-182.25,-4.2287513687711595e-09
-182.75,-4.416307340022803e-09
-183.25,-4.383723463661289e-09
-183.75,-4.0706003591140535e-09
-184.25,-4.425844084323734e-09
-184.75,-4.471938348444901e-09
-185.25,-5.356471382356252e-09
-185.75,-4.3821340062778e-09
-186.25,-4.483859278821064e-09
-186.75,-4.356702688141984e-09
-187.25,-4.344781757765821e-09
-187.75,-4.389286564503499e-09
-188.25,-4.5108800543403685e-09
-188.75,-3.760656169333796e-09
-189.25,-3.50157461582517e-09
-189.75,-4.1834518333417374e-09
-190.25,-4.309813695329074e-09
-190.75,-4.42504935563199e-09
-191.25,-4.1715309029655734e-09
-191.75,-4.415512611331059e-09
-192.25,-4.323324083088726e-09
-192.75,-4.250209043448254e-09
-193.25,-4.2748456328923265e-09
-193.75,-4.495780209197228e-09
-194.25,-4.390081293195243e-09
-194.75,-4.096826405941614e-09
-195.25,-4.501343310039438e-09
-195.75,-5.1776574267137955e-09
-196.25,-4.795392925984811e-09
-196.75,-4.221598810545462e-09
-197.25,-4.33921865692361e-09
-197.75,-4.3638552463676824e-09
-198.25,-4.649162846703869e-09
-198.75,-4.142125941371037e-09
-199.25,-3.6549572533318106e-09
-199.75,-3.9911274899396285e-09
-200.25,-4.186630748108715e-09
-200.75,-4.226367182695927e-09
-201.25,-4.347960672532797e-09
-201.75,-4.444917572925596e-09
-202.25,-4.374186719360357e-09
-202.75,-4.1540468717472e-09
-203.25,-4.51485369779909e-09
-203.75,-4.289150749343723e-09
