"","ts","depth","p","dt","Toptode","O2Concentration","AirSaturation","SNoptode","Tec","Conductivity","Salinity","SNec","Chlorophyll","Turbidity","pW"
"1",2018-07-18 21:45:17,0,104.347,"2018-07-19T07:45:17.573047","25.626","262.32","102.878","829","25.907","0.014","0.016","1413","57","670",0
"2",2018-07-18 21:45:24,0.0247879500000009,104.596,"2018-07-19T07:45:24.397740","25.772","281.472","110.685","829","25.972","61.816","40.707","1413","184","474",0.249000000000009
"3",2018-07-18 21:45:31,0.1618683,105.973,"2018-07-19T07:45:31.229698","26.391","281.585","111.983","829","26.407","61.806","40.314","1413","284","517",1.626
"4",2018-07-18 21:45:38,0.190439150000001,106.26,"2018-07-19T07:45:38.065584","26.975","283.768","114.046","829","26.842","61.797","39.928","1413","282","528",1.91300000000001
"5",2018-07-18 21:45:44,0.195715300000001,106.313,"2018-07-19T07:45:44.899706","27.461","284.539","115.355","829","27.207","61.815","39.627","1413","283","540",1.96600000000001
"6",2018-07-18 21:45:51,0.217715850000001,106.534,"2018-07-19T07:45:51.738163","27.792","286.434","116.81","829","27.51","61.854","39.399","1413","282","541",2.18700000000001
"7",2018-07-18 21:45:58,0.7482178,111.863,"2018-07-19T07:45:58.581369","28.017","288.285","118.036","829","27.747","61.88","39.217","1413","275","526",7.51600000000001
"8",2018-07-18 21:46:05,0.96473905,114.038,"2018-07-19T07:46:05.449732","28.182","289.328","118.809","829","27.945","61.893","39.061","1413","280","527",9.691
"9",2018-07-18 21:46:12,1.0566237,114.961,"2018-07-19T07:46:12.296416","28.277","289.732","119.175","829","28.072","61.88","38.947","1413","283","536",10.614
"10",2018-07-18 21:46:19,1.07842515,115.18,"2018-07-19T07:46:19.141274","28.348","290.382","119.591","829","28.167","61.885","38.872","1413","292","540",10.833
"11",2018-07-18 21:46:25,1.0745427,115.141,"2018-07-19T07:46:25.982280","28.407","290.728","119.859","829","28.231","61.884","38.818","1413","277","537",10.794
"12",2018-07-18 21:46:32,1.58214815,120.24,"2018-07-19T07:46:32.823267","28.447","291.67","120.332","829","28.331","61.905","38.75","1413","276","532",15.893
"13",2018-07-18 21:46:39,1.79558335,122.384,"2018-07-19T07:46:39.669203","28.476","292.811","120.864","829","28.357","61.935","38.75","1413","283","529",18.037
"14",2018-07-18 21:46:46,1.85591065,122.99,"2018-07-19T07:46:46.513977","28.498","294.13","121.455","829","28.399","61.924","38.708","1413","288","534",18.643
"15",2018-07-18 21:46:53,1.91504335,123.584,"2018-07-19T07:46:53.361996","28.513","294.174","121.507","829","28.425","61.85","38.634","1413","285","535",19.237
"16",2018-07-18 21:47:00,2.18163825,126.262,"2018-07-19T07:47:00.206782","28.509","293.2","121.095","829","28.438","61.823","38.605","1413","308","545",21.915
"17",2018-07-18 21:47:07,2.1970685,126.417,"2018-07-19T07:47:07.059040","28.498","292.594","120.822","829","28.436","61.814","38.6","1413","314","545",22.07
"18",2018-07-18 21:47:13,2.46416115,129.1,"2018-07-19T07:47:13.901532","28.484","291.473","120.329","829","28.443","61.8","38.584","1413","296","534",24.753
"19",2018-07-18 21:47:20,2.5881009,130.345,"2018-07-19T07:47:20.746818","28.471","290.306","119.819","829","28.418","61.727","38.553","1413","305","541",25.998
"20",2018-07-18 21:47:27,2.6052235,130.517,"2018-07-19T07:47:27.590231","28.452","290.203","119.737","829","28.422","61.72","38.545","1413","296","537",26.17
"21",2018-07-18 21:47:34,2.72597765,131.73,"2018-07-19T07:47:34.439457","28.429","292.238","120.527","829","28.399","61.652","38.516","1413","311","539",27.383
"22",2018-07-18 21:47:41,2.71204065,131.59,"2018-07-19T07:47:41.283388","28.408","296.136","122.091","829","28.385","61.649","38.525","1413","309","536",27.243
"23",2018-07-18 21:47:48,2.81477625,132.622,"2018-07-19T07:47:48.121385","28.391","298.303","122.947","829","28.372","61.635","38.525","1413","313","537",28.275
"24",2018-07-18 21:47:54,2.87609905,133.238,"2018-07-19T07:47:54.961968","28.376","300.118","123.664","829","28.367","61.625","38.522","1413","318","539",28.891
"25",2018-07-18 21:48:01,2.97186615,134.2,"2018-07-19T07:48:01.832541","28.365","301.296","124.124","829","28.356","61.615","38.524","1413","321","540",29.853
"26",2018-07-18 21:48:08,2.9843099,134.325,"2018-07-19T07:48:08.683336","28.357","301.653","124.253","829","28.346","61.647","38.555","1413","304","542",29.978
"27",2018-07-18 21:48:15,3.18868605,136.378,"2018-07-19T07:48:15.527246","28.348","299.811","123.476","829","28.338","61.576","38.511","1413","327","544",32.031
"28",2018-07-18 21:48:22,3.189582,136.387,"2018-07-19T07:48:22.369656","28.328","299.155","123.162","829","28.336","61.531","38.481","1413","325","546",32.04
"29",2018-07-18 21:48:29,3.1376169,135.865,"2018-07-19T07:48:29.209621","28.307","299.365","123.202","829","28.336","61.569","38.508","1413","317","542",31.518
"30",2018-07-18 21:48:36,3.1268655,135.757,"2018-07-19T07:48:36.051591","28.297","298.462","122.81","829","28.336","61.588","38.522","1413","315","547",31.41
"31",2018-07-18 21:48:42,3.0440399,134.925,"2018-07-19T07:48:42.897435","28.295","297.657","122.473","829","28.328","61.595","38.533","1413","315","548",30.578
"32",2018-07-18 21:48:49,2.95633635,134.044,"2018-07-19T07:48:49.742843","28.303","295.761","121.711","829","28.338","61.691","38.593","1413","301","550",29.697
"33",2018-07-18 21:48:56,2.99097975,134.392,"2018-07-19T07:48:56.586457","28.318","294.607","121.269","829","28.336","61.667","38.577","1413","310","542",30.045
"34",2018-07-18 21:49:03,3.3361196,137.859,"2018-07-19T07:49:03.504987","28.318","295.037","121.445","829","28.339","61.513","38.466","1413","324","544",33.512
"35",2018-07-18 21:49:10,3.4064019,138.565,"2018-07-19T07:49:10.347407","28.3","296.58","122.042","829","28.331","61.539","38.491","1413","350","545",34.218
"36",2018-07-18 21:49:17,3.4048091,138.549,"2018-07-19T07:49:17.188271","28.287","296.875","122.134","829","28.305","61.379","38.399","1413","340","548",34.202
"37",2018-07-18 21:49:24,3.7617954,142.135,"2018-07-19T07:49:24.024436","28.25","292.535","120.27","829","28.238","61.358","38.439","1413","308","540",37.788
"38",2018-07-18 21:49:30,3.7765288,142.283,"2018-07-19T07:49:30.864394","28.205","286.31","117.618","829","28.206","61.351","38.459","1413","335","540",37.936
"39",2018-07-18 21:49:37,3.7797144,142.315,"2018-07-19T07:49:37.707955","28.17","281.803","115.695","829","28.175","61.37","38.498","1413","347","542",37.968
"40",2018-07-18 21:49:44,3.79434825,142.462,"2018-07-19T07:49:44.549198","28.147","279.407","114.664","829","28.164","61.367","38.506","1413","346","543",38.115
"41",2018-07-18 21:49:51,3.78718065,142.39,"2018-07-19T07:49:51.389997","28.127","277.32","113.767","829","28.157","61.419","38.548","1413","345","542",38.043
"42",2018-07-18 21:49:58,3.7625918,142.143,"2018-07-19T07:49:58.234883","28.113","274.634","112.637","829","28.152","61.344","38.499","1413","348","544",37.796
"43",2018-07-18 21:50:05,3.9025591,143.549,"2018-07-19T07:50:05.114267","28.065","255.255","104.601","829","28.121","61.353","38.531","1413","353","548",39.202
"44",2018-07-18 21:50:11,3.85467555,143.068,"2018-07-19T07:50:11.960401","28.014","241.85","99.018","829","28.065","61.332","38.561","1413","335","555",38.721
"45",2018-07-18 21:50:18,3.82640335,142.784,"2018-07-19T07:50:18.800503","27.98","230.156","94.173","829","28.032","61.311","38.574","1413","318","543",38.437
"46",2018-07-18 21:50:25,3.78080945,142.326,"2018-07-19T07:50:25.641224","27.961","224.778","91.942","829","28.008","61.305","38.589","1413","307","545",37.979
"47",2018-07-18 21:50:32,3.74397595,141.956,"2018-07-19T07:50:32.487431","27.952","222.968","91.187","829","27.993","61.31","38.605","1413","310","547",37.609
"48",2018-07-18 21:50:39,3.8794635,143.317,"2018-07-19T07:50:39.329407","27.941","217.147","88.789","829","27.986","61.324","38.62","1413","327","544",38.97
"49",2018-07-18 21:50:46,4.13162365,145.85,"2018-07-19T07:50:46.171288","27.922","204.506","83.592","829","27.96","61.333","38.648","1413","336","544",41.503
"50",2018-07-18 21:50:53,4.19414105,146.478,"2018-07-19T07:50:53.019580","27.903","193.412","79.03","829","27.934","61.338","38.673","1413","348","548",42.131
"51",2018-07-18 21:50:59,4.2264948,146.803,"2018-07-19T07:50:59.859093","27.886","186.087","76.015","829","27.937","61.335","38.669","1413","381","555",42.456
"52",2018-07-18 21:51:06,4.4050875,148.597,"2018-07-19T07:51:06.704922","27.869","175.8","71.792","829","27.919","61.335","38.684","1413","352","544",44.25
"53",2018-07-18 21:51:13,4.4713878,149.263,"2018-07-19T07:51:13.546987","27.852","168.464","68.774","829","27.893","61.32","38.695","1413","381","539",44.916
"54",2018-07-18 21:51:20,4.4749716,149.299,"2018-07-19T07:51:20.391879","27.831","160.041","65.312","829","27.875","61.32","38.709","1413","380","538",44.952
"55",2018-07-18 21:51:27,4.4721842,149.271,"2018-07-19T07:51:27.233460","27.814","152.754","62.319","829","27.852","61.324","38.731","1413","380","548",44.924
"56",2018-07-18 21:51:34,4.4528715,149.077,"2018-07-19T07:51:34.075785","27.802","146.587","59.79","829","27.842","61.324","38.739","1413","383","561",44.73
"57",2018-07-18 21:51:40,4.5870649,150.425,"2018-07-19T07:51:40.921366","27.792","140.36","57.24","829","27.832","61.314","38.74","1413","354","543",46.078
"58",2018-07-18 21:51:47,4.64569985,151.014,"2018-07-19T07:51:47.765287","27.777","132.856","54.166","829","27.811","61.314","38.758","1413","351","543",46.667
"59",2018-07-18 21:51:54,4.65047825,151.062,"2018-07-19T07:51:54.607797","27.763","123.784","50.455","829","27.801","61.306","38.76","1413","347","539",46.715
"60",2018-07-18 21:52:01,4.57263015,150.28,"2018-07-19T07:52:01.451367","27.756","118.179","48.164","829","27.793","61.311","38.771","1413","341","546",45.933
"61",2018-07-18 21:52:08,4.62340065,150.79,"2018-07-19T07:52:08.295305","27.751","114.461","46.644","829","27.788","61.312","38.776","1413","340","537",46.443
"62",2018-07-18 21:52:15,4.77173015,152.28,"2018-07-19T07:52:15.137293","27.748","110.918","45.198","829","27.781","61.308","38.778","1413","344","540",47.933
"63",2018-07-18 21:52:21,4.85674585,153.134,"2018-07-19T07:52:21.982020","27.746","108.058","44.031","829","27.775","61.287","38.768","1413","343","536",48.787
"64",2018-07-18 21:52:28,4.84718905,153.038,"2018-07-19T07:52:28.824055","27.737","102.27","41.666","829","27.757","61.291","38.786","1413","343","538",48.691
"65",2018-07-18 21:52:35,4.89298205,153.498,"2018-07-19T07:52:35.665180","27.726","96.521","39.316","829","27.75","61.279","38.783","1413","353","538",49.151
"66",2018-07-18 21:52:42,4.8974618,153.543,"2018-07-19T07:52:42.509598","27.717","91.139","37.118","829","27.744","61.277","38.787","1413","369","538",49.196
"67",2018-07-18 21:52:49,4.90034875,153.572,"2018-07-19T07:52:49.352742","27.708","86.733","35.318","829","27.726","61.266","38.795","1413","347","539",49.225
"68",2018-07-18 21:52:56,4.9106024,153.675,"2018-07-19T07:52:56.194917","27.698","83.487","33.99","829","27.729","61.264","38.79","1413","355","541",49.328
"69",2018-07-18 21:53:03,5.12612815,155.84,"2018-07-19T07:53:03.073986","27.686","78.959","32.139","829","27.724","61.263","38.793","1413","351","539",51.493
"70",2018-07-18 21:53:09,5.1304088,155.883,"2018-07-19T07:53:09.920388","27.675","77.012","31.341","829","27.708","61.231","38.784","1413","363","535",51.536
"71",2018-07-18 21:53:16,5.2134335,156.717,"2018-07-19T07:53:16.763592","27.657","73.27","29.809","829","27.693","61.203","38.776","1413","365","547",52.37
"72",2018-07-18 21:53:23,5.329907,157.887,"2018-07-19T07:53:23.605196","27.628","67.788","27.564","829","27.664","61.193","38.793","1413","414","556",53.54
"73",2018-07-18 21:53:30,5.2831185,157.417,"2018-07-19T07:53:30.449971","27.601","62.504","25.403","829","27.639","61.184","38.807","1413","377","542",53.07
"74",2018-07-18 21:53:37,5.3388665,157.977,"2018-07-19T07:53:37.294519","27.578","57.895","23.52","829","27.621","61.186","38.824","1413","425","571",53.63
"75",2018-07-18 21:53:44,5.36843285,158.274,"2018-07-19T07:53:44.137927","27.56","52.904","21.486","829","27.6","61.179","38.836","1413","433","556",53.927
"76",2018-07-18 21:53:50,5.4790329,159.385,"2018-07-19T07:53:50.984090","27.546","48.355","19.633","829","27.588","61.182","38.849","1413","393","552",55.038
"77",2018-07-18 21:53:57,5.4893861,159.489,"2018-07-19T07:53:57.826022","27.537","44.753","18.168","829","27.583","61.182","38.853","1413","422","565",55.142
"78",2018-07-18 21:54:04,5.4969519,159.565,"2018-07-19T07:54:04.720632","27.534","43.035","17.47","829","27.575","61.182","38.859","1413","453","571",55.218
"79",2018-07-18 21:54:11,5.81302315,162.74,"2018-07-19T07:54:11.566396","27.525","39.346","15.97","829","27.57","61.205","38.88","1413","734","944",58.393
"80",2018-07-18 21:54:18,5.79988255,162.608,"2018-07-19T07:54:18.412691","27.505","32.005","12.985","829","27.534","61.252","38.944","1413","795","1201",58.261
"81",2018-07-18 21:54:25,5.73796245,161.986,"2018-07-19T07:54:25.257530","27.475","27.128","11.001","829","27.51","61.218","38.94","1413","579","894",57.639
