"","ts","depth","p","dt","Toptode","O2Concentration","AirSaturation","SNoptode","Tec","Conductivity","Salinity","SNec","Chlorophyll","Turbidity","pW"
"1",2018-07-17 15:48:57,0.00238920000000009,103.691,2018-07-18 01:48:57,27.446,258.432,104.743,829,27.069,0.071,0.038,1413,"51","241",0.0240000000000009
"2",2018-07-17 15:49:04,0.00238920000000009,103.691,2018-07-18 01:49:04,27.403,257.221,104.173,829,26.979,0.068,0.037,1413,"50","50",0.0240000000000009
"3",2018-07-17 15:49:11,0.00756579999999934,103.743,2018-07-18 01:49:11,27.367,257.821,104.348,829,26.912,0.065,0.036,1413,"50","50",0.0759999999999934
"4",2018-07-17 15:49:18,0.0101541000000004,103.769,2018-07-18 01:49:18,27.324,258.482,104.535,829,26.837,0.061,0.034,1413,"50","50",0.102000000000004
"5",2018-07-17 15:49:25,0.00209055000000008,103.688,2018-07-18 01:49:25,27.271,258.86,104.589,829,26.749,0.056,0.032,1413,"50","50",0.0210000000000008
"6",2018-07-17 15:49:32,0.00826264999999984,103.75,2018-07-18 01:49:32,27.227,258.42,104.33,829,26.684,0.056,0.032,1413,"50","50",0.0829999999999984
"7",2018-07-17 15:49:38,0.0063711999999993,103.731,2018-07-18 01:49:38,27.194,258.124,104.149,829,26.615,0.055,0.032,1413,"50","50",0.063999999999993
"8",2018-07-17 15:49:45,0.0122446500000005,103.79,2018-07-18 01:49:45,27.162,258.747,104.34,829,26.575,0.054,0.031,1413,"50","50",0.123000000000005
"9",2018-07-17 15:49:52,0.0145343000000001,103.813,2018-07-18 01:49:52,27.145,257.637,103.861,829,26.541,0.053,0.031,1413,"50","50",0.146000000000001
"10",2018-07-17 15:49:59,0.0126428499999995,103.794,2018-07-18 01:49:59,27.131,258.132,104.033,829,26.519,0.053,0.031,1413,"50","50",0.126999999999995
"11",2018-07-17 15:50:06,0.0111495999999995,103.779,2018-07-18 01:50:06,27.107,258.129,103.987,829,26.493,0.052,0.031,1413,"53","335",0.111999999999995
"12",2018-07-17 15:50:13,0.00617209999999976,103.729,2018-07-18 01:50:13,27.078,258.134,103.937,829,26.466,0.053,0.031,1413,"54","650",0.0619999999999976
"13",2018-07-17 15:50:19,0.00836220000000032,103.751,2018-07-18 01:50:19,27.033,259.03,104.213,829,26.407,0.051,0.03,1413,"53","331",0.0840000000000032
"14",2018-07-17 15:50:26,0.00965634999999942,103.764,2018-07-18 01:50:26,26.996,258.617,103.978,829,26.353,0.05,0.03,1413,"50","50",0.0969999999999942
"15",2018-07-17 15:50:33,0.0114482499999995,103.782,2018-07-18 01:50:33,26.961,258.525,103.875,829,26.311,0.048,0.029,1413,"50","50",0.114999999999995
"16",2018-07-17 15:50:40,0.00746625000000028,103.742,2018-07-18 01:50:40,26.93,258.856,103.95,829,26.271,0.049,0.029,1413,"50","50",0.0750000000000028
"17",2018-07-17 15:50:47,0.00796399999999983,103.747,2018-07-18 01:50:47,26.898,258.775,103.858,829,26.227,0.048,0.029,1413,"50","50",0.0799999999999983
