"";"ts";"depth";"p";"dt";"Toptode";"O2Concentration";"AirSaturation";"SNoptode";"Tec";"Conductivity";"Salinity";"SNec";"Chlorophyll";"Turbidity";"pW";"station"
"506";"2018-07-17 14:11:29";1.50589285;119.061;2018-07-18 00:11:29;"28.738";"313.436";"129.974";"829";"28.949";"62.151";"38.421";"1413";"391";"713";15.127;11
"507";"2018-07-17 14:11:35";1.9772621;123.796;2018-07-18 00:11:35;"28.72";"313.294";"129.876";"829";"28.922";"62.092";"38.4";"1413";"423";"708";19.862;11
"508";"2018-07-17 14:11:42";2.04903765;124.517;2018-07-18 00:11:42;"28.699";"313.632";"129.968";"829";"28.883";"62.005";"38.372";"1413";"491";"708";20.583;11
"509";"2018-07-17 14:11:49";2.0290281;124.316;2018-07-18 00:11:49;"28.659";"314.744";"130.336";"829";"28.845";"61.976";"38.382";"1413";"497";"709";20.382;11
"510";"2018-07-17 14:11:56";2.14201735;125.451;2018-07-18 00:11:56;"28.61";"315.157";"130.396";"829";"28.789";"61.89";"38.366";"1413";"512";"708";21.517;11
"511";"2018-07-17 14:12:03";2.27621075;126.799;2018-07-18 00:12:03;"28.562";"315.323";"130.354";"829";"28.746";"61.843";"38.368";"1413";"524";"709";22.865;11
"512";"2018-07-17 14:12:10";2.43150875;128.359;2018-07-18 00:12:10;"28.511";"315.671";"130.38";"829";"28.677";"61.746";"38.356";"1413";"538";"711";24.425;11
"513";"2018-07-17 14:12:17";2.3888018;127.93;2018-07-18 00:12:17;"28.463";"316.51";"130.617";"829";"28.622";"61.75";"38.403";"1413";"538";"707";23.996;11
"514";"2018-07-17 14:12:23";2.65012055;130.555;2018-07-18 00:12:23;"28.42";"315.83";"130.237";"829";"28.581";"61.52";"38.274";"1413";"538";"708";26.621;11
"515";"2018-07-17 14:12:30";3.17873105;135.865;2018-07-18 00:12:30;"28.333";"311.454";"128.237";"829";"28.506";"61.459";"38.292";"1413";"623";"728";31.931;11
"516";"2018-07-17 14:12:37";3.16569;135.734;2018-07-18 00:12:37;"28.247";"309.628";"127.292";"829";"28.422";"61.452";"38.356";"1413";"614";"717";31.8;11
"517";"2018-07-17 14:12:44";3.43895475;138.479;2018-07-18 00:12:44;"28.177";"307.48";"126.252";"829";"28.354";"61.395";"38.37";"1413";"638";"721";34.545;11
"518";"2018-07-17 14:12:51";3.6068956;140.166;2018-07-18 00:12:51;"28.125";"302.381";"124.044";"829";"28.305";"61.391";"38.408";"1413";"652";"715";36.232;11
"519";"2018-07-17 14:12:58";3.5630936;139.726;2018-07-18 00:12:58;"28.07";"295.576";"121.134";"829";"28.223";"61.475";"38.534";"1413";"659";"728";35.792;11
"520";"2018-07-17 14:13:05";3.7388989;141.492;2018-07-18 00:13:05;"28.024";"292.157";"119.635";"829";"28.18";"61.553";"38.624";"1413";"702";"722";37.558;11
"521";"2018-07-17 14:13:12";3.91779025;143.289;2018-07-18 00:13:12;"27.972";"277.886";"113.687";"829";"28.118";"61.553";"38.675";"1413";"707";"721";39.355;11
"522";"2018-07-17 14:13:18";4.05616475;144.679;2018-07-18 00:13:18;"27.925";"262.977";"107.497";"829";"28.05";"61.536";"38.719";"1413";"716";"712";40.745;11
"523";"2018-07-17 14:13:25";4.2239065;146.364;2018-07-18 00:13:25;"27.877";"249.11";"101.743";"829";"27.996";"61.519";"38.752";"1413";"759";"711";42.43;11
"524";"2018-07-17 14:13:32";4.3230583;147.36;2018-07-18 00:13:32;"27.847";"242.121";"98.836";"829";"27.963";"61.507";"38.77";"1413";"783";"700";43.426;11
"525";"2018-07-17 14:13:39";4.3539188;147.67;2018-07-18 00:13:39;"27.832";"238.725";"97.423";"829";"27.937";"61.498";"38.785";"1413";"759";"705";43.736;11
"526";"2018-07-17 14:13:46";4.3399818;147.53;2018-07-18 00:13:46;"27.824";"236.055";"96.32";"829";"27.929";"61.498";"38.792";"1413";"764";"712";43.596;11
"527";"2018-07-17 14:13:53";4.22798805;146.405;2018-07-18 00:13:53;"27.811";"232.281";"94.759";"829";"27.914";"61.488";"38.797";"1413";"773";"706";42.471;11
"528";"2018-07-17 14:14:00";4.29807125;147.109;2018-07-18 00:14:00;"27.788";"222.103";"90.569";"829";"27.886";"61.416";"38.769";"1413";"692";"703";43.175;11
"529";"2018-07-17 14:14:06";4.1130078;145.25;2018-07-18 00:14:06;"27.749";"198.241";"80.782";"829";"27.86";"61.477";"38.834";"1413";"686";"705";41.316;11
"530";"2018-07-17 14:14:13";3.9736378;143.85;2018-07-18 00:14:13;"27.738";"201.524";"82.104";"829";"27.845";"61.467";"38.839";"1413";"710";"717";39.916;11
"531";"2018-07-17 14:14:20";4.8847194;153.002;2018-07-18 00:14:20;"27.726";"194.66";"79.291";"829";"27.824";"61.392";"38.803";"1413";"636";"701";49.068;11
"532";"2018-07-17 14:14:27";5.13787505;155.545;2018-07-18 00:14:27;"27.691";"167.143";"68.041";"829";"27.773";"61.338";"38.806";"1413";"680";"737";51.611;11
"533";"2018-07-17 14:14:34";5.21831145;156.353;2018-07-18 00:14:34;"27.631";"128.616";"52.301";"829";"27.721";"61.324";"38.84";"1413";"702";"746";52.419;11
"534";"2018-07-17 14:14:41";5.61113575;160.299;2018-07-18 00:14:41;"27.577";"87.544";"35.565";"829";"27.67";"61.321";"38.88";"1413";"718";"816";56.365;11
"535";"2018-07-17 14:14:48";5.60118075;160.199;2018-07-18 00:14:48;"27.527";"71.875";"29.173";"829";"27.631";"61.316";"38.909";"1413";"773";"1065";56.265;11
"536";"2018-07-17 14:14:54";5.3476269;157.652;2018-07-18 00:14:54;"27.483";"57.742";"23.419";"829";"27.587";"61.29";"38.928";"1413";"708";"811";53.718;11
"537";"2018-07-17 14:15:01";5.45225395;158.703;2018-07-18 00:15:01;"27.455";"45.705";"18.528";"829";"27.554";"61.302";"38.963";"1413";"705";"834";54.769;11
"538";"2018-07-17 14:15:08";5.58604915;160.047;2018-07-18 00:15:08;"27.434";"32.064";"12.993";"829";"27.534";"61.311";"38.986";"1413";"691";"911";56.113;11
"539";"2018-07-17 14:15:15";5.7332836;161.526;2018-07-18 00:15:15;"27.411";"27.327";"11.069";"829";"27.505";"69.026";"44.641";"1413";"1117";"2324";57.592;11
"540";"2018-07-17 14:15:22";6.11027945;165.313;2018-07-18 00:15:22;"27.308";"23.746";"9.601";"829";"27.398";"77.864";"51.38";"1413";"961";"2228";61.379;11
"541";"2018-07-17 14:15:29";6.18772935;166.091;2018-07-18 00:15:29;"27.172";"21.237";"8.566";"829";"27.266";"78.66";"52.137";"1413";"725";"2340";62.157;11
"542";"2018-07-17 14:15:36";6.1906163;166.12;2018-07-18 00:15:36;"27.031";"19.166";"7.71";"829";"27.131";"78.351";"52.054";"1413";"648";"1630";62.186;11
"543";"2018-07-17 14:15:42";6.37528155;167.975;2018-07-18 00:15:42;"26.907";"17.089";"6.86";"829";"27.02";"78.585";"52.361";"1413";"501";"1692";64.041;11
"544";"2018-07-17 14:15:49";6.2933519;167.152;2018-07-18 00:15:49;"26.77";"15.237";"6.101";"829";"26.891";"78.641";"52.552";"1413";"499";"1750";63.218;11
"545";"2018-07-17 14:15:56";6.6117128;170.35;2018-07-18 00:15:56;"26.636";"13.138";"5.248";"829";"26.734";"78.034";"52.263";"1413";"426";"1124";66.416;11
"546";"2018-07-17 14:16:03";6.81668625;172.409;2018-07-18 00:16:03;"26.434";"11.511";"4.581";"829";"26.541";"77.716";"52.239";"1413";"389";"835";68.475;11
"547";"2018-07-17 14:16:10";6.77626895;172.003;2018-07-18 00:16:10;"26.231";"10.283";"4.077";"829";"26.337";"77.798";"52.538";"1413";"391";"831";68.069;11
"548";"2018-07-17 14:16:17";6.9205169;173.452;2018-07-18 00:16:17;"26.062";"9.331";"3.689";"829";"26.188";"77.636";"52.585";"1413";"386";"819";69.518;11
"549";"2018-07-17 14:16:24";6.64167735;170.651;2018-07-18 00:16:24;"25.926";"8.249";"3.253";"829";"26.054";"77.886";"52.937";"1413";"397";"875";66.717;11
"550";"2018-07-17 14:16:30";6.9756676;174.006;2018-07-18 00:16:30;"25.822";"7.44";"2.929";"829";"25.951";"76.972";"52.341";"1413";"386";"822";70.072;11
"551";"2018-07-17 14:16:37";7.3260836;177.526;2018-07-18 00:16:37;"25.704";"6.985";"2.743";"829";"25.826";"72.538";"49.019";"1413";"53";"209";73.592;11
"552";"2018-07-17 14:16:44";7.32678045;177.533;2018-07-18 00:16:44;"25.613";"6.863";"2.691";"829";"25.731";"72.318";"48.951";"1413";"62";"814";73.599;11
"553";"2018-07-17 14:16:51";7.3260836;177.526;2018-07-18 00:16:51;"25.555";"6.801";"2.664";"829";"25.662";"72.308";"49.019";"1413";"65";"1079";73.592;11
"554";"2018-07-17 14:16:58";7.3226989;177.492;2018-07-18 00:16:58;"25.513";"6.794";"2.659";"829";"25.615";"72.303";"49.066";"1413";"82";"1887";73.558;11
"555";"2018-07-17 14:17:05";7.10339025;175.289;2018-07-18 00:17:05;"25.457";"6.503";"2.543";"829";"25.566";"77.063";"52.862";"1413";"398";"928";71.355;11
"556";"2018-07-17 14:17:12";6.6415778;170.65;2018-07-18 00:17:12;"25.415";"6.019";"2.351";"829";"25.503";"62.533";"41.672";"1413";"446";"1284";66.716;11
"557";"2018-07-17 14:17:18";4.72533985;151.401;2018-07-18 00:17:18;"25.929";"12.074";"4.762";"829";"25.793";"61.455";"40.597";"1413";"592";"653";47.467;11
"558";"2018-07-17 14:17:25";3.6126695;140.224;2018-07-18 00:17:25;"26.436";"42.53";"16.927";"829";"26.228";"61.527";"40.264";"1413";"619";"645";36.29;11
"559";"2018-07-17 14:17:32";2.00304555;124.055;2018-07-18 00:17:32;"27.015";"114.913";"46.216";"829";"26.716";"62.236";"40.36";"1413";"463";"640";20.121;11
"560";"2018-07-17 14:17:39";1.5497944;119.502;2018-07-18 00:17:39;"27.504";"171.946";"69.763";"829";"27.194";"62.271";"39.97";"1413";"344";"647";15.568;11
"561";"2018-07-17 14:09:05";0.00497749999999972;103.993;2018-07-18 10:00:00;"34.415";"229.957";"104.987";"829";"36.499";"62.345";"33.168";"1413";"197";"511";0.0499999999999972;12
"562";"2018-07-17 14:09:11";0.00497749999999972;103.993;2018-07-18 10:00:00;"32.922";"252.909";"112.651";"829";"35.028";"62.313";"34.093";"1413";"301";"719";0.0499999999999972;12
"563";"2018-07-17 14:09:18";0.00497749999999972;103.993;2018-07-18 10:00:00;"31.887";"266.923";"116.847";"829";"33.678";"62.363";"35.033";"1413";"328";"720";0.0499999999999972;12
"564";"2018-07-17 14:09:25";0.00497749999999972;103.993;2018-07-18 10:00:00;"31.004";"278.323";"120.027";"829";"32.614";"62.296";"35.737";"1413";"322";"703";0.0499999999999972;12
"565";"2018-07-17 14:09:32";0.00497749999999972;103.993;2018-07-18 10:00:00;"30.361";"286.424";"122.168";"829";"31.793";"62.238";"36.292";"1413";"335";"696";0.0499999999999972;12
"566";"2018-07-17 14:09:39";0.00497749999999972;103.993;2018-07-18 10:00:00;"29.843";"295.295";"124.832";"829";"31.135";"62.22";"36.767";"1413";"297";"698";0.0499999999999972;12
"567";"2018-07-17 14:09:46";0.00497749999999972;103.993;2018-07-18 10:00:00;"29.551";"299.394";"125.927";"829";"30.634";"62.265";"37.176";"1413";"288";"696";0.0499999999999972;12
"568";"2018-07-17 14:09:52";0.00497749999999972;103.993;2018-07-18 10:00:00;"29.345";"301.335";"126.29";"829";"30.262";"62.214";"37.427";"1413";"297";"700";0.0499999999999972;12
"569";"2018-07-17 14:09:59";0.00497749999999972;103.993;2018-07-18 10:00:00;"29.169";"303.03";"126.612";"829";"29.987";"62.213";"37.639";"1413";"320";"706";0.0499999999999972;12
"570";"2018-07-17 14:10:06";0.00497749999999972;103.993;2018-07-18 10:00:00;"29.068";"303.984";"126.787";"829";"29.765";"62.182";"37.792";"1413";"343";"707";0.0499999999999972;12
"571";"2018-07-17 14:10:13";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.975";"305.731";"127.308";"829";"29.589";"62.191";"37.937";"1413";"383";"712";0.0499999999999972;12
"572";"2018-07-17 14:10:20";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.917";"306.87";"127.651";"829";"29.461";"62.166";"38.02";"1413";"378";"723";0.0499999999999972;12
"573";"2018-07-17 14:10:27";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.876";"307.733";"127.918";"829";"29.357";"62.162";"38.1";"1413";"397";"719";0.0499999999999972;12
"574";"2018-07-17 14:10:34";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.844";"308.699";"128.249";"829";"29.273";"62.193";"38.19";"1413";"383";"725";0.0499999999999972;12
"575";"2018-07-17 14:10:41";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.816";"309.367";"128.464";"829";"29.21";"62.178";"38.229";"1413";"386";"717";0.0499999999999972;12
"576";"2018-07-17 14:10:47";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.8";"310.737";"128.997";"829";"29.14";"62.205";"38.304";"1413";"340";"715";0.0499999999999972;12
"577";"2018-07-17 14:10:54";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.783";"311.188";"129.145";"829";"29.101";"62.182";"38.32";"1413";"375";"710";0.0499999999999972;12
"578";"2018-07-17 14:11:01";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.775";"311.788";"129.376";"829";"29.054";"62.176";"38.352";"1413";"407";"708";0.0499999999999972;12
"579";"2018-07-17 14:11:08";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.763";"312.379";"129.593";"829";"29.021";"62.165";"38.372";"1413";"384";"714";0.0499999999999972;12
"580";"2018-07-17 14:11:15";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.749";"313.119";"129.869";"829";"28.993";"62.17";"38.398";"1413";"369";"711";0.0499999999999972;12
"581";"2018-07-17 14:11:22";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.744";"313.377";"129.965";"829";"28.962";"62.184";"38.433";"1413";"375";"711";0.0499999999999972;12
"582";"2018-07-17 14:11:29";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.738";"313.436";"129.974";"829";"28.949";"62.151";"38.421";"1413";"391";"713";0.0499999999999972;12
"583";"2018-07-17 14:11:35";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.72";"313.294";"129.876";"829";"28.922";"62.092";"38.4";"1413";"423";"708";0.0499999999999972;12
"584";"2018-07-17 14:11:42";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.699";"313.632";"129.968";"829";"28.883";"62.005";"38.372";"1413";"491";"708";0.0499999999999972;12
"585";"2018-07-17 14:11:49";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.659";"314.744";"130.336";"829";"28.845";"61.976";"38.382";"1413";"497";"709";0.0499999999999972;12
"586";"2018-07-17 14:11:56";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.61";"315.157";"130.396";"829";"28.789";"61.89";"38.366";"1413";"512";"708";0.0499999999999972;12
"587";"2018-07-17 14:12:03";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.562";"315.323";"130.354";"829";"28.746";"61.843";"38.368";"1413";"524";"709";0.0499999999999972;12
"588";"2018-07-17 14:12:10";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.511";"315.671";"130.38";"829";"28.677";"61.746";"38.356";"1413";"538";"711";0.0499999999999972;12
"589";"2018-07-17 14:12:17";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.463";"316.51";"130.617";"829";"28.622";"61.75";"38.403";"1413";"538";"707";0.0499999999999972;12
"590";"2018-07-17 14:12:23";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.42";"315.83";"130.237";"829";"28.581";"61.52";"38.274";"1413";"538";"708";0.0499999999999972;12
"591";"2018-07-17 14:12:30";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.333";"311.454";"128.237";"829";"28.506";"61.459";"38.292";"1413";"623";"728";0.0499999999999972;12
"592";"2018-07-17 14:12:37";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.247";"309.628";"127.292";"829";"28.422";"61.452";"38.356";"1413";"614";"717";0.0499999999999972;12
"593";"2018-07-17 14:12:44";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.177";"307.48";"126.252";"829";"28.354";"61.395";"38.37";"1413";"638";"721";0.0499999999999972;12
"594";"2018-07-17 14:12:51";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.125";"302.381";"124.044";"829";"28.305";"61.391";"38.408";"1413";"652";"715";0.0499999999999972;12
"595";"2018-07-17 14:12:58";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.07";"295.576";"121.134";"829";"28.223";"61.475";"38.534";"1413";"659";"728";0.0499999999999972;12
"596";"2018-07-17 14:13:05";0.00497749999999972;103.993;2018-07-18 10:00:00;"28.024";"292.157";"119.635";"829";"28.18";"61.553";"38.624";"1413";"702";"722";0.0499999999999972;12
"597";"2018-07-17 14:13:12";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.972";"277.886";"113.687";"829";"28.118";"61.553";"38.675";"1413";"707";"721";0.0499999999999972;12
"598";"2018-07-17 14:13:18";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.925";"262.977";"107.497";"829";"28.05";"61.536";"38.719";"1413";"716";"712";0.0499999999999972;12
"599";"2018-07-17 14:13:25";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.877";"249.11";"101.743";"829";"27.996";"61.519";"38.752";"1413";"759";"711";0.0499999999999972;12
"600";"2018-07-17 14:13:32";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.847";"242.121";"98.836";"829";"27.963";"61.507";"38.77";"1413";"783";"700";0.0499999999999972;12
"601";"2018-07-17 14:13:39";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.832";"238.725";"97.423";"829";"27.937";"61.498";"38.785";"1413";"759";"705";0.0499999999999972;12
"602";"2018-07-17 14:13:46";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.824";"236.055";"96.32";"829";"27.929";"61.498";"38.792";"1413";"764";"712";0.0499999999999972;12
"603";"2018-07-17 14:13:53";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.811";"232.281";"94.759";"829";"27.914";"61.488";"38.797";"1413";"773";"706";0.0499999999999972;12
"604";"2018-07-17 14:14:00";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.788";"222.103";"90.569";"829";"27.886";"61.416";"38.769";"1413";"692";"703";0.0499999999999972;12
"605";"2018-07-17 14:14:06";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.749";"198.241";"80.782";"829";"27.86";"61.477";"38.834";"1413";"686";"705";0.0499999999999972;12
"606";"2018-07-17 14:14:13";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.738";"201.524";"82.104";"829";"27.845";"61.467";"38.839";"1413";"710";"717";0.0499999999999972;12
"607";"2018-07-17 14:14:20";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.726";"194.66";"79.291";"829";"27.824";"61.392";"38.803";"1413";"636";"701";0.0499999999999972;12
"608";"2018-07-17 14:14:27";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.691";"167.143";"68.041";"829";"27.773";"61.338";"38.806";"1413";"680";"737";0.0499999999999972;12
"609";"2018-07-17 14:14:34";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.631";"128.616";"52.301";"829";"27.721";"61.324";"38.84";"1413";"702";"746";0.0499999999999972;12
"610";"2018-07-17 14:14:41";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.577";"87.544";"35.565";"829";"27.67";"61.321";"38.88";"1413";"718";"816";0.0499999999999972;12
"611";"2018-07-17 14:14:48";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.527";"71.875";"29.173";"829";"27.631";"61.316";"38.909";"1413";"773";"1065";0.0499999999999972;12
"612";"2018-07-17 14:14:54";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.483";"57.742";"23.419";"829";"27.587";"61.29";"38.928";"1413";"708";"811";0.0499999999999972;12
"613";"2018-07-17 14:15:01";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.455";"45.705";"18.528";"829";"27.554";"61.302";"38.963";"1413";"705";"834";0.0499999999999972;12
"614";"2018-07-17 14:15:08";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.434";"32.064";"12.993";"829";"27.534";"61.311";"38.986";"1413";"691";"911";0.0499999999999972;12
"615";"2018-07-17 14:15:15";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.411";"27.327";"11.069";"829";"27.505";"69.026";"44.641";"1413";"1117";"2324";0.0499999999999972;12
"616";"2018-07-17 14:15:22";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.308";"23.746";"9.601";"829";"27.398";"77.864";"51.38";"1413";"961";"2228";0.0499999999999972;12
"617";"2018-07-17 14:15:29";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.172";"21.237";"8.566";"829";"27.266";"78.66";"52.137";"1413";"725";"2340";0.0499999999999972;12
"618";"2018-07-17 14:15:36";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.031";"19.166";"7.71";"829";"27.131";"78.351";"52.054";"1413";"648";"1630";0.0499999999999972;12
"619";"2018-07-17 14:15:42";0.00497749999999972;103.993;2018-07-18 10:00:00;"26.907";"17.089";"6.86";"829";"27.02";"78.585";"52.361";"1413";"501";"1692";0.0499999999999972;12
"620";"2018-07-17 14:15:49";0.00497749999999972;103.993;2018-07-18 10:00:00;"26.77";"15.237";"6.101";"829";"26.891";"78.641";"52.552";"1413";"499";"1750";0.0499999999999972;12
"621";"2018-07-17 14:15:56";0.00497749999999972;103.993;2018-07-18 10:00:00;"26.636";"13.138";"5.248";"829";"26.734";"78.034";"52.263";"1413";"426";"1124";0.0499999999999972;12
"622";"2018-07-17 14:16:03";0.00497749999999972;103.993;2018-07-18 10:00:00;"26.434";"11.511";"4.581";"829";"26.541";"77.716";"52.239";"1413";"389";"835";0.0499999999999972;12
"623";"2018-07-17 14:16:10";0.00497749999999972;103.993;2018-07-18 10:00:00;"26.231";"10.283";"4.077";"829";"26.337";"77.798";"52.538";"1413";"391";"831";0.0499999999999972;12
"624";"2018-07-17 14:16:17";0.00497749999999972;103.993;2018-07-18 10:00:00;"26.062";"9.331";"3.689";"829";"26.188";"77.636";"52.585";"1413";"386";"819";0.0499999999999972;12
"625";"2018-07-17 14:16:24";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.926";"8.249";"3.253";"829";"26.054";"77.886";"52.937";"1413";"397";"875";0.0499999999999972;12
"626";"2018-07-17 14:16:30";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.822";"7.44";"2.929";"829";"25.951";"76.972";"52.341";"1413";"386";"822";0.0499999999999972;12
"627";"2018-07-17 14:16:37";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.704";"6.985";"2.743";"829";"25.826";"72.538";"49.019";"1413";"53";"209";0.0499999999999972;12
"628";"2018-07-17 14:16:44";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.613";"6.863";"2.691";"829";"25.731";"72.318";"48.951";"1413";"62";"814";0.0499999999999972;12
"629";"2018-07-17 14:16:51";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.555";"6.801";"2.664";"829";"25.662";"72.308";"49.019";"1413";"65";"1079";0.0499999999999972;12
"630";"2018-07-17 14:16:58";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.513";"6.794";"2.659";"829";"25.615";"72.303";"49.066";"1413";"82";"1887";0.0499999999999972;12
"631";"2018-07-17 14:17:05";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.457";"6.503";"2.543";"829";"25.566";"77.063";"52.862";"1413";"398";"928";0.0499999999999972;12
"632";"2018-07-17 14:17:12";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.415";"6.019";"2.351";"829";"25.503";"62.533";"41.672";"1413";"446";"1284";0.0499999999999972;12
"633";"2018-07-17 14:17:18";0.00497749999999972;103.993;2018-07-18 10:00:00;"25.929";"12.074";"4.762";"829";"25.793";"61.455";"40.597";"1413";"592";"653";0.0499999999999972;12
"634";"2018-07-17 14:17:25";0.00497749999999972;103.993;2018-07-18 10:00:00;"26.436";"42.53";"16.927";"829";"26.228";"61.527";"40.264";"1413";"619";"645";0.0499999999999972;12
"635";"2018-07-17 14:17:32";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.015";"114.913";"46.216";"829";"26.716";"62.236";"40.36";"1413";"463";"640";0.0499999999999972;12
"636";"2018-07-17 14:17:39";0.00497749999999972;103.993;2018-07-18 10:00:00;"27.504";"171.946";"69.763";"829";"27.194";"62.271";"39.97";"1413";"344";"647";0.0499999999999972;12
"637";"2018-07-17 14:26:57";0.0106518499999999;104.05;2018-07-18 10:00:00;"27.875";"259.165";"105.846";"829";"26.651";"62.331";"40.487";"1413";"52";"298";0.106999999999999;12
"638";"2018-07-17 14:27:04";0.25534575;106.508;2018-07-18 10:00:00;"28.07";"277.944";"113.909";"829";"26.956";"62.241";"40.154";"1413";"265";"708";2.565;12
"639";"2018-07-17 14:27:11";0.2434993;106.389;2018-07-18 10:00:00;"28.27";"286.584";"117.866";"829";"27.377";"62.266";"39.809";"1413";"288";"715";2.446;12
"640";"2018-07-17 14:27:18";0.32184515;107.176;2018-07-18 10:00:00;"28.416";"291.705";"120.282";"829";"27.726";"62.228";"39.485";"1413";"305";"714";3.233;12
"641";"2018-07-17 14:27:25";0.6156172;110.127;2018-07-18 10:00:00;"28.501";"295.537";"122.043";"829";"27.965";"62.223";"39.28";"1413";"343";"714";6.184;12
"642";"2018-07-17 14:27:32";0.6070559;110.041;2018-07-18 10:00:00;"28.553";"297.881";"123.125";"829";"28.113";"62.229";"39.162";"1413";"359";"710";6.098;12
"643";"2018-07-17 14:27:38";0.620594700000001;110.177;2018-07-18 10:00:00;"28.597";"301.208";"124.596";"829";"28.234";"62.258";"39.081";"1413";"344";"710";6.23400000000001;12
"644";"2018-07-17 14:27:45";0.6245767;110.217;2018-07-18 10:00:00;"28.632";"303.862";"125.77";"829";"28.346";"62.241";"38.976";"1413";"300";"711";6.274;12
"645";"2018-07-17 14:27:52";1.08101345;114.802;2018-07-18 10:00:00;"28.652";"305.637";"126.55";"829";"28.428";"62.211";"38.887";"1413";"336";"726";10.859;12
"646";"2018-07-17 14:27:59";1.0898734;114.891;2018-07-18 10:00:00;"28.664";"306.765";"127.044";"829";"28.481";"62.25";"38.872";"1413";"365";"710";10.948;12
"647";"2018-07-17 14:28:06";1.34760835;117.48;2018-07-18 10:00:00;"28.674";"307.486";"127.364";"829";"28.52";"62.22";"38.818";"1413";"342";"721";13.537;12
"648";"2018-07-17 14:28:13";1.4428777;118.437;2018-07-18 10:00:00;"28.68";"308.554";"127.821";"829";"28.56";"62.208";"38.777";"1413";"336";"710";14.494;12
"649";"2018-07-17 14:28:20";1.45233495;118.532;2018-07-18 10:00:00;"28.683";"309.026";"128.023";"829";"28.583";"62.206";"38.756";"1413";"377";"713";14.589;12
"650";"2018-07-17 14:28:26";1.44476915;118.456;2018-07-18 10:00:00;"28.685";"309.296";"128.14";"829";"28.594";"62.201";"38.743";"1413";"370";"717";14.513;12
"651";"2018-07-17 14:28:33";1.6013613;120.029;2018-07-18 10:00:00;"28.683";"308.585";"127.841";"829";"28.613";"62.15";"38.693";"1413";"379";"714";16.086;12
"652";"2018-07-17 14:28:40";1.9641215;123.673;2018-07-18 10:00:00;"28.665";"309.948";"128.363";"829";"28.601";"62.091";"38.661";"1413";"456";"706";19.73;12
"653";"2018-07-17 14:28:47";1.9479944;123.511;2018-07-18 10:00:00;"28.652";"311.04";"128.788";"829";"28.586";"62.133";"38.703";"1413";"430";"716";19.568;12
"654";"2018-07-17 14:28:54";1.9583476;123.615;2018-07-18 10:00:00;"28.633";"311.403";"128.895";"829";"28.583";"62.038";"38.638";"1413";"447";"714";19.672;12
