"";"ts";"depth";"p";"dt";"Toptode";"O2Concentration";"AirSaturation";"SNoptode";"Tec";"Conductivity";"Salinity";"SNec";"Chlorophyll";"Turbidity";"pW";"station"
"1060";"2018-07-17 15:53:26";1.9145456;122.899;2018-07-18 01:53:26;"28.76";"317.589";"131.749";"829";"28.739";"62.191";"38.618";"1413";"470";"708";19.232;19
"1061";"2018-07-17 15:53:33";2.1457007;125.221;2018-07-18 01:53:33;"28.724";"316.292";"131.127";"829";"28.706";"62.038";"38.537";"1413";"511";"710";21.554;19
"1062";"2018-07-17 15:53:40";2.18243465;125.59;2018-07-18 01:53:40;"28.67";"314.539";"130.276";"829";"28.647";"61.945";"38.52";"1413";"544";"713";21.923;19
"1063";"2018-07-17 15:53:47";2.15834355;125.348;2018-07-18 01:53:47;"28.609";"313.815";"129.837";"829";"28.596";"61.855";"38.498";"1413";"531";"713";21.681;19
"1064";"2018-07-17 15:53:54";2.1664071;125.429;2018-07-18 01:53:54;"28.555";"314.557";"130.021";"829";"28.545";"61.988";"38.634";"1413";"486";"702";21.762;19
"1065";"2018-07-17 15:54:01";2.1674026;125.439;2018-07-18 01:54:01;"28.53";"314.25";"129.837";"829";"28.54";"62.098";"38.715";"1413";"456";"701";21.772;19
"1066";"2018-07-17 15:54:08";2.3545566;127.319;2018-07-18 01:54:08;"28.543";"315.225";"130.27";"829";"28.557";"62.211";"38.782";"1413";"459";"699";23.652;19
"1067";"2018-07-17 15:54:14";2.31941545;126.966;2018-07-18 01:54:14;"28.582";"315.774";"130.587";"829";"28.581";"62.231";"38.776";"1413";"454";"716";23.299;19
"1068";"2018-07-17 15:54:21";2.36719945;127.446;2018-07-18 01:54:21;"28.607";"314.411";"130.08";"829";"28.608";"61.992";"38.586";"1413";"509";"730";23.779;19
"1069";"2018-07-17 15:54:28";2.3742675;127.517;2018-07-18 01:54:28;"28.596";"313.074";"129.502";"829";"28.594";"61.769";"38.439";"1413";"522";"700";23.85;19
"1070";"2018-07-17 15:54:35";2.54798225;129.262;2018-07-18 01:54:35;"28.537";"310.25";"128.2";"829";"28.552";"61.705";"38.429";"1413";"542";"701";25.595;19
"1071";"2018-07-17 15:54:42";2.8037262;131.831;2018-07-18 01:54:42;"28.457";"311.386";"128.49";"829";"28.501";"61.662";"38.44";"1413";"579";"696";28.164;19
"1072";"2018-07-17 15:54:49";2.71204065;130.91;2018-07-18 01:54:49;"28.386";"312.359";"128.728";"829";"28.431";"61.61";"38.459";"1413";"588";"700";27.243;19
"1073";"2018-07-17 15:54:56";2.7812279;131.605;2018-07-18 01:54:56;"28.319";"313.842";"129.187";"829";"28.359";"61.61";"38.518";"1413";"575";"703";27.938;19
"1074";"2018-07-17 15:55:02";2.84961875;132.292;2018-07-18 01:55:02;"28.271";"315.416";"129.726";"829";"28.333";"61.596";"38.53";"1413";"607";"702";28.625;19
"1075";"2018-07-17 15:55:09";3.22074115;136.02;2018-07-18 01:55:09;"28.231";"317.106";"130.329";"829";"28.313";"61.573";"38.53";"1413";"591";"698";32.353;19
"1076";"2018-07-17 15:55:16";3.16857695;135.496;2018-07-18 01:55:16;"28.201";"318.674";"130.903";"829";"28.241";"61.55";"38.572";"1413";"626";"698";31.829;19
"1077";"2018-07-17 15:55:23";3.15304715;135.34;2018-07-18 01:55:23;"28.173";"319.071";"131.002";"829";"28.21";"61.545";"38.594";"1413";"625";"698";31.673;19
"1078";"2018-07-17 15:55:30";3.39933385;137.814;2018-07-18 01:55:30;"28.15";"319.548";"131.143";"829";"28.196";"61.535";"38.598";"1413";"625";"698";34.147;19
"1079";"2018-07-17 15:55:37";3.6652319;140.485;2018-07-18 01:55:37;"28.128";"317.424";"130.221";"829";"28.175";"61.53";"38.612";"1413";"645";"698";36.818;19
"1080";"2018-07-17 15:55:44";3.68922345;140.726;2018-07-18 01:55:44;"28.104";"313.365";"128.501";"829";"28.155";"61.539";"38.634";"1413";"644";"702";37.059;19
"1081";"2018-07-17 15:55:50";3.7289439;141.125;2018-07-18 01:55:50;"28.067";"302.97";"124.159";"829";"28.132";"61.494";"38.622";"1413";"641";"705";37.458;19
"1082";"2018-07-17 15:55:57";4.171145;145.567;2018-07-18 01:55:57;"27.996";"273.59";"111.978";"829";"28.062";"61.512";"38.692";"1413";"672";"712";41.9;19
"1083";"2018-07-17 15:56:04";4.23694755;146.228;2018-07-18 01:56:04;"27.929";"247.984";"101.377";"829";"27.999";"61.517";"38.747";"1413";"660";"697";42.561;19
"1084";"2018-07-17 15:56:11";4.3425701;147.289;2018-07-18 01:56:11;"27.877";"220.187";"89.93";"829";"27.945";"61.457";"38.749";"1413";"634";"704";43.622;19
"1085";"2018-07-17 15:56:18";4.33729395;147.236;2018-07-18 01:56:18;"27.826";"193.9";"79.121";"829";"27.891";"61.474";"38.806";"1413";"665";"725";43.569;19
"1086";"2018-07-17 15:56:25";4.30643345;146.926;2018-07-18 01:56:25;"27.786";"173.069";"70.572";"829";"27.845";"61.49";"38.856";"1413";"659";"713";43.259;19
"1087";"2018-07-17 15:56:32";4.61185285;149.994;2018-07-18 01:56:32;"27.755";"154.584";"62.999";"829";"27.819";"61.421";"38.828";"1413";"606";"704";46.327;19
"1088";"2018-07-17 15:56:38";4.6838275;150.717;2018-07-18 01:56:38;"27.716";"138.421";"56.373";"829";"27.785";"61.4";"38.841";"1413";"672";"702";47.05;19
"1089";"2018-07-17 15:56:45";4.7383809;151.265;2018-07-18 01:56:45;"27.679";"123.369";"50.21";"829";"27.734";"61.357";"38.852";"1413";"615";"695";47.598;19
"1090";"2018-07-17 15:56:52";5.16813825;155.582;2018-07-18 01:56:52;"27.635";"98.755";"40.161";"829";"27.701";"61.341";"38.869";"1413";"721";"728";51.915;19
"1091";"2018-07-17 15:56:59";5.16873555;155.588;2018-07-18 01:56:59;"27.592";"78.458";"31.882";"829";"27.668";"61.34";"38.895";"1413";"656";"711";51.921;19
"1092";"2018-07-17 15:57:06";5.03772775;154.272;2018-07-18 01:57:06;"27.56";"67.851";"27.556";"829";"27.629";"61.341";"38.929";"1413";"627";"712";50.605;19
"1093";"2018-07-17 15:57:13";5.07257025;154.622;2018-07-18 01:57:13;"27.532";"58.11";"23.588";"829";"27.595";"61.33";"38.949";"1413";"634";"710";50.955;19
"1094";"2018-07-17 15:57:20";5.17988515;155.7;2018-07-18 01:57:20;"27.506";"48.663";"19.745";"829";"27.585";"61.327";"38.955";"1413";"633";"730";52.033;19
"1095";"2018-07-17 15:57:26";5.18605725;155.762;2018-07-18 01:57:26;"27.488";"37.06";"15.032";"829";"27.546";"61.321";"38.984";"1413";"640";"725";52.095;19
"1096";"2018-07-17 15:57:33";5.6016785;159.937;2018-07-18 01:57:33;"27.462";"26.51";"10.748";"829";"27.528";"61.316";"38.995";"1413";"822";"1349";56.27;19
"1097";"2018-07-17 15:57:40";5.6900789;160.825;2018-07-18 01:57:40;"27.425";"22.878";"9.269";"829";"27.477";"61.348";"39.06";"1413";"889";"1901";57.158;19
"1098";"2018-07-17 15:57:47";5.8145164;162.075;2018-07-18 01:57:47;"27.37";"19.106";"7.733";"829";"27.423";"61.919";"39.519";"1413";"1432";"4130";58.408;19
"1099";"2018-07-17 15:57:54";5.97708155;163.708;2018-07-18 01:57:54;"27.311";"16.154";"6.531";"829";"27.369";"74.931";"49.189";"1413";"1641";"2953";60.041;19
"1100";"2018-07-17 15:58:01";6.0675725;164.617;2018-07-18 01:58:01;"27.225";"15.073";"6.085";"829";"27.284";"76.099";"50.165";"1413";"179";"2604";60.95;19
"1101";"2018-07-17 15:58:08";6.0659797;164.601;2018-07-18 01:58:08;"27.126";"14.363";"5.788";"829";"27.212";"76.16";"50.29";"1413";"61";"545";60.934;19
"1102";"2018-07-17 15:58:14";6.0715545;164.657;2018-07-18 01:58:14;"27.036";"13.7";"5.512";"829";"27.152";"76.379";"50.523";"1413";"55";"460";60.99;19
"1103";"2018-07-17 15:58:21";6.0735455;164.677;2018-07-18 01:58:21;"26.97";"13.243";"5.322";"829";"27.108";"76.502";"50.665";"1413";"54";"375";61.01;19
"1104";"2018-07-17 15:58:28";6.07264955;164.668;2018-07-18 01:58:28;"26.91";"12.764";"5.124";"829";"27.06";"76.577";"50.775";"1413";"54";"563";61.001;19
"1105";"2018-07-17 15:58:35";6.0715545;164.657;2018-07-18 01:58:35;"26.862";"12.39";"4.969";"829";"27.029";"76.807";"50.986";"1413";"54";"411";60.99;19
"1106";"2018-07-17 15:58:42";5.05903145;154.486;2018-07-18 01:58:42;"26.911";"11.752";"4.718";"829";"27.016";"61.58";"39.619";"1413";"729";"1478";50.819;19
"1107";"2018-07-17 15:58:49";3.55921115;139.42;2018-07-18 01:58:49;"27.099";"29.353";"11.823";"829";"27.135";"61.689";"39.597";"1413";"582";"654";35.753;19
"1108";"2018-07-17 15:58:56";1.67094675;120.452;2018-07-18 01:58:56;"27.471";"113.737";"46.118";"829";"27.366";"62.438";"39.944";"1413";"442";"657";16.785;19
"1109";"2018-07-17 15:59:03";0.626468149999999;109.96;2018-07-18 01:59:03;"27.868";"173.466";"70.837";"829";"27.716";"62.491";"39.683";"1413";"361";"658";6.29299999999999;19
"1110";"2018-07-17 15:59:09";0.2104487;105.781;2018-07-18 01:59:09;"28.193";"216.792";"89.04";"829";"28.008";"62.475";"39.425";"1413";"308";"664";2.114;19
"1111";"2018-07-17 16:33:18";0.12334245;104.986;2018-07-18 02:33:18;"26.862";"287.964";"115.499";"829";"25.398";"62.322";"41.609";"1413";"327";"645";1.239;20
"1112";"2018-07-17 16:33:25";0.20835815;105.84;2018-07-18 02:33:25;"27.303";"292.45";"118.229";"829";"26.102";"62.268";"40.929";"1413";"353";"657";2.093;20
"1113";"2018-07-17 16:33:32";0.2956635;106.717;2018-07-18 02:33:32;"27.712";"301.452";"122.761";"829";"26.654";"62.453";"40.574";"1413";"363";"664";2.97;20
"1114";"2018-07-17 16:33:39";0.6397083;110.173;2018-07-18 02:33:39;"28.069";"309.87";"126.991";"829";"27.199";"62.447";"40.094";"1413";"393";"667";6.426;20
"1115";"2018-07-17 16:33:46";0.6399074;110.175;2018-07-18 02:33:46;"28.315";"315.459";"129.844";"829";"27.608";"62.472";"39.761";"1413";"373";"670";6.428;20
"1116";"2018-07-17 16:33:53";0.62507445;110.026;2018-07-18 02:33:53;"28.495";"319.121";"131.769";"829";"27.937";"62.474";"39.484";"1413";"360";"673";6.279;20
"1117";"2018-07-17 16:33:59";0.6046667;109.821;2018-07-18 02:33:59;"28.621";"321.408";"133.007";"829";"28.147";"62.492";"39.32";"1413";"368";"673";6.074;20
"1118";"2018-07-17 16:34:06";0.545334899999999;109.225;2018-07-18 02:34:06;"28.719";"324.914";"134.689";"829";"28.343";"62.507";"39.168";"1413";"379";"673";5.47799999999999;20
"1119";"2018-07-17 16:34:13";0.57748955;109.548;2018-07-18 02:34:13;"28.78";"327.72";"135.999";"829";"28.463";"62.495";"39.06";"1413";"371";"673";5.801;20
"1120";"2018-07-17 16:34:20";1.08519455;114.648;2018-07-18 02:34:20;"28.825";"329.025";"136.647";"829";"28.56";"62.536";"39.009";"1413";"387";"673";10.901;20
"1121";"2018-07-17 16:34:27";1.10789195;114.876;2018-07-18 02:34:27;"28.849";"330.516";"137.325";"829";"28.627";"62.498";"38.926";"1413";"402";"676";11.129;20
"1122";"2018-07-17 16:34:34";1.15906065;115.39;2018-07-18 02:34:34;"28.867";"330.86";"137.511";"829";"28.677";"62.498";"38.886";"1413";"405";"672";11.643;20
"1123";"2018-07-17 16:34:41";1.2023649;115.825;2018-07-18 02:34:41;"28.879";"331.536";"137.821";"829";"28.713";"62.475";"38.84";"1413";"419";"675";12.078;20
"1124";"2018-07-17 16:34:47";1.18753195;115.676;2018-07-18 02:34:47;"28.885";"331.075";"137.645";"829";"28.743";"62.49";"38.826";"1413";"415";"674";11.929;20
"1125";"2018-07-17 16:34:54";1.6113163;119.933;2018-07-18 02:34:54;"28.89";"331.663";"137.901";"829";"28.767";"62.494";"38.809";"1413";"428";"674";16.186;20
"1126";"2018-07-17 16:35:01";1.64367005;120.258;2018-07-18 02:35:01;"28.894";"331.162";"137.703";"829";"28.79";"62.486";"38.784";"1413";"435";"676";16.511;20
"1127";"2018-07-17 16:35:08";1.66736295;120.496;2018-07-18 02:35:08;"28.898";"331.826";"137.987";"829";"28.81";"62.502";"38.779";"1413";"429";"680";16.749;20
"1128";"2018-07-17 16:35:15";1.58473645;119.666;2018-07-18 02:35:15;"28.902";"331.455";"137.843";"829";"28.815";"62.508";"38.779";"1413";"429";"678";15.919;20
"1129";"2018-07-17 16:35:22";1.6360047;120.181;2018-07-18 02:35:22;"28.908";"331.596";"137.915";"829";"28.83";"62.513";"38.771";"1413";"413";"677";16.434;20
"1130";"2018-07-17 16:35:28";1.9195231;123.029;2018-07-18 02:35:28;"28.912";"331.762";"137.995";"829";"28.85";"62.481";"38.732";"1413";"434";"676";19.282;20
"1131";"2018-07-17 16:35:35";2.1437097;125.281;2018-07-18 02:35:35;"28.911";"330.907";"137.637";"829";"28.858";"62.443";"38.699";"1413";"459";"677";21.534;20
"1132";"2018-07-17 16:35:42";2.5036825;128.897;2018-07-18 02:35:42;"28.893";"327.845";"136.321";"829";"28.85";"62.25";"38.57";"1413";"487";"676";25.15;20
"1133";"2018-07-17 16:35:51";2.626129;130.127;2018-07-18 02:35:51;"28.845";"326.671";"135.717";"829";"28.81";"62.31";"38.644";"1413";"493";"671";26.38;20
"1134";"2018-07-17 16:36:01";2.5638107;129.501;2018-07-18 02:36:01;"28.821";"329.199";"136.71";"829";"28.764";"62.352";"38.711";"1413";"476";"672";25.754;20
"1135";"2018-07-17 16:36:08";2.93264345;133.206;2018-07-18 02:36:08;"28.791";"324.019";"134.489";"829";"28.762";"61.845";"38.356";"1413";"553";"674";29.459;20
"1136";"2018-07-17 16:36:15";2.85240615;132.4;2018-07-18 02:36:15;"28.685";"322.464";"133.596";"829";"28.659";"61.556";"38.237";"1413";"558";"682";28.653;20
"1137";"2018-07-17 16:36:22";3.05867375;134.472;2018-07-18 02:36:22;"28.537";"323.057";"133.492";"829";"28.532";"61.472";"38.28";"1413";"560";"686";30.725;20
"1138";"2018-07-17 16:36:28";3.094014;134.827;2018-07-18 02:36:28;"28.387";"320.376";"132.036";"829";"28.413";"61.421";"38.34";"1413";"556";"685";31.08;20
"1139";"2018-07-17 16:36:35";3.4197416;138.099;2018-07-18 02:36:35;"28.271";"316.694";"130.25";"829";"28.331";"61.407";"38.397";"1413";"579";"679";34.352;20
"1140";"2018-07-17 16:36:42";3.6469147;140.381;2018-07-18 02:36:42;"28.191";"314.854";"129.312";"829";"28.226";"61.401";"38.479";"1413";"604";"679";36.634;20
"1141";"2018-07-17 16:36:49";3.9708504;143.635;2018-07-18 02:36:49;"28.127";"310.193";"127.254";"829";"28.172";"61.405";"38.526";"1413";"592";"679";39.888;20
"1142";"2018-07-17 16:36:56";3.9105231;143.029;2018-07-18 02:36:56;"28.074";"304.022";"124.606";"829";"28.132";"61.452";"38.592";"1413";"687";"694";39.282;20
"1143";"2018-07-17 16:37:03";4.3083249;147.025;2018-07-18 02:37:03;"28.028";"286.272";"117.234";"829";"28.093";"61.527";"38.677";"1413";"647";"690";43.278;20
"1144";"2018-07-17 16:37:09";4.38667075;147.812;2018-07-18 02:37:09;"27.978";"257.972";"105.551";"829";"28.039";"61.522";"38.718";"1413";"673";"691";44.065;20
"1145";"2018-07-17 16:37:16";4.4224092;148.171;2018-07-18 02:37:16;"27.935";"244.738";"100.06";"829";"27.986";"61.502";"38.747";"1413";"613";"691";44.424;20
"1146";"2018-07-17 16:37:23";4.39025455;147.848;2018-07-18 02:37:23;"27.902";"228.561";"93.392";"829";"27.954";"61.48";"38.759";"1413";"627";"690";44.101;20
"1147";"2018-07-17 16:37:30";4.45058185;148.454;2018-07-18 02:37:30;"27.846";"197.87";"80.771";"829";"27.898";"61.458";"38.789";"1413";"595";"692";44.707;20
"1148";"2018-07-17 16:37:37";4.67616215;150.72;2018-07-18 02:37:37;"27.795";"168.471";"68.707";"829";"27.84";"61.428";"38.815";"1413";"583";"707";46.973;20
"1149";"2018-07-17 16:37:44";4.6890041;150.849;2018-07-18 02:37:44;"27.745";"144.643";"58.938";"829";"27.791";"61.39";"38.829";"1413";"629";"713";47.102;20
"1150";"2018-07-17 16:37:51";4.96007875;153.572;2018-07-18 02:37:51;"27.697";"109.008";"44.38";"829";"27.754";"61.358";"38.837";"1413";"598";"743";49.825;20
"1151";"2018-07-17 16:37:57";4.9253358;153.223;2018-07-18 02:37:57;"27.65";"81.086";"32.984";"829";"27.708";"61.374";"38.887";"1413";"631";"771";49.476;20
"1152";"2018-07-17 16:38:04";4.97540945;153.726;2018-07-18 02:38:04;"27.615";"70.388";"28.615";"829";"27.67";"60.706";"38.439";"1413";"390";"3723";49.979;20
"1153";"2018-07-17 16:38:11";4.9780973;153.753;2018-07-18 02:38:11;"27.595";"63.497";"25.804";"829";"27.644";"60.127";"38.045";"1413";"430";"3879";50.006;20
"1154";"2018-07-17 16:38:18";4.91946235;153.164;2018-07-18 02:38:18;"27.579";"57.326";"23.29";"829";"27.636";"61.162";"38.794";"1413";"75";"858";49.417;20
"1155";"2018-07-17 16:38:25";4.7782009;151.745;2018-07-18 02:38:25;"27.564";"47.656";"19.356";"829";"27.623";"61.537";"39.075";"1413";"95";"1621";47.998;20
"1156";"2018-07-17 16:38:32";2.7706756;131.579;2018-07-18 02:38:32;"27.659";"111.463";"45.348";"829";"27.67";"62.133";"39.464";"1413";"553";"741";27.832;20
"1157";"2018-07-17 16:38:39";1.7930946;121.759;2018-07-18 02:38:39;"27.919";"185.249";"75.717";"829";"27.86";"62.438";"39.522";"1413";"433";"667";18.012;20
"1158";"2018-07-17 16:38:45";1.31834065;116.99;2018-07-18 02:38:45;"28.194";"228.575";"93.882";"829";"28.103";"62.514";"39.373";"1413";"426";"671";13.243;20
"1159";"2018-07-18 09:37:18";0.181181000000001;106.167;2018-07-18 19:37:18;"28.559";"256.263";"105.933";"829";"28.711";"61.163";"37.919";"1413";"50";"164";1.82000000000001;21
"1160";"2018-07-18 09:37:25";0.2213992;106.571;2018-07-18 19:37:25;"28.41";"256.308";"105.673";"829";"28.634";"61.162";"37.98";"1413";"361";"717";2.224;21
"1161";"2018-07-18 09:37:32";0.2056703;106.413;2018-07-18 19:37:32;"28.298";"256.427";"105.514";"829";"28.525";"61.108";"38.029";"1413";"346";"766";2.066;21
"1162";"2018-07-18 09:37:39";0.30551895;107.416;2018-07-18 19:37:39;"28.183";"256.999";"105.535";"829";"28.4";"61.074";"38.106";"1413";"312";"713";3.069;21
"1163";"2018-07-18 09:37:46";0.30989915;107.46;2018-07-18 19:37:46;"28.108";"257.934";"105.779";"829";"28.33";"61.103";"38.183";"1413";"321";"690";3.113;21
"1164";"2018-07-18 09:37:52";0.327021750000001;107.632;2018-07-18 19:37:52;"28.052";"258.185";"105.777";"829";"28.208";"61.107";"38.285";"1413";"318";"689";3.28500000000001;21
"1165";"2018-07-18 09:37:59";0.784653100000001;112.229;2018-07-18 19:37:59;"28.018";"258.419";"105.81";"829";"28.159";"61.102";"38.321";"1413";"354";"677";7.88200000000001;21
"1166";"2018-07-18 09:38:06";0.803169400000001;112.415;2018-07-18 19:38:06;"27.993";"258.812";"105.923";"829";"28.123";"61.104";"38.352";"1413";"371";"681";8.06800000000001;21
"1167";"2018-07-18 09:38:13";0.790427000000001;112.287;2018-07-18 19:38:13;"27.977";"258.815";"105.895";"829";"28.083";"61.102";"38.383";"1413";"394";"680";7.94000000000001;21
"1168";"2018-07-18 09:38:20";1.23033845;116.706;2018-07-18 19:38:20;"27.964";"258.764";"105.848";"829";"28.06";"61.109";"38.407";"1413";"369";"687";12.359;21
"1169";"2018-07-18 09:38:26";1.08061525;115.202;2018-07-18 19:38:26;"27.95";"259.252";"106.022";"829";"28.037";"61.11";"38.427";"1413";"368";"686";10.855;21
"1170";"2018-07-18 09:38:33";1.4677652;119.091;2018-07-18 19:38:33;"27.94";"259.283";"106.017";"829";"28.024";"61.117";"38.442";"1413";"350";"698";14.744;21
"1171";"2018-07-18 09:38:40";1.7644242;122.071;2018-07-18 19:38:40;"27.936";"259.452";"106.077";"829";"28.008";"61.116";"38.454";"1413";"359";"693";17.724;21
"1172";"2018-07-18 09:38:47";1.78284095;122.256;2018-07-18 19:38:47;"27.932";"259.529";"106.102";"829";"27.999";"61.091";"38.444";"1413";"364";"688";17.909;21
"1173";"2018-07-18 09:38:54";2.00862035;124.524;2018-07-18 19:38:54;"27.927";"258.751";"105.774";"829";"27.995";"61.096";"38.451";"1413";"369";"692";20.177;21
"1174";"2018-07-18 09:39:01";1.9605377;124.041;2018-07-18 19:39:01;"27.925";"258.558";"105.691";"829";"27.983";"61.1";"38.464";"1413";"372";"691";19.694;21
"1175";"2018-07-18 09:39:07";1.92081725;123.642;2018-07-18 19:39:07;"27.92";"258.554";"105.682";"829";"27.986";"61.105";"38.465";"1413";"366";"692";19.295;21
"1176";"2018-07-18 09:39:14";1.8960293;123.393;2018-07-18 19:39:14;"27.918";"258.382";"105.606";"829";"27.978";"61.091";"38.461";"1413";"367";"692";19.046;21
"1177";"2018-07-18 09:39:21";2.49541985;129.414;2018-07-18 19:39:21;"27.916";"258.452";"105.631";"829";"27.967";"61.091";"38.471";"1413";"374";"690";25.067;21
"1178";"2018-07-18 09:39:28";2.5779468;130.243;2018-07-18 19:39:28;"27.912";"257.607";"105.279";"829";"27.963";"61.056";"38.448";"1413";"373";"690";25.896;21
"1179";"2018-07-18 09:39:35";2.64633765;130.93;2018-07-18 19:39:35;"27.905";"256.685";"104.889";"829";"27.968";"61.051";"38.44";"1413";"380";"686";26.583;21
"1180";"2018-07-18 09:39:42";2.8945158;133.423;2018-07-18 19:39:42;"27.899";"256.119";"104.647";"829";"27.954";"61.042";"38.446";"1413";"376";"690";29.076;21
"1181";"2018-07-18 09:39:48";2.89979195;133.476;2018-07-18 19:39:48;"27.892";"255.438";"104.356";"829";"27.939";"61.048";"38.463";"1413";"377";"690";29.129;21
"1182";"2018-07-18 09:39:55";2.9369241;133.849;2018-07-18 19:39:55;"27.889";"254.926";"104.139";"829";"27.936";"61.062";"38.475";"1413";"386";"688";29.502;21
"1183";"2018-07-18 09:40:02";2.9198015;133.677;2018-07-18 19:40:02;"27.888";"255.087";"104.205";"829";"27.937";"61.071";"38.48";"1413";"374";"691";29.33;21
"1184";"2018-07-18 09:40:09";2.5448962;129.911;2018-07-18 19:40:09;"27.889";"254.806";"104.092";"829";"27.937";"61.093";"38.496";"1413";"382";"697";25.564;21
"1185";"2018-07-18 09:40:16";2.8198533;132.673;2018-07-18 19:40:16;"27.891";"255.327";"104.308";"829";"27.934";"61.074";"38.485";"1413";"376";"692";28.326;21
"1186";"2018-07-18 09:40:23";3.2925167;137.421;2018-07-18 19:40:23;"27.892";"255.636";"104.436";"829";"27.932";"60.982";"38.421";"1413";"383";"688";33.074;21
"1187";"2018-07-18 09:40:29";4.32116685;147.754;2018-07-18 19:40:29;"27.867";"243.446";"99.412";"829";"27.916";"61.226";"38.608";"1413";"382";"688";43.407;21
"1188";"2018-07-18 09:40:36";4.3103159;147.645;2018-07-18 19:40:36;"27.808";"192.147";"78.382";"829";"27.875";"61.181";"38.61";"1413";"451";"679";43.298;21
"1189";"2018-07-18 09:40:43";4.42031865;148.75;2018-07-18 19:40:43;"27.751";"148.468";"60.502";"829";"27.822";"61.192";"38.661";"1413";"460";"673";44.403;21
"1190";"2018-07-18 09:40:50";5.102933;155.607;2018-07-18 19:40:50;"27.7";"123.095";"50.117";"829";"27.778";"61.142";"38.662";"1413";"467";"672";51.26;21
"1191";"2018-07-18 09:40:57";5.2586292;157.171;2018-07-18 19:40:57;"27.651";"88.904";"36.165";"829";"27.729";"61.127";"38.692";"1413";"516";"689";52.824;21
"1192";"2018-07-18 09:41:04";5.20556905;156.638;2018-07-18 19:41:04;"27.61";"74.41";"30.247";"829";"27.693";"61.132";"38.725";"1413";"579";"702";52.291;21
"1193";"2018-07-18 09:41:10";5.3382692;157.971;2018-07-18 19:41:10;"27.578";"67.384";"27.375";"829";"27.662";"61.113";"38.737";"1413";"593";"704";53.624;21
"1194";"2018-07-18 09:41:17";5.2986483;157.573;2018-07-18 19:41:17;"27.537";"51.707";"20.991";"829";"27.621";"61.083";"38.75";"1413";"595";"789";53.226;21
"1195";"2018-07-18 09:41:24";4.9986046;154.559;2018-07-18 19:41:24;"27.502";"35.481";"14.395";"829";"27.59";"61.124";"38.805";"1413";"566";"712";50.212;21
"1196";"2018-07-18 09:41:31";5.31945425;157.782;2018-07-18 19:41:31;"27.485";"29.53";"11.977";"829";"27.573";"61.105";"38.805";"1413";"542";"696";53.435;21
"1197";"2018-07-18 09:41:38";5.692269;161.527;2018-07-18 19:41:38;"27.462";"25.957";"10.524";"829";"27.547";"61.376";"39.022";"1413";"595";"756";57.18;21
"1198";"2018-07-18 09:41:45";5.761954;162.227;2018-07-18 19:41:45;"27.395";"20.589";"8.337";"829";"27.488";"65.461";"42.037";"1413";"1072";"1774";57.88;21
"1199";"2018-07-18 09:41:51";6.1121709;165.745;2018-07-18 19:41:51;"27.307";"16.071";"6.498";"829";"27.415";"77.131";"50.805";"1413";"1398";"2415";61.398;21
"1200";"2018-07-18 09:41:58";6.21878895;166.816;2018-07-18 19:41:58;"27.142";"13.621";"5.491";"829";"27.304";"78.446";"51.931";"1413";"934";"2118";62.469;21
"1201";"2018-07-18 09:42:05";6.612111;170.767;2018-07-18 19:42:05;"26.908";"11.787";"4.732";"829";"27.119";"77.946";"51.757";"1413";"507";"1733";66.42;21
"1202";"2018-07-18 09:42:12";6.78582575;172.512;2018-07-18 19:42:12;"26.614";"10.027";"4.004";"829";"26.883";"74.277";"49.214";"1413";"364";"981";68.165;21
"1203";"2018-07-18 09:42:19";6.4462607;169.101;2018-07-18 19:42:19;"26.317";"8.701";"3.456";"829";"26.606";"77.54";"52.028";"1413";"340";"842";64.754;21
"1204";"2018-07-18 09:42:25";5.80605465;162.67;2018-07-18 19:42:25;"26.121";"7.72";"3.055";"829";"26.404";"77.216";"52.008";"1413";"442";"1614";58.323;21
"1205";"2018-07-18 09:42:32";3.76627515;142.18;2018-07-18 19:42:32;"26.323";"11.438";"4.543";"829";"26.435";"61.344";"39.948";"1413";"558";"731";37.833;21
"1206";"2018-07-18 09:42:39";2.2293227;126.741;2018-07-18 19:42:39;"26.703";"56.32";"22.525";"829";"26.72";"61.163";"39.568";"1413";"352";"618";22.394;21
"1207";"2018-07-18 09:42:46";0.810337;112.487;2018-07-18 19:42:46;"27.092";"127.156";"51.212";"829";"27.016";"61.228";"39.362";"1413";"342";"626";8.14;21
"1208";"2018-07-18 14:14:12";0.0204077500000012;104.552;2018-07-19 00:14:12;"31.713";"247.387";"107.978";"829";"32.246";"62.072";"35.854";"1413";"238";"607";0.205000000000013;22
"1209";"2018-07-18 14:14:19";0.0151316000000001;104.499;2018-07-19 00:14:19;"30.9";"261.2";"112.442";"829";"31.481";"62.096";"36.427";"1413";"251";"603";0.152000000000001;22
"1210";"2018-07-18 14:14:26";0.270676450000001;107.066;2018-07-19 00:14:26;"30.28";"269.471";"114.778";"829";"30.862";"62.038";"36.851";"1413";"254";"579";2.71900000000001;22
"1211";"2018-07-18 14:14:33";0.2584318;106.943;2018-07-19 00:14:33;"29.777";"278.766";"117.711";"829";"30.372";"62.029";"37.216";"1413";"265";"561";2.596;22
"1212";"2018-07-18 14:14:39";0.898737400000001;113.375;2018-07-19 00:14:39;"29.461";"285.12";"119.736";"829";"30.012";"62.031";"37.496";"1413";"268";"562";9.02800000000001;22
