X,Y,NomiluSona
-159.527677,21.88658652,6.27364
-159.5275872,21.88658652,6.49102
-159.5274974,21.88658652,6.75558
-159.5274075,21.88658652,6.94894
-159.5273177,21.88658652,7.0856
-159.5272279,21.88658652,7.05763
-159.527138,21.88658652,6.92239
-159.5270482,21.88658652,6.6949
-159.5269584,21.88658652,6.42379
-159.5268685,21.88658652,6.07649
-159.5267787,21.88658652,5.74908
-159.5266889,21.88658652,5.3238
-159.526599,21.88658652,4.52038
-159.5265092,21.88658652,3.25405
-159.5264194,21.88658652,1.97175
-159.5263295,21.88658652,0.86197
-159.5280363,21.88650316,1.89969
-159.5279465,21.88650316,3.27203
-159.5278567,21.88650316,4.72793
-159.5277668,21.88650316,5.98125
-159.527677,21.88650316,6.4583
-159.5275872,21.88650316,6.76036
-159.5274974,21.88650316,6.95976
-159.5274075,21.88650316,7.13983
-159.5273177,21.88650316,7.11003
-159.5272279,21.88650316,6.97886
-159.527138,21.88650316,6.75427
-159.5270482,21.88650316,6.57166
-159.5269584,21.88650316,6.35397
-159.5268685,21.88650316,5.98471
-159.5267787,21.88650316,5.55824
-159.5266889,21.88650316,4.94878
-159.526599,21.88650316,4.00511
-159.5265092,21.88650316,2.66303
-159.5264194,21.88650316,1.35164
-159.5263295,21.88650316,0.31313
-159.5281262,21.8864198,0.77297
-159.5280363,21.8864198,2.52333
-159.5279465,21.8864198,4.02249
-159.5278567,21.8864198,5.28067
-159.5277668,21.8864198,6.14583
-159.527677,21.8864198,6.59672
-159.5275872,21.8864198,6.95659
-159.5274974,21.8864198,7.13598
-159.5274075,21.8864198,7.16994
-159.5273177,21.8864198,7.11275
-159.5272279,21.8864198,6.98596
-159.527138,21.8864198,6.77976
-159.5270482,21.8864198,6.46918
-159.5269584,21.8864198,6.09695
-159.5268685,21.8864198,5.7722
-159.5267787,21.8864198,5.26072
-159.5266889,21.8864198,4.52194
-159.526599,21.8864198,3.42366
-159.5265092,21.8864198,2.05427
-159.5264194,21.8864198,0.7829
-159.5281262,21.88633644,0.97316
-159.5280363,21.88633644,3.017
-159.5279465,21.88633644,4.96401
-159.5278567,21.88633644,6.00969
-159.5277668,21.88633644,6.35127
-159.527677,21.88633644,6.70894
-159.5275872,21.88633644,7.08331
-159.5274974,21.88633644,7.24034
-159.5274075,21.88633644,7.17293
-159.5273177,21.88633644,7.06018
-159.5272279,21.88633644,6.90194
-159.527138,21.88633644,6.6008
-159.5270482,21.88633644,6.36231
-159.5269584,21.88633644,6.00533
-159.5268685,21.88633644,5.64211
-159.5267787,21.88633644,4.88552
-159.5266889,21.88633644,4.02093
-159.526599,21.88633644,2.63737
-159.5265092,21.88633644,1.24149
-159.5281262,21.88625309,1.44577
-159.5280363,21.88625309,3.30637
-159.5279465,21.88625309,5.14048
-159.5278567,21.88625309,6.0851
-159.5277668,21.88625309,6.51441
-159.527677,21.88625309,6.86678
-159.5275872,21.88625309,7.18908
-159.5274974,21.88625309,7.24398
-159.5274075,21.88625309,7.13615
-159.5273177,21.88625309,7.05022
-159.5272279,21.88625309,6.8947
-159.527138,21.88625309,6.53166
-159.5270482,21.88625309,6.28156
-159.5269584,21.88625309,5.90899
-159.5268685,21.88625309,5.34694
-159.5267787,21.88625309,4.47109
-159.5266889,21.88625309,3.13676
-159.526599,21.88625309,1.82411
-159.5265092,21.88625309,0.56101
-159.528216,21.88616973,0.4662
-159.5281262,21.88616973,2.01673
-159.5280363,21.88616973,3.7306
-159.5279465,21.88616973,5.37548
-159.5278567,21.88616973,6.07401
-159.5277668,21.88616973,6.48209
-159.527677,21.88616973,6.87007
-159.5275872,21.88616973,7.20587
-159.5274974,21.88616973,7.19162
-159.5274075,21.88616973,7.06803
-159.5273177,21.88616973,6.96684
-159.5272279,21.88616973,6.76575
-159.527138,21.88616973,6.32921
-159.5270482,21.88616973,5.99689
-159.5269584,21.88616973,5.53399
-159.5268685,21.88616973,4.80404
-159.5267787,21.88616973,3.71484
-159.5266889,21.88616973,2.32772
-159.526599,21.88616973,0.94602
-159.528216,21.88608637,0.89974
-159.5281262,21.88608637,2.38427
-159.5280363,21.88608637,4.27749
-159.5279465,21.88608637,5.79382
-159.5278567,21.88608637,6.25221
-159.5277668,21.88608637,6.59426
-159.527677,21.88608637,6.90766
-159.5275872,21.88608637,7.16459
-159.5274974,21.88608637,7.17928
-159.5274075,21.88608637,7.08596
-159.5273177,21.88608637,6.90648
-159.5272279,21.88608637,6.63112
-159.527138,21.88608637,6.23505
-159.5270482,21.88608637,5.77075
-159.5269584,21.88608637,5.23555
-159.5268685,21.88608637,4.31438
-159.5267787,21.88608637,2.74007
-159.5266889,21.88608637,1.48991
-159.526599,21.88608637,0.2878
-159.5283058,21.88600302,0.31876
-159.528216,21.88600302,1.50311
-159.5281262,21.88600302,2.9234
-159.5280363,21.88600302,4.93386
-159.5279465,21.88600302,6.01922
-159.5278567,21.88600302,6.38117
-159.5277668,21.88600302,6.76349
-159.527677,21.88600302,7.0778
-159.5275872,21.88600302,7.23511
-159.5274974,21.88600302,7.1483
-159.5274075,21.88600302,7.03721
-159.5273177,21.88600302,6.8107
-159.5272279,21.88600302,6.47458
-159.527138,21.88600302,6.11285
-159.5270482,21.88600302,5.56101
-159.5269584,21.88600302,4.9073
-159.5268685,21.88600302,3.71104
-159.5267787,21.88600302,2.15253
-159.5266889,21.88600302,0.74921
-159.5283058,21.88591966,0.78334
-159.528216,21.88591966,2.11771
-159.5281262,21.88591966,3.82785
-159.5280363,21.88591966,5.4586
-159.5279465,21.88591966,6.11998
-159.5278567,21.88591966,6.49766
-159.5277668,21.88591966,6.86504
-159.527677,21.88591966,7.11115
-159.5275872,21.88591966,7.17224
-159.5274974,21.88591966,7.06494
-159.5274075,21.88591966,6.91564
-159.5273177,21.88591966,6.57571
-159.5272279,21.88591966,6.27019
-159.527138,21.88591966,5.82338
-159.5270482,21.88591966,5.09894
-159.5269584,21.88591966,3.98293
-159.5268685,21.88591966,2.74407
-159.5267787,21.88591966,1.50374
-159.5266889,21.88591966,0.39032
-159.5283058,21.8858363,1.24397
-159.528216,21.8858363,2.42998
-159.5281262,21.8858363,4.2523
-159.5280363,21.8858363,5.73433
-159.5279465,21.8858363,6.26052
-159.5278567,21.8858363,6.61019
-159.5277668,21.8858363,6.95896
-159.527677,21.8858363,7.08702
-159.5275872,21.8858363,7.12258
-159.5274974,21.8858363,7.0665
-159.5274075,21.8858363,6.73825
-159.5273177,21.8858363,6.37195
-159.5272279,21.8858363,6.07989
-159.527138,21.8858363,5.26879
-159.5270482,21.8858363,4.18462
-159.5269584,21.8858363,3.03558
-159.5268685,21.8858363,1.95022
-159.5267787,21.8858363,0.76131
-159.5283957,21.88575294,0.74984
-159.5283058,21.88575294,1.75565
-159.528216,21.88575294,2.80811
-159.5281262,21.88575294,4.37684
-159.5280363,21.88575294,5.65517
-159.5279465,21.88575294,6.076
-159.5278567,21.88575294,6.39701
-159.5277668,21.88575294,6.86622
-159.527677,21.88575294,7.0427
-159.5275872,21.88575294,7.10107
-159.5274974,21.88575294,6.96653
-159.5274075,21.88575294,6.59988
-159.5273177,21.88575294,6.1749
-159.5272279,21.88575294,5.66353
-159.527138,21.88575294,4.44981
-159.5270482,21.88575294,3.14277
-159.5269584,21.88575294,1.92843
-159.5268685,21.88575294,0.87296
-159.5283957,21.88566959,0.96122
-159.5283058,21.88566959,2.13637
-159.528216,21.88566959,3.21765
-159.5281262,21.88566959,4.67754
-159.5280363,21.88566959,5.63015
-159.5279465,21.88566959,6.03232
-159.5278567,21.88566959,6.42861
-159.5277668,21.88566959,6.80014
-159.527677,21.88566959,6.97038
-159.5275872,21.88566959,6.95094
-159.5274974,21.88566959,6.79768
-159.5274075,21.88566959,6.29106
-159.5273177,21.88566959,5.77059
-159.5272279,21.88566959,5.06669
-159.527138,21.88566959,3.50564
-159.5270482,21.88566959,2.08121
-159.5269584,21.88566959,0.77805
-159.5283957,21.88558623,1.12767
-159.5283058,21.88558623,2.38746
-159.528216,21.88558623,3.41105
-159.5281262,21.88558623,4.71134
-159.5280363,21.88558623,5.49993
-159.5279465,21.88558623,6.02573
-159.5278567,21.88558623,6.39826
-159.5277668,21.88558623,6.7071
-159.527677,21.88558623,6.74711
-159.5275872,21.88558623,6.66574
-159.5274974,21.88558623,6.3827
-159.5274075,21.88558623,5.84382
-159.5273177,21.88558623,5.26431
-159.5272279,21.88558623,4.02659
-159.527138,21.88558623,2.4028
-159.5270482,21.88558623,0.88302
-159.5283957,21.88550287,1.0282
-159.5283058,21.88550287,2.27693
-159.528216,21.88550287,3.51556
-159.5281262,21.88550287,4.54654
-159.5280363,21.88550287,5.26167
-159.5279465,21.88550287,5.94378
-159.5278567,21.88550287,6.39303
-159.5277668,21.88550287,6.55162
-159.527677,21.88550287,6.46262
-159.5275872,21.88550287,6.22503
-159.5274974,21.88550287,5.80254
-159.5274075,21.88550287,5.16061
-159.5273177,21.88550287,4.42706
-159.5272279,21.88550287,3.11303
-159.527138,21.88550287,1.6999
-159.5284855,21.88541952,0.32651
-159.5283957,21.88541952,1.34913
-159.5283058,21.88541952,2.37413
-159.528216,21.88541952,3.57958
-159.5281262,21.88541952,4.47674
-159.5280363,21.88541952,5.09307
-159.5279465,21.88541952,5.76295
-159.5278567,21.88541952,6.21964
-159.5277668,21.88541952,6.24912
-159.527677,21.88541952,6.15988
-159.5275872,21.88541952,5.83271
-159.5274974,21.88541952,5.09544
-159.5274075,21.88541952,4.24685
-159.5273177,21.88541952,3.56251
-159.5272279,21.88541952,2.54077
-159.527138,21.88541952,0.95666
-159.5285753,21.88533616,0.24787
-159.5284855,21.88533616,1.07621
-159.5283957,21.88533616,1.78349
-159.5283058,21.88533616,2.29624
-159.528216,21.88533616,3.36408
-159.5281262,21.88533616,4.50102
-159.5280363,21.88533616,5.08161
-159.5279465,21.88533616,5.61665
-159.5278567,21.88533616,5.94894
-159.5277668,21.88533616,5.95812
-159.527677,21.88533616,5.71193
-159.5275872,21.88533616,5.30275
-159.5274974,21.88533616,4.45904
-159.5274075,21.88533616,3.65702
-159.5273177,21.88533616,2.87375
-159.5272279,21.88533616,1.75496
-159.527138,21.88533616,0.33244
-159.5285753,21.8852528,0.64636
-159.5284855,21.8852528,1.37495
-159.5283957,21.8852528,1.80095
-159.5283058,21.8852528,2.32813
-159.528216,21.8852528,3.30911
-159.5281262,21.8852528,4.2474
-159.5280363,21.8852528,4.89321
-159.5279465,21.8852528,5.29181
-159.5278567,21.8852528,5.57997
-159.5277668,21.8852528,5.52342
-159.527677,21.8852528,5.14417
-159.5275872,21.8852528,4.54679
-159.5274974,21.8852528,3.76986
-159.5274075,21.8852528,3.15264
-159.5273177,21.8852528,2.23074
-159.5272279,21.8852528,0.97629
-159.5285753,21.88516944,0.56042
-159.5284855,21.88516944,1.06096
-159.5283957,21.88516944,1.32051
-159.5283058,21.88516944,1.98447
-159.528216,21.88516944,2.93525
-159.5281262,21.88516944,3.82052
-159.5280363,21.88516944,4.45687
-159.5279465,21.88516944,4.71132
-159.5278567,21.88516944,4.93596
-159.5277668,21.88516944,5.02266
-159.527677,21.88516944,4.63841
-159.5275872,21.88516944,4.14644
-159.5274974,21.88516944,3.31262
-159.5274075,21.88516944,2.55265
-159.5273177,21.88516944,1.70039
-159.5285753,21.88508609,0.35002
-159.5284855,21.88508609,0.63121
-159.5283957,21.88508609,0.71605
-159.5283058,21.88508609,1.52825
-159.528216,21.88508609,2.38439
-159.5281262,21.88508609,3.1741
-159.5280363,21.88508609,3.77206
-159.5279465,21.88508609,4.04353
-159.5278567,21.88508609,4.09288
-159.5277668,21.88508609,4.16073
-159.527677,21.88508609,4.05418
-159.5275872,21.88508609,3.7219
-159.5274974,21.88508609,2.93639
-159.5274075,21.88508609,2.11619
-159.5273177,21.88508609,1.16305
-159.5285753,21.88500273,0.23473
-159.5284855,21.88500273,0.46678
-159.5283957,21.88500273,0.59165
-159.5283058,21.88500273,1.13819
-159.528216,21.88500273,1.79664
-159.5281262,21.88500273,2.41372
-159.5280363,21.88500273,2.80837
-159.5279465,21.88500273,3.07524
-159.5278567,21.88500273,3.29721
-159.5277668,21.88500273,3.20869
-159.527677,21.88500273,3.01389
-159.5275872,21.88500273,2.86653
-159.5274974,21.88500273,2.40372
-159.5274075,21.88500273,1.71288
-159.5273177,21.88500273,0.74407
-159.5285753,21.88491937,0.10686
-159.5284855,21.88491937,0.22995
-159.5283957,21.88491937,0.48183
-159.5283058,21.88491937,0.86201
-159.528216,21.88491937,1.18761
-159.5281262,21.88491937,1.51805
-159.5280363,21.88491937,1.80478
-159.5279465,21.88491937,2.03832
-159.5278567,21.88491937,2.30622
-159.5277668,21.88491937,2.37602
-159.527677,21.88491937,2.2649
-159.5275872,21.88491937,2.12991
-159.5274974,21.88491937,1.82956
-159.5274075,21.88491937,1.33653
-159.5273177,21.88491937,0.53404
-159.5284855,21.88483601,0.05982
-159.5283957,21.88483601,0.2558
-159.5283058,21.88483601,0.48319
-159.528216,21.88483601,0.70336
-159.5281262,21.88483601,0.95593
-159.5280363,21.88483601,1.23807
-159.5279465,21.88483601,1.35854
-159.5278567,21.88483601,1.38193
-159.5277668,21.88483601,1.45097
-159.527677,21.88483601,1.58425
-159.5275872,21.88483601,1.44738
-159.5274974,21.88483601,1.15686
-159.5274075,21.88483601,0.77529
-159.5273177,21.88483601,0.27492
-159.5283058,21.88475265,0.10928
-159.528216,21.88475265,0.27039
-159.5281262,21.88475265,0.5286
-159.5280363,21.88475265,0.74013
-159.5279465,21.88475265,0.79744
-159.5278567,21.88475265,0.64792
-159.5277668,21.88475265,0.57269
-159.527677,21.88475265,0.65943
-159.5275872,21.88475265,0.56489
-159.5274974,21.88475265,0.3926
-159.5274075,21.88475265,0.20258
-159.5281262,21.8846693,0.12935
-159.5280363,21.8846693,0.19028
-159.5279465,21.8846693,0.19098
-159.5278567,21.8846693,0.10963
