"","ts","depth","p","dt","Toptode","O2Concentration","AirSaturation","SNoptode","Tec","Conductivity","Salinity","SNec","Chlorophyll","Turbidity","pW"
"1",2018-07-17 14:57:43,0.185163,105.797,2018-07-18 00:57:43,28.015,283.217,115.956,829,27.475,62.29,39.743,1413,286,677,1.86
"2",2018-07-17 14:57:49,0.259128650000001,106.54,2018-07-18 00:57:49,28.238,290.795,119.529,829,27.763,62.335,39.53,1413,273,685,2.60300000000001
"3",2018-07-17 14:57:56,0.21333565,106.08,2018-07-18 00:57:56,28.418,297.429,122.645,829,28.018,62.341,39.321,1413,267,681,2.143
"4",2018-07-17 14:58:03,0.6275632,110.241,2018-07-18 00:58:03,28.519,300.057,123.949,829,28.193,62.335,39.17,1413,297,674,6.304
"5",2018-07-17 14:58:10,0.6592201,110.559,2018-07-18 00:58:10,28.586,302.025,124.909,829,28.354,62.317,39.024,1413,348,678,6.622
"6",2018-07-17 14:58:17,0.67524765,110.72,2018-07-18 00:58:17,28.627,303.417,125.576,829,28.43,62.339,38.976,1413,358,679,6.783
"7",2018-07-17 14:58:24,0.95199665,113.5,2018-07-18 00:58:24,28.662,305.084,126.344,829,28.494,62.353,38.933,1413,341,678,9.563
"8",2018-07-17 14:58:30,1.0424876,114.409,2018-07-18 00:58:30,28.69,306.912,127.164,829,28.555,62.352,38.882,1413,349,678,10.472
"9",2018-07-17 14:58:37,1.00694825,114.052,2018-07-18 00:58:37,28.709,307.875,127.604,829,28.609,62.35,38.837,1413,361,680,10.115
"10",2018-07-17 14:58:44,1.04597185,114.444,2018-07-18 00:58:44,28.724,307.917,127.654,829,28.634,62.348,38.815,1413,334,677,10.507
"11",2018-07-17 14:58:51,1.445466,118.457,2018-07-18 00:58:51,28.732,307.363,127.444,829,28.655,62.316,38.775,1413,418,682,14.52
"12",2018-07-17 14:58:58,1.4540273,118.543,2018-07-18 00:58:58,28.735,307.543,127.525,829,28.664,62.309,38.763,1413,414,681,14.606
"13",2018-07-17 14:59:05,1.48160265,118.82,2018-07-18 00:59:05,28.737,307.236,127.401,829,28.683,62.306,38.745,1413,418,685,14.883
"14",2018-07-17 14:59:12,2.0801968,124.833,2018-07-18 00:59:12,28.726,308.166,127.762,829,28.687,62.193,38.663,1413,467,684,20.896
"15",2018-07-17 14:59:18,2.06894765,124.72,2018-07-18 00:59:18,28.706,308.526,127.868,829,28.687,62.13,38.618,1413,459,683,20.783
"16",2018-07-17 14:59:25,2.40204195,128.066,2018-07-18 00:59:25,28.661,307.693,127.422,829,28.655,61.985,38.541,1413,512,682,24.129
"17",2018-07-17 14:59:32,2.41538165,128.2,2018-07-18 00:59:32,28.601,306.888,126.953,829,28.609,61.879,38.505,1413,519,678,24.263
"18",2018-07-17 14:59:39,2.82353665,132.3,2018-07-18 00:59:39,28.522,301.287,124.465,829,28.55,61.845,38.529,1413,539,679,28.363
"19",2018-07-17 14:59:46,2.84205295,132.486,2018-07-18 00:59:46,28.45,293.119,120.937,829,28.469,61.828,38.583,1413,540,675,28.549
"20",2018-07-17 14:59:53,2.89142975,132.982,2018-07-18 00:59:53,28.39,285.586,117.704,829,28.425,61.809,38.606,1413,546,678,29.045
"21",2018-07-17 14:59:59,3.4018226,138.109,2018-07-18 00:59:59,28.333,279.031,114.887,829,28.366,61.549,38.47,1413,580,680,34.172
"22",2018-07-17 15:00:06,3.23766465,136.46,2018-07-18 01:00:06,28.27,275.419,113.273,829,28.339,61.59,38.52,1413,572,686,32.523
"23",2018-07-17 15:00:13,3.0235326,134.309,2018-07-18 01:00:13,28.225,272.007,111.781,829,28.241,61.788,38.741,1413,544,681,30.372
"24",2018-07-17 15:00:20,3.6980834,141.085,2018-07-18 01:00:20,28.189,267.988,110.06,829,28.223,61.515,38.562,1413,578,680,37.148
"25",2018-07-17 15:00:27,4.0214218,144.333,2018-07-18 01:00:27,28.13,268.454,110.136,829,28.18,61.561,38.63,1413,649,682,40.396
"26",2018-07-17 15:00:34,4.26163595,146.746,2018-07-18 01:00:34,28.077,260.99,106.974,829,28.103,61.466,38.626,1413,625,669,42.809
"27",2018-07-17 15:00:40,4.8028893,152.183,2018-07-18 01:00:40,27.997,241.528,98.856,829,28.049,61.497,38.692,1413,686,665,48.246
"28",2018-07-17 15:00:47,4.76296975,151.782,2018-07-18 01:00:47,27.938,234.189,95.752,829,27.988,61.466,38.72,1413,688,664,47.845
"29",2018-07-17 15:00:54,4.67178195,150.866,2018-07-18 01:00:54,27.86,205.912,84.075,829,27.934,61.443,38.749,1413,676,660,46.929
"30",2018-07-17 15:01:01,4.87008555,152.858,2018-07-18 01:01:01,27.786,178.123,72.632,829,27.862,61.408,38.783,1413,586,660,48.921
"31",2018-07-17 15:01:08,4.7413674,151.565,2018-07-18 01:01:08,27.726,152.762,62.225,829,27.791,61.416,38.848,1413,589,661,47.628
"32",2018-07-17 15:01:15,4.63972685,150.544,2018-07-18 01:01:15,27.682,140.649,57.246,829,27.762,61.425,38.879,1413,598,663,46.607
"33",2018-07-17 15:01:22,5.1405629,155.575,2018-07-18 01:01:22,27.651,125.162,50.915,829,27.731,61.381,38.872,1413,570,672,51.638
"34",2018-07-17 15:01:28,5.5485188,159.673,2018-07-18 01:01:28,27.615,93.569,38.038,829,27.67,61.363,38.91,1413,609,714,55.736
"35",2018-07-17 15:01:35,5.79072395,162.106,2018-07-18 01:01:35,27.581,76.417,31.047,829,27.636,61.396,38.962,1413,1168,3138,58.169
"36",2018-07-17 15:01:42,6.31156955,167.338,2018-07-18 01:01:42,27.447,61.822,25.057,829,27.557,76.175,49.926,1413,948,2797,63.401
"37",2018-07-17 15:01:49,6.3337692,167.561,2018-07-18 01:01:49,27.272,53.771,21.726,829,27.384,77.478,51.103,1413,522,1695,63.624
"38",2018-07-17 15:01:56,6.3076871,167.299,2018-07-18 01:01:56,27.076,45.969,18.508,829,27.243,78.481,52.026,1413,469,1535,63.362
"39",2018-07-17 15:02:03,6.6362021,170.599,2018-07-18 01:02:03,26.843,30.353,12.17,829,27.044,78.432,52.215,1413,429,1248,66.662
"40",2018-07-17 15:02:10,6.5374485,169.607,2018-07-18 01:02:10,26.636,25.872,10.335,829,26.827,78.166,52.259,1413,400,905,65.67
"41",2018-07-17 15:02:16,6.63351425,170.572,2018-07-18 01:02:16,26.434,23.095,9.192,829,26.599,76.524,51.249,1413,430,1038,66.635
"42",2018-07-17 15:02:23,6.80772675,172.322,2018-07-18 01:02:23,26.256,21.153,8.392,829,26.425,77.649,52.32,1413,54,422,68.385
