"","ts","depth","p","dt","Toptode","O2Concentration","AirSaturation","SNoptode","Tec","Conductivity","Salinity","SNec","Chlorophyll","Turbidity","pW"
"1",2018-07-19 10:15:58,0.064209750000001,104.778,"2018-07-19T20:15:58.021057","28.843","250.939","104.25","829","29.441","0.013","0.016","1413","937","2993",0.64500000000001
"2",2018-07-19 10:16:04,0.0710786999999999,104.847,"2018-07-19T20:16:04.905593","28.797","250.292","103.897","829","29.451","0.012","0.016","1413","50","50",0.713999999999999
"3",2018-07-19 10:16:11,0.178891350000001,105.93,"2018-07-19T20:16:11.766201","28.648","247.294","102.386","829","29.398","60.92","37.208","1413","224","463",1.79700000000001
"4",2018-07-19 10:16:18,0.28600715,107.006,"2018-07-19T20:16:18.628922","28.498","244.846","101.105","829","29.16","60.907","37.385","1413","254","576",2.873
"5",2018-07-19 10:16:25,0.2841157,106.987,"2018-07-19T20:16:25.500969","28.351","243.464","100.275","829","28.917","60.898","37.569","1413","257","581",2.854
"6",2018-07-19 10:16:32,0.2980527,107.127,"2018-07-19T20:16:32.372955","28.233","241.582","99.292","829","28.708","60.824","37.683","1413","243","581",2.994
"7",2018-07-19 10:16:39,0.3004419,107.151,"2018-07-19T20:16:39.251707","28.145","239.532","98.297","829","28.547","60.852","37.832","1413","247","579",3.018
"8",2018-07-19 10:16:46,0.2871022,107.017,"2018-07-19T20:16:46.124828","28.099","239.444","98.18","829","28.428","60.85","37.925","1413","261","580",2.884
"9",2018-07-19 10:16:52,0.289690500000001,107.043,"2018-07-19T20:16:52.999632","28.066","239.082","97.975","829","28.351","60.858","37.993","1413","260","581",2.91000000000001
"10",2018-07-19 10:16:59,0.28660445,107.012,"2018-07-19T20:16:59.874686","28.038","238.603","97.73","829","28.262","61.241","38.336","1413","246","580",2.879
"11",2018-07-19 10:17:06,0.29337385,107.08,"2018-07-19T20:17:06.756327","28.015","238.174","97.516","829","28.21","61.217","38.362","1413","243","593",2.947
"12",2018-07-19 10:17:13,0.2960617,107.107,"2018-07-19T20:17:13.632293","28.002","237.882","97.372","829","28.183","61.222","38.387","1413","256","579",2.974
"13",2018-07-19 10:17:20,0.28680355,107.014,"2018-07-19T20:17:20.507306","27.992","237.494","97.197","829","28.157","61.213","38.402","1413","258","579",2.881
"14",2018-07-19 10:17:27,0.293772050000001,107.084,"2018-07-19T20:17:27.386177","27.983","237.265","97.087","829","28.131","61.21","38.421","1413","255","580",2.95100000000001
"15",2018-07-19 10:17:34,0.2900887,107.047,"2018-07-19T20:17:34.261101","27.975","236.679","96.834","829","28.104","61.202","38.437","1413","247","581",2.914
"16",2018-07-19 10:17:41,0.30074055,107.154,"2018-07-19T20:17:41.135043","27.967","236.487","96.742","829","28.086","61.192","38.444","1413","249","583",3.021
"17",2018-07-19 10:17:48,0.29715675,107.118,"2018-07-19T20:17:48.020997","27.95","235.567","96.337","829","28.07","61.193","38.458","1413","233","581",2.985
"18",2018-07-19 10:17:54,0.30850545,107.232,"2018-07-19T20:17:54.902839","27.941","235.675","96.365","829","28.052","61.192","38.472","1413","235","587",3.099
"19",2018-07-19 10:18:01,0.32503075,107.398,"2018-07-19T20:18:01.809450","27.94","235.48","96.283","829","28.039","61.194","38.485","1413","260","578",3.265
"20",2018-07-19 10:18:08,0.3175645,107.323,"2018-07-19T20:18:08.695851","27.94","235.389","96.247","829","28.034","61.199","38.493","1413","272","581",3.19
"21",2018-07-19 10:18:15,0.3191573,107.339,"2018-07-19T20:18:15.572501","27.941","235.729","96.387","829","28.034","61.197","38.491","1413","271","579",3.206
"22",2018-07-19 10:18:22,0.321646050000001,107.364,"2018-07-19T20:18:22.450700","27.942","235.475","96.285","829","28.036","61.202","38.493","1413","264","583",3.23100000000001
"23",2018-07-19 10:18:29,0.318360900000001,107.331,"2018-07-19T20:18:29.332432","27.944","235.335","96.231","829","28.029","61.206","38.501","1413","273","578",3.19800000000001
"24",2018-07-19 10:18:36,0.32562805,107.404,"2018-07-19T20:18:36.215914","27.944","235.829","96.432","829","28.019","61.207","38.51","1413","268","579",3.271
"25",2018-07-19 10:18:43,0.673654850000001,110.9,"2018-07-19T20:18:43.094216","27.941","235.449","96.273","829","28.018","61.206","38.51","1413","271","581",6.76700000000001
"26",2018-07-19 10:18:49,0.974096750000001,113.918,"2018-07-19T20:18:49.967169","27.938","235.137","96.14","829","28.003","61.187","38.509","1413","273","592",9.78500000000001
"27",2018-07-19 10:18:56,0.972006200000001,113.897,"2018-07-19T20:18:56.848889","27.934","234.566","95.901","829","28.004","61.192","38.511","1413","271","586",9.76400000000001
"28",2018-07-19 10:19:03,1.07404495,114.922,"2018-07-19T20:19:03.770490","27.932","234.272","95.777","829","27.995","61.178","38.509","1413","275","591",10.789
"29",2018-07-19 10:19:10,1.0912671,115.095,"2018-07-19T20:19:10.646916","27.928","233.673","95.524","829","27.991","61.166","38.504","1413","288","581",10.962
"30",2018-07-19 10:19:17,1.09534865,115.136,"2018-07-19T20:19:17.521702","27.924","233.467","95.433","829","27.986","61.193","38.527","1413","258","583",11.003
"31",2018-07-19 10:19:24,1.05831605,114.764,"2018-07-19T20:19:24.394875","27.924","233.617","95.495","829","27.98","61.182","38.524","1413","287","581",10.631
"32",2018-07-19 10:19:31,0.9837531,114.015,"2018-07-19T20:19:31.269590","27.924","233.487","95.442","829","27.977","61.173","38.521","1413","324","586",9.88200000000001
"33",2018-07-19 10:19:38,1.11346675,115.318,"2018-07-19T20:19:38.137589","27.923","233.412","95.41","829","27.973","61.185","38.532","1413","228","449",11.185
"34",2018-07-19 10:19:45,1.1219285,115.403,"2018-07-19T20:19:45.012707","27.926","233.588","95.486","829","27.988","61.187","38.521","1413","244","467",11.27
"35",2018-07-19 10:19:51,1.1213312,115.397,"2018-07-19T20:19:51.890028","27.928","233.244","95.349","829","27.99","61.18","38.515","1413","292","587",11.264
"36",2018-07-19 10:19:58,1.59528875,120.158,"2018-07-19T20:19:58.765476","27.926","233.02","95.254","829","27.975","61.171","38.521","1413","284","583",16.025
"37",2018-07-19 10:20:05,1.76213455,121.834,"2018-07-19T20:20:05.659305","27.925","232.631","95.093","829","27.975","61.165","38.516","1413","278","585",17.701
"38",2018-07-19 10:20:12,1.90528745,123.272,"2018-07-19T20:20:12.538292","27.92","232.406","94.993","829","27.96","61.154","38.52","1413","286","590",19.139
"39",2018-07-19 10:20:19,1.9219123,123.439,"2018-07-19T20:20:19.416171","27.914","232.256","94.922","829","27.95","61.155","38.529","1413","281","590",19.306
"40",2018-07-19 10:20:26,1.92141455,123.434,"2018-07-19T20:20:26.291026","27.91","232.018","94.817","829","27.955","61.156","38.526","1413","293","583",19.301
"41",2018-07-19 10:20:33,1.86248095,122.842,"2018-07-19T20:20:33.166048","27.907","232.165","94.873","829","27.952","61.149","38.524","1413","281","587",18.709
"42",2018-07-19 10:20:40,1.8669607,122.887,"2018-07-19T20:20:40.040713","27.903","231.75","94.697","829","27.945","61.142","38.524","1413","284","589",18.754
"43",2018-07-19 10:20:46,1.91205685,123.34,"2018-07-19T20:20:46.915685","27.899","231.443","94.564","829","27.94","61.142","38.528","1413","285","593",19.207
"44",2018-07-19 10:20:53,1.9187267,123.407,"2018-07-19T20:20:53.788980","27.896","231.658","94.647","829","27.936","61.143","38.533","1413","287","591",19.274
"45",2018-07-19 10:21:00,2.32897225,127.528,"2018-07-19T20:21:00.666299","27.892","231.35","94.514","829","27.94","61.137","38.525","1413","284","584",23.395
"46",2018-07-19 10:21:07,2.54320385,129.68,"2018-07-19T20:21:07.544335","27.891","231.293","94.489","829","27.94","61.14","38.527","1413","289","587",25.547
"47",2018-07-19 10:21:14,2.50756495,129.322,"2018-07-19T20:21:14.426361","27.89","230.793","94.283","829","27.936","61.137","38.529","1413","290","585",25.189
"48",2018-07-19 10:21:21,2.55753905,129.824,"2018-07-19T20:21:21.310433","27.889","230.792","94.282","829","27.931","61.142","38.536","1413","292","587",25.691
"49",2018-07-19 10:21:28,2.4507219,128.751,"2018-07-19T20:21:28.191141","27.888","230.653","94.224","829","27.936","61.14","38.531","1413","285","584",24.618
"50",2018-07-19 10:21:35,2.19000045,126.132,"2018-07-19T20:21:35.088974","27.887","230.765","94.267","829","27.929","61.137","38.534","1413","273","583",21.999
"51",2018-07-19 10:21:41,2.15396335,125.77,"2018-07-19T20:21:41.972848","27.886","230.774","94.27","829","27.927","61.133","38.533","1413","271","581",21.637
"52",2018-07-19 10:21:48,2.8445417,132.707,"2018-07-19T20:21:48.851870","27.884","230.886","94.311","829","27.934","61.127","38.523","1413","283","580",28.574
"53",2018-07-19 10:21:55,3.2282074,136.561,"2018-07-19T20:21:55.729717","27.881","230.348","94.086","829","27.922","61.128","38.533","1413","284","579",32.428
"54",2018-07-19 10:22:02,3.16300215,135.906,"2018-07-19T20:22:02.672102","27.879","230.41","94.109","829","27.916","61.127","38.538","1413","288","583",31.773
"55",2018-07-19 10:22:09,3.16140935,135.89,"2018-07-19T20:22:09.564847","27.878","230.302","94.062","829","27.916","61.114","38.529","1413","299","594",31.757
"56",2018-07-19 10:22:16,3.18390765,136.116,"2018-07-19T20:22:16.443680","27.876","229.842","93.871","829","27.911","61.133","38.546","1413","279","599",31.983
"57",2018-07-19 10:22:23,3.2903266,137.185,"2018-07-19T20:22:23.321440","27.877","229.989","93.933","829","27.913","61.136","38.547","1413","276","589",33.052
"58",2018-07-19 10:22:30,3.21456905,136.424,"2018-07-19T20:22:30.212944","27.878","230.282","94.055","829","27.921","61.14","38.543","1413","274","590",32.291
"59",2018-07-19 10:22:37,3.22711235,136.55,"2018-07-19T20:22:37.094276","27.879","230.358","94.087","829","27.909","61.142","38.554","1413","282","593",32.417
"60",2018-07-19 10:22:43,3.2140713,136.419,"2018-07-19T20:22:43.975229","27.881","230.532","94.162","829","27.916","61.137","38.545","1413","287","598",32.286
"61",2018-07-19 10:22:50,3.25399085,136.82,"2018-07-19T20:22:50.865235","27.882","230.592","94.187","829","27.913","61.138","38.549","1413","279","587",32.687
"62",2018-07-19 10:22:57,3.09033065,135.176,"2018-07-19T20:22:57.751373","27.878","229.667","93.804","829","27.914","61.133","38.544","1413","283","593",31.043
"63",2018-07-19 10:23:04,3.000437,134.273,"2018-07-19T20:23:04.684514","27.877","229.513","93.738","829","27.908","61.128","38.545","1413","286","583",30.14
"64",2018-07-19 10:23:11,3.2383615,136.663,"2018-07-19T20:23:11.580871","27.874","228.275","93.228","829","27.906","61.134","38.551","1413","284","590",32.53
"65",2018-07-19 10:23:18,3.29181985,137.2,"2018-07-19T20:23:18.470018","27.871","226.183","92.369","829","27.904","61.123","38.544","1413","281","590",33.067
"66",2018-07-19 10:23:25,3.2614571,136.895,"2018-07-19T20:23:25.359911","27.868","225.826","92.218","829","27.909","61.132","38.547","1413","281","588",32.762
