"","ts","depth","p","dt","Toptode","O2Concentration","AirSaturation","SNoptode","Tec","Conductivity","Salinity","SNec","Chlorophyll","Turbidity","pW"
"1",2018-07-19 13:43:32,0.0668976000000011,104.805,"2018-07-19T23:43:32.958849","37.61","257.762","123.906","829","39.68","0.006","0.017","1413","52","240",0.672000000000011
"2",2018-07-19 13:43:39,0.0643093000000001,104.779,"2018-07-19T23:43:39.837327","37.513","258.988","124.305","829","39.603","0.007","0.017","1413","50","50",0.646000000000001
"3",2018-07-19 13:43:46,0.0644088500000005,104.78,"2018-07-19T23:43:46.711096","37.422","258.272","123.782","829","39.533","0.006","0.017","1413","50","262",0.647000000000006
"4",2018-07-19 13:43:53,0.0699836500000003,104.836,"2018-07-19T23:43:53.594058","37.238","256.883","122.756","829","39.407","0.006","0.017","1413","51","438",0.703000000000003
"5",2018-07-19 13:44:00,0.1324015,105.463,"2018-07-19T23:44:00.491195","36.33","218.388","102.855","829","39.043","62.538","31.747","1413","161","237",1.33
"6",2018-07-19 13:44:07,0.289690500000001,107.043,"2018-07-19T23:44:07.388326","34.311","237.405","108.203","829","37.297","62.359","32.682","1413","206","492",2.91000000000001
"7",2018-07-19 13:44:14,0.38695085,108.02,"2018-07-19T23:44:14.276352","32.678","247.281","109.696","829","35.445","62.139","33.715","1413","217","485",3.887
"8",2018-07-19 13:44:21,0.424779850000001,108.4,"2018-07-19T23:44:21.167302","31.55","254.134","110.618","829","33.893","62.182","34.772","1413","202","484",4.26700000000001
"9",2018-07-19 13:44:28,0.3798828,107.949,"2018-07-19T23:44:28.054962","30.474","260.146","111.176","829","32.721","62.073","35.516","1413","199","494",3.816
"10",2018-07-19 13:44:34,0.349818700000001,107.647,"2018-07-19T23:44:34.938911","29.761","266.379","112.449","829","31.774","62.05","36.181","1413","191","500",3.51400000000001
"11",2018-07-19 13:44:41,0.3615656,107.765,"2018-07-19T23:44:41.818648","29.506","268.1","112.676","829","31.111","62.059","36.677","1413","202","491",3.63200000000001
"12",2018-07-19 13:44:48,0.43055375,108.458,"2018-07-19T23:44:48.706592","29.281","269.271","112.726","829","30.611","62.048","37.047","1413","194","494",4.325
"13",2018-07-19 13:44:55,0.275653950000001,106.902,"2018-07-19T23:44:55.590676","29.093","270.478","112.86","829","30.235","62.057","37.34","1413","198","496",2.76900000000001
"14",2018-07-19 13:45:02,0.064209750000001,104.778,"2018-07-19T23:45:02.544611","28.918","271.502","112.942","829","29.936","62.038","37.559","1413","187","504",0.64500000000001
"15",2018-07-19 13:45:09,0.0977580999999999,105.115,"2018-07-19T23:45:09.441138","28.809","272.073","112.963","829","29.717","62.048","37.737","1413","185","504",0.981999999999999
"16",2018-07-19 13:45:16,0.122546050000001,105.364,"2018-07-19T23:45:16.332714","28.746","272.645","113.076","829","29.533","62.05","37.884","1413","196","503",1.23100000000001
"17",2018-07-19 13:45:23,0.369927800000001,107.849,"2018-07-19T23:45:23.218643","28.729","273.427","113.365","829","29.415","62.061","37.985","1413","205","506",3.71600000000001
"18",2018-07-19 13:45:30,0.445187600000001,108.605,"2018-07-19T23:45:30.098033","28.725","273.526","113.399","829","29.329","62.055","38.049","1413","204","507",4.47200000000001
"19",2018-07-19 13:45:36,0.45723315,108.726,"2018-07-19T23:45:36.981952","28.718","273.794","113.498","829","29.253","62.066","38.117","1413","204","507",4.593
"20",2018-07-19 13:45:43,0.440508750000001,108.558,"2018-07-19T23:45:43.863844","28.713","273.585","113.399","829","29.193","62.054","38.156","1413","207","501",4.42500000000001
"21",2018-07-19 13:45:50,0.428562750000001,108.438,"2018-07-19T23:45:50.746573","28.702","273.674","113.414","829","29.155","62.087","38.209","1413","193","508",4.30500000000001
"22",2018-07-19 13:45:57,0.451757900000001,108.671,"2018-07-19T23:45:57.627674","28.701","273.855","113.487","829","29.112","62.069","38.231","1413","211","498",4.53800000000001
"23",2018-07-19 13:46:04,0.937661450000001,113.552,"2018-07-19T23:46:04.551225","28.684","273.873","113.462","829","29.064","62.037","38.248","1413","223","497",9.41900000000001
"24",2018-07-19 13:46:11,1.02148255,114.394,"2018-07-19T23:46:11.437357","28.664","274.358","113.623","829","29.025","62.051","38.289","1413","211","511",10.261
"25",2018-07-19 13:46:18,1.03342855,114.514,"2018-07-19T23:46:18.323440","28.654","274.248","113.558","829","28.983","62.012","38.295","1413","223","514",10.381
"26",2018-07-19 13:46:25,1.04358265,114.616,"2018-07-19T23:46:25.207648","28.641","274.151","113.491","829","28.955","62.014","38.319","1413","226","511",10.483
"27",2018-07-19 13:46:32,1.06010795,114.782,"2018-07-19T23:46:32.092224","28.633","274.17","113.482","829","28.927","62.05","38.367","1413","232","514",10.649
"28",2018-07-19 13:46:38,1.1079915,115.263,"2018-07-19T23:46:38.974938","28.629","274.072","113.434","829","28.889","62.034","38.387","1413","238","502",11.13
"29",2018-07-19 13:46:45,0.99579865,114.136,"2018-07-19T23:46:45.861004","28.618","274.513","113.595","829","28.876","62.018","38.386","1413","230","510",10.003
