AirSaturation,O2Concentration,SN,Temperature,ts
98.186,266.394,831,22.316,1550774165.986521
98.361,266.865,831,22.316,1550774167.2828672
98.002,265.888,831,22.317,1550774168.582467
97.981,265.83,831,22.317,1550774169.874743
98.101,266.156,831,22.317,1550774171.1645048
98.011,265.912,831,22.317,1550774172.455501
98.218,266.472,831,22.317,1550774173.7498229
98.488,267.203,831,22.317,1550774175.0399947
97.949,265.741,831,22.318,1550774176.3386137
98.034,265.969,831,22.318,1550774177.6256478
98.111,266.175,831,22.318,1550774178.9128654
98.263,266.586,831,22.319,1550774180.206438
97.955,265.747,831,22.319,1550774181.4986858
98.167,266.318,831,22.32,1550774182.7857568
98.405,266.96,831,22.321,1550774184.0787752
98.123,266.192,831,22.322,1550774185.370832
98.075,266.057,831,22.323,1550774186.661742
98.029,265.928,831,22.324,1550774187.9558694
98.019,265.895,831,22.325,1550774189.2481697
98.116,266.153,831,22.326,1550774190.5368814
97.788,265.255,831,22.327,1550774191.8338675
98.177,266.305,831,22.328,1550774193.123003
98.065,265.996,831,22.329,1550774194.4204733
97.901,265.543,831,22.331,1550774195.7160046
98.229,266.425,831,22.332,1550774197.0052133
98.073,265.994,831,22.334,1550774198.297016
98.19,266.302,831,22.336,1550774199.5923958
98.066,265.959,831,22.337,1550774200.887377
98.269,266.499,831,22.339,1550774202.1841745
97.944,265.61,831,22.341,1550774203.4737968
98.185,266.254,831,22.342,1550774204.7701867
98.089,265.986,831,22.344,1550774206.0642653
98.08,265.95,831,22.346,1550774207.3572555
98.285,266.498,831,22.348,1550774208.6562705
98.238,266.357,831,22.35,1550774209.9452677
98.169,266.162,831,22.352,1550774211.239054
97.94,265.53,831,22.354,1550774212.5323944
98.269,266.411,831,22.356,1550774213.8427587
98.285,266.441,831,22.359,1550774215.1516001
98.192,266.178,831,22.361,1550774216.4425776
98.115,265.96,831,22.363,1550774217.7365189
98.041,265.746,831,22.365,1550774219.0298858
98.092,265.874,831,22.367,1550774220.3204486
98.11,265.909,831,22.37,1550774221.6184092
97.987,265.565,831,22.372,1550774222.9287071
97.937,265.417,831,22.375,1550774224.2549398
98.015,265.615,831,22.377,1550774225.586488
98.099,265.827,831,22.38,1550774226.8880937
98.067,265.727,831,22.383,1550774228.180899
98.056,265.683,831,22.385,1550774229.482723
97.976,265.453,831,22.388,1550774230.7769012
98.335,266.414,831,22.391,1550774232.066149
98.355,266.455,831,22.393,1550774233.3698123
98.046,265.604,831,22.396,1550774234.6590343
98.244,266.066,831,22.411,1550774241.1192143
98.213,265.966,831,22.413,1550774242.407185
98.092,265.626,831,22.416,1550774243.7002113
98.205,265.915,831,22.419,1550774244.994429
98.059,265.503,831,22.422,1550774246.2843165
98.136,265.697,831,22.425,1550774247.5855088
98.245,265.975,831,22.428,1550774248.874821
98.104,265.58,831,22.432,1550774250.1633973
98.086,265.514,831,22.435,1550774251.4574912
97.896,264.986,831,22.438,1550774252.7556245
98.326,266.132,831,22.441,1550774254.0534112
98.1,265.506,831,22.444,1550774255.3425133
97.898,264.944,831,22.447,1550774256.6374967
98.219,265.797,831,22.45,1550774257.9323797
98.346,266.123,831,22.453,1550774259.2251465
97.809,264.653,831,22.457,1550774260.5189984
98.385,266.194,831,22.46,1550774261.8111656
97.994,265.122,831,22.463,1550774263.0997255
98.029,265.199,831,22.466,1550774264.3922555
98.158,265.531,831,22.47,1550774265.6992023
98.073,265.283,831,22.473,1550774266.996203
97.997,265.06,831,22.476,1550774268.2855508
98.239,265.698,831,22.48,1550774269.576851
97.998,265.029,831,22.483,1550774270.8704824
98.14,265.394,831,22.487,1550774272.1591997
98.28,265.758,831,22.49,1550774273.4519117
98.098,265.249,831,22.493,1550774274.7449112
97.983,264.92,831,22.497,1550774276.033015
97.855,264.556,831,22.5,1550774277.3250363
98.219,265.524,831,22.504,1550774278.627146
98.097,265.175,831,22.507,1550774279.9194176
97.775,264.286,831,22.511,1550774281.2164114
98.267,265.601,831,22.514,1550774282.5425496
98.4,265.943,831,22.517,1550774283.8785794
98.148,265.243,831,22.521,1550774285.1931849
98.166,265.275,831,22.524,1550774286.5115223
98.083,265.033,831,22.528,1550774287.813262
97.922,264.579,831,22.531,1550774289.1064863
98.072,264.967,831,22.535,1550774290.407372
98.039,264.863,831,22.538,1550774291.6948638
98.133,265.099,831,22.541,1550774292.988311
98.172,265.187,831,22.545,1550774294.2814095
97.956,264.587,831,22.548,1550774295.5751665
98.162,265.127,831,22.551,1550774296.8738773
98.059,264.831,831,22.555,1550774298.162954
98.148,265.054,831,22.558,1550774299.4568634
98.279,265.392,831,22.561,1550774300.7496357
98.044,264.741,831,22.564,1550774302.0376208
98.019,264.657,831,22.568,1550774303.342496
98.003,264.597,831,22.571,1550774304.6395524
98.112,264.876,831,22.574,1550774305.94398
98.188,265.065,831,22.577,1550774307.2377427
98.176,265.015,831,22.581,1550774308.5313253
98.138,264.899,831,22.584,1550774309.8238854
97.927,264.315,831,22.587,1550774311.1208742
98.025,264.563,831,22.59,1550774312.4088733
98.178,264.96,831,22.593,1550774313.7020853
98.069,264.649,831,22.596,1550774314.9950616
97.955,264.326,831,22.599,1550774316.2871583
98.195,264.958,831,22.602,1550774317.5841587
98.092,264.664,831,22.605,1550774318.8752835
98.155,264.818,831,22.608,1550774320.1730669
97.963,264.288,831,22.611,1550774321.4662726
98.221,264.967,831,22.614,1550774322.7648547
98.108,264.649,831,22.617,1550774324.0587785
98.134,264.702,831,22.62,1550774325.347294
98.209,264.89,831,22.623,1550774326.6392777
98.152,264.719,831,22.626,1550774327.9322827
98.211,264.863,831,22.629,1550774329.2224162
98.324,265.152,831,22.632,1550774330.5164237
98.093,264.516,831,22.635,1550774331.8114498
98.294,265.043,831,22.638,1550774333.1001778
98.019,264.287,831,22.641,1550774334.3944519
98.303,265.037,831,22.644,1550774335.6840663
97.988,264.173,831,22.647,1550774336.9838943
98.152,264.6,831,22.65,1550774338.2778149
98.177,264.651,831,22.653,1550774339.5679164
98.107,264.449,831,22.656,1550774340.859763
98.001,264.149,831,22.659,1550774342.26662
98.142,264.513,831,22.662,1550774343.6152604
98.06,264.277,831,22.665,1550774344.930489
98.067,264.28,831,22.668,1550774346.2441301
98.385,265.124,831,22.67,1550774347.5551188
98.288,264.846,831,22.674,1550774348.8439038
98.163,264.494,831,22.676,1550774350.1389964
98.042,264.155,831,22.679,1550774351.4319143
98.202,264.571,831,22.682,1550774352.7199848
98.094,264.266,831,22.685,1550774354.0224304
98.2,264.538,831,22.688,1550774355.317012
98.273,264.721,831,22.691,1550774356.610265
98.081,264.189,831,22.693,1550774357.9032226
98.132,264.312,831,22.696,1550774359.1915822
98.204,264.49,831,22.699,1550774360.5036445
98.192,264.444,831,22.702,1550774361.8095345
98.33,264.802,831,22.705,1550774363.0984166
98.03,263.981,831,22.708,1550774364.3913386
98.445,265.083,831,22.71,1550774365.684862
98.401,264.951,831,22.713,1550774366.973336
98.391,264.911,831,22.716,1550774368.2733393
98.374,264.852,831,22.718,1550774369.5632913
98.395,264.896,831,22.721,1550774370.8554742
98.23,264.437,831,22.724,1550774372.1488078
98.259,264.499,831,22.727,1550774373.452381
97.993,263.769,831,22.729,1550774374.755595
98.098,264.038,831,22.732,1550774376.0495281
98.137,264.13,831,22.735,1550774377.3427498
97.976,263.684,831,22.737,1550774378.6357663
98.005,263.748,831,22.74,1550774379.9416943
98.005,263.737,831,22.743,1550774381.2468293
98.194,264.231,831,22.745,1550774382.5358102
98.14,264.073,831,22.748,1550774383.8279097
98.257,264.374,831,22.751,1550774385.1208835
98.204,264.218,831,22.753,1550774386.436724
97.851,263.255,831,22.756,1550774387.738363
98.265,264.355,831,22.758,1550774389.0279348
98.393,264.686,831,22.761,1550774390.3159196
98.104,263.898,831,22.763,1550774391.6185536
98.407,264.699,831,22.766,1550774392.9245858
98.166,264.038,831,22.769,1550774394.2159038
98.122,263.906,831,22.771,1550774395.5061245
98.14,263.943,831,22.774,1550774396.799137
98.216,264.134,831,22.776,1550774398.0921893
98.315,264.385,831,22.779,1550774399.3851287
98.109,263.82,831,22.782,1550774400.6903267
98.198,264.047,831,22.784,1550774401.9924047
98.297,264.301,831,22.787,1550774403.3146122
98.129,263.835,831,22.789,1550774404.667059
98.105,263.757,831,22.792,1550774405.986531
97.951,263.329,831,22.795,1550774407.2850049
98.19,263.958,831,22.797,1550774408.5784016
98.152,263.841,831,22.8,1550774409.885828
98.378,264.435,831,22.803,1550774411.1774583
98.243,264.06,831,22.805,1550774412.471642
98.319,264.253,831,22.808,1550774413.7655697
98.315,264.228,831,22.81,1550774415.0575845
98.262,264.071,831,22.813,1550774416.3446152
98.157,263.779,831,22.815,1550774417.6357555
98.209,263.904,831,22.818,1550774418.9344177
98.187,263.831,831,22.821,1550774420.2298477
98.095,263.573,831,22.823,1550774421.5222666
98.263,264.012,831,22.826,1550774422.8108296
98.263,263.996,831,22.828,1550774424.0981417
98.159,263.704,831,22.831,1550774425.402481
98.309,264.095,831,22.833,1550774426.6998646
98.108,263.542,831,22.836,1550774427.992864
98.285,264.005,831,22.839,1550774429.2799463
98.264,263.936,831,22.841,1550774430.5686977
98.272,263.945,831,22.844,1550774431.8746853
97.899,262.93,831,22.846,1550774433.1710434
98.077,263.393,831,22.849,1550774434.4640696
98.356,264.13,831,22.852,1550774435.7519
98.216,263.741,831,22.854,1550774437.0442412
98.199,263.682,831,22.857,1550774438.3464253
98.055,263.282,831,22.86,1550774439.6451962
98.007,263.139,831,22.862,1550774440.9331744
97.962,263.006,831,22.865,1550774442.2205925
98.414,264.206,831,22.868,1550774443.5154264
98.146,263.472,831,22.87,1550774444.8186328
97.913,262.833,831,22.873,1550774446.1214364
98.31,263.886,831,22.876,1550774447.4093504
98.342,263.958,831,22.878,1550774448.7003005
98.075,263.227,831,22.881,1550774449.993409
98.226,263.621,831,22.884,1550774451.2806122
98.222,263.598,831,22.886,1550774452.5748477
98.471,264.251,831,22.889,1550774453.8766203
98.153,263.385,831,22.891,1550774455.1708922
98.276,263.703,831,22.894,1550774456.4625938
98.155,263.366,831,22.897,1550774457.7513118
98.251,263.61,831,22.899,1550774459.0444014
98.291,263.703,831,22.902,1550774460.3553278
98.096,263.167,831,22.904,1550774461.6467214
98.218,263.481,831,22.907,1550774462.9959273
98.241,263.53,831,22.909,1550774464.3399816
98.219,263.46,831,22.912,1550774465.6664672
98.206,263.411,831,22.915,1550774466.9805317
98.111,263.144,831,22.917,1550774468.2729876
98.049,262.965,831,22.92,1550774469.5608425
97.954,262.696,831,22.922,1550774470.8479283
98.308,263.634,831,22.925,1550774472.1472673
98.045,262.916,831,22.927,1550774473.439316
98.09,263.023,831,22.93,1550774474.733054
98.281,263.525,831,22.932,1550774476.0262623
98.207,267.729,831,22.067,1550775721.5169551
98.218,267.754,831,22.068,1550775722.9645162
98.217,267.744,831,22.069,1550775724.3035588
98.132,267.508,831,22.07,1550775725.6277306
98.39,268.202,831,22.072,1550775726.9338005
98.147,267.534,831,22.073,1550775728.2219095
98.284,267.897,831,22.075,1550775729.5140078
98.227,267.735,831,22.077,1550775730.8169441
98.39,268.171,831,22.078,1550775732.1079903
98.166,267.549,831,22.08,1550775733.4010417
98.231,267.718,831,22.082,1550775734.689105
98.149,267.483,831,22.084,1550775735.9769568
98.231,267.697,831,22.086,1550775737.2700596
98.299,267.868,831,22.089,1550775738.564964
98.245,267.71,831,22.091,1550775739.8572404
97.993,267.011,831,22.093,1550775741.1492662
98.297,267.829,831,22.095,1550775742.4382339
98.323,267.886,831,22.098,1550775743.7268703
98.088,267.232,831,22.101,1550775745.0184724
98.287,267.76,831,22.103,1550775746.3103704
98.331,267.863,831,22.106,1550775747.6014833
98.066,267.128,831,22.109,1550775748.8944495
98.156,267.356,831,22.112,1550775750.1882133
98.403,268.012,831,22.115,1550775751.4778569
98.206,267.461,831,22.118,1550775752.7685935
98.307,267.721,831,22.122,1550775754.0606215
98.321,267.742,831,22.125,1550775755.3487527
98.135,267.217,831,22.128,1550775756.649329
98.274,267.578,831,22.132,1550775757.936734
98.027,266.888,831,22.135,1550775759.2247117
98.266,267.521,831,22.139,1550775760.5156922
98.208,267.345,831,22.142,1550775761.8078625
98.261,267.471,831,22.146,1550775763.0948102
98.117,267.059,831,22.149,1550775764.382105
98.109,267.018,831,22.153,1550775765.674984
98.284,267.476,831,22.157,1550775766.9668508
98.207,267.247,831,22.161,1550775768.253845
98.08,266.881,831,22.165,1550775769.5521605
98.25,267.324,831,22.168,1550775770.8459089
98.143,267.014,831,22.172,1550775772.1419475
98.23,267.23,831,22.176,1550775773.437039
98.075,266.788,831,22.18,1550775774.727519
98.264,267.279,831,22.184,1550775776.027481
98.012,266.575,831,22.188,1550775777.318265
98.085,266.752,831,22.192,1550775778.615194
98.031,266.585,831,22.196,1550775779.904315
98.168,266.937,831,22.2,1550775781.193351
98.141,266.842,831,22.204,1550775782.5557084
98.153,266.852,831,22.209,1550775783.905119
98.138,266.79,831,22.213,1550775785.220388
98.092,266.645,831,22.217,1550775786.534463
98.078,266.583,831,22.221,1550775787.8404691
98.246,267.019,831,22.225,1550775789.1415358
98.05,266.463,831,22.23,1550775790.4346209
98.091,266.553,831,22.234,1550775791.723773
98.049,266.416,831,22.238,1550775793.0206227
98.195,266.794,831,22.242,1550775794.3128169
97.995,266.229,831,22.247,1550775795.6196482
98.223,266.826,831,22.251,1550775796.924766
98.128,266.544,831,22.255,1550775798.2178931
98.056,266.327,831,22.26,1550775799.5066893
98.19,266.667,831,22.264,1550775800.8109062
97.902,265.865,831,22.268,1550775802.1181073
97.912,265.869,831,22.273,1550775803.4099336
98.249,266.761,831,22.277,1550775804.7028577
98.099,266.332,831,22.282,1550775806.002131
98.118,266.36,831,22.286,1550775807.2973998
98.179,266.504,831,22.291,1550775808.6007562
98.338,266.912,831,22.295,1550775809.9000154
98.223,266.576,831,22.299,1550775811.1872854
97.987,265.914,831,22.304,1550775812.4742548
97.964,265.827,831,22.309,1550775813.7664897
97.961,265.797,831,22.313,1550775815.070606
98.011,265.91,831,22.317,1550775816.3624256
98.218,266.448,831,22.322,1550775817.6541672
97.915,265.602,831,22.326,1550775818.94217
98.177,266.29,831,22.331,1550775820.2341766
97.954,265.662,831,22.336,1550775821.529236
98.115,266.078,831,22.34,1550775822.8204896
98.064,265.917,831,22.344,1550775824.1115973
98.314,266.572,831,22.349,1550775825.403514
98.016,265.741,831,22.353,1550775826.690357
97.936,265.5,831,22.358,1550775827.9941642
98.226,266.264,831,22.362,1550775829.2824233
98.032,265.713,831,22.367,1550775830.5704675
98.139,265.981,831,22.372,1550775831.861677
98.109,265.874,831,22.376,1550775833.1638403
98.358,266.524,831,22.381,1550775834.4679372
97.973,265.456,831,22.386,1550775835.769011
98.089,265.746,831,22.391,1550775837.0609474
98.199,266.019,831,22.396,1550775838.3499775
98.147,265.855,831,22.4,1550775839.6428697
97.988,265.397,831,22.405,1550775840.9475594
98.247,266.073,831,22.411,1550775842.259639
98.092,265.627,831,22.416,1550775843.6037223
98.181,265.843,831,22.421,1550775844.9128473
98.126,265.667,831,22.426,1550775846.248595
98.179,265.782,831,22.431,1550775847.5642302
98.363,266.254,831,22.437,1550775848.8521342
98.081,265.466,831,22.442,1550775850.1455102
98.065,265.395,831,22.447,1550775851.4371185
97.923,264.983,831,22.452,1550775852.7251492
98.175,265.639,831,22.458,1550775854.0244184
98.236,265.777,831,22.463,1550775855.3152936
98.075,265.314,831,22.468,1550775856.6061869
98.076,265.288,831,22.474,1550775857.8982027
98.065,265.229,831,22.479,1550775859.1863275
98.186,265.527,831,22.485,1550775860.473251
98.02,265.053,831,22.49,1550775861.765274
98.253,265.654,831,22.496,1550775863.0574167
98.167,265.393,831,22.501,1550775864.345348
97.936,264.739,831,22.507,1550775865.6373947
98.093,265.137,831,22.513,1550775866.929403
