p,rh,t,ts
101.393,46.67,33.659,1550792879.7698843
101.39,46.7,33.653,1550792882.2368343
101.392,46.67,33.649,1550792884.704517
101.391,46.63,33.649,1550792887.1718261
101.393,46.63,33.644,1550792889.6377137
101.393,46.6,33.645,1550792892.1048367
101.391,46.57,33.642,1550792894.57242
101.392,46.59,33.642,1550792897.039533
101.395,46.7,33.642,1550792899.506653
101.392,46.77,33.65,1550792901.9739208
101.393,46.78,33.651,1550792904.441035
101.391,46.73,33.646,1550792906.9079216
101.395,46.69,33.645,1550792909.375104
101.393,46.65,33.638,1550792911.842031
101.392,46.63,33.636,1550792914.3090324
101.393,46.64,33.638,1550792916.7762105
101.391,46.6,33.637,1550792919.243343
101.391,46.59,33.647,1550792921.7102218
101.39,46.57,33.648,1550792924.1773455
101.392,46.52,33.656,1550792926.6445942
101.389,46.57,33.657,1550792929.112545
101.391,46.62,33.657,1550792931.571846
101.388,46.56,33.663,1550792934.0390701
101.386,46.54,33.663,1550792936.5072675
101.39,46.61,33.67,1550792938.9757776
101.393,46.71,33.668,1550792941.4453204
101.39,46.71,33.664,1550792943.914378
101.388,46.72,33.665,1550792946.3818076
101.389,46.74,33.665,1550792948.8488877
101.389,46.72,33.662,1550792951.3160012
101.389,46.67,33.666,1550792953.782515
101.391,46.63,33.665,1550792956.2510571
101.389,46.6,33.667,1550792958.720139
101.39,46.55,33.668,1550792961.188875
101.392,46.52,33.668,1550792963.6522987
101.391,46.57,33.67,1550792966.1196508
101.388,46.62,33.663,1550792968.5957136
101.389,46.64,33.674,1550792971.063655
101.39,46.6,33.673,1550792973.5328968
101.392,46.59,33.687,1550792975.9923825
101.392,46.65,33.693,1550792978.4608505
101.391,46.6,33.7,1550792980.9280107
101.392,46.54,33.705,1550792983.3968577
101.393,46.48,33.707,1550792985.864085
101.389,46.42,33.703,1550792988.3221695
101.391,46.42,33.707,1550792990.7820673
101.392,46.41,33.706,1550792993.2490554
101.391,46.37,33.706,1550792995.716111
101.39,46.32,33.707,1550792998.1860907
101.392,46.25,33.713,1550793000.653979
101.39,46.22,33.706,1550793003.121501
101.392,46.21,33.706,1550793005.5886734
101.391,46.22,33.709,1550793008.0558271
101.391,46.19,33.7,1550793010.5237246
101.392,46.19,33.7,1550793012.9931655
101.39,46.2,33.701,1550793015.4609792
101.391,46.19,33.696,1550793017.922404
101.39,46.19,33.692,1550793020.3892655
101.389,46.21,33.679,1550793022.8601649
101.393,46.23,33.675,1550793025.3273792
101.392,46.23,33.666,1550793027.7920492
101.389,46.2,33.656,1550793030.259489
101.389,46.19,33.651,1550793032.7269027
101.389,46.2,33.645,1550793035.1941595
101.391,46.22,33.637,1550793037.6639569
101.39,46.23,33.631,1550793040.1261475
101.392,46.22,33.626,1550793042.5924
101.391,46.21,33.619,1550793045.060574
101.39,46.2,33.607,1550793047.5226302
101.389,46.17,33.605,1550793049.9930162
101.388,46.13,33.597,1550793052.460061
101.388,46.12,33.592,1550793054.927008
101.39,46.16,33.593,1550793057.3919199
101.391,46.23,33.587,1550793059.859664
101.392,46.28,33.583,1550793062.3267407
101.389,46.29,33.58,1550793064.7938242
101.387,46.27,33.575,1550793067.2523196
101.391,46.27,33.581,1550793069.712351
101.388,46.27,33.576,1550793072.180187
101.388,46.28,33.572,1550793074.6476269
101.392,46.35,33.575,1550793077.1148982
101.39,46.46,33.582,1550793079.5829043
101.386,46.45,33.578,1550793082.050569
101.388,46.42,33.579,1550793084.5189612
101.387,46.43,33.579,1550793086.9863746
101.391,46.62,33.587,1550793089.452476
101.388,46.74,33.591,1550793091.9251409
101.389,46.8,33.593,1550793094.392506
101.389,46.78,33.601,1550793096.8599217
101.388,46.78,33.605,1550793099.3273983
101.388,46.99,33.612,1550793101.7918746
101.387,47.15,33.619,1550793104.2521036
101.39,47.17,33.626,1550793106.7196345
101.389,47.13,33.633,1550793109.182
101.391,47.09,33.64,1550793111.6490448
101.39,47.05,33.646,1550793114.1163685
101.385,47.02,33.651,1550793116.583901
101.389,47.01,33.663,1550793119.051175
101.388,47.09,33.674,1550793121.5206587
101.387,47.22,33.68,1550793123.9823928
101.39,47.33,33.695,1550793126.4497702
101.389,47.59,33.7,1550793128.9221761
101.388,47.77,33.708,1550793131.3899376
101.388,47.74,33.713,1550793133.8573713
101.389,47.66,33.718,1550793136.3287435
101.391,47.88,33.727,1550793138.7968378
101.387,47.83,33.729,1550793141.2643514
101.387,47.77,33.739,1550793143.7320793
101.386,47.75,33.745,1550793146.2001736
101.39,47.77,33.753,1550793148.662185
101.389,47.73,33.757,1550793151.1220896
101.386,47.66,33.759,1550793153.589325
101.386,47.56,33.77,1550793156.056329
101.385,47.43,33.777,1550793158.5238454
101.387,47.35,33.781,1550793160.9913528
101.388,47.42,33.788,1550793163.4522502
101.387,47.65,33.796,1550793165.9121196
101.387,48.06,33.799,1550793168.3802497
101.386,48.11,33.801,1550793170.8473532
101.387,48.09,33.807,1550793173.3146827
101.384,48.16,33.815,1550793175.782733
101.386,48.21,33.819,1550793178.2441034
101.386,48.2,33.822,1550793180.7111003
101.387,48.34,33.828,1550793183.1761205
101.386,48.48,33.836,1550793185.6437478
101.384,48.45,33.842,1550793188.1117342
101.387,48.37,33.845,1550793190.581612
101.387,48.34,33.853,1550793193.0490882
101.387,48.31,33.859,1550793195.5118513
101.385,48.25,33.867,1550793197.978902
101.384,48.17,33.87,1550793200.442447
101.385,48.15,33.882,1550793202.9024017
101.386,48.19,33.887,1550793205.3619986
101.384,48.22,33.892,1550793207.8292196
101.386,48.22,33.891,1550793210.2960591
101.383,48.22,33.899,1550793212.7643957
101.387,48.15,33.908,1550793215.2221353
101.386,48.05,33.914,1550793217.6896064
101.382,47.92,33.916,1550793220.1557138
101.385,47.81,33.926,1550793222.6232772
101.385,47.73,33.937,1550793225.090884
101.386,47.67,33.941,1550793227.5582626
101.385,47.63,33.946,1550793230.025448
101.388,47.59,33.948,1550793232.493074
101.384,47.8,33.951,1550793234.9607801
101.384,47.99,33.96,1550793237.4282267
101.382,47.93,33.962,1550793239.888904
101.381,47.86,33.967,1550793242.3564389
101.383,47.75,33.974,1550793244.822217
101.383,47.63,33.976,1550793247.2897048
101.382,47.58,33.981,1550793249.7579618
101.382,47.56,33.979,1550793252.2250211
101.384,47.61,33.983,1550793254.69212
101.382,47.64,33.975,1550793257.1591825
101.384,47.61,33.973,1550793259.6263435
101.385,47.54,33.968,1550793262.0939648
101.385,47.47,33.965,1550793264.5611482
101.386,47.36,33.959,1550793267.0218205
101.384,47.33,33.96,1550793269.4889107
101.384,47.31,33.954,1550793271.9558904
101.384,47.23,33.948,1550793274.4231381
101.382,47.27,33.947,1550793276.8903177
101.383,47.31,33.942,1550793279.3601015
101.385,47.2,33.93,1550793281.8302834
101.384,47.08,33.926,1550793284.3000906
101.382,47.01,33.919,1550793286.7681627
101.38,46.96,33.915,1550793289.234747
101.382,46.93,33.914,1550793291.6926596
101.384,46.93,33.905,1550793294.1628304
101.381,47.01,33.906,1550793296.630031
101.381,47.11,33.902,1550793299.097774
101.383,47.12,33.9,1550793301.5650618
101.38,47.14,33.895,1550793304.0324996
101.379,47.2,33.899,1550793306.492569
101.381,47.31,33.897,1550793308.9571579
101.38,47.38,33.891,1550793311.4259348
101.38,47.4,33.889,1550793313.8948224
101.381,47.49,33.893,1550793316.3638504
101.383,47.54,33.894,1550793318.8327034
101.382,47.6,33.9,1550793321.299747
101.378,47.89,33.898,1550793323.7664123
101.381,48.08,33.911,1550793326.2334826
101.377,48.1,33.904,1550793328.7005937
101.379,48.02,33.904,1550793331.167714
101.383,47.9,33.908,1550793333.635161
101.381,47.77,33.913,1550793336.1021311
101.378,47.67,33.902,1550793338.5689778
101.38,47.59,33.901,1550793341.0360353
101.382,47.5,33.896,1550793343.50363
101.38,47.43,33.892,1550793345.9708366
101.383,47.34,33.893,1550793348.438238
101.376,47.23,33.897,1550793350.9054496
101.378,47.16,33.901,1550793353.3727162
101.38,47.07,33.901,1550793355.8398805
101.378,47.03,33.906,1550793358.3041363
101.379,47.1,33.907,1550793360.778138
101.381,47.12,33.911,1550793363.2494078
101.38,47.12,33.916,1550793365.7123747
101.383,47.07,33.917,1550793368.1816354
101.379,47.01,33.922,1550793370.649416
101.381,46.94,33.924,1550793373.1122015
101.38,46.86,33.932,1550793375.5743861
101.38,46.73,33.929,1550793378.0412254
101.383,46.72,33.932,1550793380.5080585
101.379,46.83,33.931,1550793382.9749675
101.378,47.01,33.937,1550793385.4420657
101.381,47.17,33.938,1550793387.909313
101.381,47.29,33.937,1550793390.3764212
101.378,47.33,33.935,1550793392.8428698
101.381,47.29,33.934,1550793395.310019
101.383,47.24,33.933,1550793397.7793045
101.38,47.2,33.931,1550793400.249109
101.381,47.17,33.928,1550793402.716454
101.381,47.11,33.922,1550793405.182075
101.377,47.07,33.91,1550793407.6419582
101.379,47.06,33.913,1550793410.1030233
101.38,47.04,33.912,1550793412.5720532
101.381,47.02,33.914,1550793415.0313146
101.379,46.96,33.914,1550793417.492166
101.375,46.94,33.913,1550793419.9594598
101.379,46.88,33.918,1550793422.4266815
101.378,46.84,33.918,1550793424.894465
101.381,46.83,33.923,1550793427.352005
101.38,46.83,33.921,1550793429.8215632
101.379,46.81,33.915,1550793432.2898586
101.379,46.85,33.92,1550793434.757802
101.381,46.87,33.923,1550793437.2221055
101.378,46.78,33.921,1550793439.691001
101.376,46.74,33.922,1550793442.1578817
101.38,46.74,33.925,1550793444.622018
101.379,46.73,33.928,1550793447.081935
101.38,46.77,33.921,1550793449.549574
101.377,46.86,33.927,1550793452.0167782
101.38,46.85,33.928,1550793454.48577
101.384,46.78,33.934,1550793456.9534411
101.379,46.77,33.931,1550793459.4210951
101.38,46.82,33.942,1550793461.889193
101.38,46.89,33.939,1550793464.355758
101.382,47.09,33.942,1550793466.8252554
101.378,47.19,33.95,1550793469.2920086
101.381,47.21,33.953,1550793471.7593207
101.38,47.18,33.956,1550793474.2266319
101.38,47.17,33.962,1550793476.6938894
101.378,47.22,33.967,1550793479.1609268
101.38,47.31,33.966,1550793481.6264582
101.375,47.38,33.969,1550793484.0937672
101.38,47.33,33.976,1550793486.5520253
101.381,47.19,33.975,1550793489.0124233
101.38,47.06,33.982,1550793491.4811711
101.38,47.01,33.985,1550793493.9446297
101.38,46.99,33.988,1550793496.4116838
101.378,46.95,33.995,1550793498.8723419
101.382,46.91,34.0,1550793501.3396735
101.38,46.83,34.001,1550793503.8069096
101.381,46.77,34.005,1550793506.273905
101.379,46.73,34.007,1550793508.7407453
101.378,46.78,34.014,1550793511.2079108
101.38,46.77,34.022,1550793513.6750476
101.38,46.78,34.021,1550793516.1424413
101.379,46.77,34.027,1550793518.6095572
101.378,46.71,34.033,1550793521.0718658
101.38,46.66,34.034,1550793523.532074
101.382,46.59,34.033,1550793525.995867
101.38,46.53,34.035,1550793528.4627995
101.382,46.46,34.038,1550793530.9298215
101.38,46.4,34.043,1550793533.3968425
101.381,46.34,34.046,1550793535.8642688
101.38,46.28,34.052,1550793538.333434
101.377,46.21,34.061,1550793540.803016
101.38,46.16,34.072,1550793543.2701755
101.377,46.08,34.077,1550793545.737196
101.378,46.03,34.091,1550793548.204554
101.38,46.04,34.104,1550793550.6709585
101.376,46.07,34.113,1550793553.1374264
101.375,46.16,34.123,1550793555.6046715
101.377,46.41,34.14,1550793558.0728266
101.376,46.65,34.148,1550793560.5402102
101.375,46.66,34.158,1550793563.007347
101.374,46.63,34.174,1550793565.4746037
101.377,46.7,34.184,1550793567.9435565
101.374,46.73,34.196,1550793570.4107523
101.373,46.71,34.207,1550793572.8747125
101.376,46.72,34.22,1550793575.3420346
101.373,46.74,34.228,1550793577.809458
101.374,46.69,34.234,1550793580.2767987
101.372,46.67,34.243,1550793582.7443688
101.372,46.57,34.252,1550793585.2116158
101.373,46.44,34.261,1550793587.6795502
101.377,46.42,34.276,1550793590.1418238
101.375,46.48,34.283,1550793592.6090465
101.372,46.54,34.292,1550793595.0766704
101.374,46.61,34.304,1550793597.5440018
101.375,46.63,34.322,1550793600.0031123
101.375,46.59,34.324,1550793602.46218
101.375,46.74,34.329,1550793604.929827
101.376,46.96,34.341,1550793607.3975885
101.376,47.01,34.347,1550793609.8649907
101.372,46.93,34.353,1550793612.3286247
101.372,46.75,34.356,1550793614.8013043
101.373,46.6,34.359,1550793617.2685828
101.376,46.6,34.365,1550793619.7365124
101.373,46.67,34.37,1550793622.2025552
101.371,46.68,34.371,1550793624.6708095
101.371,46.67,34.375,1550793627.1403575
101.37,46.58,34.376,1550793629.6080933
101.372,46.58,34.381,1550793632.0759628
101.37,46.96,34.38,1550793634.5424936
101.373,47.37,34.38,1550793637.0100017
101.374,47.58,34.387,1550793639.477321
101.374,47.69,34.386,1550793641.9445055
101.374,47.82,34.387,1550793644.4119563
101.372,47.92,34.39,1550793646.8797143
101.374,47.99,34.39,1550793649.3421125
101.372,47.99,34.395,1550793651.8095345
101.375,47.82,34.396,1550793654.2773366
101.371,47.63,34.397,1550793656.7448215
101.372,47.48,34.396,1550793659.2122116
101.372,47.35,34.393,1550793661.6825695
101.374,47.25,34.403,1550793664.142277
101.376,47.19,34.409,1550793666.6108353
101.376,47.1,34.418,1550793669.0721035
101.374,46.99,34.416,1550793671.5395672
101.376,46.9,34.421,1550793674.0068755
101.375,46.83,34.425,1550793676.4766343
101.372,46.77,34.426,1550793678.9440095
101.374,46.67,34.425,1550793681.4073
101.376,46.67,34.429,1550793683.874989
101.373,46.7,34.426,1550793686.3420908
101.374,46.79,34.43,1550793688.803043
101.373,46.8,34.427,1550793691.2622972
101.376,46.77,34.427,1550793693.7220702
101.373,46.66,34.413,1550793696.1893017
101.378,46.48,34.409,1550793698.6565206
101.374,46.22,34.391,1550793701.1274238
101.374,46.02,34.38,1550793703.5978081
101.377,45.88,34.365,1550793706.0652719
101.372,45.64,34.339,1550793708.5325258
101.375,45.46,34.315,1550793710.9995167
101.372,45.28,34.301,1550793713.4623084
101.372,45.15,34.272,1550793715.929701
101.372,45.06,34.257,1550793718.396704
101.374,45.11,34.235,1550793720.8646293
101.379,45.22,34.215,1550793723.3327649
101.375,45.2,34.188,1550793725.8010316
101.374,45.15,34.164,1550793728.2686238
101.374,45.03,34.141,1550793730.736023
101.375,44.77,34.118,1550793733.2021768
101.374,44.68,34.093,1550793735.6701417
101.377,44.69,34.075,1550793738.1319795
101.379,44.74,34.047,1550793740.5992575
101.376,44.74,34.018,1550793743.0664036
101.377,44.77,33.995,1550793745.5325904
101.377,44.8,33.963,1550793748.0014358
101.378,44.75,33.94,1550793750.4688203
101.377,44.7,33.906,1550793752.9378335
101.377,44.73,33.886,1550793755.4020066
101.378,44.74,33.863,1550793757.8620944
101.376,44.76,33.842,1550793760.3298707
101.376,44.74,33.828,1550793762.7920237
101.376,44.72,33.814,1550793765.259003
101.377,44.7,33.804,1550793767.7223678
101.376,44.74,33.794,1550793770.1894407
101.377,44.77,33.792,1550793772.6578655
101.376,44.81,33.788,1550793775.1262374
101.374,44.86,33.782,1550793777.5964158
101.374,45.0,33.776,1550793780.0585368
101.376,45.2,33.771,1550793782.5262103
101.375,45.34,33.764,1550793784.99241
101.376,45.47,33.762,1550793787.4622793
101.372,45.47,33.757,1550793789.9300835
101.375,45.44,33.752,1550793792.3974001
101.375,45.43,33.75,1550793794.8644423
101.375,45.43,33.746,1550793797.331636
101.373,45.36,33.746,1550793799.7921097
101.373,45.29,33.744,1550793802.257628
101.375,45.23,33.742,1550793804.7248263
101.37,45.28,33.74,1550793807.192109
101.374,45.36,33.741,1550793809.6620195
101.375,45.44,33.739,1550793812.12959
101.374,45.44,33.735,1550793814.600039
101.374,45.45,33.734,1550793817.0678306
101.377,45.46,33.732,1550793819.53678
101.374,45.56,33.738,1550793822.003881
101.375,45.63,33.742,1550793824.4710634
101.373,45.71,33.743,1550793826.9377267
101.376,45.71,33.741,1550793829.4047318
101.375,45.64,33.739,1550793831.8732271
101.373,45.53,33.724,1550793834.343633
101.377,45.54,33.717,1550793836.8009048
101.375,45.54,33.713,1550793839.2619667
101.379,45.57,33.704,1550793841.7293296
101.373,45.7,33.684,1550793844.1972358
101.372,45.87,33.664,1550793846.6652067
101.374,45.91,33.648,1550793849.1336987
101.375,45.94,33.629,1550793851.601136
101.369,46.0,33.61,1550793854.0633748
101.372,46.13,33.583,1550793856.531055
101.371,46.24,33.555,1550793858.9993677
101.373,46.22,33.525,1550793861.4620306
101.369,46.07,33.495,1550793863.9307954
101.372,45.97,33.459,1550793866.3984299
101.373,45.95,33.433,1550793868.8660877
101.374,46.04,33.402,1550793871.3322048
101.373,46.13,33.374,1550793873.8018055
101.372,46.19,33.352,1550793876.2714636
101.372,46.24,33.32,1550793878.7422442
101.372,46.25,33.301,1550793881.2092597
101.368,46.29,33.271,1550793883.6773443
101.372,46.36,33.25,1550793886.1414206
101.373,46.42,33.231,1550793888.6109896
101.372,46.44,33.207,1550793891.0795195
101.374,46.5,33.187,1550793893.5499039
101.375,46.51,33.165,1550793896.0170262
101.375,46.53,33.141,1550793898.484256
101.374,46.61,33.12,1550793900.9498677
101.375,46.58,33.1,1550793903.4174714
101.374,46.45,33.08,1550793905.8845875
101.376,46.38,33.062,1550793908.3423102
101.378,46.38,33.04,1550793910.8022285
101.372,46.44,33.019,1550793913.2705932
101.372,46.45,33.005,1550793915.73776
101.375,46.48,32.994,1550793918.2049904
101.371,46.63,32.982,1550793920.6725667
101.374,46.82,32.966,1550793923.140647
101.371,46.93,32.95,1550793925.6077256
101.372,47.09,32.937,1550793928.074804
101.372,47.12,32.921,1550793930.542025
101.37,47.0,32.904,1550793933.0096178
101.372,46.92,32.892,1550793935.4774272
101.371,46.87,32.884,1550793937.9430454
101.37,46.86,32.873,1550793940.4102619
101.367,46.81,32.857,1550793942.8720698
101.372,46.67,32.845,1550793945.3309197
101.371,46.54,32.836,1550793947.7919834
101.372,46.46,32.817,1550793950.2595108
101.372,46.39,32.811,1550793952.726573
101.372,46.38,32.803,1550793955.1946673
101.37,46.37,32.798,1550793957.6625512
101.373,46.29,32.788,1550793960.1302638
101.372,46.27,32.779,1550793962.598981
101.371,46.2,32.763,1550793965.0678015
101.371,46.2,32.75,1550793967.5357597
101.37,46.25,32.739,1550793970.0075657
101.369,46.37,32.727,1550793972.4754565
101.369,46.49,32.717,1550793974.9434273
101.372,46.57,32.709,1550793977.411557
101.369,46.62,32.695,1550793979.8797152
101.369,46.75,32.686,1550793982.347467
101.369,46.87,32.672,1550793984.8170047
101.371,46.91,32.664,1550793987.2849596
101.37,47.03,32.655,1550793989.7530665
101.372,47.09,32.652,1550793992.2206168
101.371,47.14,32.644,1550793994.6824756
101.37,47.06,32.642,1550793997.1421483
101.371,46.95,32.631,1550793999.6104527
101.367,46.85,32.622,1550794002.0787306
101.369,46.77,32.621,1550794004.5493517
101.368,46.67,32.614,1550794007.0171454
101.37,46.59,32.603,1550794009.4849777
101.366,46.56,32.604,1550794011.953069
101.37,46.59,32.604,1550794014.420906
101.371,46.65,32.605,1550794016.8818512
101.37,46.78,32.598,1550794019.342047
101.367,46.9,32.594,1550794021.8018017
101.37,46.96,32.594,1550794024.2692149
101.366,47.02,32.59,1550794026.7324655
101.368,47.11,32.59,1550794029.1920419
101.367,47.26,32.584,1550794031.659223
101.369,47.53,32.584,1550794034.126202
101.371,47.7,32.574,1550794036.5964682
101.365,47.7,32.562,1550794039.0645745
101.366,47.7,32.555,1550794041.5323684
101.364,47.67,32.551,1550794043.9920042
101.365,47.62,32.544,1550794046.462167
101.366,47.56,32.546,1550794048.9227195
101.366,47.46,32.542,1550794051.3926773
101.368,47.36,32.541,1550794053.8599973
101.368,47.28,32.546,1550794056.3274949
101.37,47.22,32.548,1550794058.7944717
101.368,47.08,32.551,1550794061.2518365
101.368,46.89,32.546,1550794063.7233653
101.369,46.82,32.548,1550794066.1820571
101.365,46.83,32.541,1550794068.6502347
101.363,46.89,32.541,1550794071.119205
101.365,46.86,32.535,1550794073.5878325
101.365,46.79,32.53,1550794076.0566525
101.367,46.72,32.525,1550794078.5254807
101.363,46.65,32.518,1550794080.9937239
101.368,46.6,32.508,1550794083.4618149
101.365,46.55,32.502,1550794085.9293933
101.365,46.53,32.492,1550794088.3999157
101.366,46.63,32.484,1550794090.8674214
101.363,46.76,32.474,1550794093.3352127
101.366,46.84,32.467,1550794095.8023603
101.365,46.9,32.456,1550794098.2647521
101.364,46.92,32.448,1550794100.7327483
101.365,46.95,32.44,1550794103.2000706
101.366,47.09,32.432,1550794105.6716123
101.367,47.35,32.432,1550794108.1328049
101.365,47.5,32.419,1550794110.5999515
101.365,47.56,32.414,1550794113.0670242
101.365,47.63,32.407,1550794115.5345626
101.365,47.76,32.404,1550794117.992018
101.366,47.88,32.392,1550794120.4590242
101.365,47.94,32.39,1550794122.9281926
101.365,47.9,32.38,1550794125.3953655
101.363,47.9,32.379,1550794127.8626125
101.368,47.94,32.382,1550794130.3250625
101.367,47.99,32.389,1550794132.7929318
101.367,48.0,32.389,1550794135.2524908
101.363,48.05,32.391,1550794137.7203515
101.366,48.08,32.392,1550794140.188139
101.368,48.09,32.405,1550794142.6561117
101.363,48.13,32.411,1550794145.1257374
101.36,48.2,32.424,1550794147.593048
101.364,48.33,32.434,1550794150.0602894
101.361,48.54,32.447,1550794152.528059
101.366,48.75,32.462,1550794154.9920342
101.364,48.9,32.477,1550794157.459661
101.361,48.96,32.493,1550794159.9265914
101.366,49.01,32.511,1550794162.3950183
101.367,49.09,32.518,1550794164.8621898
101.364,49.16,32.537,1550794167.3295808
101.366,49.3,32.557,1550794169.79211
101.366,49.44,32.57,1550794172.2624018
101.365,49.52,32.584,1550794174.7305949
101.366,49.53,32.601,1550794177.1981778
101.369,49.48,32.621,1550794179.6632152
101.368,49.4,32.64,1550794182.1305733
101.367,49.29,32.659,1550794184.5992103
101.366,49.15,32.679,1550794187.0673044
101.366,48.97,32.703,1550794189.5357
101.369,48.75,32.719,1550794192.0057113
101.368,48.63,32.737,1550794194.473923
101.368,48.51,32.757,1550794196.9376256
101.367,48.38,32.769,1550794199.4055169
101.364,48.27,32.787,1550794201.8747663
101.367,48.19,32.803,1550794204.3422866
101.367,48.27,32.823,1550794206.803937
101.37,48.29,32.84,1550794209.2710116
101.366,48.25,32.851,1550794211.739338
101.37,48.13,32.863,1550794214.2066166
101.368,47.99,32.874,1550794216.6781657
101.367,47.93,32.878,1550794219.1443145
101.368,47.92,32.893,1550794221.6022687
101.368,47.96,32.899,1550794224.0694022
101.369,48.05,32.908,1550794226.5320668
101.367,48.17,32.908,1550794228.999225
101.368,48.25,32.917,1550794231.4619396
101.366,48.25,32.92,1550794233.9292574
101.368,48.3,32.931,1550794236.3963895
101.368,48.39,32.937,1550794238.862075
101.368,48.45,32.943,1550794241.32896
101.366,48.5,32.956,1550794243.796533
101.367,48.66,32.965,1550794246.2638419
101.367,48.73,32.973,1550794248.722427
101.368,48.81,32.978,1550794251.189959
101.368,48.91,32.99,1550794253.6590846
101.368,48.99,32.998,1550794256.1267767
101.37,49.01,33.007,1550794258.5947714
101.369,49.04,33.02,1550794261.055663
101.368,49.1,33.026,1550794263.5236626
101.371,49.1,33.043,1550794265.9913886
101.366,49.04,33.05,1550794268.4593604
101.37,48.97,33.06,1550794270.9269054
101.371,48.88,33.072,1550794273.3955562
101.365,48.8,33.081,1550794275.8634388
101.369,48.76,33.084,1550794278.331381
101.37,49.07,33.098,1550794280.792303
