AirSaturation,O2Concentration,SN,Temperature,ts
102.87,198.343,831,42.487,1550792627.5856066
102.867,198.338,831,42.487,1550792628.8787248
102.758,198.13,831,42.486,1550792630.1725461
102.666,197.955,831,42.486,1550792631.4673371
102.578,197.786,831,42.485,1550792632.7614279
103.146,198.881,831,42.485,1550792634.0696774
102.964,198.532,831,42.484,1550792635.377978
102.853,198.318,831,42.484,1550792636.6843655
102.808,198.233,831,42.484,1550792637.9744897
102.937,198.481,831,42.484,1550792639.2686007
102.702,198.025,831,42.485,1550792640.579038
103.078,198.747,831,42.486,1550792641.9836824
102.703,198.022,831,42.486,1550792643.3198936
102.79,198.185,831,42.488,1550792644.633802
102.89,198.372,831,42.49,1550792645.9503312
103.141,198.851,831,42.492,1550792647.2498312
102.842,198.267,831,42.494,1550792648.5586534
103.14,198.833,831,42.497,1550792649.8478503
102.971,198.499,831,42.5,1550792651.142953
102.733,198.03,831,42.503,1550792652.4338877
102.699,197.953,831,42.507,1550792653.7416854
103.008,198.537,831,42.51,1550792655.0519364
103.133,198.767,831,42.514,1550792656.3421512
102.885,198.277,831,42.518,1550792657.6359165
103.052,198.587,831,42.522,1550792658.9326136
102.889,198.261,831,42.526,1550792660.2231505
102.9,198.272,831,42.529,1550792661.5289953
103.037,198.528,831,42.532,1550792662.8263152
102.652,197.777,831,42.535,1550792664.1215343
102.82,198.095,831,42.537,1550792665.4307683
103.093,198.614,831,42.539,1550792666.721524
102.747,197.94,831,42.542,1550792668.0246997
102.895,198.219,831,42.544,1550792669.316588
102.936,198.292,831,42.546,1550792670.614399
102.574,197.585,831,42.548,1550792671.9043946
103.119,198.63,831,42.551,1550792673.1984591
102.791,197.989,831,42.553,1550792674.4923868
102.689,197.786,831,42.556,1550792675.7824233
103.022,198.419,831,42.558,1550792677.0764766
102.981,198.334,831,42.561,1550792678.3726213
102.635,197.66,831,42.563,1550792679.6721778
102.864,198.095,831,42.565,1550792680.9873536
102.759,197.887,831,42.567,1550792682.2780983
102.603,197.58,831,42.569,1550792683.578975
102.484,197.347,831,42.57,1550792684.8776598
103.045,198.422,831,42.572,1550792686.1719453
102.634,197.628,831,42.573,1550792687.467097
102.761,197.87,831,42.574,1550792688.761024
102.846,198.031,831,42.575,1550792690.057207
102.919,198.169,831,42.575,1550792691.347221
102.814,197.965,831,42.576,1550792692.641295
102.974,198.27,831,42.577,1550792693.936747
103.106,198.521,831,42.578,1550792695.230477
102.967,198.25,831,42.579,1550792696.5277216
102.898,198.114,831,42.58,1550792697.824312
102.879,198.073,831,42.582,1550792699.1227953
103.056,198.409,831,42.583,1550792700.4173229
103.135,198.558,831,42.584,1550792701.8029394
102.947,198.194,831,42.585,1550792703.1569803
102.762,197.833,831,42.587,1550792704.4816484
102.899,198.094,831,42.588,1550792705.7897384
102.798,197.897,831,42.589,1550792707.0914812
103.059,198.395,831,42.59,1550792708.3883462
102.643,197.592,831,42.591,1550792709.6837225
102.84,197.969,831,42.591,1550792710.9734855
102.98,198.235,831,42.592,1550792712.2716863
103.277,198.805,831,42.593,1550792713.5785728
102.869,198.019,831,42.593,1550792714.873568
103.148,198.554,831,42.594,1550792716.1696172
102.818,197.918,831,42.594,1550792717.4635503
102.865,198.009,831,42.594,1550792718.7698386
102.896,198.07,831,42.594,1550792720.0733497
103.061,198.389,831,42.593,1550792721.3726602
102.931,198.14,831,42.593,1550792722.6647077
103.006,198.286,831,42.592,1550792723.9597707
102.891,198.068,831,42.591,1550792725.25093
103.166,198.601,831,42.59,1550792726.5467749
102.736,197.775,831,42.589,1550792727.842967
102.987,198.262,831,42.588,1550792729.140873
103.084,198.453,831,42.587,1550792730.4358563
102.888,198.078,831,42.586,1550792731.7319665
103.085,198.462,831,42.584,1550792733.0314255
102.973,198.249,831,42.583,1550792734.346761
103.029,198.361,831,42.582,1550792735.6409938
102.892,198.102,831,42.58,1550792736.9363482
102.878,198.079,831,42.579,1550792738.230099
102.805,197.942,831,42.578,1550792739.5241477
103.011,198.343,831,42.577,1550792740.8150175
102.841,198.019,831,42.576,1550792742.1095033
102.982,198.292,831,42.575,1550792743.4042215
102.796,197.937,831,42.574,1550792744.6983829
103.029,198.388,831,42.573,1550792745.9923897
102.676,197.711,831,42.572,1550792747.2836459
102.712,197.78,831,42.572,1550792748.5784097
102.516,197.404,831,42.572,1550792749.87458
103.153,198.632,831,42.572,1550792751.1721878
103.01,198.355,831,42.572,1550792752.4655828
103.14,198.606,831,42.572,1550792753.7557528
103.13,198.585,831,42.572,1550792755.0496411
102.838,198.021,831,42.573,1550792756.3416758
102.956,198.246,831,42.574,1550792757.6405692
102.788,197.917,831,42.575,1550792758.9346962
103.047,198.412,831,42.577,1550792760.2246492
102.842,198.013,831,42.578,1550792761.6058009
103.016,198.343,831,42.58,1550792762.9637113
102.708,197.744,831,42.582,1550792764.2816625
102.749,197.817,831,42.583,1550792765.5924914
102.629,197.581,831,42.585,1550792766.8908675
102.779,197.865,831,42.587,1550792768.1858811
102.896,198.086,831,42.588,1550792769.480028
102.65,197.609,831,42.59,1550792770.7757561
102.668,197.638,831,42.591,1550792772.0660343
103.011,198.295,831,42.592,1550792773.3806255
103.126,198.512,831,42.594,1550792774.6790824
102.693,197.675,831,42.595,1550792775.974156
102.707,197.698,831,42.596,1550792777.2683928
102.594,197.475,831,42.598,1550792778.560357
102.961,198.177,831,42.599,1550792779.8700974
102.714,197.696,831,42.601,1550792781.1677377
103.328,198.872,831,42.603,1550792782.4626696
102.578,197.422,831,42.605,1550792783.7534237
102.62,197.496,831,42.607,1550792785.0473077
102.96,198.144,831,42.61,1550792786.3686416
102.649,197.536,831,42.613,1550792787.6658258
102.823,197.862,831,42.616,1550792788.9630535
103.053,198.295,831,42.619,1550792790.253539
102.621,197.456,831,42.622,1550792791.5513198
102.778,197.745,831,42.626,1550792792.8442085
103.023,198.206,831,42.63,1550792794.1405344
102.809,197.781,831,42.634,1550792795.4356844
102.546,197.262,831,42.638,1550792796.7297
102.745,197.632,831,42.642,1550792798.0262966
102.714,197.56,831,42.646,1550792799.3157434
102.881,197.87,831,42.65,1550792800.6117575
102.991,198.07,831,42.654,1550792801.9037702
102.802,197.692,831,42.658,1550792803.1977897
102.339,196.789,831,42.663,1550792804.4918613
102.825,197.709,831,42.668,1550792805.785908
102.811,197.668,831,42.673,1550792807.0809076
102.854,197.735,831,42.677,1550792808.3710973
103.192,198.371,831,42.682,1550792809.6613219
102.601,197.22,831,42.687,1550792810.9657502
102.996,197.963,831,42.692,1550792812.2560399
102.652,197.286,831,42.697,1550792813.5554533
102.847,197.647,831,42.702,1550792814.8602757
102.707,197.364,831,42.707,1550792816.1541417
102.951,197.82,831,42.711,1550792817.4482088
