Chlorophyll,date,Thermistor,time,ts,Turbidity
50,02/21/19,500,13:43:37,1550792627.9479406,50
50,02/21/19,500,13:43:38,1550792629.0183368,50
50,02/21/19,500,13:43:39,1550792630.0878325,50
50,02/21/19,500,13:43:40,1550792631.1622412,50
50,02/21/19,500,13:43:41,1550792632.2277527,50
50,02/21/19,500,13:43:42,1550792633.297529,50
50,02/21/19,500,13:43:43,1550792634.3676476,50
50,02/21/19,500,13:43:44,1550792635.4374974,50
50,02/21/19,500,13:43:45,1550792636.5069675,50
50,02/21/19,500,13:43:46,1550792637.5769389,50
50,02/21/19,500,13:43:47,1550792638.647,50
50,02/21/19,500,13:43:48,1550792639.7169008,50
50,02/21/19,500,13:43:50,1550792640.7867749,50
50,02/21/19,500,13:43:51,1550792641.930054,50
50,02/21/19,500,13:43:53,1550792644.0016596,50
50,02/21/19,500,13:43:54,1550792645.1137064,50
50,02/21/19,500,13:43:56,1550792647.2118862,50
50,02/21/19,500,13:43:57,1550792648.28026,50
50,02/21/19,500,13:43:58,1550792649.350236,50
50,02/21/19,500,13:43:59,1550792650.420406,50
50,02/21/19,500,13:44:00,1550792651.4896975,50
50,02/21/19,500,13:44:01,1550792652.5603347,50
50,02/21/19,500,13:44:02,1550792653.6377363,50
50,02/21/19,500,13:44:03,1550792654.698612,50
50,02/21/19,500,13:44:04,1550792655.7685325,50
50,02/21/19,500,13:44:06,1550792656.8390737,50
50,02/21/19,500,13:44:07,1550792657.9076412,50
50,02/21/19,500,13:44:08,1550792658.9776022,50
50,02/21/19,500,13:44:09,1550792660.046954,50
50,02/21/19,500,13:44:10,1550792661.1187592,50
50,02/21/19,500,13:44:11,1550792662.1871035,50
50,02/21/19,500,13:44:12,1550792663.256757,50
50,02/21/19,500,13:44:13,1550792664.326859,50
50,02/21/19,500,13:44:14,1550792665.396811,50
50,02/21/19,500,13:44:15,1550792666.4667728,50
50,02/21/19,500,13:44:16,1550792667.5367703,50
50,02/21/19,500,13:44:17,1550792668.620633,50
50,02/21/19,500,13:44:18,1550792669.6827855,50
50,02/21/19,500,13:44:19,1550792670.7527704,50
50,02/21/19,500,13:44:21,1550792671.8238373,50
50,02/21/19,500,13:44:22,1550792672.8925827,50
50,02/21/19,500,13:44:23,1550792673.9627786,50
50,02/21/19,500,13:44:24,1550792675.0325925,50
50,02/21/19,500,13:44:25,1550792676.1073325,50
50,02/21/19,500,13:44:26,1550792677.1725647,50
50,02/21/19,500,13:44:27,1550792678.2423053,50
50,02/21/19,500,13:44:28,1550792679.3122284,50
50,02/21/19,500,13:44:29,1550792680.3855665,50
50,02/21/19,500,13:44:30,1550792681.4523845,50
50,02/21/19,500,13:44:31,1550792682.5220757,50
50,02/21/19,500,13:44:32,1550792683.6030977,50
50,02/21/19,500,13:44:33,1550792684.6614926,50
50,02/21/19,500,13:44:34,1550792685.7313654,50
50,02/21/19,500,13:44:36,1550792686.8014524,50
50,02/21/19,500,13:44:37,1550792687.8712912,50
50,02/21/19,500,13:44:38,1550792688.9413302,50
50,02/21/19,500,13:44:39,1550792690.0165923,50
50,02/21/19,500,13:44:40,1550792691.08125,50
50,02/21/19,500,13:44:41,1550792692.1575217,50
50,02/21/19,500,13:44:42,1550792693.2272308,50
50,02/21/19,500,13:44:43,1550792694.2989452,50
50,02/21/19,500,13:44:44,1550792695.3677423,50
50,02/21/19,500,13:44:45,1550792696.4374304,50
50,02/21/19,500,13:44:46,1550792697.5071995,50
50,02/21/19,500,13:44:47,1550792698.5774672,50
50,02/21/19,500,13:44:48,1550792699.6494591,50
50,02/21/19,500,13:44:49,1550792700.716916,50
50,02/21/19,500,13:44:51,1550792701.8856719,50
50,02/21/19,500,13:44:53,1550792703.9342237,50
50,02/21/19,500,13:44:55,1550792706.073717,50
50,02/21/19,500,13:44:57,1550792708.2045035,50
50,02/21/19,500,13:44:58,1550792709.2744606,50
50,02/21/19,500,13:44:59,1550792710.3443937,50
50,02/21/19,500,13:45:00,1550792711.4138694,50
50,02/21/19,500,13:45:01,1550792712.483786,50
50,02/21/19,500,13:45:02,1550792713.5614717,50
50,02/21/19,500,13:45:03,1550792714.622908,50
50,02/21/19,500,13:45:04,1550792715.706703,50
50,02/21/19,500,13:45:05,1550792716.7683184,50
50,02/21/19,500,13:45:07,1550792717.8420105,50
50,02/21/19,500,13:45:08,1550792718.9082685,50
50,02/21/19,500,13:45:09,1550792719.9815004,50
50,02/21/19,500,13:45:10,1550792721.0472443,50
50,02/21/19,500,13:45:11,1550792722.1182244,50
50,02/21/19,500,13:45:12,1550792723.187424,50
