Conductivity,Density,Salinity,SN,Soundspeed,Temperature,ts
-0.017,991.15,0.019,1719,1533.258,42.759,1550792627.6030424
-0.016,991.151,0.019,1719,1533.252,42.755,1550792628.3180423
-0.016,991.15,0.019,1719,1533.255,42.757,1550792629.046865
-0.016,991.147,0.019,1719,1533.266,42.765,1550792629.7572992
-0.017,991.15,0.019,1719,1533.258,42.759,1550792630.473776
-0.016,991.153,0.019,1719,1533.244,42.75,1550792631.193594
-0.017,991.144,0.019,1719,1533.278,42.772,1550792631.9079742
-0.016,991.148,0.019,1719,1533.264,42.763,1550792632.6262913
-0.017,991.153,0.019,1719,1533.247,42.751,1550792633.3425648
-0.017,991.149,0.019,1719,1533.261,42.761,1550792634.0744057
-0.016,991.144,0.019,1719,1533.278,42.772,1550792634.7969782
-0.017,991.147,0.019,1719,1533.267,42.765,1550792635.510956
-0.016,991.146,0.019,1719,1533.269,42.767,1550792636.2249334
-0.017,991.147,0.019,1719,1533.267,42.765,1550792636.9400163
-0.017,991.142,0.019,1719,1533.286,42.778,1550792637.65511
-0.016,991.138,0.019,1719,1533.301,42.787,1550792638.3740056
-0.017,991.137,0.019,1719,1533.303,42.789,1550792639.089896
-0.016,991.14,0.019,1719,1533.292,42.782,1550792639.805339
-0.017,991.134,0.019,1719,1533.318,42.799,1550792640.5256727
-0.016,991.139,0.019,1719,1533.298,42.786,1550792641.242359
-0.016,991.134,0.019,1719,1533.318,42.799,1550792642.097443
-0.017,991.134,0.019,1719,1533.318,42.799,1550792642.8430865
-0.016,991.127,0.019,1719,1533.34,42.814,1550792643.5835185
-0.016,991.131,0.019,1719,1533.326,42.805,1550792644.3256571
-0.017,991.128,0.019,1719,1533.34,42.814,1550792645.0628264
-0.017,991.12,0.019,1719,1533.368,42.833,1550792645.8426323
-0.017,991.125,0.019,1719,1533.351,42.822,1550792646.573953
-0.017,991.117,0.019,1719,1533.38,42.84,1550792647.2905843
-0.016,991.122,0.019,1719,1533.36,42.827,1550792648.0048754
-0.017,991.122,0.019,1719,1533.36,42.827,1550792648.7199175
-0.017,991.115,0.019,1719,1533.388,42.846,1550792649.4339528
-0.016,991.119,0.019,1719,1533.371,42.835,1550792650.1482236
-0.016,991.113,0.019,1719,1533.394,42.85,1550792650.857987
-0.017,991.114,0.019,1719,1533.391,42.848,1550792651.5732286
-0.017,991.11,0.019,1719,1533.405,42.858,1550792652.2991538
-0.016,991.11,0.019,1719,1533.405,42.858,1550792653.0099306
-0.017,991.116,0.019,1719,1533.382,42.842,1550792653.7398043
-0.017,991.116,0.019,1719,1533.382,42.842,1550792654.4703646
-0.017,991.115,0.019,1719,1533.385,42.844,1550792655.1849
-0.017,991.12,0.019,1719,1533.368,42.833,1550792655.8990326
-0.017,991.119,0.019,1719,1533.371,42.835,1550792656.608869
-0.017,991.121,0.019,1719,1533.365,42.831,1550792657.3226588
-0.017,991.12,0.019,1719,1533.368,42.833,1550792658.0408795
-0.016,991.124,0.019,1719,1533.354,42.823,1550792658.7588325
-0.016,991.122,0.019,1719,1533.36,42.827,1550792659.47861
-0.017,991.118,0.019,1719,1533.377,42.839,1550792660.1927655
-0.017,991.118,0.019,1719,1533.377,42.839,1550792660.907849
-0.016,991.124,0.019,1719,1533.351,42.822,1550792661.624821
-0.017,991.124,0.019,1719,1533.354,42.823,1550792662.343307
-0.016,991.125,0.019,1719,1533.348,42.82,1550792663.0598736
-0.017,991.122,0.019,1719,1533.36,42.827,1550792663.7795033
-0.016,991.123,0.019,1719,1533.357,42.825,1550792664.4951353
-0.016,991.121,0.019,1719,1533.365,42.831,1550792665.2100704
-0.017,991.12,0.019,1719,1533.368,42.833,1550792665.9218714
-0.016,991.113,0.019,1719,1533.394,42.85,1550792666.6360362
-0.016,991.119,0.019,1719,1533.371,42.835,1550792667.354947
-0.017,991.113,0.019,1719,1533.394,42.85,1550792668.0724661
-0.016,991.117,0.019,1719,1533.379,42.84,1550792668.7917926
-0.017,991.116,0.019,1719,1533.382,42.842,1550792669.5068223
-0.016,991.118,0.019,1719,1533.377,42.839,1550792670.2221622
-0.017,991.11,0.019,1719,1533.405,42.858,1550792670.9382493
-0.016,991.112,0.019,1719,1533.396,42.852,1550792671.652869
-0.017,991.115,0.019,1719,1533.385,42.844,1550792672.376977
-0.017,991.116,0.019,1719,1533.382,42.842,1550792673.0938244
-0.016,991.111,0.019,1719,1533.399,42.854,1550792673.8159394
-0.017,991.111,0.019,1719,1533.402,42.856,1550792674.5314631
-0.016,991.111,0.019,1719,1533.399,42.854,1550792675.2453005
-0.016,991.114,0.019,1719,1533.391,42.848,1550792675.954858
-0.017,991.11,0.019,1719,1533.405,42.858,1550792676.6698446
-0.017,991.111,0.019,1719,1533.402,42.856,1550792677.3893378
-0.016,991.114,0.019,1719,1533.391,42.848,1550792678.1036441
-0.017,991.112,0.019,1719,1533.399,42.854,1550792678.8179893
-0.016,991.107,0.019,1719,1533.416,42.865,1550792679.5315235
-0.017,991.118,0.019,1719,1533.374,42.837,1550792680.2449956
-0.016,991.116,0.019,1719,1533.382,42.842,1550792680.9589713
-0.017,991.111,0.019,1719,1533.402,42.856,1550792681.6823375
-0.017,991.112,0.019,1719,1533.397,42.852,1550792682.3936257
-0.016,991.114,0.019,1719,1533.391,42.848,1550792683.1068184
-0.017,991.116,0.019,1719,1533.382,42.842,1550792683.8218312
-0.017,991.116,0.019,1719,1533.382,42.842,1550792684.5407681
-0.016,991.118,0.019,1719,1533.374,42.837,1550792685.2558048
-0.017,991.12,0.019,1719,1533.368,42.833,1550792685.9805443
-0.017,991.12,0.019,1719,1533.368,42.833,1550792686.6962016
-0.016,991.116,0.019,1719,1533.382,42.842,1550792687.4277585
-0.016,991.112,0.019,1719,1533.396,42.852,1550792688.1378932
-0.017,991.116,0.019,1719,1533.382,42.842,1550792688.853351
-0.017,991.115,0.019,1719,1533.388,42.846,1550792689.5685983
-0.016,991.111,0.019,1719,1533.402,42.856,1550792690.2871175
-0.017,991.108,0.019,1719,1533.411,42.861,1550792691.0027313
-0.016,991.115,0.019,1719,1533.388,42.846,1550792691.7180955
-0.017,991.113,0.019,1719,1533.394,42.85,1550792692.4322152
-0.017,991.108,0.019,1719,1533.411,42.861,1550792693.1648538
-0.016,991.111,0.019,1719,1533.402,42.856,1550792693.8895483
-0.017,991.112,0.019,1719,1533.397,42.852,1550792694.601736
-0.016,991.112,0.019,1719,1533.396,42.852,1550792695.3243213
-0.017,991.114,0.019,1719,1533.391,42.848,1550792696.0390084
-0.017,991.112,0.019,1719,1533.396,42.852,1550792696.7538118
-0.017,991.115,0.019,1719,1533.388,42.846,1550792697.4712365
-0.017,991.106,0.019,1719,1533.419,42.867,1550792698.1846929
-0.016,991.109,0.019,1719,1533.408,42.859,1550792698.9004748
