alx,b,Deg.C,depth_m,dt,g,kPa,r,w,wlx,ts
982.4,408.5,22.105,0.04529525,2019-02-21T18:19:15.834158,753.5,103.627,757.6,3038,3088.6,1550809158.79160
984.3,408.5,22.102,0.0428065,2019-02-21T18:19:17.227915,768.6,103.602,768.9,3038,3095.7,1550809160.18535
984.3,408.2,22.102,0.04051685,2019-02-21T18:19:18.627496,754.5,103.579,754.8,3039,3086.2,1550809161.58493
982.4,408,22.101,0.0422092,2019-02-21T18:19:20.023640,752.8,103.596,755.3,3041.8,3105.1,1550809162.98108
982.4,408.2,22.105,0.045793,2019-02-21T18:19:21.418158,751.5,103.632,755.8,3045.3,3095.7,1550809164.37559
980.6,408,22.102,0.0453948,2019-02-21T18:19:22.816409,753.8,103.628,757.3,3043.1,3105.1,1550809165.77385
984.3,412.5,22.103,0.04629075,2019-02-21T18:19:24.209625,767.9,103.637,768.9,3064.2,3091,1550809167.16706
982.4,408.5,22.102,0.045793,2019-02-21T18:19:25.607863,752.8,103.632,756,3045.6,3112.2,1550809168.56530
982.4,408,22.102,0.0428065,2019-02-21T18:19:27.002187,753.5,103.602,755.8,3047.6,3088.6,1550809169.95962
980.6,408,22.103,0.04031775,2019-02-21T18:19:28.396809,754.3,103.577,755.8,3048.1,3086.2,1550809171.35425
982.4,408,22.102,0.0374308,2019-02-21T18:19:29.796291,752.3,103.548,755.8,3049.4,3102.8,1550809172.75373
980.6,412.5,22.102,0.04151235,2019-02-21T18:19:31.193416,769.4,103.589,769.9,3048.6,3086.2,1550809174.15086
978.7,407.7,22.098,0.03912315,2019-02-21T18:19:32.593033,752.3,103.565,756.3,3052.9,3114.6,1550809175.55047
978.7,407.7,22.1,0.04051685,2019-02-21T18:19:33.986276,753.3,103.579,757.8,3053.4,3107.5,1550809176.94372
978.7,407.5,22.099,0.0495759,2019-02-21T18:19:35.385584,753,103.67,757.8,3055.1,3119.3,1550809178.34302
976.9,407.5,22.097,0.0455939,2019-02-21T18:19:36.786939,752.5,103.63,757.1,3056.4,3100.4,1550809179.74438
982.4,407.5,22.103,0.04131325,2019-02-21T18:19:38.180964,753.5,103.587,757.3,3057.2,3131.1,1550809181.13838
976.9,408,22.101,0.04808265,2019-02-21T18:19:39.583262,752.3,103.655,757.3,3059.4,3112.2,1550809182.54070
978.7,407.5,22.099,0.04370245,2019-02-21T18:19:40.977223,753.3,103.611,758.1,3060.9,3124.1,1550809183.93466
976.9,407.5,22.102,0.0451957,2019-02-21T18:19:42.370967,751.8,103.626,757.1,3060.7,3100.4,1550809185.32840
976.9,407.2,22.102,0.0463903,2019-02-21T18:19:43.770870,755.3,103.638,757.3,3063.2,3124.1,1550809186.72831
975.1,407.2,22.1,0.0469876,2019-02-21T18:19:45.166173,753.5,103.644,757.8,3063.4,3117,1550809188.12361
975.1,407.2,22.099,0.0509696,2019-02-21T18:19:46.560645,756,103.684,757.3,3065.5,3105.1,1550809189.51808
975.1,407.5,22.101,0.0481822,2019-02-21T18:19:47.955099,753.3,103.656,758.3,3067.2,3112.2,1550809190.91254
978.7,407.2,22.099,0.0430056,2019-02-21T18:19:49.349653,753.3,103.604,759.1,3069.5,3124.1,1550809192.30709
975.1,407.5,22.098,0.03952135,2019-02-21T18:19:50.748926,753,103.569,759.3,3070.5,3126.4,1550809193.70636
975.1,407.5,22.103,0.0424083,2019-02-21T18:19:52.143261,754.8,103.598,759.3,3070.2,3114.6,1550809195.10070
976.9,407.2,22.101,0.045793,2019-02-21T18:19:53.537547,751.5,103.632,759.8,3070.7,3112.2,1550809196.49499
975.1,407,22.102,0.04469795,2019-02-21T18:19:54.930658,753.5,103.621,759.3,3070.7,3133.5,1550809197.88810
975.1,407,22.094,0.04648985,2019-02-21T18:19:56.324552,753.8,103.639,759.8,3070,3126.4,1550809199.28199
975.1,407,22.097,0.049775,2019-02-21T18:19:57.723001,754.3,103.672,758.1,3071,3119.3,1550809200.68044
973.2,406.2,22.094,0.04927725,2019-02-21T18:19:59.116019,752.3,103.667,758.3,3072.3,3133.5,1550809202.07346
975.1,406,22.095,0.04310515,2019-02-21T18:20:00.510371,755.8,103.605,759.3,3074.8,3131.1,1550809203.46781
973.2,406.2,22.094,0.04429975,2019-02-21T18:20:01.903827,749.8,103.617,758.3,3076,3131.1,1550809204.86126
973.2,405.7,22.096,0.0436029,2019-02-21T18:20:03.297417,751,103.61,759.3,3076.8,3145.3,1550809206.25485
973.2,406,22.091,0.0447975,2019-02-21T18:20:04.699935,753,103.622,759.1,3076.8,3143,1550809207.65737
971.4,405.7,22.098,0.04290605,2019-02-21T18:20:06.094058,754.3,103.603,758.3,3079.1,3126.4,1550809209.05150
971.4,406.5,22.092,0.04788355,2019-02-21T18:20:07.488421,751.5,103.653,757.3,3081.6,3150.1,1550809210.44586
971.4,405.5,22.092,0.0447975,2019-02-21T18:20:08.881391,752.5,103.622,760.1,3080.1,3126.4,1550809211.83883
976.9,405.5,22.095,0.0440011,2019-02-21T18:20:10.275764,751.8,103.614,758.6,3082.3,3119.3,1550809213.23320
973.2,404.4,22.092,0.0408155,2019-02-21T18:20:11.675005,748.2,103.582,757.3,3083.3,3145.3,1550809214.63245
971.4,405,22.093,0.0443993,2019-02-21T18:20:13.068386,751,103.618,758.3,3083.1,3138.2,1550809216.02582
971.4,405,22.092,0.0396209,2019-02-21T18:20:14.462243,752.3,103.57,760.8,3085.8,3154.8,1550809217.41969
969.5,405,22.093,0.0443993,2019-02-21T18:20:15.861271,751.8,103.618,758.8,3086.4,3135.9,1550809218.81871
969.5,404.7,22.091,0.041811,2019-02-21T18:20:17.255657,751.8,103.592,759.8,3087.4,3159.6,1550809220.21309
969.5,404.4,22.091,0.04210965,2019-02-21T18:20:18.654776,749.8,103.595,759.1,3087.9,3159.6,1550809221.61222
969.5,404.4,22.088,0.0402182,2019-02-21T18:20:20.048793,749.5,103.576,757.8,3092.1,3135.9,1550809223.00623
967.7,403.9,22.09,0.04629075,2019-02-21T18:20:21.442371,753.8,103.637,758.1,3093.9,3147.7,1550809224.39981
969.5,403.4,22.089,0.03772945,2019-02-21T18:20:22.844425,746,103.551,758.3,3094.9,3140.6,1550809225.80186
969.5,402.4,22.091,0.04648985,2019-02-21T18:20:24.238112,750,103.639,757.8,3099.2,3143,1550809227.19555
969.5,402.7,22.088,0.04688805,2019-02-21T18:20:25.637216,746,103.643,758.6,3099.2,3159.6,1550809228.59465
967.7,402.2,22.088,0.03852585,2019-02-21T18:20:27.031239,748.2,103.559,757.8,3097.7,3159.6,1550809229.98867
967.7,401.9,22.088,0.04549435,2019-02-21T18:20:28.425418,747.7,103.629,758.1,3100.2,3145.3,1550809231.38286
965.8,401.2,22.088,0.0451957,2019-02-21T18:20:29.823657,748.2,103.626,757.1,3102.2,3161.9,1550809232.78110
969.5,400.9,22.086,0.04927725,2019-02-21T18:20:31.217737,745.7,103.667,757.3,3102.7,3171.4,1550809234.17518
965.8,400.4,22.088,0.0440011,2019-02-21T18:20:32.617176,744.7,103.614,757.3,3103.5,3147.7,1550809235.57461
967.7,401.2,22.085,0.04688805,2019-02-21T18:20:34.011703,744.5,103.643,756.8,3106,3152.4,1550809236.96914
965.8,399.9,22.082,0.0386254,2019-02-21T18:20:35.405955,742.5,103.56,756.8,3106.5,3169,1550809238.36340
969.5,399.4,22.086,0.0455939,2019-02-21T18:20:36.803861,742.2,103.63,757.6,3107.2,3161.9,1550809239.76130
967.7,399.9,22.083,0.04310515,2019-02-21T18:20:38.198467,741.7,103.605,755.8,3108.5,3157.2,1550809241.15591
965.8,398.7,22.085,0.043802,2019-02-21T18:20:39.596681,741.7,103.612,755.5,3113.3,3154.8,1550809242.55412
965.8,398.7,22.087,0.0436029,2019-02-21T18:20:40.990146,741.4,103.61,756.3,3110.5,3157.2,1550809243.94759
967.7,398.4,22.083,0.04210965,2019-02-21T18:20:42.385977,741.4,103.595,755.3,3113.3,3176.1,1550809245.34341
969.5,398.4,22.081,0.04250785,2019-02-21T18:20:43.785326,740.9,103.599,755.3,3113.5,3159.6,1550809246.74277
965.8,401.4,22.083,0.0436029,2019-02-21T18:20:45.179710,740.9,103.61,754.8,3114.3,3178.5,1550809248.13715
965.8,398.9,22.079,0.04410065,2019-02-21T18:20:46.578889,742,103.615,754.8,3115.3,3178.5,1550809249.53632
965.8,398.4,22.08,0.0459921,2019-02-21T18:20:47.973344,741.7,103.634,756,3116.6,3183.2,1550809250.93079
964,398.2,22.08,0.04489705,2019-02-21T18:20:49.366868,740.7,103.623,755.3,3119.1,3161.9,1550809252.32431
964,397.9,22.081,0.0449966,2019-02-21T18:20:50.765396,742.5,103.624,755.3,3119.8,3185.6,1550809253.72284
962.2,399.4,22.077,0.05007365,2019-02-21T18:20:52.159984,739.2,103.675,756.3,3119.3,3164.3,1550809255.11742
962.2,399.9,22.077,0.04449885,2019-02-21T18:20:53.554032,739.7,103.619,756.3,3120.1,3185.6,1550809256.51147
962.2,399.4,22.079,0.0447975,2019-02-21T18:20:54.947772,740.7,103.622,755.3,3121.3,3173.8,1550809257.90521
960.3,398.9,22.073,0.04290605,2019-02-21T18:20:56.344151,739.4,103.603,755,3122.1,3173.8,1550809259.30159
960.3,400.2,22.077,0.04111415,2019-02-21T18:20:57.746249,741.7,103.585,756.3,3123.6,3171.4,1550809260.70369
962.2,400.4,22.072,0.0410146,2019-02-21T18:20:59.140699,737.2,103.584,754,3123.9,3190.4,1550809262.09814
958.5,400.9,22.071,0.0410146,2019-02-21T18:21:00.534036,738.2,103.584,753.3,3123.6,3197.5,1550809263.49147
958.5,401.7,22.071,0.0485804,2019-02-21T18:21:01.928410,738.2,103.66,752.8,3125.4,3180.9,1550809264.88585
960.3,401.9,22.074,0.03772945,2019-02-21T18:21:03.322484,737.2,103.551,752.5,3125.4,3183.2,1550809266.27992
956.6,400.9,22.07,0.0463903,2019-02-21T18:21:04.720881,735.2,103.638,753.5,3125.6,3197.5,1550809267.67832
958.5,401.4,22.069,0.0428065,2019-02-21T18:21:06.114198,733.6,103.602,752.8,3126.6,3180.9,1550809269.07163
956.6,397.4,22.068,0.04768445,2019-02-21T18:21:07.508872,734.9,103.651,753,3128.6,3176.1,1550809270.46631
956.6,401.7,22.068,0.0414128,2019-02-21T18:21:08.902927,734.7,103.588,753.8,3128.9,3192.7,1550809271.86036
956.6,402.4,22.065,0.04449885,2019-02-21T18:21:10.296508,734.9,103.619,753.3,3127.6,3185.6,1550809273.25395
956.6,399.9,22.065,0.04310515,2019-02-21T18:21:11.695445,733.6,103.605,752.8,3128.4,3180.9,1550809274.65289
956.6,398.7,22.064,0.0455939,2019-02-21T18:21:13.088745,732.6,103.63,753.3,3129.1,3197.5,1550809276.04618
958.5,397.9,22.062,0.047784,2019-02-21T18:21:14.483689,735.2,103.652,752.3,3129.6,3176.1,1550809277.44113
956.6,400.9,22.064,0.04509615,2019-02-21T18:21:15.878369,733.1,103.625,753.8,3131.7,3188,1550809278.83581
