p,rh,t,ts
101.468,73.33,20.788,1550855759.91342
101.467,73.46,20.797,1550855762.38051
101.468,73.6,20.797,1550855764.84777
101.469,73.72,20.8,1550855767.31845
101.473,73.85,20.811,1550855769.78641
101.471,73.98,20.811,1550855772.25668
101.47,74.08,20.818,1550855774.72695
101.47,74.16,20.822,1550855777.19424
101.469,74.22,20.827,1550855779.66460
101.466,74.28,20.835,1550855782.13211
101.472,74.31,20.849,1550855784.60242
101.47,74.34,20.848,1550855787.07092
101.471,74.37,20.857,1550855789.54079
101.47,74.38,20.863,1550855792.01112
101.473,74.42,20.869,1550855794.47979
101.469,74.45,20.878,1550855796.94727
101.468,74.49,20.888,1550855799.41500
101.47,74.49,20.901,1550855801.88422
101.469,74.47,20.902,1550855804.35172
101.47,74.47,20.912,1550855806.81919
101.472,74.47,20.921,1550855809.28376
101.471,74.5,20.921,1550855811.75113
101.471,74.5,20.931,1550855814.21823
101.47,74.49,20.935,1550855816.68530
101.471,74.46,20.946,1550855819.15244
101.471,74.39,20.951,1550855821.61948
101.471,74.35,20.957,1550855824.08813
101.469,74.32,20.965,1550855826.55393
101.469,74.33,20.973,1550855829.02106
101.468,74.36,20.982,1550855831.49191
101.473,74.4,20.993,1550855833.95895
101.471,74.42,21.004,1550855836.42633
101.472,74.45,21.02,1550855838.89027
101.47,74.46,21.029,1550855841.35799
101.471,74.47,21.046,1550855843.83378
101.472,74.44,21.058,1550855846.30146
101.472,74.41,21.077,1550855848.77275
101.473,74.37,21.091,1550855851.23992
101.469,74.34,21.101,1550855853.70479
101.472,74.28,21.125,1550855856.17295
101.468,74.25,21.138,1550855858.64108
101.473,74.18,21.151,1550855861.10448
101.473,74.11,21.169,1550855863.57217
101.474,74.03,21.182,1550855866.03427
101.474,73.95,21.202,1550855868.50250
101.469,73.87,21.219,1550855870.97194
101.471,73.77,21.235,1550855873.44066
101.474,73.66,21.245,1550855875.90777
101.47,73.54,21.258,1550855878.37997
101.468,73.44,21.27,1550855880.84970
101.471,73.33,21.284,1550855883.31720
101.469,73.2,21.287,1550855885.78616
101.471,73.13,21.301,1550855888.25344
101.471,73.05,21.297,1550855890.72320
101.468,72.99,21.307,1550855893.19324
101.469,72.91,21.303,1550855895.66099
101.47,72.81,21.3,1550855898.12489
101.467,72.66,21.304,1550855900.59234
101.467,72.53,21.304,1550855903.05453
101.467,72.43,21.3,1550855905.52216
101.467,72.33,21.298,1550855907.98862
101.468,72.22,21.295,1550855910.45782
101.47,72.17,21.29,1550855912.92600
101.473,72.15,21.284,1550855915.39443
101.47,72.13,21.279,1550855917.86273
101.475,72.11,21.282,1550855920.33025
101.469,72.07,21.277,1550855922.79807
101.47,72.04,21.274,1550855925.26609
101.472,72,21.273,1550855927.73432
101.474,71.98,21.275,1550855930.20440
101.475,71.95,21.271,1550855932.67429
101.471,71.88,21.264,1550855935.14218
101.47,71.8,21.267,1550855937.61029
101.473,71.73,21.27,1550855940.08117
101.474,71.68,21.265,1550855942.55121
101.475,71.65,21.265,1550855945.01835
101.474,71.65,21.263,1550855947.48580
101.472,71.64,21.266,1550855949.95306
101.473,71.62,21.265,1550855952.41421
101.474,71.6,21.263,1550855954.88139
101.472,71.58,21.261,1550855957.34447
101.473,71.53,21.26,1550855959.81231
101.472,71.42,21.258,1550855962.27414
101.471,71.37,21.258,1550855964.74774
101.47,71.35,21.263,1550855967.21423
101.474,71.35,21.26,1550855969.67390
101.474,71.33,21.266,1550855972.14232
101.473,71.31,21.265,1550855974.60934
101.472,71.25,21.269,1550855977.07637
101.471,71.08,21.272,1550855979.54337
101.471,71.01,21.279,1550855982.00164
101.47,70.97,21.28,1550855984.46871
101.473,70.96,21.279,1550855986.93539
101.473,70.95,21.287,1550855989.39521
101.47,70.93,21.287,1550855991.86270
101.472,70.93,21.288,1550855994.32068
101.473,70.93,21.295,1550855996.78772
101.47,70.93,21.296,1550855999.25419
101.473,70.9,21.299,1550856001.72146
101.471,70.88,21.305,1550856004.18844
101.468,70.83,21.3,1550856006.65671
101.47,70.82,21.306,1550856009.11406
101.468,70.81,21.307,1550856011.58233
101.468,70.83,21.314,1550856014.04433
101.468,70.83,21.317,1550856016.51216
101.472,70.82,21.324,1550856018.97855
101.469,70.82,21.326,1550856021.44864
101.469,70.82,21.333,1550856023.91772
101.471,70.84,21.333,1550856026.38410
101.473,70.84,21.346,1550856028.85123
101.472,70.82,21.35,1550856031.31835
101.476,70.76,21.353,1550856033.78680
101.474,70.72,21.358,1550856036.25410
101.47,70.69,21.352,1550856038.72133
101.472,70.68,21.354,1550856041.18390
101.469,70.68,21.354,1550856043.65150
101.468,70.67,21.353,1550856046.11888
101.477,70.67,21.356,1550856048.58660
101.472,70.67,21.358,1550856051.05587
101.474,70.68,21.355,1550856053.52279
101.471,70.72,21.354,1550856055.98999
101.473,70.74,21.353,1550856058.45757
101.473,70.74,21.348,1550856060.92485
101.472,70.74,21.344,1550856063.38981
101.471,70.74,21.343,1550856065.85707
101.472,70.74,21.332,1550856068.32450
101.475,70.75,21.34,1550856070.79223
101.472,70.76,21.328,1550856073.25962
101.472,70.77,21.326,1550856075.72792
101.472,70.79,21.324,1550856078.19603
101.472,70.81,21.326,1550856080.66347
101.47,70.86,21.322,1550856083.12159
101.471,70.91,21.325,1550856085.58870
101.474,70.91,21.327,1550856088.05406
101.475,70.93,21.339,1550856090.52144
101.475,70.94,21.341,1550856092.98864
101.474,70.94,21.346,1550856095.45715
101.476,70.95,21.341,1550856097.92494
101.475,70.96,21.343,1550856100.39246
101.472,70.96,21.343,1550856102.85975
101.473,70.97,21.346,1550856105.32691
101.473,71,21.342,1550856107.79493
101.473,71.05,21.346,1550856110.26221
101.473,71.12,21.344,1550856112.72929
101.474,71.19,21.342,1550856115.19709
101.482,71.28,21.348,1550856117.66461
101.478,71.34,21.349,1550856120.13491
101.474,71.38,21.343,1550856122.60191
101.477,71.45,21.346,1550856125.06963
101.473,71.51,21.349,1550856127.53890
101.475,71.54,21.352,1550856130.00675
101.472,71.57,21.35,1550856132.47402
101.472,71.61,21.343,1550856134.93331
101.476,71.64,21.345,1550856137.40078
101.473,71.69,21.344,1550856139.86839
101.474,71.73,21.339,1550856142.33029
101.479,71.78,21.343,1550856144.79756
101.474,71.83,21.341,1550856147.26511
101.479,71.89,21.341,1550856149.73311
101.474,71.97,21.336,1550856152.20010
101.474,72.06,21.34,1550856154.66576
101.475,72.14,21.353,1550856157.13413
101.475,72.17,21.356,1550856159.60160
101.471,72.17,21.359,1550856162.06133
101.473,72.17,21.362,1550856164.52853
101.474,72.16,21.355,1550856166.99748
101.472,72.15,21.354,1550856169.46500
101.473,72.12,21.356,1550856171.93206
101.474,72.12,21.355,1550856174.39487
101.473,72.13,21.361,1550856176.86247
101.469,72.15,21.363,1550856179.32399
101.47,72.19,21.36,1550856181.79162
101.475,72.16,21.364,1550856184.25896
101.483,72.11,21.362,1550856186.72647
101.476,72.03,21.362,1550856189.19439
101.476,71.87,21.355,1550856191.66185
101.474,71.77,21.354,1550856194.12893
101.472,71.76,21.354,1550856196.59636
101.471,71.76,21.351,1550856199.06525
101.473,71.79,21.352,1550856201.53234
101.475,71.85,21.357,1550856203.99402
101.469,71.92,21.341,1550856206.46118
101.474,71.99,21.375,1550856208.92842
101.471,72.05,21.383,1550856211.39586
101.476,72.12,21.398,1550856213.86297
101.473,72.18,21.414,1550856216.32989
101.47,72.19,21.436,1550856218.79841
101.469,72.15,21.443,1550856221.26421
101.471,72.09,21.463,1550856223.73460
101.467,72,21.459,1550856226.20418
101.471,71.95,21.471,1550856228.66943
101.469,71.96,21.481,1550856231.13419
101.466,71.97,21.49,1550856233.60135
101.47,71.96,21.5,1550856236.06540
101.469,71.93,21.512,1550856238.53249
101.472,71.9,21.517,1550856240.99978
101.473,71.87,21.525,1550856243.46690
101.47,71.85,21.531,1550856245.93496
101.472,71.82,21.533,1550856248.40181
101.471,71.8,21.536,1550856250.87173
101.47,71.79,21.537,1550856253.33889
101.472,71.79,21.539,1550856255.80437
101.473,71.78,21.539,1550856258.27187
101.471,71.83,21.542,1550856260.73549
101.471,71.89,21.547,1550856263.20297
101.475,71.97,21.55,1550856265.67437
101.47,72.02,21.557,1550856268.14184
101.472,72.02,21.557,1550856270.61026
101.475,72.01,21.564,1550856273.07129
101.472,72.04,21.568,1550856275.54164
101.472,72.02,21.568,1550856278.00947
101.474,71.95,21.572,1550856280.48090
101.472,71.9,21.575,1550856282.95294
101.471,71.88,21.572,1550856285.41434
101.472,71.89,21.582,1550856287.88492
101.471,71.91,21.584,1550856290.35434
101.471,71.96,21.593,1550856292.82161
101.468,72.01,21.6,1550856295.28859
101.469,72.04,21.613,1550856297.75568
101.467,72.06,21.622,1550856300.22273
101.471,72.07,21.633,1550856302.69007
101.473,72.08,21.656,1550856305.15720
101.471,72.05,21.676,1550856307.62463
101.471,72.01,21.696,1550856310.09446
101.471,71.99,21.706,1550856312.56011
101.472,71.97,21.726,1550856315.02893
101.47,71.95,21.739,1550856317.49395
101.472,71.94,21.757,1550856319.96119
101.474,71.91,21.778,1550856322.42427
101.469,71.89,21.795,1550856324.89256
101.471,71.83,21.817,1550856327.35387
101.472,71.75,21.824,1550856329.82102
101.468,71.67,21.841,1550856332.28848
101.469,71.59,21.854,1550856334.75407
101.471,71.52,21.865,1550856337.22122
101.471,71.45,21.878,1550856339.68403
101.468,71.39,21.887,1550856342.14518
101.468,71.37,21.893,1550856344.61214
101.47,71.4,21.9,1550856347.07979
101.466,71.41,21.91,1550856349.54684
101.467,71.38,21.918,1550856352.01397
101.468,71.31,21.93,1550856354.47405
101.469,71.13,21.933,1550856356.93414
101.471,70.92,21.939,1550856359.40264
101.473,70.65,21.937,1550856361.87113
101.473,70.45,21.937,1550856364.34026
101.47,70.36,21.931,1550856366.80423
101.472,70.34,21.926,1550856369.27122
101.472,70.37,21.922,1550856371.73834
101.471,70.45,21.915,1550856374.19969
101.469,70.55,21.908,1550856376.66409
101.471,70.63,21.911,1550856379.13097
101.469,70.74,21.905,1550856381.59819
101.468,70.81,21.907,1550856384.06549
101.464,70.86,21.898,1550856386.53277
101.468,70.88,21.919,1550856389.00005
101.469,70.87,21.924,1550856391.46819
101.467,70.87,21.93,1550856393.94031
101.468,70.86,21.948,1550856396.40756
101.469,70.85,21.958,1550856398.87510
101.467,70.83,21.968,1550856401.34250
101.473,70.79,21.97,1550856403.81240
101.473,70.73,21.978,1550856406.28007
101.468,70.65,21.974,1550856408.74763
101.471,70.58,21.977,1550856411.21518
101.468,70.52,21.974,1550856413.68400
101.469,70.48,21.972,1550856416.15102
101.466,70.45,21.975,1550856418.61827
101.469,70.42,21.97,1550856421.08557
101.471,70.39,21.973,1550856423.55277
101.47,70.35,21.972,1550856426.02009
101.47,70.31,21.97,1550856428.48735
101.472,70.29,21.964,1550856430.95502
101.469,70.29,21.962,1550856433.42522
101.474,70.28,21.958,1550856435.88427
101.468,70.24,21.953,1550856438.35248
101.472,70.22,21.957,1550856440.82300
101.472,70.19,21.948,1550856443.29240
101.474,70.15,21.95,1550856445.75402
101.47,70.1,21.944,1550856448.22092
101.471,70.06,21.939,1550856450.68820
101.471,70.04,21.937,1550856453.15825
101.473,70.02,21.931,1550856455.62401
101.472,70.01,21.93,1550856458.09122
101.47,70.01,21.929,1550856460.55844
101.473,69.98,21.924,1550856463.02729
101.472,69.98,21.921,1550856465.49591
101.472,69.99,21.918,1550856467.95416
101.471,70.02,21.919,1550856470.42157
101.468,70.05,21.92,1550856472.88902
101.472,70.07,21.931,1550856475.35710
101.47,70.09,21.927,1550856477.82518
101.472,70.1,21.942,1550856480.29474
101.473,70.1,21.952,1550856482.76251
101.471,70.09,21.965,1550856485.23342
101.471,70.09,21.978,1550856487.70057
101.474,70.1,21.995,1550856490.16762
101.47,70.1,22.01,1550856492.63468
101.474,70.09,22.028,1550856495.10189
101.471,70.05,22.043,1550856497.56926
101.473,70,22.061,1550856500.03632
101.475,69.98,22.081,1550856502.50343
101.478,70,22.094,1550856504.97054
101.475,70.05,22.115,1550856507.43814
101.472,70.11,22.124,1550856509.90532
101.475,70.16,22.142,1550856512.37454
101.473,70.2,22.155,1550856514.83765
101.472,70.24,22.167,1550856517.30521
101.473,70.27,22.177,1550856519.77402
101.475,70.27,22.181,1550856522.24259
101.481,70.26,22.19,1550856524.71253
101.476,70.23,22.192,1550856527.18140
101.475,70.21,22.194,1550856529.64639
101.474,70.17,22.195,1550856532.11374
101.478,70.08,22.2,1550856534.58137
101.479,69.95,22.202,1550856537.04977
101.478,69.84,22.204,1550856539.51819
101.478,69.72,22.201,1550856541.98691
101.474,69.6,22.203,1550856544.45487
101.477,69.51,22.191,1550856546.92285
101.474,69.42,22.195,1550856549.38900
101.477,69.38,22.186,1550856551.85415
101.476,69.43,22.181,1550856554.32429
101.475,69.49,22.175,1550856556.79250
101.475,69.51,22.171,1550856559.26124
101.475,69.53,22.168,1550856561.72921
101.477,69.57,22.165,1550856564.19710
101.473,69.63,22.143,1550856566.66593
101.479,69.7,22.155,1550856569.13349
101.478,69.76,22.153,1550856571.60116
101.479,69.82,22.146,1550856574.06425
101.478,69.88,22.15,1550856576.52453
101.478,69.89,22.147,1550856578.98487
101.479,69.9,22.148,1550856581.45407
101.473,69.92,22.142,1550856583.91476
101.475,69.94,22.143,1550856586.38273
101.478,69.95,22.142,1550856588.84446
101.478,69.92,22.137,1550856591.31245
101.48,69.88,22.129,1550856593.78034
101.475,69.81,22.125,1550856596.24838
101.475,69.75,22.116,1550856598.70800
101.48,69.71,22.11,1550856601.17463
101.477,69.7,22.098,1550856603.63430
101.477,69.71,22.086,1550856606.10228
101.476,69.73,22.076,1550856608.56409
101.475,69.75,22.067,1550856611.02728
101.478,69.77,22.07,1550856613.49504
101.479,69.81,22.068,1550856615.96287
101.481,69.81,22.064,1550856618.42408
101.475,69.7,22.065,1550856620.89282
101.477,69.62,22.063,1550856623.36073
101.477,69.58,22.061,1550856625.82863
101.474,69.58,22.055,1550856628.29631
101.473,69.62,22.059,1550856630.75952
101.475,69.68,22.069,1550856633.22752
101.477,69.74,22.071,1550856635.69560
101.473,69.8,22.082,1550856638.16297
101.476,69.88,22.092,1550856640.63131
101.477,69.94,22.1,1550856643.09954
101.478,70,22.108,1550856645.56086
101.476,70.05,22.119,1550856648.02433
101.473,70.08,22.128,1550856650.49438
101.472,70.1,22.133,1550856652.95405
101.475,70.11,22.144,1550856655.41404
101.476,70.12,22.143,1550856657.88072
101.473,70.1,22.152,1550856660.34791
101.472,70.08,22.159,1550856662.81758
101.473,70.08,22.164,1550856665.28537
101.475,70.08,22.17,1550856667.75350
101.479,70.07,22.181,1550856670.22149
101.477,70.07,22.192,1550856672.68931
101.478,70.07,22.199,1550856675.15749
101.475,70.03,22.212,1550856677.62411
101.475,70,22.221,1550856680.08479
101.476,69.97,22.228,1550856682.55336
101.473,69.93,22.232,1550856685.01629
101.473,69.89,22.236,1550856687.47473
101.471,69.86,22.243,1550856689.94385
101.476,69.83,22.247,1550856692.41140
101.473,69.83,22.253,1550856694.87424
101.473,69.83,22.259,1550856697.34173
101.472,69.83,22.265,1550856699.80893
101.478,69.85,22.273,1550856702.27781
101.472,69.86,22.291,1550856704.74861
101.474,69.88,22.297,1550856707.21609
101.475,69.9,22.312,1550856709.68419
101.475,69.92,22.325,1550856712.15407
101.473,69.95,22.339,1550856714.62115
101.476,69.96,22.351,1550856717.08850
101.474,69.97,22.361,1550856719.55631
101.481,69.97,22.379,1550856722.02442
101.476,69.99,22.396,1550856724.49205
101.475,69.97,22.406,1550856726.96786
101.476,69.92,22.418,1550856729.43588
101.474,69.84,22.42,1550856731.90387
101.476,69.74,22.427,1550856734.37168
101.478,69.65,22.435,1550856736.84051
101.474,69.57,22.43,1550856739.30803
101.47,69.52,22.432,1550856741.77595
101.474,69.49,22.44,1550856744.24380
101.473,69.44,22.436,1550856746.70466
101.476,69.39,22.434,1550856749.17240
101.473,69.33,22.435,1550856751.64313
101.475,69.28,22.437,1550856754.11226
101.473,69.25,22.428,1550856756.57447
101.474,69.21,22.432,1550856759.04225
101.478,69.2,22.423,1550856761.50484
101.478,69.18,22.428,1550856763.97262
101.474,69.15,22.424,1550856766.44026
101.474,69.14,22.424,1550856768.90783
101.473,69.13,22.419,1550856771.37440
101.475,69.1,22.42,1550856773.83413
101.474,69.1,22.417,1550856776.30140
101.475,69.12,22.412,1550856778.76873
101.476,69.15,22.405,1550856781.23397
101.474,69.18,22.41,1550856783.69409
101.473,69.19,22.41,1550856786.15629
101.476,69.19,22.411,1550856788.61652
101.47,69.2,22.416,1550856791.08415
101.472,69.22,22.414,1550856793.55189
101.475,69.24,22.423,1550856796.02099
101.476,69.24,22.431,1550856798.49491
101.473,69.26,22.434,1550856800.96209
101.474,69.27,22.443,1550856803.42295
101.472,69.27,22.456,1550856805.89079
101.473,69.24,22.469,1550856808.36022
101.473,69.19,22.481,1550856810.82431
101.475,69.14,22.495,1550856813.29355
101.47,69.08,22.507,1550856815.76258
101.474,68.99,22.513,1550856818.23761
101.475,68.9,22.531,1550856820.70568
101.472,68.81,22.537,1550856823.17407
101.476,68.72,22.542,1550856825.64112
101.474,68.64,22.545,1550856828.10842
101.474,68.55,22.543,1550856830.57403
101.476,68.47,22.554,1550856833.04095
101.472,68.4,22.55,1550856835.50465
101.476,68.33,22.548,1550856837.96386
101.473,68.27,22.546,1550856840.43103
101.475,68.25,22.537,1550856842.89412
101.472,68.26,22.529,1550856845.36126
101.475,68.31,22.526,1550856847.82434
101.471,68.38,22.517,1550856850.29108
101.476,68.45,22.521,1550856852.75833
101.472,68.52,22.524,1550856855.22550
101.473,68.6,22.524,1550856857.69452
101.471,68.68,22.531,1550856860.16193
101.475,68.75,22.534,1550856862.62894
101.471,68.79,22.541,1550856865.09605
101.472,68.82,22.545,1550856867.56316
101.474,68.84,22.549,1550856870.03057
101.477,68.81,22.555,1550856872.49400
101.474,68.76,22.56,1550856874.96127
101.476,68.73,22.572,1550856877.42850
101.473,68.68,22.579,1550856879.89620
101.473,68.64,22.587,1550856882.36476
101.477,68.61,22.598,1550856884.82440
101.474,68.57,22.607,1550856887.29227
101.473,68.55,22.614,1550856889.76027
101.474,68.55,22.624,1550856892.22789
101.478,68.56,22.646,1550856894.69755
101.475,68.55,22.65,1550856897.16836
101.477,68.54,22.654,1550856899.63797
101.477,68.54,22.668,1550856902.10517
101.477,68.53,22.672,1550856904.57398
101.48,68.54,22.68,1550856907.04574
101.475,68.52,22.681,1550856909.50443
101.479,68.49,22.687,1550856911.97166
101.475,68.45,22.683,1550856914.43813
101.477,68.43,22.685,1550856916.90543
101.478,68.41,22.684,1550856919.37245
101.479,68.38,22.677,1550856921.83978
101.477,68.36,22.674,1550856924.30678
101.475,68.34,22.656,1550856926.77401
101.477,68.32,22.662,1550856929.24113
101.478,68.3,22.655,1550856931.70819
101.477,68.28,22.653,1550856934.17532
101.478,68.28,22.647,1550856936.64236
101.479,68.26,22.646,1550856939.10785
101.479,68.23,22.644,1550856941.57584
101.477,68.19,22.634,1550856944.04436
101.479,68.16,22.627,1550856946.51170
101.477,68.14,22.621,1550856948.97999
101.476,68.16,22.621,1550856951.44421
101.477,68.16,22.619,1550856953.91229
101.475,68.16,22.613,1550856956.37947
101.48,68.15,22.617,1550856958.83946
101.479,68.12,22.617,1550856961.30694
101.476,68.07,22.616,1550856963.77439
101.478,68,22.618,1550856966.24237
101.477,67.95,22.611,1550856968.71038
101.476,67.92,22.61,1550856971.17064
101.476,67.89,22.611,1550856973.63844
101.478,67.87,22.603,1550856976.10596
101.476,67.85,22.601,1550856978.57382
101.477,67.83,22.596,1550856981.04461
101.478,67.81,22.59,1550856983.51197
101.476,67.8,22.582,1550856985.97939
101.477,67.8,22.576,1550856988.44571
101.475,67.8,22.57,1550856990.90438
101.476,67.79,22.562,1550856993.37285
101.478,67.79,22.56,1550856995.84087
101.477,67.8,22.552,1550856998.30877
101.478,67.81,22.547,1550857000.77751
101.479,67.81,22.542,1550857003.24524
101.476,67.81,22.542,1550857005.70437
101.478,67.82,22.535,1550857008.17262
101.479,67.83,22.528,1550857010.63700
101.479,67.86,22.527,1550857013.10667
101.479,67.92,22.526,1550857015.57378
101.477,67.97,22.52,1550857018.04106
101.476,68,22.52,1550857020.50392
101.473,68.02,22.514,1550857022.97101
101.477,68.02,22.513,1550857025.43811
101.479,67.99,22.511,1550857027.90540
101.479,67.96,22.513,1550857030.37559
101.478,67.95,22.512,1550857032.83651
101.476,67.95,22.512,1550857035.30419
101.477,67.95,22.516,1550857037.77247
101.478,67.95,22.513,1550857040.23479
101.478,67.95,22.517,1550857042.70572
101.48,67.92,22.52,1550857045.16451
101.477,67.91,22.522,1550857047.63228
101.478,67.89,22.52,1550857050.10082
101.48,67.86,22.522,1550857052.56796
101.478,67.84,22.52,1550857055.03408
101.477,67.8,22.524,1550857057.50112
101.479,67.76,22.529,1550857059.96869
101.477,67.73,22.523,1550857062.43471
101.479,67.72,22.531,1550857064.89471
101.48,67.73,22.531,1550857067.36263
101.474,67.73,22.523,1550857069.83076
101.481,67.73,22.529,1550857072.29908
101.478,67.72,22.528,1550857074.77067
101.479,67.74,22.527,1550857077.23856
101.476,67.78,22.527,1550857079.70625
101.48,67.8,22.525,1550857082.17777
101.477,67.83,22.531,1550857084.64501
101.475,67.84,22.528,1550857087.11232
101.479,67.85,22.531,1550857089.57404
101.474,67.87,22.529,1550857092.04170
101.477,67.89,22.527,1550857094.50870
101.476,67.91,22.53,1550857096.96888
101.477,67.92,22.543,1550857099.43851
101.48,67.89,22.539,1550857101.90597
101.479,67.86,22.544,1550857104.37543
101.477,67.85,22.551,1550857106.84485
101.479,67.82,22.55,1550857109.30444
101.477,67.79,22.557,1550857111.77252
101.481,67.76,22.564,1550857114.23996
101.478,67.72,22.567,1550857116.70771
101.478,67.68,22.581,1550857119.17813
101.478,67.62,22.57,1550857121.64597
101.478,67.56,22.576,1550857124.10398
101.479,67.54,22.572,1550857126.57144
101.477,67.52,22.572,1550857129.03955
101.477,67.5,22.578,1550857131.50444
101.478,67.48,22.574,1550857133.97214
101.48,67.47,22.57,1550857136.43519
101.477,67.5,22.571,1550857138.90338
101.477,67.53,22.57,1550857141.37114
101.475,67.57,22.573,1550857143.84428
101.479,67.6,22.569,1550857146.31193
101.479,67.64,22.569,1550857148.77985
101.478,67.68,22.567,1550857151.24826
101.477,67.74,22.572,1550857153.71635
101.477,67.81,22.571,1550857156.18435
101.479,67.86,22.569,1550857158.64443
101.475,67.9,22.566,1550857161.11221
101.478,67.95,22.57,1550857163.57999
101.48,67.97,22.569,1550857166.04468
101.477,67.97,22.568,1550857168.51227
101.478,67.95,22.567,1550857170.97458
101.473,67.93,22.567,1550857173.43447
101.478,67.91,22.568,1550857175.90280
101.476,67.89,22.569,1550857178.37081
101.479,67.85,22.563,1550857180.83868
101.48,67.8,22.566,1550857183.30642
101.48,67.77,22.57,1550857185.77442
101.478,67.74,22.562,1550857188.23899
101.479,67.71,22.57,1550857190.70689
101.481,67.67,22.56,1550857193.17497
101.476,67.66,22.564,1550857195.64310
101.483,67.67,22.563,1550857198.10430
101.475,67.66,22.561,1550857200.56428
101.478,67.67,22.561,1550857203.03215
101.482,67.67,22.561,1550857205.50188
101.481,67.66,22.555,1550857207.97344
101.477,67.68,22.559,1550857210.44150
101.481,67.72,22.557,1550857212.91209
101.479,67.75,22.555,1550857215.37495
101.479,67.79,22.552,1550857217.84194
101.479,67.82,22.55,1550857220.30915
101.482,67.85,22.549,1550857222.77642
101.48,67.88,22.551,1550857225.24358
101.479,67.89,22.552,1550857227.70482
101.481,67.9,22.549,1550857230.17390
101.478,67.93,22.551,1550857232.64203
101.481,67.95,22.558,1550857235.11157
101.482,67.94,22.552,1550857237.57996
101.479,67.93,22.553,1550857240.04753
101.479,67.92,22.554,1550857242.51504
101.479,67.92,22.559,1550857244.98237
101.479,67.95,22.548,1550857247.44967
101.478,67.95,22.555,1550857249.91715
101.477,67.97,22.554,1550857252.38392
101.48,67.96,22.558,1550857254.85124
101.478,67.96,22.561,1550857257.31890
101.478,67.94,22.55,1550857259.78708
101.478,67.95,22.554,1550857262.25503
101.481,67.97,22.547,1550857264.71431
101.48,68,22.551,1550857267.18506
101.479,68.04,22.555,1550857269.65406
101.48,68.08,22.551,1550857272.11398
101.479,68.12,22.548,1550857274.57436
101.481,68.15,22.558,1550857277.04384
101.482,68.18,22.55,1550857279.50516
101.48,68.19,22.553,1550857281.97259
101.48,68.21,22.552,1550857284.43863
101.48,68.22,22.532,1550857286.90720
101.477,68.25,22.548,1550857289.37792
101.479,68.27,22.544,1550857291.84756
101.482,68.3,22.543,1550857294.31496
101.481,68.33,22.548,1550857296.78244
101.482,68.31,22.549,1550857299.24426
101.48,68.29,22.551,1550857301.71173
101.48,68.27,22.554,1550857304.17898
101.48,68.24,22.559,1550857306.64741
101.48,68.18,22.555,1550857309.11416
101.482,68.12,22.551,1550857311.58121
101.479,68.1,22.554,1550857314.04846
101.481,68.08,22.55,1550857316.51552
101.48,68.07,22.552,1550857318.98248
101.482,68.05,22.55,1550857321.44949
101.478,68.04,22.551,1550857323.91674
101.482,68.02,22.55,1550857326.38426
101.482,68,22.557,1550857328.85240
101.483,68.01,22.558,1550857331.31960
101.479,68,22.555,1550857333.78736
101.484,68.03,22.557,1550857336.25452
101.483,68.08,22.564,1550857338.72196
101.485,68.08,22.562,1550857341.18920
101.482,68.08,22.568,1550857343.65670
101.482,68.06,22.574,1550857346.12414
101.484,68.04,22.576,1550857348.59185
101.481,68.03,22.577,1550857351.06059
101.482,68.01,22.581,1550857353.52864
101.477,68.01,22.584,1550857355.99694
101.478,68.02,22.587,1550857358.46489
101.481,68.01,22.589,1550857360.93429
101.48,68.01,22.593,1550857363.39620
101.479,68,22.596,1550857365.85438
101.482,67.98,22.606,1550857368.32273
101.479,67.93,22.611,1550857370.78497
101.479,67.89,22.62,1550857373.25346
101.482,67.85,22.629,1550857375.72231
101.48,67.82,22.637,1550857378.19042
101.48,67.8,22.644,1550857380.65822
101.482,67.78,22.651,1550857383.12642
101.482,67.75,22.663,1550857385.59439
101.482,67.73,22.672,1550857388.05678
101.482,67.7,22.681,1550857390.52698
101.483,67.65,22.683,1550857392.99498
101.481,67.6,22.692,1550857395.46285
101.483,67.55,22.703,1550857397.93154
101.485,67.51,22.702,1550857400.39448
101.484,67.48,22.711,1550857402.86229
101.481,67.46,22.711,1550857405.33094
101.483,67.46,22.715,1550857407.79904
101.485,67.45,22.717,1550857410.26755
101.481,67.45,22.728,1550857412.73446
101.485,67.46,22.729,1550857415.20670
101.482,67.46,22.732,1550857417.67690
101.483,67.47,22.73,1550857420.14450
101.484,67.49,22.733,1550857422.61159
101.484,67.51,22.733,1550857425.08176
101.484,67.52,22.734,1550857427.54462
101.485,67.54,22.743,1550857430.01514
101.484,67.56,22.746,1550857432.48307
101.486,67.56,22.749,1550857434.95408
101.486,67.58,22.749,1550857437.41443
101.483,67.57,22.752,1550857439.88210
101.484,67.56,22.761,1550857442.34983
101.483,67.57,22.763,1550857444.81435
101.479,67.57,22.762,1550857447.28028
101.485,67.56,22.764,1550857449.74820
101.484,67.55,22.773,1550857452.21875
101.484,67.53,22.768,1550857454.68586
101.484,67.48,22.773,1550857457.15258
101.483,67.47,22.771,1550857459.61979
101.479,67.45,22.778,1550857462.08697
101.48,67.43,22.774,1550857464.55401
101.481,67.4,22.765,1550857467.02128
101.48,67.37,22.773,1550857469.48379
101.486,67.36,22.773,1550857471.95096
101.483,67.35,22.777,1550857474.41844
101.481,67.35,22.773,1550857476.88739
101.484,67.35,22.777,1550857479.34980
101.484,67.36,22.774,1550857481.81848
101.481,67.38,22.775,1550857484.28635
