alt,lat,long,ts_gps,ts
6.354,21.8846773,-159.5274987,2019-02-22T04:16:12.000Z,1550808974.26817
6.354,21.8846773,-159.5274987,2019-02-22T04:16:12.000Z,1550808975.60320
6.354,21.8846773,-159.5274987,2019-02-22T04:16:13.000Z,1550808975.71604
6.354,21.8846773,-159.5274987,2019-02-22T04:16:14.000Z,1550808976.25230
6.354,21.8846773,-159.5274987,2019-02-22T04:16:15.000Z,1550808977.25053
6.354,21.8846773,-159.5274987,2019-02-22T04:16:15.000Z,1550808978.58941
6.354,21.8846773,-159.5274987,2019-02-22T04:16:16.000Z,1550808978.70166
6.354,21.8846773,-159.5274987,2019-02-22T04:16:17.000Z,1550808979.25296
6.354,21.8846773,-159.5274987,2019-02-22T04:16:18.000Z,1550808980.26697
6.354,21.8846773,-159.5274987,2019-02-22T04:16:18.000Z,1550808981.58590
6.354,21.8846773,-159.5274987,2019-02-22T04:16:19.000Z,1550808981.69892
6.354,21.8846773,-159.5274987,2019-02-22T04:16:20.000Z,1550808982.25041
6.354,21.8846773,-159.5274987,2019-02-22T04:16:21.000Z,1550808983.24954
6.354,21.8846773,-159.5274987,2019-02-22T04:16:21.000Z,1550808984.58630
6.354,21.8846773,-159.5274987,2019-02-22T04:16:22.000Z,1550808984.69871
6.354,21.8846773,-159.5274987,2019-02-22T04:16:23.000Z,1550808985.24961
6.354,21.8846773,-159.5274987,2019-02-22T04:16:24.000Z,1550808986.25065
6.354,21.8846773,-159.5274987,2019-02-22T04:16:24.000Z,1550808987.58714
6.354,21.8846773,-159.5274987,2019-02-22T04:16:25.000Z,1550808987.69961
6.354,21.8846773,-159.5274987,2019-02-22T04:16:26.000Z,1550808988.32490
6.354,21.8846773,-159.5274987,2019-02-22T04:16:27.000Z,1550808989.24949
6.354,21.8846773,-159.5274987,2019-02-22T04:16:27.000Z,1550808990.58611
6.354,21.8846773,-159.5274987,2019-02-22T04:16:28.000Z,1550808990.69863
6.354,21.8846773,-159.5274987,2019-02-22T04:16:29.000Z,1550808991.26589
6.354,21.8846773,-159.5274987,2019-02-22T04:16:30.000Z,1550808992.25413
6.354,21.8846773,-159.5274987,2019-02-22T04:16:30.000Z,1550808993.58781
6.354,21.8846773,-159.5274987,2019-02-22T04:16:31.000Z,1550808993.70048
6.354,21.8846773,-159.5274987,2019-02-22T04:16:32.000Z,1550808994.26748
6.354,21.8846773,-159.5274987,2019-02-22T04:16:33.000Z,1550808995.24961
6.354,21.8846773,-159.5274987,2019-02-22T04:16:33.000Z,1550808996.58756
6.354,21.8846773,-159.5274987,2019-02-22T04:16:34.000Z,1550808996.70011
6.354,21.8846773,-159.5274987,2019-02-22T04:16:35.000Z,1550808997.24958
6.354,21.8846773,-159.5274987,2019-02-22T04:16:36.000Z,1550808998.24863
6.354,21.8846773,-159.5274987,2019-02-22T04:16:36.000Z,1550808999.58781
6.354,21.8846773,-159.5274987,2019-02-22T04:16:37.000Z,1550808999.69931
6.354,21.8846773,-159.5274987,2019-02-22T04:16:38.000Z,1550809000.24993
6.354,21.8846773,-159.5274987,2019-02-22T04:16:39.000Z,1550809001.24988
6.354,21.8846773,-159.5274987,2019-02-22T04:16:39.000Z,1550809002.58752
6.354,21.8846773,-159.5274987,2019-02-22T04:16:40.000Z,1550809002.69998
6.354,21.8846773,-159.5274987,2019-02-22T04:16:41.000Z,1550809003.32546
6.354,21.8846773,-159.5274987,2019-02-22T04:16:42.000Z,1550809004.24991
6.354,21.8846773,-159.5274987,2019-02-22T04:16:42.000Z,1550809005.58673
6.354,21.8846773,-159.5274987,2019-02-22T04:16:43.000Z,1550809005.69904
6.354,21.8846773,-159.5274987,2019-02-22T04:16:44.000Z,1550809006.25251
6.354,21.8846773,-159.5274987,2019-02-22T04:16:45.000Z,1550809007.25228
6.354,21.8846773,-159.5274987,2019-02-22T04:16:45.000Z,1550809008.58952
6.354,21.8846773,-159.5274987,2019-02-22T04:16:46.000Z,1550809008.70106
6.354,21.8846773,-159.5274987,2019-02-22T04:16:47.000Z,1550809009.25173
6.354,21.8846773,-159.5274987,2019-02-22T04:16:48.000Z,1550809010.25121
6.354,21.8846773,-159.5274987,2019-02-22T04:16:48.000Z,1550809011.58661
6.354,21.8846773,-159.5274987,2019-02-22T04:16:49.000Z,1550809011.69915
6.354,21.8846773,-159.5274987,2019-02-22T04:16:50.000Z,1550809012.25013
6.354,21.8846773,-159.5274987,2019-02-22T04:16:51.000Z,1550809013.24924
6.354,21.8846773,-159.5274987,2019-02-22T04:16:51.000Z,1550809014.59070
6.354,21.8846773,-159.5274987,2019-02-22T04:16:52.000Z,1550809014.70317
6.354,21.8846773,-159.5274987,2019-02-22T04:16:53.000Z,1550809015.25026
6.354,21.8846773,-159.5274987,2019-02-22T04:16:54.000Z,1550809016.24983
6.354,21.8846773,-159.5274987,2019-02-22T04:16:54.000Z,1550809017.58653
6.354,21.8846773,-159.5274987,2019-02-22T04:16:55.000Z,1550809017.69889
6.354,21.8846773,-159.5274987,2019-02-22T04:16:56.000Z,1550809018.32465
6.354,21.8846773,-159.5274987,2019-02-22T04:16:57.000Z,1550809019.25022
6.354,21.8846773,-159.5274987,2019-02-22T04:16:57.000Z,1550809020.58835
6.354,21.8846773,-159.5274987,2019-02-22T04:16:58.000Z,1550809020.70088
6.354,21.8846773,-159.5274987,2019-02-22T04:16:59.000Z,1550809021.25148
6.354,21.8846773,-159.5274987,2019-02-22T04:17:00.000Z,1550809022.25119
6.354,21.8846773,-159.5274987,2019-02-22T04:17:00.000Z,1550809023.60510
6.354,21.8846773,-159.5274987,2019-02-22T04:17:01.000Z,1550809023.71842
6.354,21.8846773,-159.5274987,2019-02-22T04:17:02.000Z,1550809024.26802
6.354,21.8846773,-159.5274987,2019-02-22T04:17:03.000Z,1550809025.26764
6.354,21.8846773,-159.5274987,2019-02-22T04:17:03.000Z,1550809026.60446
6.354,21.8846773,-159.5274987,2019-02-22T04:17:04.000Z,1550809026.71718
6.354,21.8846773,-159.5274987,2019-02-22T04:17:05.000Z,1550809027.25273
6.354,21.8846773,-159.5274987,2019-02-22T04:17:06.000Z,1550809028.25064
6.354,21.8846773,-159.5274987,2019-02-22T04:17:06.000Z,1550809029.58848
6.354,21.8846773,-159.5274987,2019-02-22T04:17:07.000Z,1550809029.70099
6.354,21.8846773,-159.5274987,2019-02-22T04:17:08.000Z,1550809030.26803
6.354,21.8846773,-159.5274987,2019-02-22T04:17:09.000Z,1550809031.25136
6.354,21.8846773,-159.5274987,2019-02-22T04:17:09.000Z,1550809032.58805
6.354,21.8846773,-159.5274987,2019-02-22T04:17:10.000Z,1550809032.70083
6.354,21.8846773,-159.5274987,2019-02-22T04:17:11.000Z,1550809033.32583
6.354,21.8846773,-159.5274987,2019-02-22T04:17:12.000Z,1550809034.25178
6.354,21.8846773,-159.5274987,2019-02-22T04:17:12.000Z,1550809035.58842
6.354,21.8846773,-159.5274987,2019-02-22T04:17:13.000Z,1550809035.70088
6.354,21.8846773,-159.5274987,2019-02-22T04:17:14.000Z,1550809036.25211
6.354,21.8846773,-159.5274987,2019-02-22T04:17:15.000Z,1550809037.25092
6.354,21.8846773,-159.5274987,2019-02-22T04:17:15.000Z,1550809038.58751
6.354,21.8846773,-159.5274987,2019-02-22T04:17:16.000Z,1550809038.69992
6.354,21.8846773,-159.5274987,2019-02-22T04:17:17.000Z,1550809039.25208
6.354,21.8846773,-159.5274987,2019-02-22T04:17:18.000Z,1550809040.25055
6.354,21.8846773,-159.5274987,2019-02-22T04:17:18.000Z,1550809041.58950
6.354,21.8846773,-159.5274987,2019-02-22T04:17:19.000Z,1550809041.70202
6.354,21.8846773,-159.5274987,2019-02-22T04:17:20.000Z,1550809042.25050
6.354,21.8846773,-159.5274987,2019-02-22T04:17:21.000Z,1550809043.25077
6.354,21.8846773,-159.5274987,2019-02-22T04:17:21.000Z,1550809044.58739
6.354,21.8846773,-159.5274987,2019-02-22T04:17:22.000Z,1550809044.70042
6.354,21.8846773,-159.5274987,2019-02-22T04:17:23.000Z,1550809045.27079
6.354,21.8846773,-159.5274987,2019-02-22T04:17:24.000Z,1550809046.25162
6.354,21.8846773,-159.5274987,2019-02-22T04:17:24.000Z,1550809047.60588
6.354,21.8846773,-159.5274987,2019-02-22T04:17:25.000Z,1550809047.71877
6.354,21.8846773,-159.5274987,2019-02-22T04:17:26.000Z,1550809048.34361
6.354,21.8846773,-159.5274987,2019-02-22T04:17:27.000Z,1550809049.25233
6.354,21.8846773,-159.5274987,2019-02-22T04:17:27.000Z,1550809050.58743
6.354,21.8846773,-159.5274987,2019-02-22T04:17:28.000Z,1550809050.69987
6.354,21.8846773,-159.5274987,2019-02-22T04:17:29.000Z,1550809051.25197
6.354,21.8846773,-159.5274987,2019-02-22T04:17:30.000Z,1550809052.25284
6.354,21.8846773,-159.5274987,2019-02-22T04:17:30.000Z,1550809053.58918
6.354,21.8846773,-159.5274987,2019-02-22T04:17:31.000Z,1550809053.70193
6.354,21.8846773,-159.5274987,2019-02-22T04:17:32.000Z,1550809054.25232
6.354,21.8846773,-159.5274987,2019-02-22T04:17:33.000Z,1550809055.25071
6.354,21.8846773,-159.5274987,2019-02-22T04:17:33.000Z,1550809056.59008
6.354,21.8846773,-159.5274987,2019-02-22T04:17:34.000Z,1550809056.69978
6.354,21.8846773,-159.5274987,2019-02-22T04:17:35.000Z,1550809057.25067
6.354,21.8846773,-159.5274987,2019-02-22T04:17:36.000Z,1550809058.25235
6.354,21.8846773,-159.5274987,2019-02-22T04:17:36.000Z,1550809059.58901
6.354,21.8846773,-159.5274987,2019-02-22T04:17:37.000Z,1550809059.70147
6.354,21.8846773,-159.5274987,2019-02-22T04:17:38.000Z,1550809060.25227
6.354,21.8846773,-159.5274987,2019-02-22T04:17:39.000Z,1550809061.25442
6.354,21.8846773,-159.5274987,2019-02-22T04:17:39.000Z,1550809062.58855
6.354,21.8846773,-159.5274987,2019-02-22T04:17:40.000Z,1550809062.70099
6.354,21.8846773,-159.5274987,2019-02-22T04:17:41.000Z,1550809063.32675
6.354,21.8846773,-159.5274987,2019-02-22T04:17:42.000Z,1550809064.25100
6.354,21.8846773,-159.5274987,2019-02-22T04:17:42.000Z,1550809065.58892
6.354,21.8846773,-159.5274987,2019-02-22T04:17:43.000Z,1550809065.70139
6.354,21.8846773,-159.5274987,2019-02-22T04:17:44.000Z,1550809066.25351
6.354,21.8846773,-159.5274987,2019-02-22T04:17:45.000Z,1550809067.25188
6.354,21.8846773,-159.5274987,2019-02-22T04:17:45.000Z,1550809068.58807
6.354,21.8846773,-159.5274987,2019-02-22T04:17:46.000Z,1550809068.69972
