alt,lat,long,ts,ts_gps
14.877,21.884724242,-159.527509928,1478194242.291395,2019-02-23T02:32:41.000Z
14.877,21.884724242,-159.527509928,1478194243.2914689,2019-02-23T02:32:42.000Z
14.877,21.884724242,-159.527509928,1478194244.6281588,2019-02-23T02:32:42.000Z
14.877,21.884724242,-159.527509928,1478194244.7405694,2019-02-23T02:32:43.000Z
14.877,21.884724242,-159.527509928,1478194245.3169205,2019-02-23T02:32:44.000Z
14.877,21.884724242,-159.527509928,1478194246.2895694,2019-02-23T02:32:45.000Z
14.877,21.884724242,-159.527509928,1478194247.6280413,2019-02-23T02:32:45.000Z
14.877,21.884724242,-159.527509928,1478194247.7404613,2019-02-23T02:32:46.000Z
14.877,21.884724242,-159.527509928,1478194248.2880867,2019-02-23T02:32:47.000Z
14.877,21.884724242,-159.527509928,1478194249.318087,2019-02-23T02:32:48.000Z
14.877,21.884724242,-159.527509928,1478194250.62872,2019-02-23T02:32:48.000Z
14.877,21.884724242,-159.527509928,1478194250.741081,2019-02-23T02:32:49.000Z
14.877,21.884724242,-159.527509928,1478194251.3174863,2019-02-23T02:32:50.000Z
14.877,21.884724242,-159.527509928,1478194252.2912812,2019-02-23T02:32:51.000Z
14.877,21.884724242,-159.527509928,1478194253.6272051,2019-02-23T02:32:51.000Z
14.877,21.884724242,-159.527509928,1478194253.7398014,2019-02-23T02:32:52.000Z
14.877,21.884724242,-159.527509928,1478194254.290498,2019-02-23T02:32:53.000Z
14.877,21.884724242,-159.527509928,1478194255.2935402,2019-02-23T02:32:54.000Z
14.877,21.884724242,-159.527509928,1478194256.6540024,2019-02-23T02:32:54.000Z
14.877,21.884724242,-159.527509928,1478194256.7665157,2019-02-23T02:32:55.000Z
14.877,21.884724242,-159.527509928,1478194257.2916124,2019-02-23T02:32:56.000Z
14.877,21.884724242,-159.527509928,1478194258.290521,2019-02-23T02:32:57.000Z
14.877,21.884724242,-159.527509928,1478194259.6284194,2019-02-23T02:32:57.000Z
14.877,21.884724242,-159.527509928,1478194259.7409253,2019-02-23T02:32:58.000Z
14.877,21.884724242,-159.527509928,1478194260.2927246,2019-02-23T02:32:59.000Z
14.877,21.884724242,-159.527509928,1478194261.2915561,2019-02-23T02:33:00.000Z
14.877,21.884724242,-159.527509928,1478194262.6271408,2019-02-23T02:33:00.000Z
14.877,21.884724242,-159.527509928,1478194262.7400582,2019-02-23T02:33:01.000Z
14.877,21.884724242,-159.527509928,1478194263.4624496,2019-02-23T02:33:02.000Z
14.877,21.884724242,-159.527509928,1478194264.3220818,2019-02-23T02:33:03.000Z
14.877,21.884724242,-159.527509928,1478194265.6301765,2019-02-23T02:33:03.000Z
14.877,21.884724242,-159.527509928,1478194265.7430563,2019-02-23T02:33:04.000Z
14.877,21.884724242,-159.527509928,1478194266.2927608,2019-02-23T02:33:05.000Z
14.877,21.884724242,-159.527509928,1478194267.2944293,2019-02-23T02:33:06.000Z
14.877,21.884724242,-159.527509928,1478194268.6575978,2019-02-23T02:33:06.000Z
14.877,21.884724242,-159.527509928,1478194268.768736,2019-02-23T02:33:07.000Z
14.877,21.884724242,-159.527509928,1478194269.2944899,2019-02-23T02:33:08.000Z
14.877,21.884724242,-159.527509928,1478194270.293519,2019-02-23T02:33:09.000Z
14.877,21.884724242,-159.527509928,1478194271.6318471,2019-02-23T02:33:09.000Z
14.877,21.884724242,-159.527509928,1478194271.7443564,2019-02-23T02:33:10.000Z
14.877,21.884724242,-159.527509928,1478194272.2943962,2019-02-23T02:33:11.000Z
14.877,21.884724242,-159.527509928,1478194273.2932734,2019-02-23T02:33:12.000Z
14.877,21.884724242,-159.527509928,1478194274.631185,2019-02-23T02:33:12.000Z
14.877,21.884724242,-159.527509928,1478194274.7436807,2019-02-23T02:33:13.000Z
14.877,21.884724242,-159.527509928,1478194275.295052,2019-02-23T02:33:14.000Z
14.877,21.884724242,-159.527509928,1478194276.3201427,2019-02-23T02:33:15.000Z
14.877,21.884724242,-159.527509928,1478194277.6286728,2019-02-23T02:33:15.000Z
14.877,21.884724242,-159.527509928,1478194277.7437496,2019-02-23T02:33:16.000Z
14.877,21.884724242,-159.527509928,1478194278.2936504,2019-02-23T02:33:17.000Z
14.877,21.884724242,-159.527509928,1478194279.294462,2019-02-23T02:33:18.000Z
14.877,21.884724242,-159.527509928,1478194280.6316283,2019-02-23T02:33:18.000Z
14.877,21.884724242,-159.527509928,1478194280.7441387,2019-02-23T02:33:19.000Z
14.877,21.884724242,-159.527509928,1478194281.294457,2019-02-23T02:33:20.000Z
14.877,21.884724242,-159.527509928,1478194282.2933452,2019-02-23T02:33:21.000Z
14.877,21.884724242,-159.527509928,1478194283.631452,2019-02-23T02:33:21.000Z
14.877,21.884724242,-159.527509928,1478194283.7442117,2019-02-23T02:33:22.000Z
14.877,21.884724242,-159.527509928,1478194284.295091,2019-02-23T02:33:23.000Z
14.877,21.884724242,-159.527509928,1478194285.2953572,2019-02-23T02:33:24.000Z
14.877,21.884724242,-159.527509928,1478194286.6321406,2019-02-23T02:33:24.000Z
14.877,21.884724242,-159.527509928,1478194286.7450235,2019-02-23T02:33:25.000Z
14.877,21.884724242,-159.527509928,1478194287.29763,2019-02-23T02:33:26.000Z
14.877,21.884724242,-159.527509928,1478194288.2949166,2019-02-23T02:33:27.000Z
14.877,21.884724242,-159.527509928,1478194289.6315026,2019-02-23T02:33:27.000Z
14.877,21.884724242,-159.527509928,1478194289.7439194,2019-02-23T02:33:28.000Z
14.877,21.884724242,-159.527509928,1478194290.3198164,2019-02-23T02:33:29.000Z
14.877,21.884724242,-159.527509928,1478194291.2941794,2019-02-23T02:33:30.000Z
14.877,21.884724242,-159.527509928,1478194292.631353,2019-02-23T02:33:30.000Z
14.877,21.884724242,-159.527509928,1478194292.7438443,2019-02-23T02:33:31.000Z
14.877,21.884724242,-159.527509928,1478194293.2940488,2019-02-23T02:33:32.000Z
14.877,21.884724242,-159.527509928,1478194294.2936218,2019-02-23T02:33:33.000Z
14.877,21.884724242,-159.527509928,1478194295.6306317,2019-02-23T02:33:33.000Z
14.877,21.884724242,-159.527509928,1478194295.743163,2019-02-23T02:33:34.000Z
14.877,21.884724242,-159.527509928,1478194296.31979,2019-02-23T02:33:35.000Z
14.877,21.884724242,-159.527509928,1478194297.2923124,2019-02-23T02:33:36.000Z
14.877,21.884724242,-159.527509928,1478194298.6293278,2019-02-23T02:33:36.000Z
14.877,21.884724242,-159.527509928,1478194298.7417877,2019-02-23T02:33:37.000Z
14.877,21.884724242,-159.527509928,1478194299.2930477,2019-02-23T02:33:38.000Z
14.877,21.884724242,-159.527509928,1478194300.3206956,2019-02-23T02:33:39.000Z
14.877,21.884724242,-159.527509928,1478194301.6561165,2019-02-23T02:33:39.000Z
14.877,21.884724242,-159.527509928,1478194301.7686675,2019-02-23T02:33:40.000Z
14.877,21.884724242,-159.527509928,1478194302.2950034,2019-02-23T02:33:41.000Z
14.877,21.884724242,-159.527509928,1478194303.295085,2019-02-23T02:33:42.000Z
14.877,21.884724242,-159.527509928,1478194304.631751,2019-02-23T02:33:42.000Z
14.877,21.884724242,-159.527509928,1478194304.744246,2019-02-23T02:33:43.000Z
14.877,21.884724242,-159.527509928,1478194305.2968466,2019-02-23T02:33:44.000Z
14.877,21.884724242,-159.527509928,1478194306.2944345,2019-02-23T02:33:45.000Z
14.877,21.884724242,-159.527509928,1478194307.659143,2019-02-23T02:33:45.000Z
14.877,21.884724242,-159.527509928,1478194307.7716367,2019-02-23T02:33:46.000Z
14.877,21.884724242,-159.527509928,1478194308.295664,2019-02-23T02:33:47.000Z
14.877,21.884724242,-159.527509928,1478194309.2940626,2019-02-23T02:33:48.000Z
14.877,21.884724242,-159.527509928,1478194310.6312492,2019-02-23T02:33:48.000Z
14.877,21.884724242,-159.527509928,1478194310.7439296,2019-02-23T02:33:49.000Z
14.877,21.884724242,-159.527509928,1478194311.3002987,2019-02-23T02:33:50.000Z
14.877,21.884724242,-159.527509928,1478194312.293919,2019-02-23T02:33:51.000Z
14.877,21.884724242,-159.527509928,1478194313.6298141,2019-02-23T02:33:51.000Z
14.877,21.884724242,-159.527509928,1478194313.742688,2019-02-23T02:33:52.000Z
14.877,21.884724242,-159.527509928,1478194314.3199477,2019-02-23T02:33:53.000Z
14.877,21.884724242,-159.527509928,1478194315.320075,2019-02-23T02:33:54.000Z
14.877,21.884724242,-159.527509928,1478194316.6319425,2019-02-23T02:33:54.000Z
14.877,21.884724242,-159.527509928,1478194316.744508,2019-02-23T02:33:55.000Z
14.877,21.884724242,-159.527509928,1478194317.2948315,2019-02-23T02:33:56.000Z
14.877,21.884724242,-159.527509928,1478194318.321015,2019-02-23T02:33:57.000Z
14.877,21.884724242,-159.527509928,1478194319.6336653,2019-02-23T02:33:57.000Z
14.877,21.884724242,-159.527509928,1478194319.7464457,2019-02-23T02:33:58.000Z
14.877,21.884724242,-159.527509928,1478194320.29613,2019-02-23T02:33:59.000Z
14.877,21.884724242,-159.527509928,1478194321.2950149,2019-02-23T02:34:00.000Z
14.877,21.884724242,-159.527509928,1478194322.632229,2019-02-23T02:34:00.000Z
14.877,21.884724242,-159.527509928,1478194322.7452004,2019-02-23T02:34:01.000Z
14.877,21.884724242,-159.527509928,1478194323.2964864,2019-02-23T02:34:02.000Z
14.877,21.884724242,-159.527509928,1478194324.2961395,2019-02-23T02:34:03.000Z
14.877,21.884724242,-159.527509928,1478194325.6328468,2019-02-23T02:34:03.000Z
14.877,21.884724242,-159.527509928,1478194325.744026,2019-02-23T02:34:04.000Z
14.877,21.884724242,-159.527509928,1478194326.3216157,2019-02-23T02:34:05.000Z
14.877,21.884724242,-159.527509928,1478194327.2972674,2019-02-23T02:34:06.000Z
14.877,21.884724242,-159.527509928,1478194328.6326632,2019-02-23T02:34:06.000Z
14.877,21.884724242,-159.527509928,1478194328.7453675,2019-02-23T02:34:07.000Z
14.877,21.884724242,-159.527509928,1478194329.2947202,2019-02-23T02:34:08.000Z
14.877,21.884724242,-159.527509928,1478194330.294861,2019-02-23T02:34:09.000Z
14.877,21.884724242,-159.527509928,1478194331.6319187,2019-02-23T02:34:09.000Z
14.877,21.884724242,-159.527509928,1478194331.74433,2019-02-23T02:34:10.000Z
14.877,21.884724242,-159.527509928,1478194332.296588,2019-02-23T02:34:11.000Z
14.877,21.884724242,-159.527509928,1478194333.294972,2019-02-23T02:34:12.000Z
14.877,21.884724242,-159.527509928,1478194334.6312916,2019-02-23T02:34:12.000Z
14.877,21.884724242,-159.527509928,1478194334.7437093,2019-02-23T02:34:13.000Z
14.877,21.884724242,-159.527509928,1478194335.2963698,2019-02-23T02:34:14.000Z
14.877,21.884724242,-159.527509928,1478194336.2964375,2019-02-23T02:34:15.000Z
14.877,21.884724242,-159.527509928,1478194337.631212,2019-02-23T02:34:15.000Z
14.877,21.884724242,-159.527509928,1478194337.743588,2019-02-23T02:34:16.000Z
14.877,21.884724242,-159.527509928,1478194338.2954986,2019-02-23T02:34:17.000Z
14.877,21.884724242,-159.527509928,1478194339.2959557,2019-02-23T02:34:18.000Z
14.877,21.884724242,-159.527509928,1478194340.6330583,2019-02-23T02:34:18.000Z
14.877,21.884724242,-159.527509928,1478194340.7457542,2019-02-23T02:34:19.000Z
14.877,21.884724242,-159.527509928,1478194341.3208785,2019-02-23T02:34:20.000Z
14.877,21.884724242,-159.527509928,1478194342.2947805,2019-02-23T02:34:21.000Z
14.877,21.884724242,-159.527509928,1478194343.6366463,2019-02-23T02:34:21.000Z
14.877,21.884724242,-159.527509928,1478194343.7490642,2019-02-23T02:34:22.000Z
14.877,21.884724242,-159.527509928,1478194344.2949445,2019-02-23T02:34:23.000Z
14.877,21.884724242,-159.527509928,1478194345.2953532,2019-02-23T02:34:24.000Z
14.877,21.884724242,-159.527509928,1478194346.6547225,2019-02-23T02:34:24.000Z
14.877,21.884724242,-159.527509928,1478194346.7675226,2019-02-23T02:34:25.000Z
14.877,21.884724242,-159.527509928,1478194347.2926166,2019-02-23T02:34:26.000Z
14.877,21.884724242,-159.527509928,1478194348.2977498,2019-02-23T02:34:27.000Z
14.877,21.884724242,-159.527509928,1478194349.6303172,2019-02-23T02:34:27.000Z
14.877,21.884724242,-159.527509928,1478194349.743388,2019-02-23T02:34:28.000Z
14.877,21.884724242,-159.527509928,1478194350.3197956,2019-02-23T02:34:29.000Z
14.877,21.884724242,-159.527509928,1478194351.3192751,2019-02-23T02:34:30.000Z
14.877,21.884724242,-159.527509928,1478194352.6318543,2019-02-23T02:34:30.000Z
14.877,21.884724242,-159.527509928,1478194352.7438722,2019-02-23T02:34:31.000Z
14.877,21.884724242,-159.527509928,1478194353.2939537,2019-02-23T02:34:32.000Z
14.877,21.884724242,-159.527509928,1478194354.2936244,2019-02-23T02:34:33.000Z
14.877,21.884724242,-159.527509928,1478194355.6308224,2019-02-23T02:34:33.000Z
14.877,21.884724242,-159.527509928,1478194355.7431931,2019-02-23T02:34:34.000Z
14.877,21.884724242,-159.527509928,1478194356.2937527,2019-02-23T02:34:35.000Z
14.877,21.884724242,-159.527509928,1478194357.2947645,2019-02-23T02:34:36.000Z
14.877,21.884724242,-159.527509928,1478194358.6569216,2019-02-23T02:34:36.000Z
14.877,21.884724242,-159.527509928,1478194358.7698255,2019-02-23T02:34:37.000Z
14.877,21.884724242,-159.527509928,1478194359.2964635,2019-02-23T02:34:38.000Z
14.877,21.884724242,-159.527509928,1478194360.2954023,2019-02-23T02:34:39.000Z
14.877,21.884724242,-159.527509928,1478194361.6313624,2019-02-23T02:34:39.000Z
14.877,21.884724242,-159.527509928,1478194361.7441437,2019-02-23T02:34:40.000Z
14.877,21.884724242,-159.527509928,1478194362.2951226,2019-02-23T02:34:41.000Z
14.877,21.884724242,-159.527509928,1478194363.29561,2019-02-23T02:34:42.000Z
14.877,21.884724242,-159.527509928,1478194364.6619496,2019-02-23T02:34:42.000Z
14.877,21.884724242,-159.527509928,1478194364.7743819,2019-02-23T02:34:43.000Z
14.877,21.884724242,-159.527509928,1478194365.32031,2019-02-23T02:34:44.000Z
14.877,21.884724242,-159.527509928,1478194366.2920926,2019-02-23T02:34:45.000Z
14.877,21.884724242,-159.527509928,1478194367.630512,2019-02-23T02:34:45.000Z
14.877,21.884724242,-159.527509928,1478194367.7429118,2019-02-23T02:34:46.000Z
14.877,21.884724242,-159.527509928,1478194368.2955863,2019-02-23T02:34:47.000Z
14.877,21.884724242,-159.527509928,1478194369.3190084,2019-02-23T02:34:48.000Z
14.877,21.884724242,-159.527509928,1478194370.6298258,2019-02-23T02:34:48.000Z
14.877,21.884724242,-159.527509928,1478194370.7422926,2019-02-23T02:34:49.000Z
14.877,21.884724242,-159.527509928,1478194371.2949011,2019-02-23T02:34:50.000Z
14.877,21.884724242,-159.527509928,1478194372.2937915,2019-02-23T02:34:51.000Z
14.877,21.884724242,-159.527509928,1478194373.629719,2019-02-23T02:34:51.000Z
14.877,21.884724242,-159.527509928,1478194373.7425892,2019-02-23T02:34:52.000Z
14.877,21.884724242,-159.527509928,1478194374.2918565,2019-02-23T02:34:53.000Z
14.877,21.884724242,-159.527509928,1478194375.2948139,2019-02-23T02:34:54.000Z
14.877,21.884724242,-159.527509928,1478194376.6303265,2019-02-23T02:34:54.000Z
14.877,21.884724242,-159.527509928,1478194376.7431328,2019-02-23T02:34:55.000Z
14.877,21.884724242,-159.527509928,1478194377.319649,2019-02-23T02:34:56.000Z
14.877,21.884724242,-159.527509928,1478194378.2921593,2019-02-23T02:34:57.000Z
14.877,21.884724242,-159.527509928,1478194379.629751,2019-02-23T02:34:57.000Z
14.877,21.884724242,-159.527509928,1478194379.7424848,2019-02-23T02:34:58.000Z
14.877,21.884724242,-159.527509928,1478194380.293899,2019-02-23T02:34:59.000Z
14.877,21.884724242,-159.527509928,1478194381.2911289,2019-02-23T02:35:00.000Z
14.877,21.884724242,-159.527509928,1478194382.6296098,2019-02-23T02:35:00.000Z
14.877,21.884724242,-159.527509928,1478194382.7419307,2019-02-23T02:35:01.000Z
14.877,21.884724242,-159.527509928,1478194383.2945356,2019-02-23T02:35:02.000Z
14.877,21.884724242,-159.527509928,1478194384.2916615,2019-02-23T02:35:03.000Z
14.877,21.884724242,-159.527509928,1478194385.63009,2019-02-23T02:35:03.000Z
14.877,21.884724242,-159.527509928,1478194385.7413628,2019-02-23T02:35:04.000Z
14.877,21.884724242,-159.527509928,1478194386.2914147,2019-02-23T02:35:05.000Z
14.877,21.884724242,-159.527509928,1478194387.2932775,2019-02-23T02:35:06.000Z
14.877,21.884724242,-159.527509928,1478194388.6289704,2019-02-23T02:35:06.000Z
14.877,21.884724242,-159.527509928,1478194388.7417057,2019-02-23T02:35:07.000Z
14.877,21.884724242,-159.527509928,1478194389.2934122,2019-02-23T02:35:08.000Z
14.877,21.884724242,-159.527509928,1478194390.2938914,2019-02-23T02:35:09.000Z
14.877,21.884724242,-159.527509928,1478194391.6556654,2019-02-23T02:35:09.000Z
14.877,21.884724242,-159.527509928,1478194391.7681406,2019-02-23T02:35:10.000Z
14.877,21.884724242,-159.527509928,1478194392.2936819,2019-02-23T02:35:11.000Z
14.877,21.884724242,-159.527509928,1478194393.2925177,2019-02-23T02:35:12.000Z
14.877,21.884724242,-159.527509928,1478194394.6275742,2019-02-23T02:35:12.000Z
14.877,21.884724242,-159.527509928,1478194394.7400112,2019-02-23T02:35:13.000Z
14.877,21.884724242,-159.527509928,1478194395.293832,2019-02-23T02:35:14.000Z
14.877,21.884724242,-159.527509928,1478194396.2926872,2019-02-23T02:35:15.000Z
14.877,21.884724242,-159.527509928,1478194397.6527796,2019-02-23T02:35:15.000Z
14.877,21.884724242,-159.527509928,1478194397.765155,2019-02-23T02:35:16.000Z
14.877,21.884724242,-159.527509928,1478194398.2887793,2019-02-23T02:35:17.000Z
14.877,21.884724242,-159.527509928,1478194399.2908509,2019-02-23T02:35:18.000Z
14.877,21.884724242,-159.527509928,1478194400.6294117,2019-02-23T02:35:18.000Z
14.877,21.884724242,-159.527509928,1478194400.7417758,2019-02-23T02:35:19.000Z
14.877,21.884724242,-159.527509928,1478194401.3182228,2019-02-23T02:35:20.000Z
14.877,21.884724242,-159.527509928,1478194402.3196268,2019-02-23T02:35:21.000Z
14.877,21.884724242,-159.527509928,1478194403.6306562,2019-02-23T02:35:21.000Z
14.877,21.884724242,-159.527509928,1478194403.741908,2019-02-23T02:35:22.000Z
14.877,21.884724242,-159.527509928,1478194404.2927344,2019-02-23T02:35:23.000Z
14.877,21.884724242,-159.527509928,1478194405.2917182,2019-02-23T02:35:24.000Z
14.877,21.884724242,-159.527509928,1478194406.6298928,2019-02-23T02:35:24.000Z
14.877,21.884724242,-159.527509928,1478194406.7426703,2019-02-23T02:35:25.000Z
14.877,21.884724242,-159.527509928,1478194407.2924678,2019-02-23T02:35:26.000Z
14.877,21.884724242,-159.527509928,1478194408.3190074,2019-02-23T02:35:27.000Z
14.877,21.884724242,-159.527509928,1478194409.62942,2019-02-23T02:35:27.000Z
14.877,21.884724242,-159.527509928,1478194409.7418246,2019-02-23T02:35:28.000Z
15.249,21.884732622,-159.527509928,1478194410.2894201,2019-02-23T02:35:29.000Z
15.249,21.884732622,-159.527509928,1478194411.2907252,2019-02-23T02:35:30.000Z
15.249,21.884732622,-159.527509928,1478194412.6255276,2019-02-23T02:35:30.000Z
15.249,21.884732622,-159.527509928,1478194412.7381358,2019-02-23T02:35:31.000Z
15.249,21.884732622,-159.527509928,1478194413.2906609,2019-02-23T02:35:32.000Z
15.249,21.884732622,-159.527509928,1478194414.317378,2019-02-23T02:35:33.000Z
15.249,21.884732622,-159.527509928,1478194415.6546416,2019-02-23T02:35:33.000Z
14.877,21.884724242,-159.527509928,1478194415.767353,2019-02-23T02:35:34.000Z
15.201,21.884723064,-159.527500863,1478194416.293841,2019-02-23T02:35:35.000Z
15.201,21.884723064,-159.527500863,1478194417.2927089,2019-02-23T02:35:36.000Z
15.201,21.884723064,-159.527500863,1478194418.629671,2019-02-23T02:35:36.000Z
15.201,21.884723064,-159.527500863,1478194418.7410352,2019-02-23T02:35:37.000Z
15.201,21.884723064,-159.527500863,1478194419.319072,2019-02-23T02:35:38.000Z
15.153,21.884713507,-159.527491797,1478194420.2934961,2019-02-23T02:35:39.000Z
15.153,21.884713507,-159.527491797,1478194421.6278088,2019-02-23T02:35:39.000Z
15.153,21.884713507,-159.527491797,1478194421.740093,2019-02-23T02:35:40.000Z
15.153,21.884713507,-159.527491797,1478194422.291431,2019-02-23T02:35:41.000Z
15.153,21.884713507,-159.527491797,1478194423.290668,2019-02-23T02:35:42.000Z
15.153,21.884713507,-159.527491797,1478194424.6268854,2019-02-23T02:35:42.000Z
15.153,21.884713507,-159.527491797,1478194424.7394633,2019-02-23T02:35:43.000Z
15.153,21.884713507,-159.527491797,1478194425.2920823,2019-02-23T02:35:44.000Z
15.153,21.884713507,-159.527491797,1478194426.2909176,2019-02-23T02:35:45.000Z
15.153,21.884713507,-159.527491797,1478194427.6294606,2019-02-23T02:35:45.000Z
15.153,21.884713507,-159.527491797,1478194427.7405496,2019-02-23T02:35:46.000Z
15.153,21.884713507,-159.527491797,1478194428.3182013,2019-02-23T02:35:47.000Z
15.153,21.884713507,-159.527491797,1478194429.2914891,2019-02-23T02:35:48.000Z
15.153,21.884713507,-159.527491797,1478194430.628778,2019-02-23T02:35:48.000Z
15.153,21.884713507,-159.527491797,1478194430.7415392,2019-02-23T02:35:49.000Z
15.153,21.884713507,-159.527491797,1478194431.2953656,2019-02-23T02:35:50.000Z
15.153,21.884713507,-159.527491797,1478194432.291727,2019-02-23T02:35:51.000Z
15.153,21.884713507,-159.527491797,1478194433.6260777,2019-02-23T02:35:51.000Z
15.153,21.884713507,-159.527491797,1478194433.7386985,2019-02-23T02:35:52.000Z
15.153,21.884713507,-159.527491797,1478194434.286968,2019-02-23T02:35:53.000Z
15.153,21.884713507,-159.527491797,1478194435.290581,2019-02-23T02:35:54.000Z
15.153,21.884713507,-159.527491797,1478194436.6304305,2019-02-23T02:35:54.000Z
15.153,21.884713507,-159.527491797,1478194436.743064,2019-02-23T02:35:55.000Z
15.153,21.884713507,-159.527491797,1478194437.2942357,2019-02-23T02:35:56.000Z
15.153,21.884713507,-159.527491797,1478194438.2918746,2019-02-23T02:35:57.000Z
15.153,21.884713507,-159.527491797,1478194439.6317704,2019-02-23T02:35:57.000Z
15.153,21.884713507,-159.527491797,1478194439.7438762,2019-02-23T02:35:58.000Z
15.153,21.884713507,-159.527491797,1478194440.2952478,2019-02-23T02:35:59.000Z
15.153,21.884713507,-159.527491797,1478194441.2925398,2019-02-23T02:36:00.000Z
15.153,21.884713507,-159.527491797,1478194442.6561875,2019-02-23T02:36:00.000Z
15.153,21.884713507,-159.527491797,1478194442.7690732,2019-02-23T02:36:01.000Z
15.153,21.884713507,-159.527491797,1478194443.2952254,2019-02-23T02:36:02.000Z
15.153,21.884713507,-159.527491797,1478194444.2936547,2019-02-23T02:36:03.000Z
15.153,21.884713507,-159.527491797,1478194445.6291707,2019-02-23T02:36:03.000Z
15.153,21.884713507,-159.527491797,1478194445.7415051,2019-02-23T02:36:04.000Z
15.153,21.884713507,-159.527491797,1478194446.291653,2019-02-23T02:36:05.000Z
15.153,21.884713507,-159.527491797,1478194447.2928362,2019-02-23T02:36:06.000Z
15.153,21.884713507,-159.527491797,1478194448.6539257,2019-02-23T02:36:06.000Z
15.153,21.884713507,-159.527491797,1478194448.7661684,2019-02-23T02:36:07.000Z
15.153,21.884713507,-159.527491797,1478194449.2932553,2019-02-23T02:36:08.000Z
15.153,21.884713507,-159.527491797,1478194450.2921605,2019-02-23T02:36:09.000Z
15.153,21.884713507,-159.527491797,1478194451.6305633,2019-02-23T02:36:09.000Z
15.153,21.884713507,-159.527491797,1478194451.7430506,2019-02-23T02:36:10.000Z
15.153,21.884713507,-159.527491797,1478194452.3182125,2019-02-23T02:36:11.000Z
15.153,21.884713507,-159.527491797,1478194453.3169916,2019-02-23T02:36:12.000Z
15.153,21.884713507,-159.527491797,1478194454.6288488,2019-02-23T02:36:12.000Z
15.153,21.884713507,-159.527491797,1478194454.741172,2019-02-23T02:36:13.000Z
15.153,21.884713507,-159.527491797,1478194455.2912405,2019-02-23T02:36:14.000Z
15.153,21.884713507,-159.527491797,1478194456.292583,2019-02-23T02:36:15.000Z
15.153,21.884713507,-159.527491797,1478194457.629757,2019-02-23T02:36:15.000Z
15.153,21.884713507,-159.527491797,1478194457.7422223,2019-02-23T02:36:16.000Z
15.153,21.884713507,-159.527491797,1478194458.2898393,2019-02-23T02:36:17.000Z
14.284,21.884716661,-159.527488413,1478194459.315734,2019-02-23T02:36:18.000Z
14.284,21.884716661,-159.527488413,1478194460.6278634,2019-02-23T02:36:18.000Z
14.284,21.884716661,-159.527488413,1478194460.7407734,2019-02-23T02:36:19.000Z
14.284,21.884716661,-159.527488413,1478194461.2921202,2019-02-23T02:36:20.000Z
14.284,21.884716661,-159.527488413,1478194462.2905896,2019-02-23T02:36:21.000Z
14.284,21.884716661,-159.527488413,1478194463.628971,2019-02-23T02:36:21.000Z
14.284,21.884716661,-159.527488413,1478194463.7414076,2019-02-23T02:36:22.000Z
13.959,21.884717838,-159.527497478,1478194464.2923174,2019-02-23T02:36:23.000Z
13.959,21.884717838,-159.527497478,1478194465.317517,2019-02-23T02:36:24.000Z
13.959,21.884717838,-159.527497478,1478194466.6533015,2019-02-23T02:36:24.000Z
13.959,21.884717838,-159.527497478,1478194466.7658036,2019-02-23T02:36:25.000Z
13.959,21.884717838,-159.527497478,1478194467.2909977,2019-02-23T02:36:26.000Z
13.959,21.884717838,-159.527497478,1478194468.2913082,2019-02-23T02:36:27.000Z
13.959,21.884717838,-159.527497478,1478194469.6529694,2019-02-23T02:36:27.000Z
13.959,21.884717838,-159.527497478,1478194469.76596,2019-02-23T02:36:28.000Z
13.959,21.884717838,-159.527497478,1478194470.2904546,2019-02-23T02:36:29.000Z
13.959,21.884717838,-159.527497478,1478194471.291693,2019-02-23T02:36:30.000Z
13.959,21.884717838,-159.527497478,1478194472.6276782,2019-02-23T02:36:30.000Z
13.959,21.884717838,-159.527497478,1478194472.7404811,2019-02-23T02:36:31.000Z
13.959,21.884717838,-159.527497478,1478194473.2890117,2019-02-23T02:36:32.000Z
13.959,21.884717838,-159.527497478,1478194474.2898839,2019-02-23T02:36:33.000Z
13.959,21.884717838,-159.527497478,1478194475.6282198,2019-02-23T02:36:33.000Z
13.959,21.884717838,-159.527497478,1478194475.7406492,2019-02-23T02:36:34.000Z
13.959,21.884717838,-159.527497478,1478194476.291954,2019-02-23T02:36:35.000Z
13.959,21.884717838,-159.527497478,1478194477.290896,2019-02-23T02:36:36.000Z
13.959,21.884717838,-159.527497478,1478194478.6543193,2019-02-23T02:36:36.000Z
13.959,21.884717838,-159.527497478,1478194478.767194,2019-02-23T02:36:37.000Z
13.959,21.884717838,-159.527497478,1478194479.2925858,2019-02-23T02:36:38.000Z
13.959,21.884717838,-159.527497478,1478194480.2919168,2019-02-23T02:36:39.000Z
13.959,21.884717838,-159.527497478,1478194481.6287615,2019-02-23T02:36:39.000Z
13.959,21.884717838,-159.527497478,1478194481.7416313,2019-02-23T02:36:40.000Z
13.959,21.884717838,-159.527497478,1478194482.2899985,2019-02-23T02:36:41.000Z
13.959,21.884717838,-159.527497478,1478194483.2900743,2019-02-23T02:36:42.000Z
13.959,21.884717838,-159.527497478,1478194484.6280842,2019-02-23T02:36:42.000Z
13.959,21.884717838,-159.527497478,1478194484.7409458,2019-02-23T02:36:43.000Z
13.959,21.884717838,-159.527497478,1478194485.290673,2019-02-23T02:36:44.000Z
13.959,21.884717838,-159.527497478,1478194486.2898197,2019-02-23T02:36:45.000Z
