p,rh,t,ts
101.345,61.02,29.164,1550888619.77275
101.345,61.09,29.209,1550888622.24028
101.346,60.98,29.255,1550888624.70783
101.347,60.84,29.294,1550888627.17495
101.347,60.59,29.334,1550888629.64326
101.343,60.29,29.376,1550888632.11036
101.341,60.06,29.424,1550888634.57792
101.339,60.03,29.476,1550888637.03609
101.341,59.93,29.52,1550888639.50126
101.338,59.76,29.564,1550888641.96850
101.34,59.63,29.615,1550888644.43577
101.341,59.53,29.663,1550888646.90323
101.343,59.47,29.712,1550888649.36642
101.338,59.43,29.748,1550888651.83355
101.338,59.28,29.791,1550888654.30068
101.34,58.98,29.827,1550888656.76703
101.339,58.94,29.861,1550888659.23449
101.337,57.99,29.868,1550888661.70736
101.337,57.42,29.919,1550888664.17489
101.342,57.35,29.975,1550888666.64275
101.34,57.7,30.033,1550888669.11024
101.341,58.18,30.1,1550888671.57529
101.341,58.47,30.17,1550888674.04210
101.34,57.73,30.287,1550888676.50915
101.338,56.44,30.351,1550888678.97614
101.343,56.08,30.36,1550888681.44032
101.347,55.96,30.319,1550888683.90596
101.346,55.98,30.296,1550888686.37525
101.343,56.07,30.269,1550888688.84315
101.346,56.13,30.243,1550888691.31186
101.344,56.18,30.225,1550888693.77912
101.344,56.2,30.201,1550888696.24666
101.344,56.23,30.182,1550888698.71455
101.345,56.25,30.163,1550888701.18182
101.343,56.3,30.135,1550888703.64902
101.341,56.36,30.108,1550888706.11630
101.341,56.49,30.078,1550888708.58487
101.342,56.64,30.053,1550888711.05517
101.344,56.89,30.035,1550888713.52308
101.342,57.08,30.019,1550888715.99089
101.34,57.16,30.004,1550888718.45589
101.343,56.93,29.975,1550888720.92334
101.342,56.77,29.95,1550888723.39046
101.344,56.73,29.925,1550888725.85130
101.343,56.79,29.893,1550888728.32142
101.343,56.89,29.858,1550888730.78855
101.341,56.99,29.836,1550888733.25562
101.343,57.09,29.811,1550888735.72267
101.343,57.18,29.779,1550888738.18429
101.345,57.34,29.752,1550888740.65142
101.346,57.6,29.733,1550888743.11103
101.344,57.85,29.712,1550888745.57859
101.344,58.06,29.698,1550888748.04541
101.345,58.29,29.693,1550888750.51342
101.341,58.53,29.683,1550888752.98231
101.344,58.61,29.667,1550888755.44974
101.342,58.49,29.652,1550888757.91264
101.344,58.32,29.646,1550888760.37981
101.345,58.15,29.638,1550888762.84738
101.339,57.93,29.631,1550888765.31105
101.342,57.7,29.618,1550888767.77824
101.345,57.55,29.602,1550888770.24524
101.343,57.5,29.587,1550888772.71257
101.344,57.48,29.576,1550888775.17946
101.34,57.5,29.557,1550888777.64259
101.341,57.66,29.549,1550888780.10954
101.343,57.89,29.547,1550888782.57692
101.343,57.88,29.539,1550888785.04392
101.345,57.8,29.531,1550888787.51122
101.341,57.71,29.518,1550888789.97823
101.343,57.61,29.505,1550888792.44539
101.339,57.53,29.495,1550888794.91231
101.346,57.41,29.487,1550888797.37118
101.344,57.3,29.475,1550888799.83835
101.346,57.24,29.465,1550888802.30566
101.346,57.23,29.452,1550888804.77369
101.344,57.25,29.441,1550888807.24092
101.344,57.27,29.42,1550888809.70779
101.344,57.26,29.419,1550888812.17803
101.345,57.27,29.407,1550888814.64916
101.347,57.3,29.402,1550888817.11613
101.347,57.36,29.39,1550888819.58256
101.347,57.39,29.39,1550888822.04947
101.345,57.42,29.381,1550888824.51662
101.342,57.45,29.37,1550888826.98368
101.349,57.47,29.366,1550888829.45084
101.348,57.47,29.363,1550888831.91790
101.348,57.49,29.35,1550888834.38498
101.348,57.54,29.344,1550888836.85229
101.348,57.52,29.339,1550888839.31919
101.35,57.52,29.338,1550888841.78621
101.348,57.52,29.332,1550888844.25285
101.353,57.5,29.327,1550888846.71791
101.347,57.49,29.322,1550888849.18489
101.351,57.48,29.321,1550888851.65137
101.348,57.44,29.317,1550888854.11840
101.35,57.44,29.318,1550888856.58571
101.35,57.45,29.314,1550888859.05201
101.348,57.41,29.312,1550888861.51910
101.35,57.34,29.308,1550888863.98617
101.348,57.26,29.303,1550888866.45422
101.352,57.2,29.299,1550888868.92321
101.349,57.2,29.293,1550888871.39370
101.351,57.25,29.3,1550888873.85169
101.354,57.31,29.294,1550888876.32396
101.348,57.36,29.298,1550888878.79123
101.349,57.38,29.293,1550888881.25166
101.348,57.37,29.292,1550888883.72395
101.35,57.36,29.29,1550888886.19167
101.351,57.33,29.29,1550888888.65888
101.35,57.3,29.288,1550888891.12592
101.35,57.28,29.289,1550888893.59343
101.35,57.25,29.289,1550888896.06701
101.351,57.18,29.285,1550888898.53544
101.35,57.14,29.285,1550888901.00381
101.352,57.13,29.285,1550888903.46871
101.349,57.13,29.281,1550888905.93687
101.349,57.14,29.276,1550888908.40392
101.353,57.15,29.279,1550888910.87103
101.349,57.14,29.277,1550888913.33805
101.35,57.12,29.276,1550888915.80593
101.353,57.11,29.285,1550888918.27309
101.351,57.09,29.277,1550888920.74093
101.35,57.05,29.279,1550888923.20874
101.351,57.07,29.275,1550888925.67685
101.351,57.12,29.272,1550888928.14394
101.349,57.17,29.275,1550888930.60113
101.352,57.18,29.27,1550888933.06795
101.35,57.2,29.268,1550888935.53497
101.347,57.18,29.265,1550888938.00314
101.349,57.17,29.262,1550888940.47014
101.352,57.17,29.27,1550888942.93735
101.352,57.17,29.271,1550888945.40475
101.349,57.16,29.271,1550888947.87206
101.353,57.15,29.273,1550888950.33897
101.348,57.11,29.275,1550888952.80112
101.349,57.08,29.275,1550888955.26805
101.353,57.01,29.274,1550888957.73005
101.351,56.99,29.27,1550888960.20017
101.351,56.96,29.27,1550888962.66189
101.351,56.99,29.271,1550888965.13179
101.348,57.03,29.267,1550888967.59916
101.349,57.07,29.264,1550888970.06680
101.35,57.12,29.266,1550888972.53794
101.349,57.17,29.268,1550888975.00591
101.35,57.18,29.269,1550888977.47411
101.353,57.17,29.269,1550888979.94186
101.348,57.17,29.268,1550888982.41152
101.35,57.19,29.272,1550888984.87970
101.352,57.17,29.275,1550888987.34792
101.351,57.16,29.282,1550888989.81565
101.351,57.19,29.282,1550888992.28420
101.349,57.23,29.291,1550888994.75320
101.354,57.29,29.298,1550888997.22198
101.349,57.32,29.297,1550888999.69294
101.351,57.28,29.3,1550889002.16060
101.346,57.3,29.312,1550889004.62767
101.349,57.28,29.316,1550889007.09467
101.35,57.24,29.32,1550889009.56181
101.349,57.18,29.325,1550889012.02105
101.35,57.11,29.328,1550889014.48802
101.351,57.08,29.327,1550889016.95505
101.347,57.06,29.324,1550889019.42212
101.347,57.08,29.33,1550889021.89164
101.345,57.05,29.331,1550889024.35861
101.347,57.09,29.338,1550889026.82573
101.346,57.19,29.341,1550889029.29281
101.345,57.14,29.337,1550889031.76160
101.35,57.24,29.345,1550889034.22928
101.347,57.43,29.344,1550889036.69957
101.346,57.45,29.354,1550889039.16139
101.347,57.41,29.355,1550889041.63158
101.344,57.32,29.36,1550889044.09158
101.345,57.16,29.364,1550889046.55415
101.346,57.05,29.366,1550889049.02127
101.348,57,29.376,1550889051.48128
101.346,56.96,29.377,1550889053.94864
101.347,56.93,29.382,1550889056.41609
101.347,56.94,29.386,1550889058.88318
101.345,56.96,29.391,1550889061.35154
101.348,56.94,29.388,1550889063.81936
101.344,56.93,29.387,1550889066.29162
101.348,56.92,29.391,1550889068.76047
101.347,56.9,29.395,1550889071.23202
101.346,56.89,29.396,1550889073.70198
101.347,56.93,29.396,1550889076.17162
101.345,56.93,29.398,1550889078.64100
101.345,56.98,29.4,1550889081.10173
101.347,56.99,29.402,1550889083.57203
101.345,56.92,29.397,1550889086.03971
101.344,56.94,29.396,1550889088.51047
101.348,56.95,29.399,1550889090.97929
101.346,56.95,29.402,1550889093.44169
101.348,56.94,29.405,1550889095.91024
101.345,56.87,29.406,1550889098.37115
101.345,56.82,29.396,1550889100.83840
101.345,56.81,29.399,1550889103.30574
101.347,56.81,29.394,1550889105.77364
101.348,56.79,29.396,1550889108.23137
101.346,56.75,29.394,1550889110.69169
101.347,56.76,29.393,1550889113.15966
101.347,56.79,29.396,1550889115.62832
101.344,56.8,29.389,1550889118.09655
101.349,56.81,29.385,1550889120.56368
101.348,56.81,29.385,1550889123.03002
101.35,56.78,29.376,1550889125.49992
101.35,56.76,29.38,1550889127.96780
101.35,56.77,29.381,1550889130.43546
101.348,56.81,29.381,1550889132.90556
101.348,56.84,29.385,1550889135.37561
101.351,56.87,29.384,1550889137.84589
101.352,56.9,29.388,1550889140.31338
101.348,56.9,29.389,1550889142.78388
101.349,56.91,29.386,1550889145.25422
101.35,56.93,29.385,1550889147.71735
101.348,56.9,29.388,1550889150.18453
101.351,56.87,29.38,1550889152.65236
101.35,56.88,29.371,1550889155.11996
101.35,56.93,29.369,1550889157.58758
101.349,56.85,29.367,1550889160.05479
101.348,56.8,29.369,1550889162.52165
101.345,56.76,29.371,1550889164.98914
101.347,56.73,29.372,1550889167.45649
101.349,56.72,29.372,1550889169.92390
101.353,56.71,29.369,1550889172.38594
101.347,56.68,29.362,1550889174.85522
101.352,56.66,29.357,1550889177.32242
101.354,56.59,29.354,1550889179.79004
101.348,56.57,29.356,1550889182.25822
101.348,56.57,29.352,1550889184.72340
101.35,56.59,29.344,1550889187.19188
101.347,56.62,29.337,1550889189.65900
101.349,56.6,29.341,1550889192.12137
101.351,56.56,29.338,1550889194.58883
101.349,56.54,29.334,1550889197.05280
101.35,56.52,29.33,1550889199.52015
101.35,56.5,29.335,1550889201.98740
101.349,56.51,29.334,1550889204.45472
101.348,56.5,29.336,1550889206.92234
101.349,56.52,29.337,1550889209.38950
101.35,56.53,29.341,1550889211.85748
101.348,56.57,29.339,1550889214.32480
101.35,56.62,29.335,1550889216.79320
101.351,56.7,29.33,1550889219.26056
101.349,56.76,29.329,1550889221.72824
101.353,56.88,29.319,1550889224.19560
101.35,56.96,29.311,1550889226.66431
101.349,56.91,29.298,1550889229.13266
101.353,56.85,29.295,1550889231.59279
101.351,56.83,29.287,1550889234.06001
101.35,56.85,29.293,1550889236.52855
101.35,56.86,29.292,1550889238.99549
101.35,56.85,29.294,1550889241.46453
101.352,56.8,29.295,1550889243.93213
101.35,56.76,29.285,1550889246.40587
101.351,56.73,29.285,1550889248.87145
101.351,56.75,29.285,1550889251.33296
101.352,56.87,29.283,1550889253.80037
101.351,56.86,29.284,1550889256.26145
101.351,56.78,29.277,1550889258.72888
101.351,56.75,29.285,1550889261.19675
101.352,56.7,29.294,1550889263.66528
101.352,56.61,29.3,1550889266.13294
101.351,56.52,29.303,1550889268.60086
101.349,56.45,29.298,1550889271.07099
101.352,56.43,29.304,1550889273.54133
101.349,56.46,29.304,1550889276.01134
101.348,56.45,29.306,1550889278.48082
101.35,56.48,29.307,1550889280.94787
101.351,56.51,29.318,1550889283.41510
101.351,56.63,29.322,1550889285.88104
101.345,56.73,29.33,1550889288.34133
101.35,56.76,29.338,1550889290.80142
101.35,56.83,29.349,1550889293.26839
101.348,56.89,29.356,1550889295.73104
101.351,56.84,29.366,1550889298.20004
101.349,56.79,29.376,1550889300.66123
101.349,56.78,29.388,1550889303.12147
101.349,56.79,29.396,1550889305.58868
101.347,56.84,29.409,1550889308.05740
101.348,56.88,29.42,1550889310.52363
101.351,56.92,29.428,1550889312.99368
101.348,56.92,29.435,1550889315.46790
101.348,56.92,29.45,1550889317.93272
101.351,56.92,29.457,1550889320.40049
101.349,56.86,29.465,1550889322.86913
101.351,56.76,29.463,1550889325.33652
101.353,56.68,29.466,1550889327.80383
101.353,56.6,29.474,1550889330.26135
101.351,56.59,29.469,1550889332.72859
101.35,56.68,29.473,1550889335.19558
101.35,56.81,29.473,1550889337.66322
101.353,56.89,29.48,1550889340.12150
101.35,56.85,29.485,1550889342.58129
101.351,56.84,29.493,1550889345.04911
101.351,56.83,29.498,1550889347.51677
101.347,56.9,29.5,1550889349.98448
101.35,56.87,29.504,1550889352.45215
101.349,56.8,29.503,1550889354.91943
101.35,56.71,29.502,1550889357.38675
101.348,56.63,29.499,1550889359.85137
101.352,56.58,29.492,1550889362.31869
101.352,56.57,29.489,1550889364.78808
101.352,56.59,29.488,1550889367.25566
101.351,56.58,29.484,1550889369.72507
101.35,56.55,29.478,1550889372.19654
101.351,56.54,29.477,1550889374.66162
101.353,56.54,29.47,1550889377.12881
101.352,56.58,29.463,1550889379.59619
101.353,56.65,29.462,1550889382.06327
101.351,56.68,29.453,1550889384.53023
101.352,56.72,29.452,1550889386.99128
101.35,56.72,29.446,1550889389.45117
101.353,56.7,29.449,1550889391.91830
101.354,56.67,29.447,1550889394.38549
101.353,56.66,29.448,1550889396.85271
101.351,56.67,29.45,1550889399.31968
101.351,56.66,29.45,1550889401.78580
101.354,56.67,29.452,1550889404.25218
101.358,56.72,29.453,1550889406.71979
101.353,56.74,29.451,1550889409.18683
101.357,56.78,29.445,1550889411.65380
101.351,56.82,29.439,1550889414.12090
101.35,56.85,29.439,1550889416.58815
101.349,56.89,29.434,1550889419.05505
101.351,56.96,29.438,1550889421.52242
101.349,57.15,29.443,1550889423.98962
101.354,57.29,29.453,1550889426.45686
101.352,57.3,29.461,1550889428.92412
101.355,57.29,29.474,1550889431.39239
101.355,57.27,29.487,1550889433.85094
101.356,57.2,29.497,1550889436.31817
101.352,57.13,29.503,1550889438.78119
101.353,57.06,29.514,1550889441.24221
101.353,57,29.521,1550889443.70932
101.354,56.97,29.528,1550889446.17676
101.353,56.96,29.536,1550889448.64399
101.347,56.92,29.55,1550889451.11155
101.351,56.87,29.562,1550889453.57945
101.349,56.91,29.567,1550889456.04679
101.349,57,29.572,1550889458.51379
101.347,57.1,29.582,1550889460.98101
101.348,57.08,29.585,1550889463.44816
101.35,56.91,29.595,1550889465.91557
101.353,56.75,29.606,1550889468.38307
101.35,56.62,29.608,1550889470.85018
101.35,56.56,29.618,1550889473.31732
101.351,56.54,29.623,1550889475.78483
101.35,56.5,29.63,1550889478.25251
101.351,56.45,29.636,1550889480.72116
101.351,56.42,29.639,1550889483.18816
101.354,56.45,29.641,1550889485.65550
101.35,56.59,29.642,1550889488.12292
101.35,56.75,29.647,1550889490.59063
101.349,56.84,29.645,1550889493.06103
101.348,56.87,29.649,1550889495.53145
101.35,56.88,29.654,1550889498.00116
101.35,56.86,29.662,1550889500.47168
101.349,56.8,29.671,1550889502.94176
101.347,56.8,29.683,1550889505.41139
101.349,56.88,29.694,1550889507.87969
101.351,56.86,29.709,1550889510.34146
101.349,56.78,29.715,1550889512.81162
101.351,56.68,29.721,1550889515.28178
101.35,56.57,29.723,1550889517.75113
101.355,56.5,29.731,1550889520.21126
101.351,56.42,29.737,1550889522.67075
101.351,56.29,29.739,1550889525.13821
101.35,56.2,29.746,1550889527.60916
101.35,56.15,29.746,1550889530.07606
101.349,56.1,29.753,1550889532.54356
101.349,55.95,29.762,1550889535.01071
101.347,55.84,29.771,1550889537.47126
101.351,55.8,29.779,1550889539.93826
101.35,55.76,29.787,1550889542.40529
101.353,55.7,29.801,1550889544.87233
101.351,55.67,29.805,1550889547.33949
101.35,55.62,29.815,1550889549.80649
101.349,55.54,29.82,1550889552.27462
101.35,55.44,29.828,1550889554.74369
101.348,55.37,29.834,1550889557.21713
101.352,55.34,29.842,1550889559.68732
101.35,55.31,29.847,1550889562.15661
101.349,55.28,29.856,1550889564.62448
101.351,55.24,29.858,1550889567.09222
101.348,55.18,29.859,1550889569.55569
101.351,55.14,29.866,1550889572.02314
101.352,55.13,29.872,1550889574.49004
101.348,55.12,29.875,1550889576.95959
101.35,55.17,29.879,1550889579.42700
101.351,55.23,29.877,1550889581.89155
101.347,55.3,29.889,1550889584.35152
101.351,55.35,29.889,1550889586.81945
101.351,55.4,29.89,1550889589.28599
101.347,55.41,29.89,1550889591.75384
101.348,55.36,29.895,1550889594.22419
101.35,55.29,29.896,1550889596.69300
101.352,55.21,29.892,1550889599.16053
101.351,55.15,29.89,1550889601.62689
101.35,55.13,29.886,1550889604.09400
101.352,55.15,29.884,1550889606.56149
101.352,55.17,29.889,1550889609.02797
101.348,55.19,29.89,1550889611.49611
101.355,55.19,29.896,1550889613.96334
101.354,55.17,29.896,1550889616.42900
101.351,55.19,29.895,1550889618.89634
101.352,55.16,29.896,1550889621.36431
101.354,55.13,29.898,1550889623.83185
101.355,55.13,29.9,1550889626.30187
101.352,55.13,29.91,1550889628.76946
101.35,55.17,29.916,1550889631.23690
101.353,55.21,29.928,1550889633.70482
101.35,55.25,29.931,1550889636.16961
101.351,55.26,29.943,1550889638.63246
101.355,55.23,29.95,1550889641.10037
101.353,55.24,29.956,1550889643.56793
101.35,55.24,29.966,1550889646.03150
101.354,55.21,29.973,1550889648.50014
101.352,55.17,29.979,1550889650.96135
101.349,55.15,29.987,1550889653.42165
101.352,55.15,29.983,1550889655.88935
101.354,55.16,29.991,1550889658.35710
101.354,55.2,29.99,1550889660.82139
101.353,55.2,29.993,1550889663.28167
101.347,55.2,29.986,1550889665.74161
101.35,55.18,29.987,1550889668.20890
101.351,55.18,29.985,1550889670.67128
101.348,55.2,29.984,1550889673.14025
101.352,55.24,29.992,1550889675.60738
101.35,55.24,29.995,1550889678.07571
101.348,55.21,29.997,1550889680.54162
101.354,55.17,29.998,1550889683.00907
101.352,55.18,29.999,1550889685.47641
101.351,55.29,30.002,1550889687.94392
101.351,55.29,30.007,1550889690.41127
101.352,55.17,30.01,1550889692.88139
101.352,55.08,30.011,1550889695.35079
101.354,55.06,30.014,1550889697.81844
101.352,55.05,30.017,1550889700.28570
101.349,55.05,30.018,1550889702.75305
101.352,54.99,30.018,1550889705.22311
101.354,54.92,30.018,1550889707.69344
101.353,54.82,30.016,1550889710.16065
101.356,54.78,30.023,1550889712.62796
101.353,54.77,30.029,1550889715.09264
101.355,54.75,30.034,1550889717.56030
101.353,54.73,30.034,1550889720.02750
101.356,54.71,30.04,1550889722.49126
101.353,54.73,30.042,1550889724.95863
101.355,54.75,30.047,1550889727.42646
101.349,54.75,30.048,1550889729.89397
101.355,54.74,30.051,1550889732.36153
101.352,54.72,30.054,1550889734.82638
101.352,54.66,30.053,1550889737.29406
101.352,54.6,30.058,1550889739.76285
101.356,54.54,30.055,1550889742.23103
101.353,54.51,30.054,1550889744.69861
101.354,54.52,30.058,1550889747.16134
101.353,54.54,30.057,1550889749.63099
101.354,54.56,30.056,1550889752.09886
101.353,54.56,30.051,1550889754.56937
101.353,54.6,30.048,1550889757.03962
101.354,54.78,30.052,1550889759.51018
101.352,54.9,30.052,1550889761.97121
101.355,54.93,30.054,1550889764.43855
101.354,54.92,30.053,1550889766.90618
101.353,54.9,30.046,1550889769.37117
101.353,54.85,30.039,1550889771.83929
101.356,54.81,30.045,1550889774.30693
101.356,54.78,30.039,1550889776.77121
101.357,54.82,30.04,1550889779.23107
101.356,54.9,30.037,1550889781.70374
101.354,54.96,30.037,1550889784.16178
101.354,54.97,30.027,1550889786.62980
101.353,54.95,30.026,1550889789.09262
101.353,54.92,30.022,1550889791.56022
101.356,54.95,30.021,1550889794.02866
101.352,54.97,30.01,1550889796.50269
101.353,54.98,29.997,1550889798.96986
101.353,54.91,29.994,1550889801.43632
101.354,54.84,29.982,1550889803.90192
101.355,54.76,29.963,1550889806.37013
101.353,54.7,29.949,1550889808.83751
101.352,54.74,29.928,1550889811.30830
101.356,54.77,29.91,1550889813.77554
101.357,54.78,29.892,1550889816.24297
101.359,54.75,29.874,1550889818.70285
101.355,54.75,29.846,1550889821.17098
101.355,54.75,29.821,1550889823.63824
101.355,54.69,29.796,1550889826.10683
101.354,54.6,29.766,1550889828.57423
101.357,54.52,29.747,1550889831.04162
101.355,54.48,29.726,1550889833.50861
101.356,54.5,29.697,1550889835.97571
101.352,54.48,29.676,1550889838.44347
101.352,54.44,29.653,1550889840.91121
101.352,54.41,29.627,1550889843.37956
101.357,54.38,29.599,1550889845.84712
101.352,54.39,29.581,1550889848.31727
101.354,54.44,29.558,1550889850.78806
101.358,54.52,29.539,1550889853.25562
101.357,54.55,29.521,1550889855.72600
101.354,54.61,29.5,1550889858.19622
101.357,54.72,29.479,1550889860.66456
101.36,54.85,29.464,1550889863.13333
101.359,54.92,29.446,1550889865.60192
101.36,54.96,29.424,1550889868.07148
101.36,55.01,29.402,1550889870.53916
101.361,55.06,29.389,1550889873.00151
101.361,55.06,29.37,1550889875.47168
101.36,55.04,29.354,1550889877.94241
101.36,55.05,29.338,1550889880.41009
101.36,55.03,29.323,1550889882.87852
101.359,55.05,29.313,1550889885.34615
101.363,55.12,29.301,1550889887.81390
101.359,55.22,29.289,1550889890.27937
101.361,55.25,29.283,1550889892.74676
101.36,55.3,29.276,1550889895.21403
101.361,55.36,29.27,1550889897.68229
101.364,55.41,29.275,1550889900.14146
101.363,55.48,29.317,1550889902.60924
101.362,55.65,29.331,1550889905.07650
101.363,55.88,29.333,1550889907.54384
101.359,56.2,29.335,1550889910.00986
101.357,56.48,29.339,1550889912.47174
101.355,56.76,29.366,1550889914.93926
101.357,57.18,29.401,1550889917.40659
101.36,57.45,29.444,1550889919.87516
101.359,57.84,29.486,1550889922.34172
101.355,58.17,29.529,1550889924.81002
101.356,58.34,29.636,1550889927.27170
101.354,58.34,29.798,1550889929.73958
101.358,58.27,29.903,1550889932.20659
101.358,58.31,29.942,1550889934.67364
101.358,58.54,29.934,1550889937.14063
101.357,58.83,29.934,1550889939.60836
101.358,59.17,29.931,1550889942.07151
101.356,59.36,29.939,1550889944.53128
101.358,59.46,29.946,1550889946.99864
101.362,59.63,29.953,1550889949.46562
101.36,59.91,29.969,1550889951.93308
101.357,60.16,29.985,1550889954.39126
101.358,60.26,30.004,1550889956.85846
101.361,60.31,30.027,1550889959.32138
101.361,60.31,30.042,1550889961.78917
101.358,60.2,30.056,1550889964.25655
101.359,60.07,30.073,1550889966.71561
101.36,60.01,30.097,1550889969.18134
101.359,60.13,30.116,1550889971.64877
101.361,60.08,30.142,1550889974.11677
101.358,59.8,30.16,1550889976.58128
101.36,59.69,30.175,1550889979.04885
101.361,59.89,30.196,1550889981.51620
101.359,60,30.213,1550889983.98135
101.36,59.8,30.229,1550889986.45027
101.359,59.41,30.245,1550889988.91650
101.361,59.07,30.269,1550889991.38162
101.361,59,30.276,1550889993.84857
101.364,58.93,30.294,1550889996.31609
101.363,58.73,30.312,1550889998.78659
101.358,58.56,30.327,1550890001.25126
101.362,58.46,30.342,1550890003.71564
101.363,58.34,30.358,1550890006.18334
101.36,58.26,30.375,1550890008.64186
101.361,58.38,30.398,1550890011.11072
101.363,58.37,30.519,1550890013.57802
101.364,58.07,30.614,1550890016.04703
101.361,57.71,30.723,1550890018.51211
101.361,57.35,30.748,1550890020.97943
101.358,57.18,30.736,1550890023.44716
101.362,57,30.712,1550890025.91497
101.359,56.74,30.69,1550890028.38225
101.359,56.62,30.665,1550890030.84119
101.36,56.47,30.638,1550890033.30901
101.36,56.42,30.617,1550890035.77676
101.359,56.5,30.592,1550890038.24400
101.361,56.57,30.574,1550890040.70515
101.36,56.3,30.551,1550890043.17293
101.362,56.09,30.524,1550890045.64014
101.36,56.07,30.496,1550890048.10921
101.362,56.47,30.481,1550890050.57675
101.359,56.93,30.467,1550890053.04426
101.36,56.9,30.445,1550890055.51186
101.36,56.49,30.41,1550890057.97946
101.358,56.31,30.378,1550890060.44807
101.36,56.22,30.344,1550890062.91527
101.361,56.1,30.31,1550890065.37569
101.361,56.07,30.275,1550890067.84464
101.36,56.1,30.241,1550890070.30824
101.357,56.06,30.201,1550890072.77677
101.354,55.79,30.142,1550890075.24433
101.36,55.71,30.084,1550890077.71467
101.357,55.66,30.024,1550890080.18496
101.357,55.67,29.963,1550890082.65457
101.36,55.72,29.909,1550890085.12144
101.357,55.79,29.851,1550890087.58967
101.358,55.87,29.795,1550890090.05677
101.36,55.78,29.733,1550890092.52801
101.356,55.89,29.678,1550890094.99135
101.356,56.37,29.634,1550890097.45851
101.355,56.85,29.593,1550890099.92602
101.356,57.48,29.559,1550890102.39123
101.361,58.06,29.534,1550890104.85868
101.361,58.55,29.509,1550890107.31823
101.362,58.96,29.489,1550890109.78674
101.362,59.19,29.475,1550890112.25372
101.365,59.34,29.463,1550890114.71563
101.365,59.35,29.447,1550890117.18385
101.363,59.42,29.432,1550890119.65376
101.363,59.69,29.429,1550890122.12350
101.358,60.03,29.428,1550890124.59101
101.359,59.89,29.422,1550890127.05826
101.364,59.51,29.41,1550890129.52571
101.362,59.26,29.394,1550890131.99287
101.361,59.15,29.381,1550890134.45472
101.364,59.17,29.358,1550890136.92195
101.364,59.21,29.346,1550890139.38899
101.365,59.03,29.324,1550890141.85621
101.365,58.79,29.304,1550890144.32375
101.363,58.82,29.278,1550890146.79216
101.36,59.14,29.266,1550890149.25968
101.36,59.59,29.256,1550890151.72169
101.367,60.02,29.26,1550890154.18801
101.36,60.64,29.261,1550890156.65578
101.364,61.02,29.257,1550890159.12292
101.363,61.24,29.261,1550890161.59042
101.364,61.49,29.273,1550890164.05128
101.364,61.75,29.285,1550890166.51832
101.363,61.98,29.299,1550890168.98531
