AirSaturation,O2Concentration,SN,Temperature,ts
101.273,229.371,831,32.397,1550888994.50317
101.535,229.943,831,32.402,1550888995.79664
101.486,229.812,831,32.407,1550888997.09026
101.596,230.037,831,32.413,1550888998.38418
101.788,230.451,831,32.419,1550888999.69825
101.437,229.635,831,32.424,1550889001.00897
102.052,231.008,831,32.43,1550889002.32839
101.352,229.401,831,32.435,1550889003.67314
101.954,230.742,831,32.441,1550889004.99635
101.622,229.97,831,32.446,1550889006.30695
101.505,229.684,831,32.452,1550889007.60260
101.654,230.001,831,32.457,1550889008.89770
101.932,230.607,831,32.462,1550889010.18763
101.551,229.724,831,32.468,1550889011.47836
101.507,229.605,831,32.473,1550889012.77795
101.641,229.888,831,32.479,1550889014.06805
101.444,229.421,831,32.484,1550889015.36303
101.796,230.196,831,32.49,1550889016.66361
102.023,230.688,831,32.495,1550889017.95880
101.46,229.393,831,32.501,1550889019.26007
101.577,229.637,831,32.506,1550889020.55508
101.347,229.096,831,32.511,1550889021.84598
101.497,229.415,831,32.517,1550889023.14018
101.848,230.187,831,32.523,1550889024.43429
101.518,229.419,831,32.528,1550889025.72422
101.523,229.41,831,32.533,1550889027.01711
101.831,230.084,831,32.539,1550889028.31888
101.642,229.636,831,32.545,1550889029.61743
101.504,229.302,831,32.55,1550889030.90722
101.616,229.536,831,32.555,1550889032.22671
101.795,229.919,831,32.561,1550889033.53608
101.636,229.541,831,32.566,1550889034.82935
101.521,229.259,831,32.572,1550889036.12464
101.625,229.475,831,32.577,1550889037.41434
101.879,230.028,831,32.582,1550889038.71466
101.527,229.216,831,32.587,1550889040.00440
101.549,229.246,831,32.592,1550889041.29744
101.629,229.408,831,32.596,1550889042.59879
101.615,229.358,831,32.601,1550889043.89441
101.426,228.915,831,32.606,1550889045.18863
101.221,228.435,831,32.61,1550889046.47782
101.235,228.449,831,32.615,1550889047.77563
101.776,229.651,831,32.619,1550889049.06594
101.61,229.26,831,32.624,1550889050.36070
101.895,229.886,831,32.628,1550889051.65468
101.296,228.517,831,32.632,1550889052.95226
101.728,229.476,831,32.637,1550889054.24882
101.514,228.976,831,32.641,1550889055.53991
101.884,229.792,831,32.646,1550889056.83408
101.366,228.605,831,32.651,1550889058.12595
101.577,229.065,831,32.655,1550889059.41998
101.756,229.451,831,32.66,1550889060.72030
101.736,229.386,831,32.665,1550889062.03836
101.796,229.504,831,32.67,1550889063.38926
101.752,229.386,831,32.675,1550889064.71338
101.706,229.261,831,32.68,1550889066.05015
101.815,229.489,831,32.685,1550889067.36943
101.578,228.936,831,32.69,1550889068.65924
101.806,229.432,831,32.694,1550889069.95419
101.797,229.393,831,32.699,1550889071.24824
101.56,228.839,831,32.704,1550889072.53728
101.484,228.65,831,32.709,1550889073.83130
101.533,228.744,831,32.713,1550889075.12623
101.658,229.01,831,32.718,1550889076.42234
101.534,228.713,831,32.722,1550889077.71831
101.602,228.85,831,32.726,1550889079.01754
101.65,228.943,831,32.73,1550889080.31249
