Conductivity,Density,Salinity,SN,Soundspeed,Temperature,ts
-0.008,995.727,0.015,1719,1508.66,29.776,1550888637.87907
-0.008,995.726,0.015,1719,1508.667,29.78,1550888638.59598
-0.009,995.731,0.015,1719,1508.629,29.763,1550888639.31012
-0.008,995.729,0.015,1719,1508.645,29.77,1550888640.02666
-0.009,995.726,0.015,1719,1508.672,29.781,1550888640.74169
-0.009,995.725,0.015,1719,1508.683,29.786,1550888641.47650
-0.009,995.726,0.015,1719,1508.671,29.781,1550888642.26046
-0.009,995.729,0.015,1719,1508.649,29.771,1550888643.02561
-0.009,995.723,0.015,1719,1508.694,29.791,1550888643.79649
-0.008,995.723,0.015,1719,1508.694,29.791,1550888644.54855
-0.009,995.724,0.015,1719,1508.687,29.788,1550888645.30454
-0.008,995.719,0.015,1719,1508.721,29.803,1550888646.02521
-0.009,995.72,0.015,1719,1508.721,29.803,1550888646.73949
-0.008,995.722,0.015,1719,1508.698,29.793,1550888647.45042
-0.009,995.721,0.015,1719,1508.706,29.796,1550888648.16502
-0.008,995.721,0.015,1719,1508.706,29.796,1550888648.88331
-0.009,995.723,0.015,1719,1508.694,29.791,1550888649.59821
-0.009,995.72,0.015,1719,1508.721,29.803,1550888650.33163
-0.008,995.722,0.015,1719,1508.698,29.793,1550888651.05843
-0.008,995.72,0.015,1719,1508.713,29.799,1550888651.77243
-0.009,995.72,0.015,1719,1508.721,29.803,1550888652.48339
-0.009,995.715,0.015,1719,1508.759,29.819,1550888653.19551
-0.008,995.72,0.015,1719,1508.713,29.799,1550888653.91309
-0.009,995.72,0.015,1719,1508.721,29.803,1550888654.62697
-0.009,995.722,0.015,1719,1508.706,29.796,1550888655.35297
-0.008,995.721,0.015,1719,1508.709,29.798,1550888656.06850
-0.009,995.716,0.015,1719,1508.752,29.816,1550888656.78826
-0.008,995.72,0.015,1719,1508.721,29.803,1550888657.50708
-0.008,995.716,0.015,1719,1508.744,29.813,1550888658.22442
-0.008,995.717,0.015,1719,1508.74,29.811,1550888658.94101
-0.008,995.713,0.015,1719,1508.775,29.826,1550888659.65500
-0.009,995.718,0.015,1719,1508.733,29.808,1550888660.37694
-0.008,995.713,0.015,1719,1508.767,29.823,1550888661.09217
-0.009,995.717,0.015,1719,1508.744,29.813,1550888661.80625
-0.008,995.708,0.015,1719,1508.809,29.841,1550888662.52024
-0.009,995.711,0.015,1719,1508.786,29.831,1550888663.24058
-0.008,995.715,0.015,1719,1508.759,29.819,1550888663.95004
-0.008,995.706,0.015,1719,1508.824,29.847,1550888664.66025
-0.008,995.706,0.015,1719,1508.828,29.849,1550888665.37498
-0.008,995.708,0.015,1719,1508.813,29.842,1550888666.09712
-0.009,995.708,0.015,1719,1508.809,29.841,1550888666.81092
-0.009,995.705,0.015,1719,1508.832,29.85,1550888667.52431
-0.009,995.708,0.015,1719,1508.809,29.841,1550888668.24565
-0.009,995.709,0.015,1719,1508.805,29.839,1550888668.96820
-0.009,995.709,0.015,1719,1508.805,29.839,1550888669.68770
-0.01,995.709,0.015,1719,1508.802,29.837,1550888670.40872
-0.009,995.704,0.015,1719,1508.844,29.855,1550888671.12332
-0.009,995.709,0.015,1719,1508.805,29.839,1550888671.83698
-0.009,995.709,0.015,1719,1508.805,29.839,1550888672.55126
-0.01,995.701,0.015,1719,1508.867,29.865,1550888673.26204
-0.009,995.703,0.015,1719,1508.851,29.859,1550888673.97624
-0.01,995.702,0.015,1719,1508.859,29.862,1550888674.68993
-0.01,995.701,0.015,1719,1508.867,29.865,1550888675.40869
-0.009,995.706,0.015,1719,1508.828,29.849,1550888676.12296
