Chlorophyll,date,Thermistor,time,ts,Turbidity
1583,02/22/19,519,16:20:37,1550888449.22192,3984
1613,02/22/19,519,16:20:38,1550888450.29603,4130
1616,02/22/19,519,16:20:39,1550888451.37015,4130
1617,02/22/19,519,16:20:40,1550888452.44397,4130
1613,02/22/19,519,16:20:42,1550888453.51798,4130
1614,02/22/19,519,16:20:43,1550888454.59186,4130
1614,02/22/19,519,16:20:44,1550888455.66646,4130
1612,02/22/19,519,16:20:45,1550888456.74595,4130
1613,02/22/19,519,16:20:46,1550888457.81999,4130
1610,02/22/19,519,16:20:47,1550888458.89472,4130
1611,02/22/19,519,16:20:48,1550888459.96789,4130
1613,02/22/19,519,16:20:49,1550888461.04202,4130
1617,02/22/19,519,16:20:50,1550888462.17230,4130
1619,02/22/19,519,16:20:52,1550888464.27224,4130
1619,02/22/19,519,16:20:54,1550888466.40890,4130
1615,02/22/19,519,16:20:55,1550888467.50244,4130
1622,02/22/19,519,16:20:58,1550888469.64862,4130
1620,02/22/19,519,16:21:00,1550888471.78937,4130
1619,02/22/19,519,16:21:02,1550888473.92337,4130
1615,02/22/19,519,16:21:03,1550888475.00196,4130
1612,02/22/19,519,16:21:04,1550888476.07077,4130
1613,02/22/19,519,16:21:05,1550888477.14452,4130
1612,02/22/19,519,16:21:06,1550888478.21886,4130
1611,02/22/19,519,16:21:07,1550888479.29189,4130
1609,02/22/19,519,16:21:08,1550888480.37243,4130
1611,02/22/19,519,16:21:09,1550888481.44543,4130
1610,02/22/19,519,16:21:11,1550888482.51960,4130
1614,02/22/19,519,16:21:12,1550888483.59323,4130
1616,02/22/19,519,16:21:13,1550888484.66828,4130
1615,02/22/19,519,16:21:14,1550888485.74119,4130
1616,02/22/19,519,16:21:15,1550888486.82342,4130
1611,02/22/19,519,16:21:16,1550888487.89615,4130
1611,02/22/19,518,16:21:17,1550888488.96823,4130
1610,02/22/19,519,16:21:18,1550888490.03631,4130
1609,02/22/19,518,16:21:19,1550888491.11780,4130
1607,02/22/19,519,16:21:20,1550888492.18423,4130
1613,02/22/19,519,16:21:21,1550888493.27624,4130
1614,02/22/19,519,16:21:23,1550888495.40837,4130
1613,02/22/19,519,16:21:24,1550888496.47969,4130
1613,02/22/19,519,16:21:26,1550888497.55361,4130
1605,02/22/19,519,16:21:27,1550888498.62757,4130
811,02/22/19,519,16:21:28,1550888499.70032,1398
50,02/22/19,519,16:21:29,1550888500.76950,50
50,02/22/19,519,16:21:30,1550888501.83951,50
50,02/22/19,518,16:21:31,1550888502.90945,50
50,02/22/19,518,16:21:32,1550888503.99106,50
50,02/22/19,518,16:21:33,1550888505.05587,50
50,02/22/19,518,16:21:34,1550888506.14044,50
50,02/22/19,519,16:21:36,1550888508.26547,50
50,02/22/19,518,16:21:37,1550888509.33551,50
50,02/22/19,518,16:21:38,1550888510.40547,50
50,02/22/19,518,16:21:39,1550888511.47537,50
50,02/22/19,519,16:21:41,1550888512.55208,50
50,02/22/19,518,16:21:42,1550888513.61538,50
50,02/22/19,519,16:21:43,1550888514.68535,50
50,02/22/19,518,16:21:44,1550888515.75537,50
50,02/22/19,518,16:21:45,1550888516.82530,50
50,02/22/19,518,16:21:46,1550888517.90069,50
50,02/22/19,518,16:21:47,1550888518.97285,50
50,02/22/19,519,16:21:48,1550888520.03509,50
50,02/22/19,518,16:21:49,1550888521.12446,50
50,02/22/19,518,16:21:51,1550888523.25259,50
50,02/22/19,518,16:21:53,1550888525.39239,50
50,02/22/19,518,16:21:56,1550888527.52704,50
50,02/22/19,518,16:21:57,1550888528.59794,50
50,02/22/19,518,16:21:58,1550888529.66841,50
50,02/22/19,518,16:21:59,1550888530.75021,50
50,02/22/19,518,16:22:01,1550888532.87612,50
50,02/22/19,518,16:22:02,1550888533.95026,50
50,02/22/19,518,16:22:03,1550888535.01543,50
50,02/22/19,518,16:22:04,1550888536.08511,50
50,02/22/19,518,16:22:05,1550888537.15490,50
50,02/22/19,518,16:22:06,1550888538.22461,50
50,02/22/19,518,16:22:07,1550888539.29439,50
50,02/22/19,518,16:22:08,1550888540.36414,50
50,02/22/19,518,16:22:09,1550888541.43708,50
50,02/22/19,518,16:22:10,1550888542.50389,50
50,02/22/19,518,16:22:12,1550888543.57422,50
50,02/22/19,518,16:22:13,1550888544.64390,50
50,02/22/19,518,16:22:14,1550888545.71375,50
50,02/22/19,518,16:22:15,1550888546.78385,50
