Conductivity,Density,Salinity,SN,Soundspeed,Temperature,ts,p_int,rh_int,t_int,Chlorophyll,date,Thermistor,time,Turbidity,AirSaturation,O2Concentration,SN_bottlebone.optode,Temperature_bottlebone.optode,p,rh,t,alt,lat,long,ts_gps,alx,b,Deg.C,depth_m,dt,g,kPa,r,w,wlx,station
54.556000000000004,1022.6360000000001,34.772,1719,1538.2220000000002,26.718000000000004,1550890195.36285,113.77600000000001,9.49,46.341,130.0,02/22/19,513.0,16:49:43,308.0,133.607,335.075,831,26.537,101.361,63.17,29.484,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:29.000Z,3690.4,1239.0,31.816999999999997,0.0049775,2016-11-03T07:46:30.033552,2286.0,104.234,2094.7,6226.8,7689.2,11
54.552,1022.622,34.76,1719,1538.2379999999998,26.730999999999998,1550890196.09953,113.77600000000001,9.49,46.341,126.0,02/22/19,514.0,16:49:44,309.0,134.707,337.906,831,26.525,101.361,63.17,29.484,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:30.000Z,975.1,273.1,31.791,0.24280245,2016-11-03T07:46:31.434708,827.0,106.62299999999999,856.0,1668.1,1518.7,11
54.559,1022.6310000000001,34.769,1719,1538.234,26.725,1550890196.8190699,113.77600000000001,9.49,46.341,126.0,02/22/19,514.0,16:49:44,309.0,135.063,338.88199999999995,831,26.511,101.361,63.17,29.484,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:30.000Z,975.1,273.1,31.791,0.24280245,2016-11-03T07:46:31.434708,827.0,106.62299999999999,856.0,1668.1,1518.7,11
54.56399999999999,1022.653,34.789,1719,1538.2060000000001,26.704,1550890197.53282,113.77600000000001,9.49,46.341,128.0,02/22/19,513.0,16:49:45,306.0,135.063,338.88199999999995,831,26.511,101.361,63.25,29.506999999999998,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:30.000Z,973.2,282.6,31.638,0.3717197,2016-11-03T07:46:32.828178,828.5,107.91799999999999,857.5,1725.5,1514.3,11
54.573,1022.6619999999999,34.799,1719,1538.205,26.699,1550890198.24688,113.77600000000001,9.49,46.341,128.0,02/22/19,513.0,16:49:45,306.0,134.259,336.93300000000005,831,26.5,101.361,63.25,29.506999999999998,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:32.000Z,973.2,282.6,31.638,0.3717197,2016-11-03T07:46:32.828178,828.5,107.91799999999999,857.5,1725.5,1514.3,11
54.566,1022.6510000000001,34.788000000000004,1719,1538.213,26.706999999999997,1550890198.96082,113.77600000000001,9.49,46.341,128.0,02/22/19,514.0,16:49:48,310.0,134.259,336.93300000000005,831,26.5,101.361,63.25,29.506999999999998,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:33.000Z,1194.2,327.9,31.416,0.43234565,2016-11-03T07:46:34.221606,940.8,108.527,973.7,1975.7,1740.1,11
54.542,1022.633,34.766,1719,1538.204,26.713,1550890199.67884,113.77600000000001,9.49,46.341,128.0,02/22/19,514.0,16:49:48,310.0,133.767,335.756,831,26.491,101.361,63.25,29.506999999999998,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:33.000Z,1194.2,327.9,31.416,0.43234565,2016-11-03T07:46:34.221606,940.8,108.527,973.7,1975.7,1740.1,11
54.542,1022.654,34.784,1719,1538.168,26.689,1550890200.39686,113.77600000000001,9.49,46.341,127.0,02/22/19,514.0,16:49:49,305.0,133.767,335.756,831,26.491,101.365,63.23,29.526,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:33.000Z,925.3,259.5,31.201,0.5106915,2016-11-03T07:46:35.620787,768.9,109.314,800.1,1613.3,1408.2,11
54.567,1022.6510000000001,34.788000000000004,1719,1538.2160000000001,26.708000000000002,1550890201.11485,113.72399999999999,9.5,46.32,127.0,02/22/19,514.0,16:49:49,305.0,134.751,338.30300000000005,831,26.478,101.365,63.23,29.526,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:35.000Z,868.1,244.9,31.013,0.5194519000000001,2016-11-03T07:46:37.013871,732.4,109.402,757.3,1517.9,1332.9,11
54.574,1022.668,34.804,1719,1538.1970000000001,26.691999999999997,1550890201.8415,113.72399999999999,9.5,46.32,128.0,02/22/19,513.0,16:49:50,306.0,134.751,338.30300000000005,831,26.478,101.365,63.23,29.526,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:36.000Z,868.1,244.9,31.013,0.5194519000000001,2016-11-03T07:46:37.013871,732.4,109.402,757.3,1517.9,1332.9,11
54.583,1022.683,34.819,1719,1538.1870000000001,26.680999999999997,1550890202.6965,113.72399999999999,9.5,46.32,126.0,02/22/19,513.0,16:49:51,302.0,132.945,333.847,831,26.465,101.361,63.25,29.546999999999997,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:36.000Z,903.2,256.0,30.85,0.4989446,2016-11-03T07:46:38.405830,760.3,109.196,786.0,1580.6,1382.3,11
54.59,1022.69,34.827,1719,1538.1870000000001,26.678,1550890203.4662302,113.72399999999999,9.5,46.32,126.0,02/22/19,513.0,16:49:51,302.0,133.21200000000002,334.595,831,26.451999999999998,101.361,63.25,29.546999999999997,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:36.000Z,903.2,256.0,30.85,0.4989446,2016-11-03T07:46:38.405830,760.3,109.196,786.0,1580.6,1382.3,11
54.588,1022.694,34.83,1719,1538.1760000000002,26.671,1550890204.21058,113.72399999999999,9.5,46.32,125.0,02/22/19,514.0,16:49:53,307.0,133.21200000000002,334.595,831,26.451999999999998,101.361,63.25,29.546999999999997,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:38.000Z,914.2,260.2,30.698,0.5001392,2016-11-03T07:46:39.803820,771.1,109.208,800.1,1611.0,1401.7,11
54.591,1022.685,34.823,1719,1538.1979999999999,26.684,1550890204.96743,113.72399999999999,9.5,46.32,125.0,02/22/19,514.0,16:49:53,307.0,134.954,339.045,831,26.44,101.36,63.28,29.565,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:39.000Z,914.2,260.2,30.698,0.5001392,2016-11-03T07:46:39.803820,771.1,109.208,800.1,1611.0,1401.7,11
54.6,1022.701,34.839,1719,1538.1860000000001,26.671,1550890205.7105598,113.72399999999999,9.5,46.32,125.0,02/22/19,514.0,16:49:53,307.0,134.954,339.045,831,26.44,101.36,63.28,29.565,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:39.000Z,905.0,256.0,30.561999999999998,0.5100942,2016-11-03T07:46:41.197491,762.8,109.30799999999999,790.3,1588.9,1384.5,11
54.607,1022.7289999999999,34.865,1719,1538.149,26.644000000000002,1550890206.47339,113.72399999999999,9.5,46.32,125.0,02/22/19,514.0,16:49:55,312.0,135.04,339.336,831,26.428,101.36,63.28,29.565,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:39.000Z,905.0,256.0,30.561999999999998,0.5100942,2016-11-03T07:46:41.197491,762.8,109.30799999999999,790.3,1588.9,1384.5,11
54.607,1022.7280000000001,34.863,1719,1538.152,26.645,1550890207.2188098,113.72399999999999,9.5,46.32,125.0,02/22/19,514.0,16:49:55,312.0,135.04,339.336,831,26.428,101.36,63.28,29.565,16.004,21.88625789,-159.52757419999998,2019-02-23T02:48:41.000Z,899.5,252.9,30.432,0.49237429999999993,2016-11-03T07:46:42.594793,751.5,109.13,775.9,1556.6,1375.9,11
